file_name,line_no,zone,pattern_label,severity,action,line_excerpt
02_full_baodian_v8.md,351,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0054_2024_石景山_一模_17_M17_04 至 R_CC0054_2024_石景山_一模_17_M17_06。  
02_full_baodian_v8.md,401,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0103_2025_丰台_一模_19_01 中企业层面。  
02_full_baodian_v8.md,406,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0103_2025_丰台_一模_19_01 中科技创新意义。  
02_full_baodian_v8.md,411,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0103_2025_丰台_一模_19_01 中司法领域价值。  
02_full_baodian_v8.md,420,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0103_2025_丰台_一模_19_02、M_CC0103_2025_丰台_一模_19_03。  
02_full_baodian_v8.md,421,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0103_2025_丰台_一模_19_01。  
02_full_baodian_v8.md,426,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0103_2025_丰台_一模_19_03。  
02_full_baodian_v8.md,427,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0103_2025_丰台_一模_19_01。  
02_full_baodian_v8.md,432,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0103_2025_丰台_一模_19_04。  
02_full_baodian_v8.md,433,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0103_2025_丰台_一模_19_01。  
02_full_baodian_v8.md,483,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0025_2024_朝阳_二模_17_02、R_CC0025_2024_朝阳_二模_17_09、R_CC0025_2024_朝阳_二模_17_10。  
02_full_baodian_v8.md,488,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0025_2024_朝阳_二模_17_03、R_CC0025_2024_朝阳_二模_17_11、R_CC0025_2024_朝阳_二模_17_12。  
02_full_baodian_v8.md,493,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0025_2024_朝阳_二模_17_04、R_CC0025_2024_朝阳_二模_17_13、R_CC0025_2024_朝阳_二模_17_14。  
02_full_baodian_v8.md,502,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0025_2024_朝阳_二模_17_09 至 M_CC0025_2024_朝阳_二模_17_11。  
02_full_baodian_v8.md,503,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0025_2024_朝阳_二模_17_02、R_CC0025_2024_朝阳_二模_17_09、R_CC0025_2024_朝阳_二模_17_10。  
02_full_baodian_v8.md,508,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0025_2024_朝阳_二模_17_08、M_CC0025_2024_朝阳_二模_17_10。  
02_full_baodian_v8.md,509,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0025_2024_朝阳_二模_17_03、R_CC0025_2024_朝阳_二模_17_11、R_CC0025_2024_朝阳_二模_17_12。  
02_full_baodian_v8.md,514,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0025_2024_朝阳_二模_17_06、M_CC0025_2024_朝阳_二模_17_07、M_CC0025_2024_朝阳_二模_17_13、M_CC0025_2024_朝阳_二模_17_14。  
02_full_baodian_v8.md,515,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0025_2024_朝阳_二模_17_04、R_CC0025_2024_朝阳_二模_17_13、R_CC0025_2024_朝阳_二模_17_14。  
02_full_baodian_v8.md,565,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0125_2025_延庆_一模_19_M17_02。  
02_full_baodian_v8.md,570,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0125_2025_延庆_一模_19_M17_03。  
02_full_baodian_v8.md,575,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0125_2025_延庆_一模_19_M17_04、R_CC0125_2025_延庆_一模_19_M17_05。  
02_full_baodian_v8.md,585,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0125_2025_延庆_一模_19_M17_01。  
02_full_baodian_v8.md,590,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0125_2025_延庆_一模_19_02 至 M_CC0125_2025_延庆_一模_19_06。  
02_full_baodian_v8.md,591,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0125_2025_延庆_一模_19_M17_03、R_CC0125_2025_延庆_一模_19_M17_04。  
02_full_baodian_v8.md,596,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0125_2025_延庆_一模_19_04、M_CC0125_2025_延庆_一模_19_06。  
02_full_baodian_v8.md,597,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0125_2025_延庆_一模_19_M17_05。  
02_full_baodian_v8.md,647,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0002_2024_丰台_一模_17_M17_01、R_CC0002_2024_丰台_一模_17_M17_03。  
02_full_baodian_v8.md,652,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0002_2024_丰台_一模_17_M17_02、R_CC0002_2024_丰台_一模_17_M17_03。  
02_full_baodian_v8.md,657,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则点：R_CC0002_2024_丰台_一模_17_M17_04 至 R_CC0002_2024_丰台_一模_17_M17_06。  
02_full_baodian_v8.md,666,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0002_2024_丰台_一模_17_01。  
02_full_baodian_v8.md,667,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0002_2024_丰台_一模_17_M17_01。  
02_full_baodian_v8.md,672,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0002_2024_丰台_一模_17_02 至 M_CC0002_2024_丰台_一模_17_08。  
02_full_baodian_v8.md,673,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0002_2024_丰台_一模_17_M17_02、R_CC0002_2024_丰台_一模_17_M17_03。  
02_full_baodian_v8.md,679,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,对应细则：R_CC0002_2024_丰台_一模_17_M17_04 至 R_CC0002_2024_丰台_一模_17_M17_06。  
02_full_baodian_v8.md,701,student_body,第.*页,P0,rewrite_or_move_to_teacher_evidence,# 第四章：学生版一页框架
02_full_baodian_v8.md,901,student_body,gold_sample_all_material_atoms,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: gold_sample_all_material_atoms
02_full_baodian_v8.md,902,student_body,gold_sample_all_rubric_atoms,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: gold_sample_all_rubric_atoms
02_full_baodian_v8.md,914,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- open_or_reference_limit: OPEN_OR_REFERENCE 只可练分诊，不支撑节点
02_full_baodian_v8.md,920,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: M_CC0305_2026_海淀_一模_18_3_P01|M_CC0305_2026_海淀_一模_18_3_P02|M_CC0305_2026_海淀_一模_18_3_P03
02_full_baodian_v8.md,921,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: R_CC0305_2026_海淀_一模_18_3_P01|R_CC0305_2026_海淀_一模_18_3_P02|R_CC0305_2026_海淀_一模_18_3_P03
02_full_baodian_v8.md,933,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- open_or_reference_limit: 不使用 OPEN_OR_REFERENCE 表态题作核心代表
02_full_baodian_v8.md,939,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: M_CC0137_2025_昌平_二模_20_15|M_CC0137_2025_昌平_二模_20_16|M_CC0137_2025_昌平_二模_20_20|M_CC0137_2025_昌平_二模_20_21|M_CC0137_2025_昌平_二模_20_22|M_CC0137_2025_昌平_二模_20_24
02_full_baodian_v8.md,940,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: R_CC0137_2025_昌平_二模_20_02|R_CC0137_2025_昌平_二模_20_03|R_CC0137_2025_昌平_二模_20_04|R_CC0137_2025_昌平_二模_20_08|R_CC0137_2025_昌平_二模_20_09|R_CC0137_2025_昌平_二模_20_12
02_full_baodian_v8.md,958,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: M_CC0238_2026_东城_二模_19_05|M_CC0238_2026_东城_二模_19_06|M_CC0238_2026_东城_二模_19_07|M_CC0238_2026_东城_二模_19_08
02_full_baodian_v8.md,959,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: R_CC0238_2026_东城_二模_19_M17_01|R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03|R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05|R_CC0238_2026_东城_二模_19_M17_06
02_full_baodian_v8.md,977,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: M_CC0054_2024_石景山_一模_17_02|M_CC0054_2024_石景山_一模_17_04|M_CC0025_2024_朝阳_二模_17_09|M_CC0025_2024_朝阳_二模_17_10|M_CC0025_2024_朝阳_二模_17_11|M_CC0025_2024_朝阳_二模_17_13
02_full_baodian_v8.md,978,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03|R_CC0025_2024_朝阳_二模_17_09|R_CC0025_2024_朝阳_二模_17_10|R_CC0025_2024_朝阳_二模_17_11|R_CC0025_2024_朝阳_二模_17_13|R_CC0025_2024_朝阳_二模_17_14
02_full_baodian_v8.md,996,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: M_CC0125_2025_延庆_一模_19_02|M_CC0125_2025_延庆_一模_19_03|M_CC0125_2025_延庆_一模_19_04|M_CC0125_2025_延庆_一模_19_06
02_full_baodian_v8.md,997,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05
02_full_baodian_v8.md,1009,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- open_or_reference_limit: OPEN_OR_REFERENCE 程序题只作参考，不支撑核心
02_full_baodian_v8.md,1015,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,- source_material_atom_ids: M_CC0103_2025_丰台_一模_19_02|M_CC0103_2025_丰台_一模_19_03|M_CC0103_2025_丰台_一模_19_04|M_CC0002_2024_丰台_一模_17_01|M_CC0002_2024_丰台_一模_17_08
02_full_baodian_v8.md,1016,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- source_rubric_atom_ids: R_CC0103_2025_丰台_一模_19_01|R_CC0002_2024_丰台_一模_17_M17_01|R_CC0002_2024_丰台_一模_17_M17_04|R_CC0002_2024_丰台_一模_17_M17_05|R_CC0002_2024_丰台_一模_17_M17_06|R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_06|R_CC0025_2024_朝阳_二模_17_15|R_CC0025_2024_朝阳_二模_17_16
02_full_baodian_v8.md,1028,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- open_or_reference_limit: OPEN_OR_REFERENCE 不作为核心意义节点证据
02_full_baodian_v8.md,1036,student_body,参考答案,P0,rewrite_or_move_to_teacher_evidence,本句库不是参考答案摘抄，而是“材料信号 → 法律语言 → 得分关键词 → 考场句”的迁移工具。使用时先看适用材料信号，不能只背最后一句。
02_full_baodian_v8.md,1046,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0305_2026_海淀_一模_18_3_P01
02_full_baodian_v8.md,1060,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0305_2026_海淀_一模_18_3_P02
02_full_baodian_v8.md,1074,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0305_2026_海淀_一模_18_3_P03
02_full_baodian_v8.md,1088,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0137_2025_昌平_二模_20_02|R_CC0137_2025_昌平_二模_20_03|R_CC0137_2025_昌平_二模_20_04
02_full_baodian_v8.md,1102,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0137_2025_昌平_二模_20_08|R_CC0137_2025_昌平_二模_20_09|R_CC0137_2025_昌平_二模_20_12
02_full_baodian_v8.md,1116,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0238_2026_东城_二模_19_M17_01
02_full_baodian_v8.md,1130,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0238_2026_东城_二模_19_M17_02|R_CC0238_2026_东城_二模_19_M17_03
02_full_baodian_v8.md,1144,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0238_2026_东城_二模_19_M17_04|R_CC0238_2026_东城_二模_19_M17_05
02_full_baodian_v8.md,1158,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0054_2024_石景山_一模_17_M17_01|R_CC0054_2024_石景山_一模_17_M17_02|R_CC0054_2024_石景山_一模_17_M17_03
02_full_baodian_v8.md,1172,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0054_2024_石景山_一模_17_M17_04|R_CC0054_2024_石景山_一模_17_M17_05|R_CC0054_2024_石景山_一模_17_M17_06
02_full_baodian_v8.md,1186,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0025_2024_朝阳_二模_17_09|R_CC0025_2024_朝阳_二模_17_10
02_full_baodian_v8.md,1200,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0025_2024_朝阳_二模_17_11|R_CC0025_2024_朝阳_二模_17_12
02_full_baodian_v8.md,1214,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0025_2024_朝阳_二模_17_13|R_CC0025_2024_朝阳_二模_17_14
02_full_baodian_v8.md,1228,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0125_2025_延庆_一模_19_M17_01
02_full_baodian_v8.md,1242,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03
02_full_baodian_v8.md,1256,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0125_2025_延庆_一模_19_M17_04
02_full_baodian_v8.md,1270,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0103_2025_丰台_一模_19_01
02_full_baodian_v8.md,1284,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0103_2025_丰台_一模_19_01
02_full_baodian_v8.md,1298,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0002_2024_丰台_一模_17_M17_01|R_CC0002_2024_丰台_一模_17_M17_03
02_full_baodian_v8.md,1312,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0002_2024_丰台_一模_17_M17_04|R_CC0002_2024_丰台_一模_17_M17_05|R_CC0002_2024_丰台_一模_17_M17_06
02_full_baodian_v8.md,1326,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0025_2024_朝阳_二模_17_15|R_CC0025_2024_朝阳_二模_17_16
02_full_baodian_v8.md,1340,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05
02_full_baodian_v8.md,1354,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,- 对应 rubric_atom_id: R_CC0200_2025_西城_二模_18_01
02_full_baodian_v8.md,1365,student_body,R_,P0,rewrite_or_move_to_teacher_evidence,说明：本文件按 v8 学生框架逐题运行 53 道 boundary-patched 主观题。OPEN_OR_REFERENCE 题在题头明示，只作参考运行，不单独支撑核心节点。
02_full_baodian_v8.md,1371,student_body,[page,P0,rewrite_or_move_to_teacher_evidence,材料核心：17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动车使用人有故意或重大过 失的除外。 资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。 甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。乙某在驾驶过程中因雨天 路滑，撞到灯杆，造 成甲某受伤住院。为此，乙某主动垫付了部分医疗费用。甲某…
02_full_baodian_v8.md,1371,student_body,第.*页,P0,rewrite_or_move_to_teacher_evidence,材料核心：17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动车使用人有故意或重大过 失的除外。 资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。 甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。乙某在驾驶过程中因雨天 路滑，撞到灯杆，造 成甲某受伤住院。为此，乙某主动垫付了部分医疗费用。甲某…
02_full_baodian_v8.md,1376,student_body,[page,P0,rewrite_or_move_to_teacher_evidence,材料触发：17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人…；资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。；甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。
02_full_baodian_v8.md,1376,student_body,第.*页,P0,rewrite_or_move_to_teacher_evidence,材料触发：17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人…；资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。；甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。
02_full_baodian_v8.md,1385,student_body,[page,P0,rewrite_or_move_to_teacher_evidence,- 材料事实1: 17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动… -> 法律语言: 民法典
02_full_baodian_v8.md,1385,student_body,第.*页,P0,rewrite_or_move_to_teacher_evidence,- 材料事实1: 17.(8 分) [page 5] 第5页/共9页 《中华人民共和国民法典》 第一千二百一十七条 非营运机动车发生交通事故造 成无偿搭乘人损害，属于该机动车一方责任的，应当 减轻其赔偿责任，但是机动… -> 法律语言: 民法典
02_full_baodian_v8.md,1386,student_body,法律语言背景或价值铺垫,P0,rewrite_or_move_to_teacher_evidence,- 材料事实2: 资料卡 好意同乘：指驾驶人基于善意互助或友情帮助，无偿 搭载他人或允许大人无偿搭乘的情谊行为。 -> 法律语言: 背景或价值铺垫
02_full_baodian_v8.md,1387,student_body,法律语言背景或价值铺垫,P0,rewrite_or_move_to_teacher_evidence,- 材料事实3: 甲某搭乙某的车出行，上车后未听乙某提醒系好安全带。 -> 法律语言: 背景或价值铺垫
02_full_baodian_v8.md,1391,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0002_2024_丰台_一模_17_01|M_CC0002_2024_丰台_一模_17_02|M_CC0002_2024_丰台_一模_17_03|M_CC0002_2024_丰台_一模_17_04
02_full_baodian_v8.md,1392,student_body,见细则关键词,P0,rewrite_or_move_to_teacher_evidence,对应法律语言：见细则关键词
02_full_baodian_v8.md,1394,student_body,得分关键词含分值,P0,rewrite_or_move_to_teacher_evidence,得分关键词：法理依据5分：法院判决应以事实为依据，以法律为准绳，为必踩点1分。
02_full_baodian_v8.md,1397,student_body,M_,P0,rewrite_or_move_to_teacher_evidence,对应材料：M_CC0002_2024_丰台_一模_17_01|M_CC0002_2024_丰台_一模_17_02|M_CC0002_2024_丰台_一模_17_03|M_CC0002_2024_丰台_一模_17_04
