audit_id,source,norm_year,norm_district,norm_stage,norm_question,question_nature,evidence_grade_initial,covered_by_latest_docx,section,material,trigger,logic,bundle_path,norm_key
V3-FW-0032,2025北京昌平高三二模 第4题,2025,昌平,二模,4,choice,C,True,尊重客观规律与发挥主观能动性相结合,塑料餐盒经回收、加工成颗粒后，被再利用为T恤、笔记本、艺术装置、垃圾桶，并带来节能减碳效果。,尊重客观规律与发挥主观能动性相结合,餐盒之所以能“重生”，前提不是人的主观愿望，而是这种材料本身具有可回收、可再加工的客观属性。人的回收、分拣、再制造，是在遵循材料性质和再生利用规律的基础上，把资源循环利用和绿色发展目标实现出来，因此形成“尊重规律基础上的能动利用”这条链。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025昌平二模.md,2025|昌平|二模|4
V3-FW-0034,2025北京朝阳高三（上）期末 第16题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,16,subjective,A,True,尊重客观规律与发挥主观能动性相结合,评分细则提出文化发展有其自身规律，要尊重文化传承、文化交流的一般规律，同时正确发挥主观能动性，共建美美与共的文明百花园。,尊重客观规律与发挥主观能动性相结合,文化对话不能靠主观热情任意推进，也不能被动等待文化自然传播。材料中的典籍发行、文物展览、春节申遗和联合国假日，都体现了在尊重文化传承、交流、传播规律基础上的主动组织和推动，因此触发这一知识点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,2025|朝阳|期末|16
V3-FW-0035,2025北京延庆高三一模 第4题,2025,延庆,一模,4,choice,C,True,尊重客观规律与发挥主观能动性相结合,长江拥有独特生态系统，要求把修复长江生态环境摆在压倒性位置，共抓大保护、不搞大开发，在保护和开发关系中实现人与自然和谐共生。,尊重客观规律与发挥主观能动性相结合,题干先给出长江生态系统的独特性和生态宝库地位，再提出“大保护、不搞大开发”的治理要求，说明生态治理不能凭主观冲动蛮干，而要以生态规律为前提进行科学保护。同时，“修复”“统筹各方力量”又体现人在尊重规律基础上的主动治理，因此稳定触发“尊重客观规律与发挥主观能动性相结合”。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025延庆一模.md,2025|延庆|一模|4
V3-FW-0036,2024北京朝阳高三二模 第16题（2）（2024年朝阳二模主观题阅卷总结.pdf）,2024,朝阳,二模,16,subjective,A,True,尊重客观规律与发挥主观能动性相结合,人类在把握人工智能技术规律、应用规律和伦理边界的基础上，推动人工智能发展，并要求未来让人工智能更好服务人类社会。,尊重客观规律与发挥主观能动性相结合,阅卷总结明确提示可从“主能规律”作答。人与人工智能相互塑造，不等于人可以任意支配技术，也不等于被技术被动塑造；高分答案要写出在认识技术规律、风险边界和社会需求基础上的主动引导，因此应补入尊重规律与发挥主观能动性栏目。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024朝阳二模.md,2024|朝阳|二模|16
V3-FW-0037,2025北京西城高三二模 第16题第（1）问（讨论定稿-答案细则 -25.5西城高三政治二模-1.docx）,2025,西城,二模,16,subjective,A,True,尊重客观规律与发挥主观能动性相结合,工作人员认识和把握自然规律、动物活动特点和废弃水井的空间条件，通过攀爬台阶、蓄水池等设计把隐患转化为动物乐园。,尊重客观规律与发挥主观能动性相结合,答案细则把“把发挥主观能动性与尊重客观规律相结合”列为第16（1）问示例角度。废弃水井改造不是主观想象式善意，而是在把握生态规律、动物需求和场地条件后主动创造条件，因此应补入尊重规律与能动性栏目。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025西城二模.md,2025|西城|二模|16
V3-FW-0038,2024北京东城高三二模 第16题（阅卷总结/16题/16题二模阅卷总结.docx、16题评分细则.pptx）,2024,东城,二模,16,subjective,A,True,尊重客观规律与发挥主观能动性相结合,桑基鱼塘遵循人与自然的发展规律，又通过保护利用、产业融合、文化研学等方式在新时代继续发挥作用。,尊重客观规律与发挥主观能动性相结合,细则把“尊重规律”放在哲学层面第一项。桑基鱼塘不是人任意设计的景观，而是在顺应水、桑、蚕、鱼、塘之间生态规律的基础上形成；新时代的保护开发又体现人对这一规律的主动利用和创新转化，因此应补入尊重规律与能动性栏目。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024东城二模.md,2024|东城|二模|16
V3-FW-0039,2024北京西城高三二模 第18题第（4）问（高三模拟测试思想政治答案细则.docx）,2024,西城,二模,18,subjective,A,True,尊重客观规律与发挥主观能动性相结合,传统村落受到进城置业、移民搬迁冲击，文化和旅游部等机关要求以文化产业赋能乡村振兴，提升乡村审美水平和人文素养。,按客观规律办事和发挥主观能动性,答案细则明确列出“按客观规律办事和发挥主观能动性”。推动乡村文化振兴不能脱离村落形态、乡土文化传承规律和人口流动现实，也不能被动等待传统村落自然延续；要在尊重乡村文化生成和传播规律的基础上，通过审美教育、文化空间建设和产业赋能主动创造新活力。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区二模__2024西城二模.md,2024|西城|二模|18
V3-FW-0040,2024北京朝阳高三期中 第17题（2024.11期中政治朝阳评标docx.docx、阅卷细则总.rtf）,2024,朝阳,期中,17,subjective,A,True,尊重客观规律与发挥主观能动性相结合,让历史悠久的农耕文明在新时代迎来全新面貌，要保护农耕遗产、规范短视频传播、突出乡土味、融入现代科技、发展文旅文创，并强调守正不守旧、尊古不复古。,尊重客观规律与发挥主观能动性相结合,评标在第17题第5个给分角度中明确列出“尊重规律发挥主观能动性”，按知识1分、材料1分计入哲学分。农耕文明更新不能脱离乡土生活、文化遗产保护和现代传播规律，也不能消极保存旧形态；要在把握文化传承与时代接受规律的基础上主动转化、创新呈现。,data/preprocessed_corpus/gpt_suite_bundles/2024各区模拟题__2024各区期中__2024朝阳期中.md,2024|朝阳|期中|17
V3-FW-0041,2025北京丰台高三（上）期末 第16题（丰台期末细则.pptx）,2025,丰台,期末,16,subjective,B,True,规律的客观性,毛泽东强调“不懂得注意决定事物质量的数量界限，一切都是胸中无‘数’，结果就不能不犯错误”。,规律的客观性,数量界限不是人的主观偏好，而是事物发展中客观存在的“度”。忽视基本统计、主要百分比和数量界限，就会违背客观规律而犯错误，因此材料能稳定触发规律客观性。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025丰台期末.md,2025|丰台|期末|16
V3-FW-0042,2025北京朝阳高三（上）期末 第16题（朝阳期末评标.pdf扫描页读图核定）,2025,朝阳,期末,16,subjective,A,True,规律的客观性,评分细则强调文化发展、文化传承和文化交流有其自身规律。,规律的客观性,文化走向世界不是简单“想传播就能传播”，必须遵循文化接受、交流互鉴和传播转化的客观规律。材料中与当地策展人沟通、寻找与现代生活契合点，正是在尊重规律基础上提升传播效果。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025朝阳期末.md,2025|朝阳|期末|16
V3-FW-0043,2026北京朝阳高三（上）期末 第16题（2026朝阳期末细则.pdf扫描页读图核定）,2026,朝阳,期末,16,subjective,B,True,规律的客观性,细则在传统戏曲焕发新生命力的补充口径中写明可从“规律”等角度作答。,规律的客观性,戏曲传承创新有自身艺术规律、传播规律和时代接受规律。材料中的“保留艺术精髓”“赋予时代内涵”“融通不同资源”不是随意拼接，而是在把握传统文化转化规律基础上进行更新，因此应补入规律客观性栏目。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026朝阳期末.md,2026|朝阳|期末|16
V3-FW-0045,2025北京顺义高三一模 第16题（教师版 + 评分细则）,2025,顺义,一模,16,subjective,A,True,联系的普遍性 / 联系的观点（总）,《哪吒之魔童闹海》借助3D建模、动态水墨、粒子特效等技术手段，让传统文化以符合当代审美的方式“活起来”。,联系的观点,材料把传统神话、当代价值观、数字技术和当代审美放在同一条链上，说明“古老的”之所以能变成“新生的”，依赖于文化内容与技术手段、传播方式、审美需求之间的联动。因此这里稳定触发联系观点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区一模__2025顺义一模.md,2025|顺义|一模|16
V3-FW-0047,2025北京东城高三二模 第4题,2025,东城,二模,4,choice,C,False,联系的普遍性 / 联系的观点（总）,材料写流失海外国宝陆续回归，如兔首、马首、虎蓥、意大利返还文物等，强调国际合作与文物追索的新范例。,联系的观点,国宝回归不是单一国内行为，也不是只靠某一个环节完成，而是要通过外交、法律、国际合作、文化认同等多种关系共同作用才能实现。材料把“回归”写成一个多主体、多路径、多条件联动的过程，因此更稳地落到联系观点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区二模__2025东城二模.md,2025|东城|二模|4
V3-FW-0048,2025北京东城高三（上）期末 第16题（用户补充讲评PDF答案细则）,2025,东城,期末,16,subjective,A,True,联系的普遍性 / 联系的观点（总）,何尊等器物连接“中国”一词的历史、中华传统工艺、中华文化共同特质和中华文明连续性。,联系的观点,材料并不是孤立介绍某件器物，而是借器物把文字起源、历史记忆、传统工艺和文明传承串联起来。器物价值来自它与历史、文化、民族精神之间的内在关联，因此稳定触发联系观点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025东城期末.md,2025|东城|期末|16
V3-FW-0049,2025北京海淀高三（上）期末 第16题（用户确认PPT给分口径）,2025,海淀,期末,16,subjective,B,True,联系的普遍性 / 联系的观点（总）,打造中医药新时尚，把中医药传统理念、现代烘焙、年轻消费需求和新消费场景结合起来。,联系的观点,材料的核心不是单讲“中医药”或“烘焙”，而是把传统知识、现代技术、产品形态和消费需求放进同一个关系网络。新时尚正是在这些要素的相互连接中形成，因此可以稳定触发联系观点。,data/preprocessed_corpus/gpt_suite_bundles/2025各区模拟题__2025各区期末__2025海淀期末.md,2025|海淀|期末|16
V3-FW-0050,2026北京海淀高三（上）期末 第16题（评分标准）,2026,海淀,期末,16,subjective,A,True,联系的普遍性 / 联系的观点（总）,互联网、智能设备、导航、AI答案、短视频和算法共同构成数字原住民的成长环境，并影响学习、表达和判断。,联系的观点,材料没有把数字成长困境归结为某个单点，而是呈现技术工具、信息环境、学习方式和能力形成之间的相互作用。学生需要看到数字环境对主体发展的多重关联，因此可归入联系观点。,data/preprocessed_corpus/gpt_suite_bundles/2026各区模拟题__2026各区期末和期中__2026海淀期末.md,2026|海淀|期末|16
