source_id,path,sha256,size_bytes,mtime,role,status,notes
SRC_RUBRIC_2024_CHAOYANG_YIMO_Q21_PPTX,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,d64506799887753ee409ebc7e63cf977de6843f62f7ebb327b6cca74477a8272,7699972,2026-04-23T17:12:16+08:00,formal_rubric_pptx_for_doc_order_25,ACTIVE,"Slice 005: extracted slides 48-49 confirm economic situation 4分 plus new situation 5分.; Slice 027: PPTX lines 1224-1317 confirm 4+5 score structure, two-dimension frame, and single-dimension cap for doc_order 131.; Slice 030: PPTX lines 1224-1317 confirm 4+5 score structure, two-dimension frame, high-level opening wording and single-dimension cap for doc_order 146.; Slice 036: PPTX lines 1224-1228 and 1260-1317 confirm two-market branch plus 4+5/dual-dimension scoring for doc_order 178.; Slice 038: PPTX lines 1224-1228 and 1260-1317 confirm double-cycle/two-market branch plus 4+5/dual-dimension scoring for doc_order 189."
SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_PDF,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,84218459671af8ac66324584cd608c778703ef44e2eda745694745b53e3de302,558870,2026-04-23T17:11:42+08:00,formal_rubric_for_doc_order_26,ACTIVE,Slice 006: extracted page 5 lines 181-208 confirm principles 2分 and consensus why1/how5分.; Slice 007: reused formal PDF; lines 190-208 confirm common-interest angle inside consensus how-layer for doc_order 35.
SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_DOCX_SUPP,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,f7c4cc4ac52ecefd124cb890fb4f0e117c7a9312d2f51a97d6e2d102e3ef4cf1,28300,2026-04-23T17:11:38+08:00,supplemental_reference_for_doc_order_26,ACTIVE,Slice 006: supplemental DOCX gives short answer only; PDF has detailed scoring.
SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,c254bbee61da4abda65388bd2bd144b0e7efc781e9890208535e7882fbf278da,370507,2026-04-23T17:05:42+08:00,formal_marking_material_for_doc_order_27,ACTIVE,Slice 006: extracted lines 170-180 confirm user-pinned 4+2+2 three-layer structure.; Slice 017: reused for doc_order 85; lines 171-194 confirm 4+2+2 structure and trade facilitation as a substitute under common interests.; Slice 022: source evidence for doc_order 106-110 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20.txt
SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026石景山一模/细则/细则.doc,78d97b669465d8a5bf5290a80e0c500f202c2ee8aa2e7bf6ed082a1be6a57ef3,61440,2026-04-23T17:04:08+08:00,formal_level_rubric_for_doc_order_28,ACTIVE,"Slice 006: extracted lines 49-69 confirm keyword/level scoring, available angles, no fixed common-interest point.; Slice 018: reused for doc_order 88; lines 49-69 confirm keyword/level scoring and source examples.; Slice 024: reused for doc_order 119; lines 49-69 confirm level rubric and examples.; Slice 027: rubric lines 49-69 confirm keyword/level scoring for doc_order 133.; Slice 028: rubric lines 49-69 confirm keyword/level scoring examples for doc_order 137."
SRC_RUBRIC_2026_FENGTAI_YIMO_Q19,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,26649804f1de31f52829752b234da32ee8eb8e383501b558ab6c598dd3f9155d,23449985,2026-04-23T17:11:28+08:00,pptx_reference_answer_for_doc_order_29_low_evidence,ACTIVE,Slice 006: extracted slides 41-42 give reference answer; no fixed point-by-point scoring found.
SRC_RUBRIC_2025_FENGTAI_QIMO_Q20,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,360d57a4b250de8126e5f775fae9d9a024b4d8b284c6450e9532daf50fffb691,5796219,2026-04-23T17:08:14+08:00,formal_scoring_pptx_for_doc_order_30,ACTIVE,Slice 006: extracted slide 52 confirms 4+2+2 split and exact point wording.
SRC_RUBRIC_2026_YANQING_YIMO_Q19_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026延庆一模/细则/细则.docx,2e0f67df1ab78a60dccde6bec64faee10f32e14f8feed1c53959d700e5c8afcb,24071,2026-04-23T17:04:04+08:00,formal_rubric_for_doc_order_31,ACTIVE,Slice 007: extracted lines 102-110 confirm theory logic 4分 plus value meaning 4分 for doc_order 31.; Slice 013: reused for doc_order 64; lines 102-110 confirm theory logic 4分 and value meaning 4分.; Slice 020: reused/registered as source evidence for doc_order 96-100 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_YANQING_YIMO_Q19_2.txt
SRC_RUBRIC_2026_SHUNYI_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026顺义一模/细则/细则.pptx,de758e5e79500dd06e08fd5c9bb4ddc1a7dfcd46546912d0b3a0c989fda7e724,119656,2026-04-23T17:00:01+08:00,formal_rubric_for_doc_order_34,ACTIVE,Slice 007: extracted slide 9 confirms common interests 1分 plus international politics 3分 and international economy 3分 for doc_order 34.; Slice 023: source evidence for doc_order 111-115 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_023/SRC_RUBRIC_2026_SHUNYI_YIMO_Q20.txt
SRC_RUBRIC_2024_XICHENG_ERMO_Q19,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,f2e1772f20ed20857c70e184b124244b55717f04354f46c8f6d2ec91206a2f50,50023,2026-04-23T17:10:29+08:00,formal_rubric_for_doc_order_37,ACTIVE,Slice 008: extracted lines 97-104 confirm 1分总判断 plus 4分任取二点.
SRC_RUBRIC_2025_YANQING_YIMO_Q20_2,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,c0a3990e95796ddd4cd3b26a92bc9b30a041d503605e53322d2f26528c51bb4c,21765,2026-04-23T17:05:49+08:00,formal_rubric_for_doc_order_38,ACTIVE,Slice 008: extracted lines 87-89 confirm four 2分 angles for Q20(2).; Slice 013: reused for doc_order 65; lines 87-90 confirm four main angles and national-interest replacement rule.; Slice 022: source evidence for doc_order 106-110 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_022/SRC_RUBRIC_2025_YANQING_YIMO_Q20_2.txt
SRC_RUBRIC_2026_CHAOYANG_QIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026朝阳期末/细则/细则.pdf,487b2d15b3a3ac2b14567989edfb4195dd3f776437ec0853a7bd39a5a700859a,1423094,2026-04-23T17:03:00+08:00,formal_rubric_for_doc_order_68,ACTIVE,Slice 014: visual lines 4-16 confirm four-angle 8-point rubric and economic shared-results angle for doc_order 68.
SRC_RUBRIC_2026_CHAOYANG_ERMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/细则/202605朝阳高三政治二模阅卷细则(1).docx,8cb07a7f650e041c062b0f1a96ee53c20964ebc71c1a30af8697809adc4bb62c,27992,2026-05-18T21:19:26+08:00,formal_rubric_for_doc_order_40,ACTIVE,Slice 008: extracted lines 181-197 confirm three 2分 angles for Q20(2).
SRC_ANSWER_2024_HAIDIAN_ERMO_Q18_SUPP,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,8f109fb09efc0c6ae1ffbad76a5ad99bf071a766b0e8c512247d468dc37fc6b3,22380,2026-04-23T17:09:45+08:00,supplemental_answer_for_doc_order_41,ACTIVE,Slice 009: lines 15-26 preserve Q18(1) level descriptors.
SRC_EXAM_2024_HAIDIAN_ERMO_Q18,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,5355283f436e322953d1c6cb1f07663915a738594d8733a379aaf1109b31385c,513944,2026-04-23T17:09:48+08:00,exam_prompt_for_doc_order_41,ACTIVE,Slice 009: lines 185-205 confirm Q18(1) prompt and materials.
SRC_EXAM_2026_XICHENG_QIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区期末和期中/2026西城期末/试卷/2026北京西城高三上期末政治教师版.pdf,efbc5507a38dbd4f41a57acd1dfe4877df191813555b2318d451a1b3a855f230,11156816,2026-04-23T17:04:04+08:00,teacher_exam_reference_for_doc_order_42,ACTIVE,Slice 009: lines 80-97 provide reference-answer material for Q20 climate governance.
SRC_EXAM_2026_TONGZHOU_YIMO_Q19,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026通州一模/试卷/2026北京通州高三一模政治.pdf,dced3f3054457ebcf15b8217e10703e359761f0c131ea57678cfea5dbada1c34,8260419,2026-05-18T21:25:06+08:00,visual_exam_prompt_for_doc_order_66,ACTIVE,Slice 014: visual lines 3-10 confirm Q19 prompt and four 元首外交镜头 for doc_order 66.; Slice 025: reused for doc_order 123; visual lines 3-10 confirm prompt/material for Q19.
SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,73c36c3077dced724eb48b81aec7492e8e5ac59a7f72d7fb729d3581ea3fb5e8,29885,2026-04-23T17:06:30+08:00,formal_rubric_for_doc_order_67,ACTIVE,Slice 014: lines 283-314 confirm China/region/world 3+3+2 structure for doc_order 67.; Slice 020: reused/registered as source evidence for doc_order 96-100 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2025_CHAOYANG_ERMO_Q21.txt; Slice 025: reused for doc_order 124; lines 283-314 confirm 3+3+2 formal rubric and world branch.
SRC_EXAM_2025_CHAOYANG_ERMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,6009b3f19a33a729602d7a5bc5b6c8ca2b59ed1392c6c753df7d14695ce84d5e,704674,2026-04-23T17:06:29+08:00,exam_prompt_for_doc_order_67,ACTIVE,Slice 014: lines 215-228 confirm Q21 prompt and 周边工作 material for doc_order 67.; Slice 020: reused/registered as source evidence for doc_order 96-100 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2025_CHAOYANG_ERMO_Q21.txt; Slice 025: reused for doc_order 124; lines 215-228 confirm 周边工作 material and prompt.
SRC_RUBRIC_2026_FANGSHAN_ERMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,51621a4abaad70789a89e04e7096655e76cd19620a4086762db4d45f5c407876,34129,2026-05-18T21:19:24+08:00,formal_rubric_for_doc_order_45,ACTIVE,Slice 009: lines 134-146 confirm six directions plus material 2分; 共同利益/共同发展 is one 1分 direction.; Slice 025: reused for doc_order 122; lines 134-146 confirm formal six 1-point directions plus material 2分.
SRC_EXAM_2026_FANGSHAN_ERMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,ffe050fd8f7eb7b0cd6c43cd9c1724c3defbbc45509204254aee80060b42e82b,12444404,2026-05-18T21:22:49+08:00,teacher_exam_reference_for_doc_order_45,ACTIVE,Slice 009: lines 106-118 mirror Q20 answer and rubric directions.; Slice 025: reused for doc_order 122; lines 106-118 support teacher answer and six directions plus material 2分.
SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/细则/细则.docx,22206a780a1503a6d8a61a86f8f18a8c5cfac2d7cb1851a84e668d8dd356eae0,21457,2026-04-23T17:04:39+08:00,formal_rubric_for_doc_order_46,ACTIVE,Slice 010: lines 68-80 confirm 8分 structure; common interests only appears in 对世界 comprehensive layer line 79.; Slice 020: reused/registered as source evidence for doc_order 96-100 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_RUBRIC_2026_XICHENG_YIMO_Q20_2.txt
SRC_EXAM_2026_XICHENG_YIMO_Q20_2,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/试卷.docx,795b221243cdf7b62b7199bf41649f11c1e749c2c9199b3afbe13b6489e1dc61,4178588,2026-04-23T17:04:38+08:00,exam_prompt_for_doc_order_46,ACTIVE,Slice 010: lines 155-157 confirm material and Q20(2) prompt.; Slice 020: reused/registered as source evidence for doc_order 96-100 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_020/SRC_EXAM_2026_XICHENG_YIMO_Q20_2.txt
SRC_EXAM_2026_XICHENG_YIMO_Q20_2_PDF,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026西城一模/试卷/补充材料/2026北京西城高三一模政治.pdf,5581e0237e861511efb8400525d43aa042ca59a4fa0878e1e249617f4397ecc2,13170039,2026-04-23T17:05:17+08:00,supplemental_exam_pdf_for_doc_order_46,ACTIVE,Slice 010: supplemental exam PDF cache for Q20(2); DOCX exam text used for final prompt confirmation.
SRC_RUBRIC_2024_XICHENG_YIMO_Q19,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,f7bcf000f212cc694cabd0e1acf8ba29e5aa99810d2d5d25e839024388f97271,48086,2026-04-23T17:09:14+08:00,formal_rubric_for_doc_order_47,ACTIVE,Slice 010: lines 86-101 confirm opportunity/challenge/opening-support structure and 当代国际竞争实质 as challenge-layer variation.; Slice 036: rubric lines 85-101 confirm opportunity/challenge/bottleneck structure and two-market/resources opportunity branch for doc_order 177.
SRC_ANSWER_2024_XICHENG_YIMO_Q19_SUPP,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,91e28443e7a1bb0e34bca296c1123a8f31b6e7ed15bdb682f73f9dd8f5a8a0a2,42156,2026-04-23T17:09:14+08:00,supplemental_answer_for_doc_order_47,ACTIVE,Slice 010: supplemental answer cache for 2024 Xicheng Q19; formal rubric file used as primary source.
SRC_EXAM_2024_XICHENG_YIMO_Q19,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,2aa2ee045f75ecd86ef7f244b034451ef8d587c96ea3805c41189bcb09b43e74,2046293,2026-04-23T17:09:29+08:00,exam_prompt_for_doc_order_47,ACTIVE,Slice 010: lines 203-204 confirm Q19(6) prompt.; Slice 036: exam lines 197-204 confirm 2024西城一模Q19(6) future-industry prompt for doc_order 177.
SRC_RUBRIC_2024_SHUNYI_ERMO_Q19_2,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,f986728ea555a6edc1669835ceef949b8129895ba54cc64f0de67968ea29527f,32521,2026-04-23T17:10:19+08:00,formal_rubric_for_doc_order_48,ACTIVE,"Slice 010: lines 32-34 confirm mixed-module answer containing 当前国际竞争的实质 without independent extracted subscore split.; Slice 013: reused for doc_order 61; lines 32-34 confirm international-competition/national-interest layer, not exact 出发点和落脚点 formula."
SRC_EXAM_2024_SHUNYI_ERMO_Q19_2,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,33010f3bed39e2759cf1ca3d22d4526f77e22833c208efb1aaf3611a8dd67df7,13156426,2026-04-23T17:11:27+08:00,exam_prompt_for_doc_order_48,ACTIVE,Slice 010: lines 170-171 confirm mixed 政治与法治 + 当代国际政治与经济 prompt.; Slice 013: reused for doc_order 61; lines 164-171 confirm prompt/material.
SRC_RUBRIC_2024_XICHENG_ERMO_Q17,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,f2e1772f20ed20857c70e184b124244b55717f04354f46c8f6d2ec91206a2f50,50023,2026-04-23T17:10:29+08:00,formal_rubric_for_doc_order_59,ACTIVE,Slice 012: lines 19-23 and 66-76 confirm 国家安全与核心利益 as available angle in level-scored Q17 for doc_order 59.; Slice 021: source evidence for doc_order 101-105 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_RUBRIC_2024_XICHENG_ERMO_Q17.txt
SRC_ANSWER_2024_XICHENG_ERMO_Q17_SUPP,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,85ebe0578ce81b181f9de0a1de0850bdd12c651609b8c9f8232c9aead56d3fd8,43143,2026-04-23T17:10:28+08:00,supplemental_answer_for_doc_order_49,ACTIVE,Slice 010: supplemental answer cache for 2024 Xicheng二模 Q17; formal rubric file used as primary source.
SRC_EXAM_2024_XICHENG_ERMO_Q17,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,0dbd7271f7bf108d41417b2ffdd3f36dcd86ac93c99fe18a42b1bfee5565c0fc,483636,2026-04-23T17:10:36+08:00,exam_prompt_for_doc_order_59,ACTIVE,Slice 012: lines 101-103 confirm Q17 prompt and material for doc_order 59.; Slice 021: source evidence for doc_order 101-105 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_EXAM_2024_XICHENG_ERMO_Q17.txt
SRC_RUBRIC_2026_CHAOYANG_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/细则/细则.docx,3a11db4bade216d1f174fab8e1b27f29e9b12e1a6b309296103b20e7c67c230d,24525,2026-04-23T16:59:54+08:00,formal_rubric_for_doc_order_50,ACTIVE,"Slice 010: lines 96-112 confirm official scoring; line 98 marks 国际竞争实质 plus innovation/technology as 2分（1+1）必答点.; Slice 016: reused for doc_order 76 and 78; lines 83-99 confirm 2+3+development-potential structure and exact 1-point directions.; Slice 024: reused for doc_order 118; lines 83-99 confirm subitem scoring but not a visible 8分 overall cap.; Slice 031: rubric lines 83-99 confirm Q20 three-layer frame, development-potential cap and all listed directions for doc_order 153.; Slice 034: rubric lines 83-99 confirm Q20 2+3+development-potential frame and two markets/two resources/factor-flow directions for doc_order 168."
SRC_EXAM_2026_CHAOYANG_YIMO_Q20,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026朝阳一模/试卷/试卷.pdf,585b15124610aff7afffd93a3c4753f4b89eb9cd2dc1060a17022cecb4d8a8d9,668962,2026-04-23T16:59:57+08:00,exam_prompt_for_doc_order_50,ACTIVE,"Slice 010: lines 318-330 confirm Q20 material and prompt.; Slice 016: reused for doc_order 76 and 78; lines 218-230 confirm material/prompt and lines 390-393 confirm factor-flow explanation.; Slice 024: reused for doc_order 118; lines 218-230 confirm prompt/material; visual render page7 shows no visible Q20 score label.; Slice 031: exam lines 218-230 and 376-385 confirm 2026朝阳一模Q20 material, prompt and teacher-answer support for doc_order 153.; Slice 034: exam material/prompt and teacher-answer context confirm development-potential/two-market branch for doc_order 168."
SRC_RUBRIC_2025_DONGCHENG_YIMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,c254bbee61da4abda65388bd2bd144b0e7efc781e9890208535e7882fbf278da,370507,2026-04-23T17:05:42+08:00,formal_rubric_for_doc_order_51_and_54,ACTIVE,Slice 011: lines 191-208 confirm Q21 2+6+2 structure; talent/international competitiveness in 为什么 layer and 科教兴国人才强国 in 怎么做 2分 layer.
SRC_EXAM_2025_DONGCHENG_YIMO_Q21,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,46c444a91d491a4fc02f2497e24eb79f6639652c8b8f962b60a562f89c25a9d0,810417,2026-04-23T17:05:38+08:00,exam_prompt_for_doc_order_51_and_54,ACTIVE,Slice 011: lines 205-220 confirm Q21 prompt and education material.
SRC_EXAM_2026_SHIJINGSHAN_ERMO_Q18,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,00b61bbb2c75b4bed90f34f4d93bcc91168d2b05a597a20a0fc3964bacbe5c6c,258696,2026-05-18T21:19:27+08:00,teacher_exam_reference_for_doc_order_52,ACTIVE,Slice 011: lines 103-108 and 125-126 confirm Q18 prompt and teacher-answer structure.; Slice 013: reused for doc_order 63; lines 103-108 and 125-126 confirm prompt and teacher-answer structure.; Slice 021: source evidence for doc_order 101-105 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_021/SRC_EXAM_2026_SHIJINGSHAN_ERMO_Q18.txt; Slice 023: source evidence for doc_order 111-115 where applicable; extract: /Users/wanglifei/Desktop/北京高考政治/reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/05_source_backcheck/slice_023/SRC_EXAM_2026_SHIJINGSHAN_ERMO_Q18.txt; Slice 035: exam lines 103-108 and 125-126 confirm China-ASEAN Q18 material/prompt and teacher answer for doc_order 174.
