question_id,node_names,sentence_id,sentence,source_rubric_atom_ids,use_condition
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S01,经营者应依法、诚信经营，保护消费者的合法权益,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S02,（，多选一）人民法院支持市民甲就首单购买行为适用食品安全法中的惩罚性赔偿请求，以此打击违法生产经营行为，维护了消费者的合法权益,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S03,民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S04,（，二选一）市民甲的加购行为超出了正常的生活消费需要，人民法院对甲就加购行为提出的惩罚性赔偿请求不予支持，有利于引导消费者诚信、理性维权,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S05,人民法院的判决，体现了保证食品安全和维护生产经营秩序两种价值取向的平衡，有利于服务和保障经济社会高质量发展,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S06,依法经营，替换：守法经营、不侵害消费者权益（利益）、侵害消费者权益是错误的,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S07,“民事主体行使民事权利时不能超过正当的界限，并且不得滥用民事权利损害国家利益、社会公共利益或者他人合法权益”，变通：坚持权利和义务的统一,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0063_2024_西城_二模_16,分关系·定责任 + 推价值,CC0063_2024_西城_二模_16_S08,保护消费者的合法权益，变通：消费者享有安全消费的权利、消费者享有知情权,R_CC0063_2024_西城_二模_16_01,结合材料，运用《法律与生活》的知识，分析人民法院判决的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S01,19.（）参考答案：,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S02,本案判决维护当事人合法权益，严惩侵权行为，保护知识产权,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S03,规范市场竞争秩序，营造公平市场环境，以法治力量鼓励创新,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S04,作为典型案例为同类案件提供范例，有利于提升审判质量和效率，增强司法公信力,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S05,引导公民依法办事，增强民众法治信仰，推动法治中国建设,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S06,企业层面（从权利与义务角度）：维护当事人合法权益或者平衡（明确）双方的权利和义务，或者保护原告方（当事人）的知识产权，,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S07,严惩或者严厉打击侵权行为,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0103_2025_丰台_一模_19,分关系·定责任 + 认产权·抓侵权 + 排维权步骤 + 推价值,CC0103_2025_丰台_一模_19_S08,出现的问题：维护公民的合法权益、维护双方的合法权益、维护被告方的权益都是错误表达,R_CC0103_2025_丰台_一模_19_01,结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_S01,调解结果：本案标的较小，本着以和为贵原则适用调解，,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_S02,调解理由：消费者维权应遵循诚实信用原则，不能损害他人利益和社会经济秩序，诚信原则、材料分析,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_S03,调解理由：杨某收到退款后买卖合同已解除，应依法退还货物，合同解除、材料分析,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_S04,调解理由：杨某主张商品质量不合格但已丢弃商品，缺乏证据意识,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_S05,证据意识、材料分析,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。
CC0125_2025_延庆_一模_19,分关系·定责任 + 排维权步骤,CC0125_2025_延庆_一模_19_S06,商家角度：经营者应保证商品质量，若商品确有问题则不应追究消费者责任，可酌情给分,R_CC0125_2025_延庆_一模_19_M17_01|R_CC0125_2025_延庆_一模_19_M17_02|R_CC0125_2025_延庆_一模_19_M17_03|R_CC0125_2025_延庆_一模_19_M17_04|R_CC0125_2025_延庆_一模_19_M17_05,运用《法律与生活》知识，说明你会如何进行调解并说 明理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S01,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S02,①原告支付机票款，已经出票，合同成立,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S03,②合同成立不等于生效,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S04,③某机票代销平台主观上具备欺诈故意，客观上实施了欺诈行为，以立减优惠的形式诱骗消费者购买了高价机票，使王某在违背意思表示的情况下订立合同，因此，根据民法典规定，王某请求人民法院撤销合同,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S05,④根据消费者权益保障法，因A公司提供服务有欺诈行为，因此，法院应当支持王某要求三倍赔偿的诉讼请求,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S06,⑤判决维护了消费者的合法权益，规范了在线文旅行业平台经济企业的行为，持续优化网络消费环境，引导电商主体规范经营，明确权利行使边界和责任范围，促进数字经济持续健康发展,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
CC0143_2025_朝阳_一模_19,分关系·定责任 + 排维权步骤 + 推价值,CC0143_2025_朝阳_一模_19_S07,①原告通过A公司平台购买机票，双方有要约、承诺/合同成立,R_CC0143_2025_朝阳_一模_19_01|R_CC0143_2025_朝阳_一模_19_02|R_CC0143_2025_朝阳_一模_19_03|R_CC0143_2025_朝阳_一模_19_04|R_CC0143_2025_朝阳_一模_19_05|R_CC0143_2025_朝阳_一模_19_06|R_CC0143_2025_朝阳_一模_19_07|R_CC0143_2025_朝阳_一模_19_08|R_CC0143_2025_朝阳_一模_19_10,结合材料，运用《法律与生活》知识，说明人民法院支持王某的诉讼请求的理由。
