path,root,year,district,exam_type,role,suffix,size
/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2024模拟题,2024,东城,一模,paper,.pdf,12078779
/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,/Users/wanglifei/Desktop/2024模拟题,2024,西城,二模,rubric,.docx,50023
/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,/Users/wanglifei/Desktop/2024模拟题,2024,西城,二模,rubric,.docx,43143
/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,/Users/wanglifei/Desktop/2024模拟题,2024,西城,二模,paper,.docx,483636
/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,/Users/wanglifei/Desktop/2024模拟题,2024,东城,二模,review,.pdf,1174827
/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pptx,/Users/wanglifei/Desktop/2024模拟题,2024,东城,二模,review,.pptx,3106616
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,西城,二模,rubric,.docx,43967
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,西城,二模,paper,.pdf,971063
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,二模,rubric,.docx,146207
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,二模,rubric,.docx,15122
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,二模,paper,.pdf,7863464
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,二模,review,.pdf,5903279
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,861603
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.doc,1120834
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,1892630
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,3477321
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,894350
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,650202
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,5374172
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,rubric,.docx,530536
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,二模,paper,.pdf,851941
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,二模,rubric,.docx,29885
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,二模,paper,.pdf,704674
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,二模,paper,.pdf,4268564
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,/Users/wanglifei/Desktop/2025模拟题,2025,昌平,二模,rubric,.pptx,3287406
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,昌平,二模,paper,.pdf,826723
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,东城,二模,rubric,.pdf,327662
/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,东城,二模,paper,.pdf,575180
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,期末,rubric,.pptx,8891068
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,期末,paper,.docx,667420
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,西城,期末,rubric,.pdf,503340
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,西城,期末,paper,.pdf,998833
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,期中,rubric,.docx,1478316
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,期中,paper,.pdf,773864
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,东城,期末,rubric,.pdf,1375593
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,/Users/wanglifei/Desktop/2025模拟题,2025,东城,期末,rubric,.pptx,8107362
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,东城,期末,paper,.pdf,704654
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,期末,rubric,.pptx,5796219
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,期末,paper,.pdf,1008849
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,期末,rubric,.pdf,2249777
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,期末,paper,.pdf,707918
/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,期末,other,.pptx,123585
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,延庆,一模,rubric,.docx,21765
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,延庆,一模,paper,.pdf,870780
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,/Users/wanglifei/Desktop/2025模拟题,2025,门头沟,一模,rubric,.doc,29742
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,门头沟,一模,paper,.pdf,754233
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,房山,一模,rubric,.pdf,245221
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,房山,一模,paper,.pdf,785455
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,顺义,一模,rubric,.docx,2827816
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,顺义,一模,paper,.pdf,945155
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,西城,一模,rubric,.docx,29503
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,西城,一模,paper,.pdf,847160
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,一模,rubric,.docx,9649034
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,一模,paper,.pdf,692410
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,海淀,一模,paper,.pdf,1672781
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,/Users/wanglifei/Desktop/2025模拟题,2025,石景山,一模,rubric,.doc,47104
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,石景山,一模,paper,.pdf,761460
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,一模,rubric,.pdf,731224
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,一模,rubric,.doc,52736
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,一模,rubric,.doc,50176
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,一模,rubric,.doc,66048
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,一模,paper,.pdf,631028
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,/Users/wanglifei/Desktop/2025模拟题,2025,朝阳,一模,paper,.pptx,660961
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,一模,rubric,.docx,28150
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,丰台,一模,paper,.pdf,820699
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,东城,一模,rubric,.pdf,370507
/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,/Users/wanglifei/Desktop/2025模拟题,2025,东城,一模,paper,.pdf,810417
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,/Users/wanglifei/Desktop/2026模拟题,2026,顺义,二模,rubric,.doc,60416
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,/Users/wanglifei/Desktop/2026模拟题,2026,顺义,二模,paper,.pdf,5780991
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,西城,二模,rubric,.pdf,5841277
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题,2026,西城,二模,paper,.docx,317572
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,二模,rubric,.pdf,90283098
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题,2026,海淀,二模,paper,.docx,1255518
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/细则/202605朝阳高三政治二模阅卷细则(1).docx,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,二模,rubric,.docx,27992
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026朝阳二模/试卷/2026北京朝阳高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题,2026,朝阳,二模,paper,.docx,78338
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/细则/2026丰台区二模主观题阅卷细则(1).pptx,/Users/wanglifei/Desktop/2026模拟题,2026,丰台,二模,rubric,.pptx,15327627
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026丰台二模/试卷/2026北京丰台高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,丰台,二模,paper,.pdf,1856697
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/18题阅卷细则(5.9).pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,520382
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/16.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,638739
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/20题（1+2）.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,191503
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/17题评标.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,159887
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/二模21题细则模版.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,359677
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/东城二模 19题阅卷细则.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,750700
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/细则/26年东城二模20（3）.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,rubric,.pdf,650708
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026东城二模/试卷/2026北京东城高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题,2026,东城,二模,paper,.docx,1008214
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/细则/石景山区高三政治第二次模拟考试答案评分细则(1).doc,/Users/wanglifei/Desktop/2026模拟题,2026,石景山,二模,rubric,.doc,44032
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026石景山二模/试卷/2026北京石景山高三二模政治（教师版）.docx,/Users/wanglifei/Desktop/2026模拟题,2026,石景山,二模,paper,.docx,258696
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标.docx,/Users/wanglifei/Desktop/2026模拟题,2026,房山,二模,rubric,.docx,34129
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/细则/26房山评标(2).docx,/Users/wanglifei/Desktop/2026模拟题,2026,房山,二模,rubric,.docx,34129
/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026房山二模/试卷/2026北京房山高三二模政治（教师版）.pdf,/Users/wanglifei/Desktop/2026模拟题,2026,房山,二模,paper,.pdf,12444404
