suite_id,year,district,stage,file_path,file_type,source_type,question_range,status,notes
2024朝阳二模,2024,朝阳,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,docx,objective-answer-key,,inventory-only,cache_text=f7c4cc4ac52ecefd_004202405朝阳高三政治质量检测二参考答案_以PDF为准.txt;cache_render=;gpt_md=f7c4cc4ac52ecefd_004202405朝阳高三政治质量检测二参考答案_以PDF为准.md
2024朝阳二模,2024,朝阳,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,pdf,rubric,,inventory-only,cache_text=84218459671af8ac_2024朝阳二模细则.txt;cache_render=;gpt_md=84218459671af8ac_2024朝阳二模细则.md
2024朝阳二模,2024,朝阳,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,pdf,paper,,inventory-only,cache_text=9223488a4b5e6f80_003202405朝阳高三二模政治试题.txt;cache_render=;gpt_md=9223488a4b5e6f80_003202405朝阳高三二模政治试题.md
2024丰台二模,2024,丰台,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx,docx,rubric,,inventory-only,cache_text=71fcaa9e66afc5db_2024丰台二模细则.txt;cache_render=;gpt_md=71fcaa9e66afc5db_2024丰台二模细则.md
2024丰台二模,2024,丰台,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\试卷\丰台高三二模政治试卷.pdf,pdf,paper,,ocr-needed,cache_text=;cache_render=57ddd500c48eeec9;gpt_md=57ddd500c48eeec9_丰台高三二模政治试卷.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\其他材料\002北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治答案.pdf,pdf,objective-answer-key,,ocr-needed,cache_text=;cache_render=8db78abe18de2309;gpt_md=8db78abe18de2309_002北京市东城区2023-2024学年度第二学期高三综合练习_二_思想政治答案.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,pdf,paper,,ocr-needed,cache_text=;cache_render=da9fdcae666d3412;gpt_md=da9fdcae666d3412_001北京市东城区2023-2024学年度第二学期高三综合练习_二_思想政治.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\16题\16题二模阅卷总结.docx,docx,marking-report,16,inventory-only,cache_text=3fe06deac367805d_16题二模阅卷总结.txt;cache_render=;gpt_md=3fe06deac367805d_16题二模阅卷总结.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\16题\16题评分细则.pptx,pptx,rubric,16,inventory-only,cache_text=896b0f378cbdeb1f_16题评分细则.txt;cache_render=;gpt_md=896b0f378cbdeb1f_16题评分细则.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\17题\17(1).docx,docx,paper,,inventory-only,cache_text=47c34e3af056b334_17_1.txt;cache_render=;gpt_md=47c34e3af056b334_17_1.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\17题\17-2.docx,docx,paper,,inventory-only,cache_text=72fd64a3dddd2c89_17-2.txt;cache_render=;gpt_md=72fd64a3dddd2c89_17-2.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18(1).docx,docx,paper,,inventory-only,cache_text=4238b9f0bc92fe5b_18_1.txt;cache_render=;gpt_md=4238b9f0bc92fe5b_18_1.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\18题\18（2）.docx,docx,paper,,inventory-only,cache_text=6c445538df98876c_18_2.txt;cache_render=;gpt_md=6c445538df98876c_18_2.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（1）.docx,docx,paper,,inventory-only,cache_text=d682ecb2695e5e33_19_1.txt;cache_render=;gpt_md=d682ecb2695e5e33_19_1.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\19题\19（2）.docx,docx,paper,,inventory-only,cache_text=5c18cbecb82d97a6_19_2.txt;cache_render=;gpt_md=5c18cbecb82d97a6_19_2.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\20小题二模阅卷总结.docx,docx,marking-report,,inventory-only,cache_text=4c98484a2246ecdd_20小题二模阅卷总结.txt;cache_render=;gpt_md=4c98484a2246ecdd_20小题二模阅卷总结.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21.docx,docx,paper,,inventory-only,cache_text=9019906692e8a1e9_21.txt;cache_render=;gpt_md=9019906692e8a1e9_21.md
2024东城二模,2024,东城,二模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21题(1).pptx,pptx,rubric,21,inventory-only,cache_text=bdc183dc9541edf3_21题_1.txt;cache_render=;gpt_md=bdc183dc9541edf3_21题_1.md
2024西城一模,2024,西城,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\其他材料\2024.4高三统一测试思想政治答案.docx,docx,objective-answer-key,,inventory-only,cache_text=91e28443e7a1bb0e_2024.4高三统一测试思想政治答案.txt;cache_render=;gpt_md=91e28443e7a1bb0e_2024.4高三统一测试思想政治答案.md
2024西城一模,2024,西城,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\细则\2024西城一模细则.docx,docx,rubric,,inventory-only,cache_text=f7bcf000f212cc69_2024西城一模细则.txt;cache_render=;gpt_md=f7bcf000f212cc69_2024西城一模细则.md
2024西城一模,2024,西城,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024西城一模\试卷\2024.4高三统一测试思想政治试卷.docx,docx,paper,,inventory-only,cache_text=2aa2ee045f75ecd8_2024.4高三统一测试思想政治试卷.txt;cache_render=;gpt_md=2aa2ee045f75ecd8_2024.4高三统一测试思想政治试卷.md
2024石景山一模,2024,石景山,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\其他材料\2024年石景山一模.pptx,pptx,paper,,inventory-only,cache_text=935b8ea1e01b3ba5_2024年石景山一模.txt;cache_render=;gpt_md=935b8ea1e01b3ba5_2024年石景山一模.md
2024石景山一模,2024,石景山,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024石景山一模\试卷\2024北京石景山高三一模政治（教师版带答案）.docx,docx,objective-answer-key,,inventory-only,cache_text=f581620be44a4c2c_2024北京石景山高三一模政治_教师版带答案.txt;cache_render=;gpt_md=f581620be44a4c2c_2024北京石景山高三一模政治_教师版带答案.md
2024海淀一模,2024,海淀,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\其他材料\一模政治-答案.docx,docx,objective-answer-key,,inventory-only,cache_text=98d1d762f302004f_一模政治-答案.txt;cache_render=;gpt_md=98d1d762f302004f_一模政治-答案.md
2024海淀一模,2024,海淀,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\细则\2024海淀一模细则.docx,docx,rubric,,inventory-only,cache_text=b692254ceb1b8174_2024海淀一模细则.txt;cache_render=;gpt_md=b692254ceb1b8174_2024海淀一模细则.md
2024海淀一模,2024,海淀,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024海淀一模\试卷\高三政治：一模试题.pdf,pdf,paper,,inventory-only,cache_text=4bc0edec2a08a90e_高三政治_一模试题.txt;cache_render=;gpt_md=4bc0edec2a08a90e_高三政治_一模试题.md
2024朝阳一模,2024,朝阳,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\其他材料\202404朝阳高三政治一模试卷讲评.pptx,pptx,marking-report,,inventory-only,cache_text=d64506799887753e_202404朝阳高三政治一模试卷讲评.txt;cache_render=;gpt_md=d64506799887753e_202404朝阳高三政治一模试卷讲评.md
2024朝阳一模,2024,朝阳,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\其他材料\202404朝阳高三政治质量检测一参考答案 上交版.docx,docx,objective-answer-key,,inventory-only,cache_text=f6013d54b52c02dc_202404朝阳高三政治质量检测一参考答案_上交版.txt;cache_render=;gpt_md=f6013d54b52c02dc_202404朝阳高三政治质量检测一参考答案_上交版.md
2024朝阳一模,2024,朝阳,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\细则\2024朝阳一模细则.pptx,pptx,rubric,,inventory-only,cache_text=d64506799887753e_2024朝阳一模细则.txt;cache_render=;gpt_md=d64506799887753e_2024朝阳一模细则.md
2024朝阳一模,2024,朝阳,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024朝阳一模\试卷\202404朝阳高三一模试题.pdf,pdf,paper,,inventory-only,cache_text=25b655e73b7424e7_202404朝阳高三一模试题.txt;cache_render=;gpt_md=25b655e73b7424e7_202404朝阳高三一模试题.md
2024丰台一模,2024,丰台,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\细则\2024丰台一模细则.docx,docx,rubric,,inventory-only,cache_text=950d6b2d3cdda441_2024丰台一模细则.txt;cache_render=;gpt_md=950d6b2d3cdda441_2024丰台一模细则.md
2024丰台一模,2024,丰台,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\试卷\2024北京丰台高三一模政治试题及答案.pdf,pdf,objective-answer-key,,inventory-only,cache_text=5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.txt;cache_render=;gpt_md=5f5486bfc3baab2b_2024北京丰台高三一模政治试题及答案.md
2024丰台一模,2024,丰台,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024丰台一模\试卷\丰台高三一模政治试卷终版.pdf,pdf,paper,,inventory-only,cache_text=4800d0b858f0ede6_丰台高三一模政治试卷终版.txt;cache_render=;gpt_md=4800d0b858f0ede6_丰台高三一模政治试卷终版.md
2024东城一模,2024,东城,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\其他材料\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,pdf,objective-answer-key,,ocr-needed,cache_text=;cache_render=7b4eece2963205d8;gpt_md=7b4eece2963205d8_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治答案_1.md
2024东城一模,2024,东城,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\细则\2024东城一模细则.pptx,pptx,rubric,,inventory-only,cache_text=4b2073bcc9e26f62_2024东城一模细则.txt;cache_render=;gpt_md=4b2073bcc9e26f62_2024东城一模细则.md
2024东城一模,2024,东城,一模,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区一模\2024东城一模\试卷\北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治试卷(1).pdf,pdf,paper,,ocr-needed,cache_text=;cache_render=74cdfac9253763bf;gpt_md=74cdfac9253763bf_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治试卷_1.md
2025西城期末,2025,西城,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\细则\2025西城期末细则.pdf,pdf,rubric,,inventory-only,cache_text=89d264a31e348be6_2025西城期末细则.txt;cache_render=;gpt_md=89d264a31e348be6_2025西城期末细则.md
2025西城期末,2025,西城,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025西城期末\试卷\2025北京西城高三（上）期末政治（教师版）.pdf,pdf,paper,,inventory-only,cache_text=6662da1c2772cc38_2025北京西城高三_上_期末政治_教师版.txt;cache_render=;gpt_md=6662da1c2772cc38_2025北京西城高三_上_期末政治_教师版.md
2025海淀期末,2025,海淀,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\细则\2025海淀期末细则.pptx,pptx,rubric,,inventory-only,cache_text=4b22b6c78aaddb3e_2025海淀期末细则.txt;cache_render=;gpt_md=4b22b6c78aaddb3e_2025海淀期末细则.md
2025海淀期末,2025,海淀,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期末\试卷\2025北京海淀高三（上）期末政治（教师版）.docx,docx,paper,,inventory-only,cache_text=b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.txt;cache_render=;gpt_md=b960993a71bd93ca_2025北京海淀高三_上_期末政治_教师版.md
2025海淀期中,2025,海淀,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\细则\2025海淀期中细则.docx,docx,rubric,,inventory-only,cache_text=7bbd92bd3b93e531_2025海淀期中细则.txt;cache_render=;gpt_md=7bbd92bd3b93e531_2025海淀期中细则.md
2025海淀期中,2024,海淀,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025海淀期中\试卷\2024北京海淀高三（上）期中政治（教师版）.pdf,pdf,paper,,inventory-only,cache_text=b452d8b4e21b94be_2024北京海淀高三_上_期中政治_教师版.txt;cache_render=;gpt_md=b452d8b4e21b94be_2024北京海淀高三_上_期中政治_教师版.md
2025朝阳期末,2025,朝阳,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\其他材料\朝阳高三期末2025.pptx,pptx,paper,,inventory-only,cache_text=195324f05d7e2fea_朝阳高三期末2025.txt;cache_render=;gpt_md=195324f05d7e2fea_朝阳高三期末2025.md
2025朝阳期末,2025,朝阳,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\细则\2025朝阳期末细则.pdf,pdf,rubric,,ocr-needed,cache_text=;cache_render=953eaee3f98d8598;gpt_md=953eaee3f98d8598_2025朝阳期末细则.md
2025朝阳期末,2025,朝阳,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,pdf,paper,,inventory-only,cache_text=ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.txt;cache_render=;gpt_md=ec82917288aa8774_2025北京朝阳高三_上_期末政治_教师版.md
2025丰台期末,2025,丰台,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\细则\2025丰台期末细则.pptx,pptx,rubric,,inventory-only,cache_text=360d57a4b250de81_2025丰台期末细则.txt;cache_render=;gpt_md=360d57a4b250de81_2025丰台期末细则.md
2025丰台期末,2025,丰台,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025丰台期末\试卷\2025北京丰台高三（上）期末政治（教师版）.pdf,pdf,paper,,inventory-only,cache_text=89765092a6f26242_2025北京丰台高三_上_期末政治_教师版.txt;cache_render=;gpt_md=89765092a6f26242_2025北京丰台高三_上_期末政治_教师版.md
2025东城期末,2025,东城,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,pdf,marking-report,,inventory-only,cache_text=5b78436dd863858b_2025_1东城讲评_修改.txt;cache_render=;gpt_md=5b78436dd863858b_2025_1东城讲评_修改.md
2025东城期末,2025,东城,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\细则\2025东城期末细则.pptx,pptx,rubric,,inventory-only,cache_text=26b1173765262a2f_2025东城期末细则.txt;cache_render=;gpt_md=26b1173765262a2f_2025东城期末细则.md
2025东城期末,2025,东城,期末,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,pdf,paper,,inventory-only,cache_text=8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.txt;cache_render=;gpt_md=8eda36bd87dba194_2025北京东城高三_上_期末政治_教师版.md
2025西城二模,2025,西城,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\细则\2025西城二模细则.docx,docx,rubric,,inventory-only,cache_text=cfb0f19ef38aafd7_2025西城二模细则.txt;cache_render=;gpt_md=cfb0f19ef38aafd7_2025西城二模细则.md
2025西城二模,2025,西城,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025西城二模\试卷\2025北京西城高三二模政治（教师版）.pdf,pdf,paper,,inventory-only,cache_text=06c08602a2f5c20b_2025北京西城高三二模政治_教师版.txt;cache_render=;gpt_md=06c08602a2f5c20b_2025北京西城高三二模政治_教师版.md
2025海淀二模,2025,海淀,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025届二模考试讲评0510.pdf,pdf,marking-report,,inventory-only,cache_text=086cafc0d843cdfd_2025届二模考试讲评0510.txt;cache_render=;gpt_md=086cafc0d843cdfd_2025届二模考试讲评0510.md
2025海淀二模,2025,海淀,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\其他材料\2025年海淀二模评标实录.docx,docx,rubric,,inventory-only,cache_text=10b5fafe88245264_2025年海淀二模评标实录.txt;cache_render=;gpt_md=10b5fafe88245264_2025年海淀二模评标实录.md
2025海淀二模,2025,海淀,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\细则\2025海淀二模细则.docx,docx,rubric,,inventory-only,cache_text=fc56fdd304fde118_2025海淀二模细则.txt;cache_render=;gpt_md=fc56fdd304fde118_2025海淀二模细则.md
2025海淀二模,2025,海淀,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025海淀二模\试卷\2025北京海淀高三二模政治.pdf,pdf,paper,,ocr-needed,cache_text=;cache_render=7ff16fecb25f793f;gpt_md=7ff16fecb25f793f_2025北京海淀高三二模政治.md
2025朝阳二模,2025,朝阳,二模,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025朝阳二模\其他材料\扫描全能王 2025-05-13 21.42.pdf,pdf,paper,,ocr-needed,cache_text=;cache_render=613f35ecb7c41e67;gpt_md=613f35ecb7c41e67_扫描全能王_2025-05-13_21.42.md
