source_id,suite_id,suite,source_role,path,suffix,exists,status,reading_method,char_count,hit_count,text_path,render_dir,visual_risk,evidence_use,notes
016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx,S-2025海淀期末,2025海淀期末,rubric_or_answer,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,.pptx,True,extracted,python_pptx,11312,17,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/016_Desktop_2025模拟题_2025各区期末_2025海淀期末_细则_细则.pptx.txt,,visual_source,raw_exam_source,phase03 clean raw-source registry
017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,S-2024朝阳期中,2024朝阳期中,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,7704,15,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
018_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx,S-2024朝阳期中,2024朝阳期中,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,.docx,True,extracted,python_docx,5662,32,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/018_Desktop_2024模拟题_2024朝阳期中_细则_细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
019_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx,S-2024朝阳期中,2024朝阳期中,support_or_lecture,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,.docx,True,extracted,python_docx,22368,21,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/019_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_2024.11期中政治朝阳评标2.docx.txt,,support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
020_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf,S-2024朝阳期中,2024朝阳期中,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/细则.rtf,.rtf,True,extracted,textutil,3515,23,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/020_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf.txt,,low,raw_exam_source,phase03 clean raw-source registry
021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,S-2024朝阳二模,2024朝阳二模,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,8387,11,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,S-2024朝阳二模,2024朝阳二模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/细则.pdf,.pdf,True,extracted,pymupdf_text_plus_render,5901,14,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/022_Desktop_2024模拟题_2024朝阳二模_细则_细则.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
023_Desktop_2024模拟题_2024朝阳二模_细则_补充材料_细则.docx,S-2024朝阳二模,2024朝阳二模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/2024朝阳二模/细则/补充材料/细则.docx,.docx,True,extracted,python_docx,2006,2,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/023_Desktop_2024模拟题_2024朝阳二模_细则_补充材料_细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
024_Desktop_2024模拟题_西城一模_试卷_试卷.docx,S-2024西城一模,2024西城一模,paper,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,.docx,True,extracted,python_docx,6166,5,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/024_Desktop_2024模拟题_西城一模_试卷_试卷.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
025_Desktop_2024模拟题_西城一模_细则_细则.docx,S-2024西城一模,2024西城一模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,.docx,True,extracted,python_docx,3055,2,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/025_Desktop_2024模拟题_西城一模_细则_细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
026_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx,S-2024西城一模,2024西城一模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,.docx,True,extracted,python_docx,1685,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/026_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,S-2024海淀二模,2024海淀二模,paper,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,7700,5,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/027_Desktop_2024模拟题_海淀二模_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
028_Desktop_2024模拟题_海淀二模_细则_细则.docx,S-2024海淀二模,2024海淀二模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,.docx,True,extracted,python_docx,2705,6,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/028_Desktop_2024模拟题_海淀二模_细则_细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
029_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx,S-2024海淀二模,2024海淀二模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,.docx,True,extracted,python_docx,1734,1,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/029_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,S-2024朝阳一模,2024朝阳一模,paper,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,6585,9,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
031_Desktop_2024模拟题_2024朝阳一模_细则_细则.pptx,S-2024朝阳一模,2024朝阳一模,rubric_or_answer,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,.pptx,True,extracted,python_pptx,11895,14,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/031_Desktop_2024模拟题_2024朝阳一模_细则_细则.pptx.txt,,visual_source,raw_exam_source,phase03 clean raw-source registry
032_Desktop_2024模拟题_2024朝阳一模_其他材料_202404朝阳高三政治一模试卷讲评.pptx,S-2024朝阳一模,2024朝阳一模,support_or_lecture,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,.pptx,True,extracted,python_pptx,11895,14,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/032_Desktop_2024模拟题_2024朝阳一模_其他材料_202404朝阳高三政治一模试卷讲评.pptx.txt,,visual_source;support_boundary,support_or_locator_after_pairing,phase03 clean raw-source registry
033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,S-2025顺义一模,2025顺义一模,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,19324,41,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/033_Desktop_2025模拟题_2025各区一模_2025顺义一模_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
034_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx,S-2025顺义一模,2025顺义一模,rubric_or_answer,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,.docx,True,extracted,python_docx,3840,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/034_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,S-2025顺义一模,2025顺义一模,paper,/Users/wanglifei/GaokaoPolitics/2025各区模拟题/2025各区一模/2025顺义一模/2025北京顺义高三一模政治（教师版）.pdf,.pdf,True,extracted,pymupdf_text_plus_render,19324,41,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/035_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_2025北京顺义高三一模政治_教师版_.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
036_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx,S-2025顺义一模,2025顺义一模,rubric_or_answer,/Users/wanglifei/GaokaoPolitics/2025各区模拟题/2025各区一模/2025顺义一模/顺义区2025届高三第一次模拟考试参考答案—评分细则.docx,.docx,True,extracted,python_docx,3840,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/036_GaokaoPolitics_2025各区模拟题_2025各区一模_2025顺义一模_顺义区2025届高三第一次模拟考试参考答案_评分细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,S-2025西城二模,2025西城二模,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,9869,7,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/037_Desktop_2025模拟题_2025各区二模_2025西城二模_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
038_Desktop_2025模拟题_2025各区二模_2025西城二模_细则_细则.docx,S-2025西城二模,2025西城二模,rubric_or_answer,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,.docx,True,extracted,python_docx,4309,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/038_Desktop_2025模拟题_2025各区二模_2025西城二模_细则_细则.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
039_GaokaoPolitics_2025各区模拟题_2025各区二模_2025西城二模_讨论定稿-答案细则_-25.5西城高三政治二模-1.docx,S-2025西城二模,2025西城二模,rubric_or_answer,/Users/wanglifei/GaokaoPolitics/2025各区模拟题/2025各区二模/2025西城二模/讨论定稿-答案细则 -25.5西城高三政治二模-1.docx,.docx,True,extracted,python_docx,4309,3,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/039_GaokaoPolitics_2025各区模拟题_2025各区二模_2025西城二模_讨论定稿-答案细则_-25.5西城高三政治二模-1.docx.txt,,low,raw_exam_source,phase03 clean raw-source registry
040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,S-2025丰台期末,2025丰台期末,paper,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,17981,27,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/040_Desktop_2025模拟题_2025各区期末_2025丰台期末_试卷_试卷.pdf,visual_source;render_available,raw_exam_source,phase03 clean raw-source registry
041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx,S-2025丰台期末,2025丰台期末,rubric_or_answer,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,.pptx,True,extracted,python_pptx,10978,15,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/041_Desktop_2025模拟题_2025各区期末_2025丰台期末_细则_细则.pptx.txt,,visual_source,raw_exam_source,phase03 clean raw-source registry
042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,S-2026丰台一模,2026丰台一模,paper,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/试卷/试卷.pdf,.pdf,True,extracted,pymupdf_text_plus_render,210,0,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf.txt,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/renders/042_Desktop_2026模拟题_2026各区一模_2026丰台一模_试卷_试卷.pdf,visual_source;thin_text_pdf;render_available,raw_exam_source,phase03 clean raw-source registry
043_Desktop_2026模拟题_2026各区一模_2026丰台一模_细则_细则.pptx,S-2026丰台一模,2026丰台一模,rubric_or_answer,/Users/wanglifei/Desktop/2026模拟题/2026各区一模/2026丰台一模/细则/细则.pptx,.pptx,True,extracted,python_pptx,9386,23,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_四线从0重跑_2026-05-04/02_extraction/priority_queue_sources/text/043_Desktop_2026模拟题_2026各区一模_2026丰台一模_细则_细则.pptx.txt,,visual_source,raw_exam_source,phase03 clean raw-source registry
