source_id,path,file_name,file_type,source_kind,category_hint,locator_status,non_text_status,evidence_use,notes
SRC_0011,/Users/wanglifei/Desktop/北京高考政治/codex_continuous/jobs/选必三_思维触发穷尽/TASK_BRIEF.md,TASK_BRIEF.md,md,other,possible,primary_source_root,structured_text_possible,candidate_needs_verification,
SRC_0012,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/FINAL_ACCEPTANCE_REPORT.md,FINAL_ACCEPTANCE_REPORT.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0013,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/.DS_Store,.DS_Store,unknown,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0014,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/build_mimic_baodian.py,build_mimic_baodian.py,py,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0015,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/05_review/与哲学宝典结构对比.md,与哲学宝典结构对比.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0016,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/02_ledgers/coverage_counts.md,coverage_counts.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0017,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/01_extract/philosophy_template_structure.md,philosophy_template_structure.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0018,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维_完全模仿哲学宝典返工_2026-05-04/04_delivery/选必三逻辑与思维_完全模仿哲学宝典_学生版_2026-05-04.md,选必三逻辑与思维_完全模仿哲学宝典_学生版_2026-05-04.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0019,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/FINAL_ACCEPTANCE_REPORT.md,FINAL_ACCEPTANCE_REPORT.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0020,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/SOURCE_LEDGER.csv,SOURCE_LEDGER.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0021,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/claude_review_xuanbisan_student_doc_draft_20260504.md,claude_review_xuanbisan_student_doc_draft_20260504.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0022,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/MASTER_REQUIREMENTS.md,MASTER_REQUIREMENTS.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0023,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/progress.md,progress.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0024,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/task_plan.md,task_plan.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0025,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/COVERAGE_MATRIX.csv,COVERAGE_MATRIX.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0026,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/USER_FRAMEWORK.md,USER_FRAMEWORK.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0027,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/USER_QUESTIONS.md,USER_QUESTIONS.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0028,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/DECISION_LOG.md,DECISION_LOG.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0029,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/findings.md,findings.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0030,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/TASK_BRIEF.md,TASK_BRIEF.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0031,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/RUN_MANIFEST.json,RUN_MANIFEST.json,json,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0032,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/codex_lane/agents/reasoning_worker_report.md,reasoning_worker_report.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0033,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/codex_lane/agents/thinking_worker_report.md,thinking_worker_report.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0034,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/locked_entries_batch01.md,locked_entries_batch01.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0035,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/evidence_level_index.csv,evidence_level_index.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0036,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/thinking_formal_candidate_shortlist.md,thinking_formal_candidate_shortlist.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0037,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/thinking_formal_candidate_shortlist.csv,thinking_formal_candidate_shortlist.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0038,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/reasoning_formal_candidate_shortlist.csv,reasoning_formal_candidate_shortlist.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0039,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/reasoning_formal_candidate_shortlist.md,reasoning_formal_candidate_shortlist.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0040,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/extract_priority_sources.py,extract_priority_sources.py,py,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0041,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/build_student_docx.py,build_student_docx.py,py,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0042,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/enrich_logic_candidates.py,enrich_logic_candidates.py,py,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0043,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/scan_logic_candidates.py,scan_logic_candidates.py,py,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0044,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/extract_pdf_framework.py,extract_pdf_framework.py,py,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0045,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/06_conflicts/conflict_register.md,conflict_register.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0046,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/06_conflicts/resolved_conflicts.md,resolved_conflicts.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0047,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/06_conflicts/unresolved_conflicts.md,unresolved_conflicts.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0048,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/candidate_suite_summary.md,candidate_suite_summary.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0049,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/thinking_candidate_hits.md,thinking_candidate_hits.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0050,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/SOURCE_INVENTORY.csv,SOURCE_INVENTORY.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0051,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/logic_candidate_hits.csv,logic_candidate_hits.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0052,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/logic_candidate_hits_enriched.csv,logic_candidate_hits_enriched.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0053,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/reasoning_candidate_hits.md,reasoning_candidate_hits.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0054,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/logic_candidate_hits.jsonl,logic_candidate_hits.jsonl,jsonl,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0055,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/FILE_TYPE_ROUTING.csv,FILE_TYPE_ROUTING.csv,csv,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0056,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/student_doc_outline.md,student_doc_outline.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0057,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/student_doc_draft.md,student_doc_draft.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0058,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/glossary.md,glossary.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0059,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/student_doc_final.md,student_doc_final.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0060,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/PROGRESS_LEDGER.jsonl,PROGRESS_LEDGER.jsonl,jsonl,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0061,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/EVIDENCE_PRIORITY_RULES.md,EVIDENCE_PRIORITY_RULES.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0062,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/START_CARD.md,START_CARD.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0063,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/MODEL_ADVICE_LOG.md,MODEL_ADVICE_LOG.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0064,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/ZERO_START_DECLARATION.md,ZERO_START_DECLARATION.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0065,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/GOVERNOR_GATES.md,GOVERNOR_GATES.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0066,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/DECISION_LOG.md,DECISION_LOG.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0067,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/RUN_MANIFEST.yaml,RUN_MANIFEST.yaml,yaml,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0068,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/NOTEBOOK_DIGEST.md,NOTEBOOK_DIGEST.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0069,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/logs/claude-debug.log,claude-debug.log,log,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0070,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/logs/latest,latest,unknown,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0071,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/codex_response_to_advice.md,codex_response_to_advice.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0072,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/claude_advice.md,claude_advice.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0073,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/confucius_report.md,confucius_report.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0074,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/confucius_fix_log.md,confucius_fix_log.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0075,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_context_pack.md,gpt_context_pack.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0076,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_final_content_review.md,gpt_final_content_review.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0077,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/claude_context_pack.md,claude_context_pack.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0078,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_advice.md,gpt_advice.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0079,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_phase_fallback_log.md,gpt_phase_fallback_log.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0080,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/phase_reports/phase_report_template.md,phase_report_template.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0081,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/phase_reports/phase_01_framework_inventory_summary.md,phase_01_framework_inventory_summary.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0082,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_content_review/content_review_template.md,content_review_template.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0083,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_content_review/gpt_content_review_index.md,gpt_content_review_index.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0084,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_content_review/content_correction_log.md,content_correction_log.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0085,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_phase_advice/gpt_phase_advice_index.md,gpt_phase_advice_index.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0086,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_phase_advice/phase_01_prompt_for_gpt55.md,phase_01_prompt_for_gpt55.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0087,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_source_pdfs/逻辑与思维_思维部分_原文件.pdf,逻辑与思维_思维部分_原文件.pdf,pdf,user_framework_or_uploaded_pdf,thinking,old_artifact_locator_only,needs_render_check,not_evidence_until_reopened,
SRC_0088,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_source_pdfs/逻辑与思维_推理部分_原文件.pdf,逻辑与思维_推理部分_原文件.pdf,pdf,user_framework_or_uploaded_pdf,reasoning,old_artifact_locator_only,needs_render_check,not_evidence_until_reopened,
SRC_0089,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/word_visual_check.md,word_visual_check.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0090,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/选必三逻辑与思维_思维推理双线触发宝典_学生版_2026-05-04.md,选必三逻辑与思维_思维推理双线触发宝典_学生版_2026-05-04.md,md,other,reasoning,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0091,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/acceptance_report.md,acceptance_report.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0092,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/pdf_visual_check.md,pdf_visual_check.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0093,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/delivery_manifest.md,delivery_manifest.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0094,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/cupsfilter_test.log,cupsfilter_test.log,log,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0095,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/failed_extractions.md,failed_extractions.md,md,other,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0096,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.meta.json,逻辑与思维_思维部分_原文件.meta.json,json,user_framework_or_uploaded_pdf,thinking,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0097,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.outline.json,逻辑与思维_思维部分_原文件.outline.json,json,user_framework_or_uploaded_pdf,thinking,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0098,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.txt,逻辑与思维_推理部分_原文件.txt,txt,user_framework_or_uploaded_pdf,reasoning,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0099,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.pages.jsonl,逻辑与思维_思维部分_原文件.pages.jsonl,jsonl,user_framework_or_uploaded_pdf,thinking,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0100,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.meta.json,逻辑与思维_推理部分_原文件.meta.json,json,user_framework_or_uploaded_pdf,reasoning,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0101,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.txt,逻辑与思维_思维部分_原文件.txt,txt,user_framework_or_uploaded_pdf,thinking,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0102,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.outline.json,逻辑与思维_推理部分_原文件.outline.json,json,user_framework_or_uploaded_pdf,reasoning,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0103,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.pages.jsonl,逻辑与思维_推理部分_原文件.pages.jsonl,jsonl,user_framework_or_uploaded_pdf,reasoning,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
SRC_0104,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/025_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_试卷_试卷.pdf.txt,025_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_试卷_试卷.pdf.txt,txt,paper_or_question_source,possible,old_artifact_locator_only,structured_text_possible,not_evidence_until_reopened,
