question_id,suite_id,original_qno,question_type,codex_current_decision,claudecode_decision,decision_reason,needs_codex_recheck
Q-2025东城期末-15,S-2025东城期末,15,选择题,blocked,入正文,答案B；充分条件假言推理。前提'如果赵→李陈/李大钊'是充分条件假言判断；B'肯定前件赵且否定后件不去陈/不去李大钊'违反'肯前必肯后'规则；A否前不能否后；C否前不能否后；D肯后不能肯前(逆否换位)。可入选必三推理-假言推理 choice trap。,yes
Q-2025东城期末-16,S-2025东城期末,16,主观题,excluded,excluded,8分；'器以述史，物以载道'+《哲学与文化》知识；评分细则中华文化源远流长博大精深+文化载体+意识能动作用+共同精神标识；属必修四+必修三文化模块；非选必三思维。,no
Q-2025东城期末-17,S-2025东城期末,17,主观题,excluded,excluded,9分；北京法院如何提升'生态颜值'+法治知识；评分细则审判权惩处+劳务代偿创新司法+宣传教育公开道歉；属必修三政治与法治+选必二法律与生活；非选必三思维。,no
Q-2025东城期末-18-1,S-2025东城期末,18(1),主观题,excluded,excluded,5分；'嫦娥揽月回'+《经济与社会》知识；评分细则财政职能+举国体制+两个毫不动摇；属必修二经济与社会；非选必三思维。,no
Q-2025东城期末-18-2,S-2025东城期末,18(2),主观题,blocked,入正文,4分；登月服设计如何体现创新思维+《逻辑与思维》知识；东城期末细则两层：思路新方法新结果新(创新思维特征1分)+具体方法(聚合发散/联想/超前每两个2分、三个3分)。可入选必三创新思维主链。,yes
Q-2025东城期末-19-1,S-2025东城期末,19(1),主观题,excluded,excluded,短答；电动自行车充电柜涉及法律问题；细则消防规定+共有部分法律程序+相邻权+人身安全财产权；属选必二法律与生活；非选必三思维。,no
Q-2025东城期末-19-2,S-2025东城期末,19(2),主观题,excluded,excluded,短答；解决电动自行车'安家难'涉及利益相关方；细则街道办事处/消防部门/居委会/党/基层党组织；属必修三政治与法治；非选必三思维。,no
Q-2025东城期末-19-3,S-2025东城期末,19(3),主观题,excluded,excluded,短答；如何更好解决居民分歧达成共识；细则相邻关系原则+民主协商；属选必二法律与生活+必修三政治与法治；非选必三思维。,no
Q-2025东城期末-20,S-2025东城期末,20,主观题,excluded,excluded,8分；新能源汽车反补贴税短文+《当代国际政治与经济》知识；细则经济全球化+国家利益+共同利益+合作共赢；属选必一国政经；非选必三思维。,no
Q-2025东城期末-21,S-2025东城期末,21,主观题,同类索引,同类索引,10分；'中国式现代化民生为大'综合题+综合运用所学；细则水平描述(党的领导/以人民为中心/法治/公共服务/中华优秀传统文化等)；综合短文不限选必三，可作综合题同类索引；不入正文(综合所学非聚焦选必三思维)。,no
Q-2026东城一模-1,S-2026东城一模,1,选择题,excluded,excluded,答案B(①③)；2025年经济成绩+党的全面领导+一切从实际出发，属必修一中特+必修四唯物论；非选必三思维。,no
Q-2026东城一模-2,S-2026东城一模,2,选择题,excluded,excluded,答案A(①③)；隆福寺街区融合+文化与经济对立统一推动业态升级，属必修四文化+必修二经济；非选必三思维。,no
Q-2026东城一模-3,S-2026东城一模,3,选择题,excluded,excluded,答案C(②③)；脑电智慧轮椅团队+国际舞台拓宽全球视野+教育科学素养国际交往育人成效，属必修三政治与法治+必修四+选必一；非选必三思维。,no
Q-2026东城一模-4,S-2026东城一模,4,选择题,excluded,excluded,答案A；'白玉月令组佩'AI生成+四季更迭意趣，唤醒中式美学共鸣，属必修四文化创新；非选必三思维(B辩证'斗争性包含同一性'是必修四矛盾观陷阱)。,no
Q-2026东城一模-5,S-2026东城一模,5,选择题,blocked,入正文,答案B；中西方人群脑结构对比研究'通过分析综合海量数据获得规律性认识'，B正解符合分析与综合方法。A通用标准夸大；C'交合'误用；D 真理修正谬误属必修四认识论。可入选必三辩证思维-分析与综合 choice trap。,yes
Q-2026东城一模-6,S-2026东城一模,6,选择题,blocked,入正文,答案D；'画马'活动选必三概念辨析综合题。A辩证否定误用(必修四辩证否定观);B抽象思维误用('画马'是具体形象不是抽象);C选言判断量项错误(从'有些…'不能必推出'有些…必然');D '将运动创意社交融合的活动是画马'换质位为'未将运动创意社交融合的不是画马'(正解)。可入选必三推理-换质位 choice trap。,yes
Q-2026东城一模-7,S-2026东城一模,7,选择题,blocked,入正文,"答案D；逃逸粒子复合假言推理。设A=太阳风带电粒子,B=星际中性,C=外日球层衍生。实验一'除非A否则B'即A∨B;实验二'B或非C'即¬B∨¬C(等价B→¬C);实验三'¬C→¬B'。综合：实验二与实验三推得¬B∨¬C∧(¬C→¬B)→若C则A∧¬B;若¬C则¬B且实验二仍真;但题目寻找一定为真选项，验证D'A'真。18+选择7、13.pptx 给出符号化分析。可入选必三推理-复合假言推理 choice trap。",yes
Q-2026东城一模-8,S-2026东城一模,8,选择题,excluded,excluded,答案A(①③)；北京市养老服务条例+地方人大立法/法制统一；属必修三政治与法治；非选必三思维。,no
Q-2026东城一模-9,S-2026东城一模,9,选择题,excluded,excluded,答案D(③④)；健康学校建设+学校依法履行管理职责+健康学校筑牢健康基石，属必修三政治与法治+必修一中特；非选必三思维。,no
Q-2026东城一模-10,S-2026东城一模,10,选择题,excluded,excluded,答案C；张三李四宅基地房屋夫妻共同财产+处分权+租金性质，属选必二法律与生活；非选必三思维。,no
Q-2026东城一模-11,S-2026东城一模,11,选择题,excluded,excluded,答案C；AIGC使用人脸+声音生成数字人；侵犯肖像权+声音权益；停止侵害恢复原状；属选必二法律与生活；非选必三思维。,no
Q-2026东城一模-12,S-2026东城一模,12,选择题,excluded,excluded,答案B；脑机接口产业链+核心技术攻关，属必修二经济与社会；非选必三思维。,no
Q-2026东城一模-13,S-2026东城一模,13,选择题,excluded,excluded,答案C(③→①→⑤→⑥)；货币政策传导路径，属必修二经济与社会；非选必三思维。18+选择7、13.pptx 给出宏观流动性传导讲解。,no
Q-2026东城一模-14,S-2026东城一模,14,选择题,excluded,excluded,答案B(①③)；中非外交关系+贸易投资自由化便利化，属选必一国政经；非选必三思维。,no
Q-2026东城一模-15,S-2026东城一模,15,选择题,excluded,excluded,答案A(①④)；2025中国外交·微评+四大全球倡议+文明交流互鉴；属选必一国政经；非选必三思维。,no
Q-2026东城一模-16,S-2026东城一模,16,主观题,excluded,excluded,7分；'能够满足大众情绪需求的文艺，就是优秀文艺'+《哲学与文化》知识；细则人民的文艺+矛盾主次方面+社会效益+民族精神价值观；属必修四哲学+必修三文化；非选必三思维。,no
Q-2026东城一模-17,S-2026东城一模,17,主观题,excluded,excluded,8分；青年友好型城市建设+《政治与法治》知识；细则全过程人民民主+人大代表+政协参政议政+政府公共服务职能；属必修三政治与法治；非选必三思维。,no
Q-2026东城一模-18,S-2026东城一模,18,主观题,excluded,excluded,8分；法院司法守护'向新力'+《法律与生活》知识；细则诉讼调解+惩罚性赔偿+恶意诉讼诚信原则；属选必二法律与生活；非选必三思维。,no
Q-2026东城一模-19-1,S-2026东城一模,19(1),主观题,excluded,同类索引,3分；除文献研究外补充哪一种方法+理由；细则调查研究法/问卷/访谈+实践是认识基础+弥补文献研究局限/分析与综合统一；题干未限定'运用《逻辑与思维》'，属研究方法开放题。'实践是认识基础'锚到必修四认识论；'分析与综合统一'锚到选必三辩证思维。作为辩证思维-分析与综合方法论支持点同类索引保留，不单独入正文。,no
Q-2026东城一模-19-2,S-2026东城一模,19(2),主观题,excluded,excluded,8分；中关村特色产业园独特优势+作用+《经济与社会》知识；细则创新资源集聚+空间布局精准+全链条产业生态+产城融合；属必修二经济与社会；非选必三思维(细则Slide11明确'用哲学/思维模块答题不给分')。,no
Q-2026东城一模-19-3,S-2026东城一模,19(3),主观题,excluded,excluded,8分；北京如何统筹高水平对外开放与提升产业链韧性关系+《当代国际政治与经济》知识；细则开放促进韧性4分+韧性支撑开放3分+协同发力1分；属选必一国政经；非选必三思维。,no
Q-2026东城一模-19-4,S-2026东城一模,19(4),主观题,blocked,入正文,5分；中关村应如何'把1拉长、推进'+系统观念与创新思维知识；19（4）.pptx 细则系统观念知识1分+创新思维知识1分+对应分析2分+1分。创新思维子方法清单：实践、思路新方法新结果新、联想、发散+聚合、超前。可入选必三创新思维主链；系统观念按必修四唯物辩证法-系统优化处理为同类索引。,yes
Q-2026东城一模-20,S-2026东城一模,20,主观题,excluded,excluded,8分；'我国不断深化对生态文明建设的规律性认识'+综合运用所学；细则党的领导+人民立场+全面依法治国+实践与认识关系；属必修四哲学+必修一中特；非选必三思维。,no
Q-2026东城期末-1,S-2026东城期末,1,选择题,excluded,excluded,答案D(③④)；大党大国典礼制度展现政治品格+凝聚强国建设力量；属必修一中特；非选必三思维。,no
Q-2026东城期末-2,S-2026东城期末,2,选择题,excluded,excluded,答案C(②③)；城市书房+公共文化服务+书香社会建设；细则Slide3明确'实践是知识唯一来源'+'传统文化生命力在双创'；属必修四文化+必修三政治与法治；非选必三思维。,no
Q-2026东城期末-3,S-2026东城期末,3,选择题,excluded,excluded,答案B；'片叶不留'到'落叶缓扫'+保障安全卫生与人文需求矛盾推动城市精细化治理；属必修四矛盾观+必修三政治与法治；非选必三思维(B精细化治理矛盾分析虽含选必三辩证思维信号但模块归属必修四矛盾观)。,no
Q-2026东城期末-4,S-2026东城期末,4,选择题,excluded,excluded,答案D(②④)；生命起源研究+核糖核酸自在联系+基础科学突破推动应用；细则Slide5明确'类比实验非认识规律前提'+'运动绝对'；属必修四唯物辩证法+认识论；非选必三思维(细则强调'类比推理'但题干答案落点是必修四自在联系)。,no
Q-2026东城期末-5,S-2026东城期末,5,选择题,excluded,excluded,答案A；'可爱'产品契合多元消费需求；细则Slide6/7明确'新事物=符合规律有生命力远大前途'+'矛盾相互转化前提是同一性和转化条件'；属必修四认识论+矛盾观；非选必三思维。,no
Q-2026东城期末-6,S-2026东城期末,6,选择题,blocked,入正文,答案B；加入大前提使三段论保真+必要条件假言判断综合硬样本。细则Slide8-9详解：已知小前提'乌毛蕨独居石是纯净无辐射的'+结论'乌毛蕨独居石具有绿色提取前景'。需要中项'纯净无辐射独居石'在大前提中周延。A犯中项不周+大项不当扩大；B'只有具有绿色提取前景的，才是纯净无辐射独居石'(必要条件假言判断'P→Q')译为'纯净无辐射→绿色前景'，作为大前提周延中项；C'有的'不周延中项；D'部分生物成矿'只是中项偏离。可入选必三推理-三段论保真+必要条件假言判断 choice trap。,yes
Q-2026东城期末-7,S-2026东城期末,7,选择题,blocked,入正文,答案A；矛盾律+假言推理'四人预测一真三假'硬样本。细则Slide10-11详解：吴老师'AI运动数据→¬跨年级智能接力'与王老师'AI运动数据∧跨年级智能接力'形成矛盾关系，必有一真一假；故周老师/郑老师必假；周假→人机赛跑未达标；郑假→人机赛跑未达标且AI主题闯关达标。设问'不可能为真'='AI主题闯关未达标'，A选项'AI主题闯关未达标'即不可能为真。可入选必三推理-矛盾律+假言推理 choice trap。,yes
Q-2026东城期末-8,S-2026东城期末,8,选择题,excluded,excluded,答案B；中国共产党思想政治工作条例+加强党的领导提高制度化水平；细则Slide12明确'党内法规非法律规范体系'+'思想政治工作非社会意识'；属必修一中特+必修三政治与法治；非选必三思维。,no
Q-2026东城期末-9,S-2026东城期末,9,选择题,excluded,excluded,答案A(①②)；东城区人大常委会接待代表+全过程人民民主；细则Slide13明确'质询权'误称、'重大事项议事程序'夸大；属必修三政治与法治；非选必三思维。,no
Q-2026东城期末-10,S-2026东城期末,10,选择题,excluded,excluded,答案D；权利质押无需登记+商业秘密+消费者自主选择权+赠与画作著作权；细则Slide14-15详解；属选必二法律与生活；非选必三思维。,no
Q-2026东城期末-11,S-2026东城期末,11,选择题,excluded,excluded,答案C；劳动合同+灵活工作制+违法解除；细则Slide16详解'劳动关系自用工之日起成立'+'经济赔偿'；属选必二法律与生活；非选必三思维。,no
Q-2026东城期末-12,S-2026东城期末,12,选择题,excluded,excluded,答案B(①③)；农村集体经济经理人+市场化+品牌化经营；细则Slide17明确'决定力量绝对化'+'三权分置'；属必修二经济与社会；非选必三思维。,no
Q-2026东城期末-13,S-2026东城期末,13,选择题,excluded,excluded,答案C(②④)；'投资于人'政策传导；细则Slide18详解传导链条逻辑；属必修二经济与社会；非选必三思维(传导路径推理虽有逻辑信号但模块归属经济传导)。,no
Q-2026东城期末-14,S-2026东城期末,14,选择题,excluded,excluded,答案D；具身智能机器人全球治理+鼓励创新与防范风险平衡；细则Slide19明确A国际竞争实质混淆+B低成本误判+C根本前提绝对化；属选必一国政经；非选必三思维。,no
Q-2026东城期末-15,S-2026东城期末,15,选择题,excluded,excluded,答案C(②④)；'投资中国'品牌+扩大服务业开放+四链融合；细则Slide20详解；属选必一国政经；非选必三思维。,no
Q-2026东城期末-16,S-2026东城期末,16,主观题,excluded,excluded,7分；'白'美学符号+哲学命题+《哲学与文化》知识；细则角度矛盾对立统一+价值观+中华优秀传统文化+文化作用；属必修四哲学+必修三文化；非选必三思维。,no
Q-2026东城期末-16-1,S-2026东城期末,16(1),主观题,blocked,excluded,矩阵冗余行；2026东城期末试卷中Q16是哲学评析整题，无(1)(2)子题分割；标 excluded 闭合矩阵。,no
Q-2026东城期末-16-2,S-2026东城期末,16(2),主观题,blocked,excluded,矩阵冗余行；同上，Q16无(1)(2)子题；标 excluded 闭合矩阵。,no
Q-2026东城期末-17-1,S-2026东城期末,17(1),主观题,excluded,excluded,8分；场景创新制度性障碍+政策性建议+《经济与社会》知识；细则Slide30-37详解'数据产权制度+全国统一技术市场+创新风险补偿'；属必修二经济与社会；非选必三思维。,no
Q-2026东城期末-17-2,S-2026东城期末,17(2),主观题,blocked,入正文,6分；论证三主张是否符合逻辑+《形式逻辑》知识；细则Slide40-43详解：主张1违反矛盾律2分；主张2充分条件假言推理'肯后必肯前'错误2分；主张3三段论中项不周延2分。SKILL Trial Before Full Run 边界硬样本：是形式逻辑论证而非选必三思维方法主链；按推理部分主链入正文，进入推理索引。,yes
Q-2026东城期末-18-1,S-2026东城期末,18(1),主观题,excluded,excluded,7分；陈某无人机案+法律责任及依据+《法律与生活》知识；细则Slide49-51详解违约逻辑4分+侵权逻辑3分；属选必二法律与生活；非选必三思维。,no
Q-2026东城期末-18-2,S-2026东城期末,18(2),主观题,excluded,excluded,4分；维权成功需做哪些工作；细则Slide56详解维权途径2分+依法收集证据2分+明确权利义务诉求合理2分；属选必二法律与生活；非选必三思维。,no
Q-2026东城期末-19,S-2026东城期末,19,主观题,excluded,excluded,8分；法治中国建设如何在改革与法治良性互动中推进+《政治与法治》知识；细则Slide62详解总说2分+法治国家1分+法治政府2分+法治社会2分+法治实施体系1分；属必修三政治与法治；非选必三思维。,no
Q-2026东城期末-20,S-2026东城期末,20,主观题,excluded,excluded,7分；四大全球倡议如何系统推动构建人类命运共同体+《当代国际政治与经济》知识；细则Slide67详解四大倡议4分+系统推动2分+实践层面1分；属选必一国政经；非选必三思维。,no
Q-2026东城期末-21,S-2026东城期末,21,主观题,excluded,同类索引,8分；'区域发展落差势能转化为动能'+综合运用所学；细则Slide77-80详解：党的领导+人民立场+新发展理念+系统观念/科学思维/辩证思维等；'思维方法角度'细则替代项含'系统观念/科学思维/辩证思维/矛盾观/尊重客观规律'。综合短文不限选必三，可作综合题同类索引；不入正文(综合所学非聚焦选必三思维方法)。,no
