question_id,suite_id,source_id,stable_locator,original_qno,question_type,phase03_section_scope,phase03_knowledge_node,phase03_reasoning_node,phase03_blocked_status,phase03_final_classification,phase12_category,phase12_action,phase12_blocker_reason,body77_status,body77_decision,phase05_status,current_exhaustive_conclusion,evidence_level,decision_basis,decision_reason,duplicate_or_reference,excerpt
Q-2025东城期末-11,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q11,11,选择题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,blocked,missing_or_blocked,phase12_362_rescan,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,no,"11.甲公司发现乙公司未经许可获得了其数据集,并向公众传播牟利,遂向法院提起诉讼。法院认为乙公 司上述行为侵害了甲公司的数据财产权和著作权,构成了不正当竞争。在该案审理中,甲公司提供的知 识产权局颁发的《数据知识产权登记证书》获得法院认可,本案成为涉数据知识产权登记证效力的“第 一案”。在此案件中( ) 资料卡 数据集,是一种由数据所组成的集合。 数据相关权益的认定往往因数据的无形性、可复制性等特性而变得困难,举证难度极大。 北京市知识产权局等部门于2023 年5 月颁布了北京市数据知识产权登记管理办法(试行)》。 1甲公司和乙公司发生民事纠纷,民事行为客体是不正当竞争行为 2《数据知识产权登记证书》获得法院认可,甲公司举证难度有所降低 3适用无过错侵权责任原则,无论乙公司有无过错都应承担责任 4完善行政机关与司法机关的协同保护机制,促进数据市场良性"
Q-2025东城期末-12,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q12,12,选择题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,blocked,missing_or_blocked,phase12_362_rescan,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,no,"12.《中华人民共和国民法典》规范各类民事主体的各种人身关系和财产关系,涉及社会和经济生活的方 方面面,被称为“社会生活的百科全书”,下列内容符合民法典规定的是( ) A.合同缺少价款、履行期限,不影响合同的成立和生效 B.自然人可以与继承人范围内的个人签订遗赠扶养协议 C.报刊转载其他报刊已经刊登的作品,不必支付使用费 D.房屋、汽车、电脑、股票等均可进行抵押和质押担保 ===== PAGE 4 ===== 第4页/共20页"
Q-2025东城期末-13,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q13,13,选择题,推理,三段论;中项;判断;前提;周延;大项;小项;推理;概念;结论,三段论;三段论;周延判断;三段论;周延判断;逻辑三律与概念规则,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,body,body_now,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,B-choice-signal,phase12_362_rescan,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,no,"13.2024 年11 月,国资委开设的“国资小新”网上店铺一口气上架了十多款“大国重器”和数款技术过硬 的央企民用产品,让大家感受到央企既“顶天立地”又能保障和改善民生的责任担当。下列三段论推理 违反相同逻辑规则的是( ) 1“祥云”AS700 是大国重器,有的大国重器是载人飞艇,有的载人飞艇是“祥云”AS700 2歼-20 飞行员手表有三盘六针,这款手表不是歼-20 飞行员手表,这款手表没有三盘六针 3碳纤维自行车适合山地骑行,山地车适合山地骑行,碳纤维自行车是山地车 4石墨烯围巾有智能温控系统,智能温控系统能自动调节温度,石墨烯围巾能自动调节温度 A.12 B.13 C.24 D.34"
Q-2025东城期末-14,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q14,14,选择题,推理,假言;判断;周延;概念;联言;选言,假言推理;周延判断;假言推理;选言推理;联言推理;周延判断;逻辑三律与概念规则;假言推理;选言推理;联言推理;逻辑三律与概念规则;周延判断;周延判断;逻辑三律与概念规则;逻辑三律与概念规则,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,not_represented,body_after_repair,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,B-choice-signal,phase12_362_rescan,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,no,"14.北京中轴线位于北京老城中心,是统领整个老城规划格局的建筑与遗址的组合体,由古代皇家宫苑建 筑、古代皇家祭祀建筑等遗址组成,是中华文明“中”“和”文化传统的特殊见证。下列选项正确的是 ( ) A.“北京中轴线”和“古代皇家宫苑建筑”是属种关系 B.“北京中轴线位于北京老城中心”,此处的“位于”关系为传递关系 C.“北京中轴线”和“中华文明‘中’‘和’文化传统的特殊见证”在外延上是一致的 D.“统领整个老城规划格局的建筑与遗址的组合体”是不周延的"
Q-2025东城期末-15,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q15,15,选择题,推理,假言;充分必要条件;充分条件;判断;必要条件;推理,假言推理;假言推理;周延判断;周延判断,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,not_represented,body_after_repair,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,B-choice-signal,phase12_362_rescan,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,no,"15.为了传承红色基因,赓续红色血脉,某班开展红色之旅研学活动,可选活动方式有:参观北大红楼、 陈独秀旧居、李大钊故居。赵同学和李同学约定,如果赵同学参观北大红楼,那么李同学参观陈独秀旧 居或者参观李大钊故居。如果上述约定为真,以下判断必定为假的是( ) A.只有赵同学去北大红楼,李同学才去陈独秀旧居或者去李大钊故居 B.虽然赵同学去北大红楼,但李同学既不去陈独秀旧居也不去李大钊故居 C.即使赵同学不去北大红楼,李同学也会去陈独秀旧居 D.如果李同学去李大钊故居,那么赵同学去北大红楼 二、本部分共6 题,共55 分。"
Q-2025东城期末-16,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q16,16,主观题,边界,发散思维,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=哲学与文化(非选必三逻辑与思维),,,,excluded,C-boundary_or_duplicate,phase12_362_rescan,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学与文化(非选必三逻辑与思维)；note=scope_out=哲学与文化(非选必三逻辑与思维),no,"16.(8 分)器以述史,物以载道。 何尊——陕西宝鸡青铜器博物馆的镇馆之宝,主人名为“何”,因受到西周成王的训诰与赏赐,特作此 尊,以作纪念。1963 年出土时被村民装粮食,后经博物馆专家到废品收购站寻宝购回。 何尊上的铭文“宅兹中国”,是目前所知“中国”一词的最早出处。从此“中国”的内涵不断发展,从 ===== PAGE 5 ===== 第5页/共20页 最初的方位区划“天下之中”,到清末被正式用作国名。 2019 年亚洲文明对话大会的文物展,2023 年中国一中亚峰会的模型国礼......习近平总书记多次携手何 尊,向世界展示“何以中国”。 结合材料,运用《哲学与文化》知识,谈谈你对“器以述史,物以载道”的理解。"
Q-2025东城期末-17,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q17,17,主观题,待判,,,pending_pairing,pending,answer_missing,blocked_keep_out,scope pending or boundary row,,,,blocked,missing_or_blocked,phase12_362_rescan,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。,no,"17.(9 分)近年来,北京法院坚持预防性、恢复性司法理念,以法治之力提升“生态颜值”。 ◆破坏环境受严惩 “张某的行为构成污染环境罪,判处有期徒刑六年十个月,并对清除污染、修复生态费用等1.4 亿元承 担赔偿责任......”随着法槌敲响,张某等5 人因非法倾倒垃圾严重污染环境受到严惩。 ◆劳务代偿修复生态 “这100 棵云杉和侧柏是去年种下的,弥补了违法犯罪行为对生态环境造成的损害”补植复绿基地设立 后,连续开展了4 起非法狩猎刑事附带民事公益诉讼案件的生态修复工作,并进行10 余次生态保护普 法宣传活动。 ◆公开道歉常态化 不久前,全某兄弟二人非法揽收并邮寄野生动物制品40 起共56 件,被北京市门头沟区人民法院判处有 期徒刑并处罚金,同时要求他们在全国公开发行的媒体上向社会公众赔礼道歉。 结合材料,运用法治知识,说明北京法院是如何提升“生态颜"
Q-2025东城期末-18-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(1),18(1),主观题,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,三段论,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=经济与社会(非选必三逻辑与思维),,,,excluded,C-boundary_or_duplicate,phase12_362_rescan,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=经济与社会(非选必三逻辑与思维)；note=scope_out=经济与社会(非选必三逻辑与思维),no,"18.(12 分)千年华夏飞天梦,廿载嫦娥揽月回。 自2004 年以来,在国家资金和政策的支持下,遥感通信等核心技术取得重大突破,中国探月工程步步 衔接、接续跨越、连战连捷。2024 年6 月25 日,嫦娥六号带回人类首份1935.3 克珍贵月球背面月壤, 这是我国建设航天强国、科技强国取得的又一标志性成果。总设计师胡浩感慨:“没有集中力量办大事 的优势,没有新型举国体制支撑,历时17 年的‘绕、落、回’规划就不可能完成。” 河北某民营企业承接了探月工程测控系统中的射电望远镜天线工程,浙江某民营企业承建了探月工程地 面应用系统的网络工程建设......二十届三中全会提出,完善民营企业参与国家重大项目建设长效机制, 支持有能力的民营企业牵头承担国家重大技术攻关任务,向民营企业进一步开放国家重大科研基础设施。 (1)结合材料,运用《经济与社会》知识,阐述"
Q-2025东城期末-18-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q18(2),18(2),主观题,交叉,创新思维;发散思维;大项;联想思维;聚合思维;超前思维;迁移,三段论,pending_pairing,pending,already_in_74,covered_by_74_review_body,Batch03 Lane B confirmed for evidence fusion only; no student draft,index_only,body_after_repair,L3_CONFIRMED_FOR_EVIDENCE_ARCHIVE,入正文,A-formal_or_phase12_source_confirmed,phase12_362_rescan,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。,no,"18.(12 分)千年华夏飞天梦,廿载嫦娥揽月回。 自2004 年以来,在国家资金和政策的支持下,遥感通信等核心技术取得重大突破,中国探月工程步步 衔接、接续跨越、连战连捷。2024 年6 月25 日,嫦娥六号带回人类首份1935.3 克珍贵月球背面月壤, 这是我国建设航天强国、科技强国取得的又一标志性成果。总设计师胡浩感慨:“没有集中力量办大事 的优势,没有新型举国体制支撑,历时17 年的‘绕、落、回’规划就不可能完成。” 河北某民营企业承接了探月工程测控系统中的射电望远镜天线工程,浙江某民营企业承建了探月工程地 面应用系统的网络工程建设......二十届三中全会提出,完善民营企业参与国家重大项目建设长效机制, 支持有能力的民营企业牵头承担国家重大技术攻关任务,向民营企业进一步开放国家重大科研基础设施。 (1)结合材料,运用《经济与社会》知识,阐述"
Q-2025东城期末-19-1,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(1),19(1),主观题,边界,,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,excluded,C-boundary_or_duplicate,phase12_362_rescan,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,no,"19.(8 分)某校开展“我为社区献一策”的社会实践活动。下面是一组同学撰写的调查报告。 一、调查背景 近年来,电动自行车以其经济、便利的特点成为市民重要的交通工具。然而,保有量与充电设施数量不 匹配,让充电成为困扰居民的问题。 二、调查发现 ===== PAGE 6 ===== 第6页/共20页 某社区有446 辆电动自行车,却只有60 个充电接口,对车主新增充电设施的提议,大家产生了意见分 歧。 甲:我没有电动自行车,建车栩会占用绿地,影响我遛弯了。 乙:既不能飞线充电,小区也没有配套设备能集中充电,让我们怎么办? 丙:消防安全问题谁来管?影响居民通行、采光怎么办? 三、学生建议 为解决这一困扰,让电动自行车在楼下待得住,该组同学为社区设计了“在公共区域设置电池充电柜, 车电分离”的方案。 运用《法律与生活》和《政治与法治》知识,完成下列任务。 "
Q-2025东城期末-19-2,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(2),19(2),主观题,边界,,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,excluded,C-boundary_or_duplicate,phase12_362_rescan,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,no,"19.(8 分)某校开展“我为社区献一策”的社会实践活动。下面是一组同学撰写的调查报告。 一、调查背景 近年来,电动自行车以其经济、便利的特点成为市民重要的交通工具。然而,保有量与充电设施数量不 匹配,让充电成为困扰居民的问题。 二、调查发现 ===== PAGE 6 ===== 第6页/共20页 某社区有446 辆电动自行车,却只有60 个充电接口,对车主新增充电设施的提议,大家产生了意见分 歧。 甲:我没有电动自行车,建车栩会占用绿地,影响我遛弯了。 乙:既不能飞线充电,小区也没有配套设备能集中充电,让我们怎么办? 丙:消防安全问题谁来管?影响居民通行、采光怎么办? 三、学生建议 为解决这一困扰,让电动自行车在楼下待得住,该组同学为社区设计了“在公共区域设置电池充电柜, 车电分离”的方案。 运用《法律与生活》和《政治与法治》知识,完成下列任务。 "
Q-2025东城期末-19-3,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q19(3),19(3),主观题,边界,,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope pending or boundary row,,,,excluded,C-boundary_or_duplicate,phase12_362_rescan,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row,no,"19.(8 分)某校开展“我为社区献一策”的社会实践活动。下面是一组同学撰写的调查报告。 一、调查背景 近年来,电动自行车以其经济、便利的特点成为市民重要的交通工具。然而,保有量与充电设施数量不 匹配,让充电成为困扰居民的问题。 二、调查发现 ===== PAGE 6 ===== 第6页/共20页 某社区有446 辆电动自行车,却只有60 个充电接口,对车主新增充电设施的提议,大家产生了意见分 歧。 甲:我没有电动自行车,建车栩会占用绿地,影响我遛弯了。 乙:既不能飞线充电,小区也没有配套设备能集中充电,让我们怎么办? 丙:消防安全问题谁来管?影响居民通行、采光怎么办? 三、学生建议 为解决这一困扰,让电动自行车在楼下待得住,该组同学为社区设计了“在公共区域设置电池充电柜, 车电分离”的方案。 运用《法律与生活》和《政治与法治》知识,完成下列任务。 "
Q-2025东城期末-20,S-2025东城期末,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf,012_Desktop_2025模拟题_2025各区期末_2025东城期末_试卷_试卷.pdf::Q20,20,主观题,边界,发散思维,,pending_pairing,pending,out_of_scope,excluded_keep_out,scope_out=当代国际政治与经济(非选必三逻辑与思维),,,,excluded,C-boundary_or_duplicate,phase12_362_rescan,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=当代国际政治与经济(非选必三逻辑与思维)；note=scope_out=当代国际政治与经济(非选必三逻辑与思维),no,"20.(8 分)新能源汽车是汽车产业的未来方向。近年我国比亚迪等车企发展迅猛,成功走向世界市场。 2023 年我国新能源汽车出口409 亿美元,同比增长69%,紧随德国排名全球第二,市场份额18%,2024 年 1-6 月,中国向欧盟出口26.2 万辆新能源汽车,以32%的市场份额力压日本、英国位列榜首。 欧盟认为“中国生产过剩扰乱了全球市场秩序”,决定从2024 年7 月4 日起,对中国的新能源汽车征收 临时反补贴税。其后,在布鲁塞尔举行的磋商中,中方多次提出建设性解决方案,但欧方始终未积极回 应,并于10 月初通过了该反补贴案终裁草案。我国商务部立即回应:坚决反对欧方做法,必将采取一 切措施坚定维护中国企业的利益。 11 月初,欧方代表团来华,双方在北京继续磋商,就解决争议进行深入交流。 运用《当代国际政治与经济》知识,写一篇短文,谈谈你对上述材"
