source_id,year,suite,role,ext,chars,status,abs_path,extract_filename
dc86b569e8e2,2024,202404各区一模试题分类（按模块）,other,docx,12009,ok,/Users/wanglifei/Desktop/2024模拟题/202404各区一模试题分类（按模块）/2024届各区一模试题分类汇编必修3.docx,dc86b569e8e2__2024届各区一模试题分类汇编必修3.txt
24a14c0c2355,2024,2024海淀一模,rubric,docx,3095,ok,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/细则.docx,24a14c0c2355__细则.txt
5f85521d3602,2024,2024海淀一模,rubric_like,docx,1599,ok,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/细则/补充材料/一模政治-答案.docx,5f85521d3602__一模政治-答案.txt
22a9fc350542,2024,2024海淀一模,paper,pdf,8278,ok,/Users/wanglifei/Desktop/2024模拟题/2024海淀一模/试卷/试卷.pdf,22a9fc350542__试卷.txt
8cabfb2a5c95,2024,2024丰台二模,rubric,docx,3759,ok,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,8cabfb2a5c95__细则.txt
610be819f51b,2024,2024丰台二模,paper,pdf,158,ok,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,610be819f51b__试卷.txt
3d4cd35f4494,2024,2024朝阳期中,rubric,docx,5655,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/细则.docx,3d4cd35f4494__细则.txt
486fe5ba720a,2024,2024朝阳期中,rubric_like,docx,21489,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/细则/补充材料/2024.11期中政治朝阳评标2.docx,486fe5ba720a__2024.11期中政治朝阳评标2.txt
611ed7564625,2024,2024朝阳期中,paper,pdf,7703,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/试卷.pdf,611ed7564625__试卷.txt
34231242a333,2024,2024朝阳期中,paper,pdf,7703,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳期中/试卷/补充材料/202411朝阳高三政治 期中1试题(1).pdf,34231242a333__202411朝阳高三政治 期中1试题(1).txt
4fc81e818683,2024,2024朝阳一模,rubric,pptx,11957,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/细则.pptx,4fc81e818683__细则.txt
8a924a245316,2024,2024朝阳一模,rubric,docx,2002,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/细则/补充材料/细则.docx,8a924a245316__细则.txt
d3b447f0ea3a,2024,2024朝阳一模,paper,pdf,6584,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/试卷/试卷.pdf,d3b447f0ea3a__试卷.txt
d991feeaa63e,2024,2024朝阳一模,rubric_like,pptx,11957,ok,/Users/wanglifei/Desktop/2024模拟题/2024朝阳一模/其他材料/202404朝阳高三政治一模试卷讲评.pptx,d991feeaa63e__202404朝阳高三政治一模试卷讲评.txt
e6f22d1048fc,2024,2024海淀二模,rubric,docx,2647,ok,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,e6f22d1048fc__细则.txt
da60e3ae2561,2024,2024海淀二模,rubric_like,docx,1676,ok,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,da60e3ae2561__高三二模：政治答案(2).txt
a83c70cbad37,2024,2024海淀二模,paper,pdf,7699,ok,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,a83c70cbad37__试卷.txt
1c0a8eb1f6cd,2024,2024海淀二模,paper,docx,7028,ok,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,1c0a8eb1f6cd__高三二模：政治试题（以PDF为准）(1).txt
e3f88f68dd56,2024,2024海淀期中,rubric,pdf,15672,ok,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/细则/细则.pdf,e3f88f68dd56__细则.txt
132d9a876bce,2024,2024海淀期中,paper,pdf,1006,ok,/Users/wanglifei/Desktop/2024模拟题/2024海淀期中/试卷/试卷.pdf,132d9a876bce__试卷.txt
1f17f2c91d92,2024,2024东城一模,rubric,pptx,10840,ok,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/细则.pptx,1f17f2c91d92__细则.txt
fa4ea186dba9,2024,2024东城一模,rubric_like,pdf,18,ok,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/细则/补充材料/北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).pdf,fa4ea186dba9__北京市东城区2023-2024学年度第二学期高三综合练习（一）思想政治答案(1).txt
a1c55f582bad,2024,2024东城一模,paper,pdf,241,ok,/Users/wanglifei/Desktop/2024模拟题/2024东城一模/试卷/试卷.pdf,a1c55f582bad__试卷.txt
ecba6fd5969d,2024,2024西城二模,rubric,docx,3536,ok,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,ecba6fd5969d__细则.txt
3cb2df235603,2024,2024西城二模,rubric_like,docx,1915,ok,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,3cb2df235603__高三模拟测试思想政治答案.txt
f9754eb81c9b,2024,2024西城二模,paper,docx,5964,ok,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,f9754eb81c9b__试卷.txt
1b4ee008991e,2024,2024西城二模,paper,docx,0,fail,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/补充材料/~$模拟测试思想政治试卷.docx,1b4ee008991e__~$模拟测试思想政治试卷.txt
abdf5a2c1aeb,2024,2024西城二模,rubric_like,pdf,573,ok,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,abdf5a2c1aeb__西城东城二模选择题讲评.txt
bd22f6c39c9e,2024,2024西城二模,rubric_like,pptx,731,ok,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pptx,bd22f6c39c9e__西城东城二模选择题讲评.txt
7e4a722d6d9e,2025,2025西城二模,rubric,docx,4227,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/细则/细则.docx,7e4a722d6d9e__细则.txt
62207119d52d,2025,2025西城二模,paper,pdf,9879,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025西城二模/试卷/试卷.pdf,62207119d52d__试卷.txt
05a280b2e00d,2025,2025海淀二模,rubric,docx,2682,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/细则.docx,05a280b2e00d__细则.txt
5b0f1d77d036,2025,2025海淀二模,rubric_like,docx,2096,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/细则/补充材料/2025年海淀二模评标实录.docx,5b0f1d77d036__2025年海淀二模评标实录.txt
203635b75b25,2025,2025海淀二模,paper,pdf,158,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/试卷/试卷.pdf,203635b75b25__试卷.txt
06bdaf7a81b0,2025,2025海淀二模,rubric_like,pdf,13026,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025海淀二模/其他材料/2025届二模考试讲评0510.pdf,06bdaf7a81b0__2025届二模考试讲评0510.txt
60be5c5c0fb3,2025,2025丰台二模,rubric,docx,884,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(2).docx,60be5c5c0fb3__16.(2).txt
3a2e101926af,2025,2025丰台二模,rubric,doc,5651,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/16.(1).doc,3a2e101926af__16.(1).txt
f71fa74e8a1b,2025,2025丰台二模,rubric,docx,6696,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/17题.docx,f71fa74e8a1b__17题.txt
58a9a8f3e678,2025,2025丰台二模,rubric,docx,29543,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/18题 .docx,58a9a8f3e678__18题 .txt
1543d8baa151,2025,2025丰台二模,rubric,docx,10536,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/20题.docx,1543d8baa151__20题.txt
cf5f0f635e6f,2025,2025丰台二模,rubric,docx,6817,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(1).docx,cf5f0f635e6f__19.(1).txt
4f9c477fa46c,2025,2025丰台二模,rubric,docx,1096,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/21题.docx,4f9c477fa46c__21题.txt
dfa78c60e17a,2025,2025丰台二模,rubric,docx,11708,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/2025丰台二模评标细则/2025丰台二模评标细则/19.(2).docx,dfa78c60e17a__19.(2).txt
770de383c911,2025,2025丰台二模,paper,pdf,9689,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/试卷/试卷.pdf,770de383c911__试卷.txt
436f84dc1edf,2025,2025朝阳二模,rubric,docx,7116,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/细则/细则.docx,436f84dc1edf__细则.txt
d411e2158d47,2025,2025朝阳二模,paper,pdf,9919,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/试卷.pdf,d411e2158d47__试卷.txt
87571762455e,2025,2025朝阳二模,paper,pdf,118,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025朝阳二模/试卷/补充材料/扫描全能王 2025-05-13 21.42.pdf,87571762455e__扫描全能王 2025-05-13 21.42.txt
2df7863ec9eb,2025,2025昌平二模,rubric,pptx,7569,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/细则/细则.pptx,2df7863ec9eb__细则.txt
f67354a12eea,2025,2025昌平二模,paper,pdf,9925,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025昌平二模/试卷/试卷.pdf,f67354a12eea__试卷.txt
bd8e9436f81d,2025,2025东城二模,rubric,pdf,5563,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,bd8e9436f81d__细则.txt
e1c925184ab8,2025,2025东城二模,paper,pdf,8285,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,e1c925184ab8__试卷.txt
61b68f14212d,2025,2025海淀期末,rubric,pptx,11392,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/细则/细则.pptx,61b68f14212d__细则.txt
1bd40d845040,2025,2025海淀期末,paper,docx,9971,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期末/试卷/试卷.docx,1bd40d845040__试卷.txt
f548fe634936,2025,2025西城期末,rubric,pdf,4228,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/细则/细则.pdf,f548fe634936__细则.txt
3b9cf3beca8e,2025,2025西城期末,paper,pdf,8398,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025西城期末/试卷/试卷.pdf,3b9cf3beca8e__试卷.txt
cda046c2d36d,2025,2025海淀期中,rubric,docx,1419,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/细则/细则.docx,cda046c2d36d__细则.txt
e3da1b6b45ca,2025,2025海淀期中,paper,pdf,9928,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025海淀期中/试卷/试卷.pdf,e3da1b6b45ca__试卷.txt
f5c5ada09871,2025,2025东城期末,rubric,pdf,3518,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/细则.pdf,f5c5ada09871__细则.txt
7d84ce85cb4b,2025,2025东城期末,rubric,pptx,4447,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/细则/补充材料/东城期末.pptx,7d84ce85cb4b__东城期末.txt
8ab211d978d9,2025,2025东城期末,paper,pdf,22047,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025东城期末/试卷/试卷.pdf,8ab211d978d9__试卷.txt
86fc00424d39,2025,2025丰台期末,rubric,pptx,11048,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/细则/细则.pptx,86fc00424d39__细则.txt
25f18281e8a8,2025,2025丰台期末,paper,pdf,17997,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025丰台期末/试卷/试卷.pdf,25f18281e8a8__试卷.txt
49b23fecab97,2025,2025朝阳期末,rubric,pdf,118,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/细则/细则.pdf,49b23fecab97__细则.txt
131c6c890bd4,2025,2025朝阳期末,paper,pdf,10005,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/试卷/试卷.pdf,131c6c890bd4__试卷.txt
65f9eb78542d,2025,2025朝阳期末,supplement,pptx,12575,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区期末/2025朝阳期末/其他材料/朝阳高三期末2025.pptx,65f9eb78542d__朝阳高三期末2025.txt
4572acf26cdb,2025,2025延庆一模,rubric,docx,2592,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,4572acf26cdb__细则.txt
438d82cfc42b,2025,2025延庆一模,paper,pdf,9838,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,438d82cfc42b__试卷.txt
70713581c0c6,2025,2025门头沟一模,rubric,doc,3456,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,70713581c0c6__细则.txt
41b9c310bed6,2025,2025门头沟一模,paper,pdf,10474,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,41b9c310bed6__试卷.txt
8ee813c0b52e,2025,2025房山一模,rubric,pdf,3617,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,8ee813c0b52e__细则.txt
dc005114eca8,2025,2025房山一模,paper,pdf,16615,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,dc005114eca8__试卷.txt
6087ed54082b,2025,2025顺义一模,rubric,docx,3860,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,6087ed54082b__细则.txt
54c5e688c015,2025,2025顺义一模,paper,pdf,19338,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,54c5e688c015__试卷.txt
6ea5462e02af,2025,2025西城一模,rubric,docx,4114,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,6ea5462e02af__细则.txt
062e7a5c776b,2025,2025西城一模,paper,pdf,10020,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,062e7a5c776b__试卷.txt
a043a3fcb259,2025,2025海淀一模,rubric,docx,1045,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,a043a3fcb259__细则.txt
20820628be28,2025,2025海淀一模,paper,pdf,9399,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,20820628be28__试卷.txt
8cf8c31e07b0,2025,2025海淀一模,paper,pdf,3004,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,8cf8c31e07b0__EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.txt
700c0fe3ebe1,2025,2025石景山一模,rubric,doc,2817,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,700c0fe3ebe1__细则.txt
949be36f2037,2025,2025石景山一模,paper,pdf,10647,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,949be36f2037__试卷.txt
c3d1aea637c9,2025,2025朝阳一模,rubric,pdf,58,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,c3d1aea637c9__细则.txt
07886c57967f,2025,2025朝阳一模,rubric_like,doc,2780,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,07886c57967f__20250329高3阅卷总结19题 合同欺诈  阐释论证.txt
341c036102eb,2025,2025朝阳一模,rubric_like,doc,1540,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,341c036102eb__20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.txt
e70708293da1,2025,2025朝阳一模,rubric_like,doc,3098,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,e70708293da1__20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.txt
832947a8c994,2025,2025朝阳一模,paper,pdf,10135,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,832947a8c994__试卷.txt
e829e6e9a3ae,2025,2025朝阳一模,rubric_like,pptx,0,fail,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,e829e6e9a3ae__高三政治一模试卷讲评.txt
066dbcf5b765,2025,2025丰台一模,rubric,docx,6412,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,066dbcf5b765__细则.txt
ef312c0ead76,2025,2025丰台一模,paper,pdf,9035,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,ef312c0ead76__试卷.txt
d39f12bd12f3,2025,2025东城一模,rubric,pdf,5840,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,d39f12bd12f3__细则.txt
da5883631078,2025,2025东城一模,paper,pdf,8199,ok,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,da5883631078__试卷.txt
57615a84450c,2026,2026顺义二模,rubric_like,doc,6496,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/细则/26顺义二模评标.doc,57615a84450c__26顺义二模评标.txt
d421a3c0899e,2026,2026顺义二模,paper,pdf,241,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026顺义二模/试卷/26顺义二模(1).pdf,d421a3c0899e__26顺义二模(1).txt
ccb1c3656835,2026,2026西城二模,rubric_like,pdf,283,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/细则/西城二模评标.pdf,ccb1c3656835__西城二模评标.txt
c5ed8aa7efc4,2026,2026西城二模,rubric_like,docx,8129,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026西城二模/试卷/2026北京西城高三二模政治（教师版）.docx,c5ed8aa7efc4__2026北京西城高三二模政治（教师版）.txt
c5e4363802a9,2026,2026海淀二模,rubric_like,pdf,7126,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/细则/26海淀高三政治二模讲评.pdf,c5e4363802a9__26海淀高三政治二模讲评.txt
829ff10080e5,2026,2026海淀二模,rubric_like,docx,10192,ok,/Users/wanglifei/Desktop/2026模拟题/2026各区二模/2026海淀二模/试卷/2026北京海淀高三二模政治（教师版）.docx,829ff10080e5__2026北京海淀高三二模政治（教师版）.txt
