"file","line","bucket","core","count"
"CLAUDECODE_BATCH_002.md","369","联合国","联合国是当今世界最具普遍性、代表性和权威性的政府间国际组织；集体安全机制的核心；实践多边主义的最佳场所；在维护世界和平、推动共同发展、促进人类文明进步中发挥重要作用","1"
"CLAUDECODE_BATCH_002.md","390","联合国","联合国对中国对外开放和现代化事业作出独特贡献，成为中国开展多边合作的主要舞台","1"
"CLAUDECODE_BATCH_002.md","409","联合国","坚定维护以联合国为核心的国际体系；维护《联合国宪章》宗旨和原则；是联合国改革的最早倡导者和有力支持者之一","1"
"CLAUDECODE_BATCH_003.md","28","中国","展现大国责任与担当，贡献中国智慧和中国方案","2"
"CLAUDECODE_BATCH_003.md","58","中国","坚持正确义利观，发展合作中共享机遇，坚持互利共赢","2"
"CLAUDECODE_BATCH_003.md","88","中国","改善发展中国家民生，助力发展中国家持续发展","1"
"CLAUDECODE_BATCH_003.md","108","中国","周边工作新局面四定位——实现发展繁荣的重要基础、维护国家安全的重点、运筹外交全局的首要、推动构建人类命运共同体的关键","1"
"CLAUDECODE_BATCH_003.md","129","中国","加强教育文化交流，促进文化借鉴融合、民心相通和团结合作","1"
"CLAUDECODE_BATCH_003.md","149","中国","""同球共济""精神丰富人类命运共同体内涵","1"
"CLAUDECODE_BATCH_003.md","168","中国","推动构建人类命运共同体、推动构建周边国家命运共同体","2"
"CLAUDECODE_BATCH_003.md","198","中国","全球发展倡议——以发展促繁荣","1"
"CLAUDECODE_BATCH_003.md","218","中国","全球安全倡议——以安全保稳定","1"
"CLAUDECODE_BATCH_003.md","239","中国","全球文明倡议——以文明增互信","1"
"CLAUDECODE_BATCH_003.md","260","中国","全球治理倡议——以治理求公正","1"
"CLAUDECODE_BATCH_003.md","281","中国","四大全球倡议相互促进、有机统一，系统推动构建人类命运共同体——五个世界总纲","1"
"CLAUDECODE_BATCH_003.md","301","中国","从中国主张到国际共识，从合作理念到共同行动","1"
"CLAUDECODE_BATCH_003_HEAD.md","5","时代背景","国际局势变乱交织，局部动荡不断，面临诸多问题和挑战","1"
"CLAUDECODE_BATCH_003_HEAD.md","20","时代背景","和平与发展仍是时代主题","1"
"CLAUDECODE_BATCH_003_HEAD.md","38","理论","共同利益是国家合作的基础","3"
"CLAUDECODE_BATCH_003_HEAD.md","72","理论","当前国际竞争的实质是以经济和科技实力为基础的综合国力较量","1"
"CLAUDECODE_BATCH_003_HEAD.md","90","经济全球化","降低制度性交易成本、提高贸易效率","1"
"CLAUDECODE_BATCH_003_HEAD.md","106","经济全球化","推动贸易投资自由化便利化","3"
"CLAUDECODE_BATCH_003_HEAD.md","140","经济全球化","发挥比较优势、优势互补、深度加入国际分工","1"
"CLAUDECODE_BATCH_003_HEAD.md","159","政治多极化","推动建设合作共赢的新型国际关系","2"
"CLAUDECODE_BATCH_004.md","9","理论","当前国际竞争的实质是以经济和科技实力为基础的综合国力较量，需加强风险应对和防范","1"
"CLAUDECODE_BATCH_004.md","33","经济全球化","我国未来产业拥有广阔的国际市场，经济全球化带来两个市场两种资源和技术交流合作，为未来产业""走出去""提供可能","1"
"CLAUDECODE_BATCH_004.md","53","经济全球化","坚持引进来与走出去相结合，开展国际科创交流合作，发展更高层次开放型经济，稳步扩大制度型开放","1"
"CLAUDECODE_BATCH_004.md","73","经济全球化","对接国际高标准经贸规则，参与国际标准和相关贸易规则制定，提升规则话语权","2"
"CLAUDECODE_BATCH_004.md","103","经济全球化","以开放促进产业升级，为未来产业拓展国际空间、提升国际竞争力、筑牢安全基础","1"
"CLAUDECODE_BATCH_004.md","123","经济全球化","强化关键核心技术自主可控、共建研发中心强链补链，增强产业链稳定性与竞争力，为高水平对外开放筑牢安全屏障","1"
"CLAUDECODE_BATCH_004.md","146","经济全球化","开放与安全协同发力，在动态平衡和系统协同中推动未来产业高质量发展","1"
"CLAUDECODE_BATCH_004.md","166","经济全球化","调整对外贸易的产品结构","1"
"CLAUDECODE_BATCH_004.md","184","经济全球化","增强产品和服务的国际竞争力","1"
"CLAUDECODE_BATCH_004.md","203","经济全球化","创新通关模式，降低交易成本，提高货物通关效率，扩大货物贸易规模，推动贸易投资自由化便利化","2"
"CLAUDECODE_BATCH_004.md","238","经济全球化","发布""数据出境负面清单""，维护数据安全，促进数字资源流动，推动服务贸易发展","1"
"CLAUDECODE_BATCH_004.md","258","经济全球化","推出国际职业资格认可目录、推动职业资格双向互认，吸引国际人才集聚","1"
"CLAUDECODE_BATCH_004.md","278","经济全球化","以优惠政策吸引高新技术企业入驻、降低企业税费成本，助力企业科技创新（出现1次；模块边界条目，源自《经济与社会》混合设问）",
"CLAUDECODE_BATCH_004.md","298","经济全球化","优化营商环境，营造良好法治环境，吸引外商投资，坚持高水平引进来","2"
"CLAUDECODE_BATCH_004.md","331","经济全球化","发挥超大规模市场优势，以国内大循环吸引全球资源要素，增强国内国际两个市场两种资源联动效应","1"
"CLAUDECODE_BATCH_004.md","351","经济全球化","深度融入全球产业分工和合作，使中国市场成为全球产业链供应链的稳定器","1"
"CLAUDECODE_BATCH_004.md","372","经济全球化","""一线放开、二线管住、岛内自由""的制度型开放，助力国际循环","1"
"CLAUDECODE_BATCH_004.md","399","中国","中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，推动全球南方实现现代化","1"
"CLAUDECODE_BATCH_004.md","420","中国","中国积极参与联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织，已成为全球治理体系的重要参与者、贡献者和改革者","1"
"CLAUDECODE_BATCH_004.md","440","中国","中国推动构建人类命运共同体，遵循平等、开放、合作、共享原则，同世界各国一起推动全球治理体制更加公正合理","1"
"CLAUDECODE_BATCH_004.md","462","联合国","中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性","1"
"CLAUDECODE_BATCH_004_HEAD.md","5","时代背景","经济全球化深入发展为未来产业""走出去""提供广阔国际市场","1"
"CLAUDECODE_BATCH_004_HEAD.md","21","理论","当前国际竞争的实质是以经济和科技实力为基础的综合国力较量，未来产业面临激烈国际竞争需要加强风险应对和防范","1"
"CLAUDECODE_BATCH_004_HEAD.md","38","经济全球化","坚持引进来与走出去相结合，发展更高层次开放型经济，稳步扩大制度型开放","1"
"CLAUDECODE_BATCH_004_HEAD.md","54","经济全球化","对接国际高标准经贸规则，参与国际标准和相关贸易规则制定，提升规则话语权","2"
"CLAUDECODE_BATCH_004_HEAD.md","79","经济全球化","以开放促进产业升级，为未来产业拓展国际空间，提升国际竞争力，筑牢安全基础","1"
"CLAUDECODE_BATCH_004_HEAD.md","95","经济全球化","通过强链补链增强产业链稳定性与竞争力，为高水平对外开放筑牢安全屏障","1"
"CLAUDECODE_BATCH_004_HEAD.md","111","经济全球化","开放与安全协同发力，在动态平衡中推动未来产业高质量发展","1"
"CLAUDECODE_BATCH_005.md","5","时代背景","气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一","1"
"CLAUDECODE_BATCH_005.md","26","理论","共同利益是国家合作的基础","1"
"CLAUDECODE_BATCH_005.md","47","经济全球化","实施更加积极主动的开放战略；促进贸易投资自由化便利化，降低贸易成本，畅通国际贸易","1"
"CLAUDECODE_BATCH_005.md","68","经济全球化","发展绿色贸易、数字贸易，推动货物贸易优化升级，打造产品出口竞争新优势","1"
"CLAUDECODE_BATCH_005.md","88","经济全球化","依托我国超大规模市场优势，为世界各国提供更加广阔的市场，促进国际合作、实现互利共赢","1"
"CLAUDECODE_BATCH_005.md","108","经济全球化","充分运用国际规则，利用国际组织赋予的权利，对话磋商积极维护自身合法权益","1"
"CLAUDECODE_BATCH_005.md","129","经济全球化","加强技术创新、提高产品质量，增强国际竞争力","1"
"CLAUDECODE_BATCH_005.md","149","经济全球化","实施出口市场多元化战略，减少对单一市场的依赖","1"
"CLAUDECODE_BATCH_005.md","169","经济全球化","积极""走出去""，到其他国家投资设厂、开展多种合作，克服贸易壁垒","1"
"CLAUDECODE_BATCH_005.md","192","政治多极化","完善全球气候治理基本原则——平等、公平、公正、多边主义、协商一致","1"
"CLAUDECODE_BATCH_005.md","213","政治多极化","完善全球气候治理基本原则——开放、合作、共享、共赢、包容、求同存异、共商共建","1"
"CLAUDECODE_BATCH_005.md","236","政治多极化","共商共建共享全球治理观，推动构建公平合理、合作共赢的全球气候治理体系","2"
"CLAUDECODE_BATCH_005.md","268","政治多极化","坚持共同但有区别的责任，发达国家应认真兑现承诺并承担更多责任","1"
"CLAUDECODE_BATCH_005.md","289","政治多极化","跨国公司等全球企业，尤其是工业领域企业，应致力于技术创新、加快绿色低碳转型、努力降低碳排放","1"
"CLAUDECODE_BATCH_005.md","313","中国","推进绿色低碳发展转型，以实际行动应对气候变化","1"
"CLAUDECODE_BATCH_005.md","334","中国","创新市场机制助力气候治理，通过碳交易等市场机制激励企业减排","1"
"CLAUDECODE_BATCH_005.md","355","中国","主动担当全球气候治理责任，展现负责任大国担当","1"
"CLAUDECODE_BATCH_005.md","376","中国","推动构建人类命运共同体，贡献中国智慧、中国方案","3"
"CLAUDECODE_BATCH_005.md","418","中国","协同推进气候减缓和适应行动，为发展中国家应对气候变化提供系统性方案","1"
"CLAUDECODE_BATCH_005.md","439","中国","严格落实《巴黎协定》要求，每五年向联合国提交国家自主贡献目标，维护全球气候治理多边进程","1"
"CLAUDECODE_BATCH_005_HEAD.md","5","时代背景","气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一","1"
"CLAUDECODE_BATCH_005_HEAD.md","23","经济全球化","实施更加积极主动的开放战略；促进贸易自由化便利化","1"
"CLAUDECODE_BATCH_005_HEAD.md","40","经济全球化","发展绿色贸易、数字贸易；推动货物贸易优化升级；打造产品出口竞争新优势","1"
"CLAUDECODE_BATCH_005_HEAD.md","57","经济全球化","依托我国超大规模市场优势，为世界各国提供更加广阔的市场，促进国际合作、实现互利共赢","1"
"CLAUDECODE_BATCH_005_HEAD.md","74","经济全球化","充分运用国际规则，利用国际组织赋予的权利，对话磋商，积极维护自身权益","1"
"CLAUDECODE_BATCH_005_HEAD.md","91","经济全球化","加强技术创新、提高产品质量，增强国际竞争力","1"
"CLAUDECODE_BATCH_005_HEAD.md","108","经济全球化","实施出口市场多元化战略，减少对单一市场的依赖","1"
"CLAUDECODE_BATCH_006.md","5","时代背景","和平与发展仍是时代主题","3"
"CLAUDECODE_BATCH_006.md","45","时代背景","我国发展的外部环境日趋严峻、风险挑战增多","1"
"CLAUDECODE_BATCH_006.md","66","理论","当前国际竞争的实质是以经济和科技实力为基础的综合国力较量","1"
"CLAUDECODE_BATCH_006.md","86","经济全球化","促进贸易投资便利化、自由化","1"
"CLAUDECODE_BATCH_006.md","105","经济全球化","吸引全球资源要素自由流动；充分利用国内国际两种资源、两个市场","2"
"CLAUDECODE_BATCH_006.md","135","经济全球化","深度参与全球产业分工和合作，构建以国内大循环为主体、国内国际双循环相互促进的新发展格局","1"
"CLAUDECODE_BATCH_006.md","154","经济全球化","以科学技术的发展推动建设创新型、开放型世界经济，促进经济全球化发展","1"
"CLAUDECODE_BATCH_006.md","173","经济全球化","推动经济全球化朝着开放、包容、普惠、平衡、共赢的方向发展","1"
"CLAUDECODE_BATCH_006.md","193","政治多极化","世界多极化是当今国际形势的突出特点","2"
"CLAUDECODE_BATCH_006.md","222","政治多极化","推动构建人类命运共同体","3"
"CLAUDECODE_BATCH_006.md","263","政治多极化","国际组织（金砖、二十国集团、上海合作组织等机制）在全球治理中作用增强","1"
"CLAUDECODE_BATCH_006.md","282","政治多极化","在谋求本国发展中促进各国共同发展，坚持合作共赢，推动建设新型国际关系，推动构建人类命运共同体","1"
"CLAUDECODE_BATCH_006.md","304","中国","我国经济保持强大韧性和良好势头，在世界经济中的地位和贡献稳步提升","1"
"CLAUDECODE_BATCH_006.md","324","中国","坚持总体国家安全观，统筹发展与安全，以新安全格局保障新发展格局","1"
"CLAUDECODE_BATCH_006.md","344","中国","坚持独立自主，增强自主创新能力，实现关键核心技术自主可控，把发展主动权牢牢掌握在自己手中","1"
"CLAUDECODE_BATCH_006.md","364","中国","坚持和平共处五项原则，维护我国的主权、安全和发展利益","1"
"CLAUDECODE_BATCH_006.md","384","联合国","在联合国宗旨和原则的框架下，加强国际交流和合作，积极参与全球治理","1"
"CLAUDECODE_BATCH_007.md","5","时代背景","和平与发展仍是时代主题（含政治多极化、经济全球化深入发展深层背景）","2"
"CLAUDECODE_BATCH_007.md","36","理论","国家利益是中国外交根本落点，维护我国主权、安全和发展利益","1"
"CLAUDECODE_BATCH_007.md","56","经济全球化","建立和完善基础设施，推动产品、服务和生产要素在全球流动，提高资源配置效率","1"
"CLAUDECODE_BATCH_007.md","75","经济全球化","利用比较优势优化资源配置，降低生产贸易成本，打造国际竞争新优势","1"
"CLAUDECODE_BATCH_007.md","94","经济全球化","打造国际经济合作交流平台，推进贸易投资自由化便利化","1"
"CLAUDECODE_BATCH_007.md","112","经济全球化","运用先进技术降低成本、提高效率，推动全球供应链高质量发展","1"
"CLAUDECODE_BATCH_007.md","130","经济全球化","畅通全球供应链产业链，增强经济全球化活力","1"
"CLAUDECODE_BATCH_007.md","149","经济全球化","顺应经济全球化趋势，依靠技术创新生产优质产品满足国际市场需求","1"
"CLAUDECODE_BATCH_007.md","168","经济全球化","通过技术交流与资源共享带动当地经济社会发展，实现合作共赢","2"
"CLAUDECODE_BATCH_007.md","201","政治多极化","推动构建人类命运共同体","3"
"CLAUDECODE_BATCH_007.md","241","政治多极化","超越集团政治、实力至上和""普世价值""，反对霸权主义、强权政治","2"
"CLAUDECODE_BATCH_007.md","271","政治多极化","顺应时代潮流，倡导全球协作，推动国际秩序朝着更加公正合理的方向发展（含国际关系民主化、真正的多边主义、发展中国家发言权）","1"
"CLAUDECODE_BATCH_007.md","292","政治多极化","完善全球治理，践行共商共建共享的全球治理观","1"
"CLAUDECODE_BATCH_007.md","312","中国","新中国外交始终服务于人民民主专政的国家性质，坚持党对外交统一集中领导","1"
"CLAUDECODE_BATCH_007.md","330","中国","坚持独立自主和平外交政策，以和平共处五项原则作为对外关系基本准则","1"
"CLAUDECODE_BATCH_007.md","349","中国","贯彻维护世界和平、促进共同发展的宗旨，以促进世界和平与发展为基本目标","1"
"CLAUDECODE_BATCH_007.md","367","中国","中国综合国力增强、国际地位提升、国际影响力和话语权提升，承担更多国际责任","1"
"CLAUDECODE_BATCH_007.md","387","中国","外交指导思想与时俱进，习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南","1"
"CLAUDECODE_BATCH_007.md","405","中国","中国作为负责任大国积极承担责任，发挥建设性作用","1"
"CLAUDECODE_BATCH_007.md","424","中国","开展南南合作，向世界贡献中国智慧、中国方案、中国力量","1"
"CLAUDECODE_BATCH_007_HEAD.md","5","时代背景","时代背景不断变化，政治多极化、经济全球化深入发展，和平与发展仍是时代主题","2"
"CLAUDECODE_BATCH_007_HEAD.md","33","理论","国家利益是国家生存与发展的关键，国家始终把维护本国主权、安全和发展利益作为对外活动的根本出发点","1"
"CLAUDECODE_BATCH_007_HEAD.md","52","经济全球化","推动产品、服务和生产要素在全球流动，提高资源配置效率","2"
"CLAUDECODE_BATCH_007_HEAD.md","78","经济全球化","打造国际经济合作交流平台，推进贸易投资自由化便利化","1"
"CLAUDECODE_BATCH_007_HEAD.md","94","经济全球化","运用先进技术降低成本、提高效率，畅通全球供应链产业链，增强经济全球化活力","1"
"CLAUDECODE_BATCH_007_HEAD.md","113","政治多极化","推动构建人类命运共同体，超越集团政治和实力至上的旧逻辑","3"
"CLAUDECODE_BATCH_007_HEAD.md","151","中国","中国综合国力不断增强，国际地位与国际影响力话语权不断提升，承担越来越多的国际责任","1"
"CLAUDECODE_BATCH_008.md","11","","全球发展的贡献者、负责任大国的情怀和担当","1"
"CLAUDECODE_BATCH_008.md","29","","科技小院成为南南合作典范、全球南方国家农业合作的创新范式","1"
"CLAUDECODE_BATCH_008.md","48","","以科技助力发展中国家发展、提升其自主发展能力、促进民生改善","1"
"CLAUDECODE_BATCH_008.md","68","","倡导文明平等互鉴、弘扬全人类共同价值、尊重世界文明多样性","2"
"CLAUDECODE_BATCH_008.md","98","","提升国际话语权，讲好中国故事、交流中国经验、塑造中国形象","1"
"CLAUDECODE_BATCH_008.md","118","联合国","联合国2030年可持续发展议程","1"
"CLAUDECODE_BATCH_008.md","137","联合国","消除贫困、教育普及、卫生健康（联合国2030议程框架下的题内事实层，出现1次）",
"CLAUDECODE_BATCH_008_HEAD.md","5","时代背景","和平与发展仍是时代主题","2"
"CLAUDECODE_BATCH_008_HEAD.md","35","理论","国家间共同利益是国家合作的基础","3"
"CLAUDECODE_BATCH_008_HEAD.md","76","经济全球化","中国超大规模市场红利与全球经济包容性增长","1"
"CLAUDECODE_BATCH_008_HEAD.md","95","经济全球化","推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展","3"
"CLAUDECODE_BATCH_008_HEAD.md","136","政治多极化","合作共赢的新型国际关系","3"
"CLAUDECODE_BATCH_008_HEAD.md","177","中国","推动构建人类命运共同体","3"
"CLAUDECODE_BATCH_008_HEAD.md","218","联合国","联合国2030年可持续发展议程","1"
"CLAUDECODE_BATCH_009.md","5","时代背景","和平与发展仍是时代主题","2"
"CLAUDECODE_BATCH_009.md","34","时代背景","贸易保护主义、逆全球化、违背经济规律","1"
"CLAUDECODE_BATCH_009.md","55","理论","共同利益是国家间合作的基础","2"
"CLAUDECODE_BATCH_009.md","83","理论","维护国家利益是主权国家对外活动的出发点","2"
"CLAUDECODE_BATCH_009.md","111","理论","正确义利观（理论桶，出现1次）",
"CLAUDECODE_BATCH_009.md","130","理论","在平等互利基础上开展合作 / 互利共赢","2"
"CLAUDECODE_BATCH_009.md","160","经济全球化","经济全球化趋势 / 融入经济全球化进程 / 主动推动经济全球化向更深层次迈进","2"
"CLAUDECODE_BATCH_009.md","190","经济全球化","促进资源优化配置、促进国际贸易、为世界新能源产业注入活力、让经济全球化更有活力","1"
"CLAUDECODE_BATCH_009.md","210","经济全球化","我国用行动为世界气候、环境、绿色、生态保护做贡献","1"
"CLAUDECODE_BATCH_009.md","227","经济全球化","促进贸易自由化便利化 / 推动贸易自由便利","2"
"CLAUDECODE_BATCH_009.md","255","经济全球化","破坏市场竞争、破坏市场秩序、不利于自身发展、损害消费者利益","1"
"CLAUDECODE_BATCH_009.md","275","经济全球化","增强国内国际双循环联动 / 培育开放型经济新优势","1"
"CLAUDECODE_BATCH_009.md","295","经济全球化","深化国际分工与合作、推动建设开放型世界经济","1"
"CLAUDECODE_BATCH_009.md","313","经济全球化","促进全球产业链供应链稳定畅通","1"
"CLAUDECODE_BATCH_009.md","330","经济全球化","扩大市场准入、推动制度型开放，为全球提供高水平开放新范例","1"
"CLAUDECODE_BATCH_009.md","348","经济全球化","推动经济全球化朝着开放包容普惠的方向发展","1"
"CLAUDECODE_BATCH_009.md","367","政治多极化","共商共建共享的全球治理观","3"
"CLAUDECODE_BATCH_009.md","406","政治多极化","相互尊重、公平正义、合作共赢的新型国际关系","2"
"CLAUDECODE_BATCH_009.md","435","政治多极化","推动国际关系民主化","1"
"CLAUDECODE_BATCH_009.md","452","政治多极化","为重构公正合理的国际政治经济秩序提供中国方案","1"
"CLAUDECODE_BATCH_009.md","471","中国","具有公共产品属性的中国方案","1"
"CLAUDECODE_BATCH_009.md","488","中国","彰显大国担当 / 负责任大国形象","1"
"CLAUDECODE_BATCH_009.md","506","中国","正确义利观（中国桶，出现1次）",
"CLAUDECODE_BATCH_009.md","523","中国","聚焦发展中国家紧迫需求、灵活实施、快速响应基层社区需求；规模小更易统筹、可推广，形成品牌和共同发展目标","1"
"CLAUDECODE_BATCH_009.md","544","中国","改善民生、促进就业、提升公共卫生水平、促进经济社会发展、提升民众获得感","1"
"CLAUDECODE_BATCH_009.md","565","中国","传播中华文化、增强文明互鉴、提升国际认同","1"
"CLAUDECODE_BATCH_009.md","584","中国","独立自主和平外交政策","1"
"CLAUDECODE_BATCH_009.md","601","中国","构建人类命运共同体","3"
"CLAUDECODE_BATCH_009_HEAD.md","5","时代背景","和平与发展仍是时代主题","2"
"CLAUDECODE_BATCH_009_HEAD.md","32","时代背景","贸易保护主义/逆全球化/违背经济规律","1"
"CLAUDECODE_BATCH_009_HEAD.md","52","理论","共同利益是国家间合作的基础","2"
"CLAUDECODE_BATCH_009_HEAD.md","78","理论","维护国家利益是主权国家对外活动的出发点","2"
"CLAUDECODE_BATCH_009_HEAD.md","104","理论","正确义利观","2"
"CLAUDECODE_BATCH_009_HEAD.md","130","理论","在平等互利基础上开展合作/互利共赢","2"
"CLAUDECODE_BATCH_009_HEAD.md","158","经济全球化","经济全球化趋势/融入经济全球化进程/主动推动经济全球化向更深层次迈进","2"
"CLAUDECODE_BATCH_010.md","5","时代背景","和平与发展的时代潮流，符合世界各国人民的共同愿望","1"
"CLAUDECODE_BATCH_010.md","26","理论","当前国际竞争的实质是以经济和科技实力为基础的综合国力较量","1"
"CLAUDECODE_BATCH_010.md","45","理论","提高我国实力、增强核心竞争力，维护国家利益与提升国际事务话语权","1"
"CLAUDECODE_BATCH_010.md","66","经济全球化","更好/充分利用国内国际两个市场、两种资源","2"
"CLAUDECODE_BATCH_010.md","96","经济全球化","加强各国人员交流和经贸合作","1"
"CLAUDECODE_BATCH_010.md","115","经济全球化","推动经济全球化发展","1"
"CLAUDECODE_BATCH_010.md","134","经济全球化","推进普惠包容的经济全球化，推动构建更加开放、包容的全球经济格局","2"
"CLAUDECODE_BATCH_010.md","163","经济全球化","促进全球范围内标准共通、技术共享，推动全球技术创新与绿色转型","1"
"CLAUDECODE_BATCH_010.md","182","经济全球化","积极参与全球经济治理和规则制定，提升中国在全球经济治理中的话语权和影响力","2"
"CLAUDECODE_BATCH_010.md","213","政治多极化","共商共建共享的全球治理观","2"
"CLAUDECODE_BATCH_010.md","242","政治多极化","奉行主权平等、遵守国际法治、践行多边主义、倡导以人为本、注重行动导向","1"
"CLAUDECODE_BATCH_010.md","264","政治多极化","直面全球治理突出问题，推动全球治理体系/体制向更加公正合理方向发展","2"
"CLAUDECODE_BATCH_010.md","293","政治多极化","坚持国家不分大小、强弱、贫富一律平等，共同推动国际关系民主化","1"
"CLAUDECODE_BATCH_010.md","312","政治多极化","践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序","1"
"CLAUDECODE_BATCH_010.md","332","政治多极化","世界多极化深入发展","1"
"CLAUDECODE_BATCH_010.md","353","中国","推动构建人类命运共同体","1"
"CLAUDECODE_BATCH_010.md","374","联合国","坚定捍卫联合国宪章宗旨和原则","1"
"CLAUDECODE_BATCH_011.md","9","理论","理念蕴含普遍价值，能够形成共识、促成合作和发展、应对全人类共同问题和共同挑战","1"
"CLAUDECODE_BATCH_011.md","31","经济全球化","顺应经济全球化趋势，鼓励和支持有实力的跨国公司在全球范围内从事对外直接投资，利用世界各地的优势组织生产经营，维护多元稳定的国际经济格局和经贸关系","1"
"CLAUDECODE_BATCH_011.md","51","经济全球化","深化区域经济合作，秉持亲诚惠容理念加强与周边国家和地区合作，促进区域内投资和贸易自由化便利化，推动区域产业链供应链深度融合(出现1次)",
"CLAUDECODE_BATCH_011.md","72","经济全球化","积极参与全球经济治理和规则制定，维护多边贸易体系，推动构建开放型世界经济","1"
"CLAUDECODE_BATCH_011.md","91","经济全球化","共建""一带一路""为共建国家参与国际经济合作提供机遇，推动经济全球化向更加开放、包容、普惠、平衡、共赢的方向发展","1"
