suite_guess,question,likely_xuanbiyi,audit_status,final_location_by_suite_key,p0_or_v2_hit,v2_source_path_hit,v2_closure,matched_terms,book_named,has_scoring_context,choice_like_without_scoring,paper_source,rubric_source,paper_context,rubric_context,adjudication,adjudication_reason,action
2025丰台一模,Q18,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体；和平共处五项原则,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,关键，推荐每日能量摄入男性1200~1500 千 卡、女性 1000~1200 千卡的限能量平衡膳食。下列推理正确的是（ ） 体质指数（BMI） 胖瘦程度 18.54~24 正常 24~28 超重 ≥28 肥胖 A. 若把“遗传、饮食、生活习惯等因素会影响超重和肥胖”作为前提，当肯定了遗传因素后，就否定了饮 食和生活习惯因素 B. 由“控制总能量摄入和保持合理膳食是体重管理关键”，可知“保持合理膳食对体重管理很关键” C. 根据“我国健康成年人BMI 在18.5~24 之间”，可得出“BMI 在 18.5~24 之间的是我国健康成年人” D. 根据“每日能量摄入男性 1200~1500 千卡、女性1000~1200 千卡的限能量平衡膳食”，可得出“每日能 量消耗男性高于女性” 13. 下列选项中犯了与示例相同逻,鉴意义。（1分） 是对“如何彰显中国民主实践的世界意义”的回答。采意。但是要强调是中国民主实践对世界对国际对全人类的意义，表示在国际上对中国自身的意义无分。 18.（1）（5分）参考答案： 科学思维追求认识的客观性、结果的预见性和可检验性。我国从实际出发，准确预判人工智能发展趋势，提前部署，抢占先机，指明方向，分段规划，在实践中检验发展成果，并完善相关政策部署，不断推动人工智能发展。 18（1）题 评分标准说明： 科学思维追求认识的客观性、结果的预见性和可检验性。 (2分); 我国从实际出发，(1分) 准确预判人工智能发展趋势，提前部署，抢占先机，指明方向，分段规划， (1分)在实践中检验发展成果，并完善相关政策部署，不断推动人工智能发展。(1分) 若学生答创新思维中的超前思维，并结合材料说明是如何运用的，可给,CLOSED_EXCLUDED_XUANBISAN,Q18细则为科学思维、超前思维等逻辑与思维内容，选必一词来自相邻题或选择题。,no_backfill
2025昌平二模,Q22,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,经济全球化,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\试卷\2025北京昌平高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025昌平二模\细则\2025昌平二模细则.pptx,资中国”系列 活动。针对主要投资来源地不同特点，研究制定差异化引资目标和策略，全 面激活双边投资促进工作组机制，加大项目撮合对接力度。 第8页/共11页 22.（8分）在全球经济增长动能不足的大背景下，中国经济成为世界版图中的一道独特风景。2024 年，以 习近平同志为核心的党中央团结带领全党全国各族人民攻坚克难、砥砺前行，取得很不平凡的发展成绩。 结合材料，综合运用所学，阐述“中国风景”背后的密码是如何推动中国经济砥砺前行的。 · “中国风景”背后的密码 ❖ 中国独有的制度优势 ❖ 中国突出的供给优势 ❖ 中国的超大规模市场优势 ❖ 中国创新驱动的活力与势头 ❖ ...... “中国风景” ❖ 从经济增量看，10 多年间，中国经济 总量实现了从 50 多万亿元到130 多 万亿元的历史性跃升。 ❖ 从发展质量,济发展水平、推动经济全球化发展几个知识点，放到哪个材料都可以给分，见点给分。 （3）堆砌知识，没有结合材料分析最多给4分 （4）只有材料，没有意义，材料不给分 22.（8分）在全球经济增长动能不足的大背景下，中国经济成为世界版图中的一道独特风景。2024年，以习近平同志为核心的党中央团结带领全党全国各族人民攻坚克难、砥砺前行，取得很不平凡的发展成绩。 结合材料，综合运用所学，阐述“中国风景”背后的密码是如何推动中国经济砥砺前行的。 22.（8分）可从党的领导、我国社会主义市场经济体制、供给侧结构性改革、需求牵引供给、尊重规律、改革开放、创新发展、民族精神等角度作答。 评分细则： 1.至少两个模块及以上，只有必修一和必修三算一个知识模块 2.一个模块阐述，最多不超过6分 3.四个密码，一个2分，如果单独写出其他密,CLOSED_EXCLUDED_WEAK_COMPREHENSIVE_ECONOMY,设问为综合运用所学解释中国经济风景，细则主链为党的领导、市场经济体制、供给侧、改革开放等；经济全球化只是泛化可写知识，不构成选必一正式采分节点。,no_backfill
2025朝阳一模,Q16,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,联合国,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,的权威，监督大国讲法治，反对适用国际法时采用单一标准 A. ①② B. ①③ C. ②④ D. ③④ 第二部分 本部分共 6 题，共 55 分。 16.（8 分）中华优秀传统文化在新时代绽放新光彩。国产动画电影持续实现票房和口碑双丰收。  《长安三万里》引发了全国上下的唐诗热、传统文化热，钩沉出绵延千年的中华文明的独特魅力， 其出品公司负责人说， “要让中华民族储备千年的优秀故事一代代传承下去。在这条路上走得越久，就越 第5页/共10页 能感受到中华文化是一个巨大的宝藏。 ”  《哪吒之魔童闹海》的创作团队依托中国电影视效技术 ，精心雕琢每一个细节， 取得突破性成果。 这部电影的关键戏份，历经特效团队九个月努力才完成，为整部电影情节的推进、哪吒形象的塑造发挥了 重要作用。  在一位导演看来，国产动画电影取,一标准 ）是正确的。但材料中主要强调的是应对单边主义、强权政治等问题，突出联合国的重要性，④选项的表述与题干中避免世界重回丛林法则的核心关联不大，所以④错误。 16.（8分）中华优秀传统文化在新时代绽放新光彩。国产动画电影持续实现票房和口碑双丰收。 ² 《长安三万里》引发了全国上下的唐诗热、传统文化热，钩沉出绵延千年的中华文明的独特魅力，其出品公司负责人说，“要让中华民族储备千年的优秀故事一代代传承下去。在这条路上走得越久，就越能感受到中华文化是一个巨大的宝藏。” ² 《哪吒之魔童闹海》的创作团队依托中国电影视效技术，精心雕琢每一个细节，取得突破性成果。这部电影的关键戏份，历经特效团队九个月努力才完成，为整部电影情节的推进、哪吒形象的塑造发挥了重要作用。 ² 在一位导演看来，国产动画电影取得成功并非偶然。“随着,CLOSED_EXCLUDED_CULTURE,Q16为中华优秀传统文化和国产动画电影，联合国来自前置选择题/文化遗产语境。,no_backfill
2025朝阳一模,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济；开放型世界经济；供应链；产业链；开放型经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\试卷\2025北京朝阳高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025朝阳一模\其他材料\高三政治一模试卷讲评.pptx,服务化，促使全球 产业链协同化、分散化。 结合材料，运用《当代国际政治与经济》知识，说明我国应如何应对全球产业链供应链新态势，在全 球产业变革中赢得主动。 21.（10 分）中国共产党人践行初心使命，能够把好事办好，把实事办实，把难事办妥。 “大事小事观”：民生是“国之大者”。对老百姓来说，他们身边每一件琐碎的小事，都是实实在在 的大事，有的甚至还是急事、难事。要“把人民群众的小事当作我们的大事”，这正是中国共产党人的 “大事小事观”，更寄托着中国共产党人把好事办好的深厚情怀。 “为民办事观”：人民群众是最实在的，不光要听“唱功”，而且要看“做功”。破解“来回跑”， 加快推进政务服务“跨省通办”；缓解“看病贵”，医药集中采购提质扩面；化解“落户难”，全面取消 在就业地参保户籍限制……过去更多的是要求群众去做事，,术与实体经济深度融合，培育数字产品和服务新优势。（1分） ⑥积极参与全球经济治理和规则制定，维护多边贸易体系，发展更高水平开放型经济，推动构建开放型世界经济。 21.（10分）中国共产党人践行初心使命，能够把好事办好，把实事办实，把难事办妥。 “大事小事观”：民生是“国之大者”。对老百姓来说，他们身边每一件琐碎的小事，都是实实在在的大事，有的甚至还是急事、难事。要“把人民群众的小事当作我们的大事”，这正是中国共产党人的“大事小事观”，更寄托着中国共产党人把好事办好的深厚情怀。 “为民办事观”：人民群众是最实在的，不光要听“唱功”，而且要看“做功”。破解“来回跑”，加快推进政务服务“跨省通办”；缓解“看病贵”，医药集中采购提质扩面；化解“落户难”，全面取消在就业地参保户籍限制……过去更多的是要求群众去做事，现在更,CLOSED_EXCLUDED_ADJACENT_TO_Q20,Q20为全球产业链供应链选必一题且已入终稿；Q21为共产党人践行初心使命。,no_backfill
2025朝阳期中,Q18,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济；人类命运共同体；中国智慧；中国方案,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025北京朝阳高三（上）期中政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\2025.11朝阳期中政治评标.docx,国 家加强人工智能能力建设，努力 弥合全球智能鸿沟。 结合材料，运用《当代国际政治与经济》知识阐述我国应如何处理好推进 “人工智能+”发展过程中的重 要关系。 18. 面对社会高速发展过程中的现实压力，越来越多的人表示会在情绪低落时主动向 AI 寻求安慰与情绪价 值。对于“是否应该使用 AI 提供情绪价值”的问题，不同的人有不同的观点。 支持者认为AI 聊天机器人可提供几乎实时的回应，避免等待或冷场。同时，用户可根据自身需求“调 教”对话模式，无需担心被批判或暴露隐私，可自由表达负面情绪，AI 不会对用户进行价值判断。当你想 排解愤怒和压力时，它也不会说“你真是个负能量满满的人”会为你提供一些情绪疏导的方法。 反对者则认为，AI 在情感共情和动机共情方面存在缺陷，无法真正理解或共鸣人类情感。而且一旦对 这种被宠,展中国家/贡献中国智慧和中国方案/大国责任/人类命运共同体（1分） 变通：如果没有总说，但行文中有两者相互渗透（如，兼顾，在…的同时要…）的意思，也可给3分 18.结合材料，从哲学角度，针对“是否应该使用AI提供情绪价值”问题，谈谈你的思考。（8分） 评分细则1： （1）总说（1+1） 知识：矛盾的普遍性/对立统一/一分为二/全面的观点等 材料：既要看到人工智能在提供情绪价值方面的长处，也要看到其缺陷和弊端。 （2）支持的理由（1+1） 知识：按规律办事/从实际出发/矛盾特殊性或具体问题具体分析等 材料：与所写原理相对应的材料分析 如：具体分析用户需求调整对话模式 （3）反对的理由（1+1） 知识：主观能动性/意识依赖于物质/适度原则、实践等 材料：与所写原理相对应的材料分析 如：过度依赖人工智能会削弱现实的交,CLOSED_EXCLUDED_ADJACENT_TO_Q17,Q17为人工智能治理选必一题且已入终稿；Q18明示从哲学角度谈AI情绪价值。,no_backfill
2025朝阳期末,Q17,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,联合国,no,no,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,,春节——中国人庆祝传统新年 的社会实践”被列入联合国教科文组织人类非物质文化遗产代表作名录。 结合材料，运用《哲学与文化》知识，谈谈应如何用文化同世界对话。 17. （8 分）民主，起始于人民意愿充分表达，落实于人民意愿有效实现。中国的民主是人民民主。 材料一 立法到社区 某街道基层立法联系点工作深入到社区，围绕省人力资源市场条例草案征集立法建议，组织包括居 民、政府相关部门工作人员、人大代表、政协委员、律师、党员群众代表等一起认真讨论草案，充分发表 意见和建议。该街道基层立法联系点是“国家、省、市”三级基层立法联系点，近两年来，共有 23 部国 家法律草案在此吸纳民意，激发了群众参与立法的热情。 材料二 议事惠民生 某政协委员履职小组围绕“如何让群众在家门口能有好去处？”展开了摸底调研，线上平台发问卷， 协商,,CLOSED_EXCLUDED_POLITICS_AND_LAW,Q17为民主实践/基层立法联系点/协商议事，不属于选必一；联合国来自Q16文化遗产语境。,no_backfill
2025朝阳期末,Q22,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济；中国智慧,yes,no,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025朝阳期末\试卷\2025北京朝阳高三（上）期末政治（教师版）.pdf,,良好外部环境？中国特色大国外交必将更有作为。 结合材料，运用《当代国际政治与经济》知识，说明如何通过开展中国特色大国外交为推进中国式现 代化营造良好外部环境。 22.（8 分）推进马克思主义中国化时代化是一个追求真理、揭示真理、笃行真理的过程。 十八大以来，国内外形势新变化和实践新要求，迫切需要我们从理论和实践的结合上深入回答关系党 和国家事业发展、党治国理政的一系列重大时代课题。我们党勇于进行理论探索和创新，以全新的视野深 化对共产党执政规律、社会主义建设规律、人类社会发展规律的认识，取得重大理论创新成果，集中体现 为习近平新时代中国特色社会主义思想。十九大、十九届六中全会提出的“十个明确”、“十四个坚 持”、“十三个方面成就”概括了这一思想的主要内容，必须长期坚持并不断丰富发展。 实践没有止境，理论创新也没,,CLOSED_EXCLUDED_ADJACENT_TO_Q21,Q21为中国特色大国外交选必一题且已入终稿；Q22为马克思主义中国化时代化。,no_backfill
2025顺义一模,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济,yes,no,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025顺义一模\试卷\2025北京顺义高三一模政治（教师版）.pdf,,”项目已逐渐成为中国开展 国际发展合作的亮点和名片。 结合材料，运用《当代国际政治与经济》知识，说明“小而美”项目为何成为中国开展国际发展合作的亮点 和名片。 21．天下之本在国，国之本在家。当万家灯火连缀成灿烂星河，一个个“小家”的温度也正标示着民 族与国家的精神刻度。 中华民族自古以来重视家庭、重视亲情。孔门庭训、孟母三迁、岳母刺字等一个个家教故事家喻户 晓， 《诫子书》 、 《了凡四训》 、 《增广贤文》等一部部家训经典流传久远。尊老爱幼、母慈子孝、遵纪守 法，家和万事兴等中华民族传统家庭美德，铭记在中国人的心灵中，融入中国人的血脉中，成为支撑中华 民族生生不息、薪火相传的重要精神力量。 第8页/共18页 中国共产党人不仅继承和弘扬中华民族传统家庭美德，还把党的性质、宗旨有机融入家庭生活之 中，把个人追求,,CLOSED_EXCLUDED_ADJACENT_TO_Q20,Q20为“小而美”国际发展合作选必一题且已入终稿；Q21为家庭家风文化议题。,no_backfill
2026东城二模,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\试卷\2026北京东城高三二模政治（教师版）.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026东城二模\细则\二模21题细则模版.pdf,不确定的世界注入更多的确定性。 （3）结合材料三，运用《当代国际政治与经济》知识，分析“购在中国”与“投资中国”如何协同发力，释放我国独特的开放红利。（7分） 21．（7分）金融是国民经济的血脉，关系中国式现代化建设全局。 中华文明“民为邦本”“义利兼顾”“诚实守信”的智慧，为破解金融发展难题提供了独特的东方滋养。党的十八大以来，我国逐步走出一条中国特色金融发展之路。建设金融强国，必须加快构建中国特色现代金融体系，做好“五篇大文章”，培育中国特色金融文化。 资料卡一 “五篇大文章” 资料卡二 部分举措 ✧央行将科技创新和技术改造再贷款额度提至1.2万亿元； ✧国家开发银行发行60亿元绿色金融债券； ✧优化小微企业无还本续贷政策，设立北交所服务创新型中小企业； ✧稳步扩大养老理财产品试点，不断完善养老理财产品设计,中特 金融体系——金融强国 / 中国式现代化 4. 文化角度：发挥中华优秀传统文化的当代价值 / 中华优秀传统文化的 核心思想理念——破解金融难题提供文化滋养 21. 结合材料，综合运用所学，谈谈你对做好这“五篇大文章”的理解。 7 分 答案：可从党的领导、人民立场、政府的经济职能、高质量发展、辩证思维等角度作答 思路 1 ：是什么→为什么→怎么办 “ 五篇大文章”是构建中国特色现代金融体系、推进金融强国建 设的关键举措，也是金融赋能中国式现代化的关键路径。 金融是国民经济的血脉，通过科技金融支持创新、绿色金融推动 转型、普惠与养老金融保障民生，是政府发挥经济职能、运用系统思 维推动高质量发展的必然要求。有利于政府精准施策支持重点领域， 提升金融服务实体经济的质效。有利于聚焦民生需求，让金融发展成 果惠及全体人,CLOSED_EXCLUDED_ADJACENT_TO_Q20,Q20(3)为开放红利选必一题且已入终稿；Q21为金融强国和五篇大文章。,no_backfill
2026东城期末,Q19,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体,no,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\2026北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026东城期末\细则\2026东城期末细则.pptx,赔偿，双方协商未果。 （1）运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。 （2）维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作? 19. 改革与法治，如同“鸟之两翼、车之两轮”，共同驱动国家治理体系和治理能力现代化。 第7页/共9页 《粮食安全保障法》将政策治理提 升为法治保障， 《民法典》以法典 化方式确认民事法治建设经验， 《乡村振兴促进法》将三农领域改 革经验上升为法律规范，为未来改 革发展提供了稳定的法治预期。 修订《国务院组织法》等法律法 规，推进政府机构改革、“放管 服”改革； 《海南自由贸易港法》让 海南自由贸易港建设有了重要遵 循；全国人大常委会授权上海创设 “浦东新区法规”，深化改革。 完善司法体制机制、综合 执法体制机制等改革，推 进司法领域“当事人一件 事”集,思维片面僵化，罗列具体的违约或侵权证明，不能归纳到证据类型，再到依法收集并固化证据、证据链完整。反复训练从具体到一般的归纳法思维或者从一般到具体的演绎法思维。 19.(8分) 1】总说：在法治下推进改革，在改革中完善法治。或者，法治是改革的保障，改革是法治的动力。2分 笼统表达：相统一或推动国家治理现代化或推进法治国家，法治政府，法治社会一体建设。1分 2】法治国家角度：实践中证明行之有效的改革经验及时上升为法律或科学立法1，完善法律体系或固化改革成果或使改革有法可依1。 3】法治政府角度：重大改革于法有据，重视运用法治思维和法治方式或确保改革在法治框架内有序推进1。建设权责法定，职能科学的法治政府或依法行政1。 4】法治社会角度：通过改革完善执法、司法等法治实施体系或公共法律服务体系1，增强全社会法治意识或全,CLOSED_EXCLUDED_POLITICS_AND_LAW,Q19为改革与法治良性互动，细则为法治国家、法治政府、法治社会。,no_backfill
2026朝阳一模,Q16,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体,no,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026朝阳一模\2026北京朝阳高三一模政治（教师版）.pdf,,政治为基础，推动共建人类命运共同体走深走实 A. ①② B. ①④ C. ②③ D. ③④ 第5页/共13页 第二部分 本部分共 6 题，共 55 分。 16. 历法是人们认识自然界时间变化规律的智慧结晶，形成了推算年、月、日时间系统的基本法则。 历法主要分为阳历、阴历和阴阳历三类。 阳历是以地球绕太阳运行周期为依据，一年约 365 天；阴历以月相变化周期为依据，一年约 354 天。 中国农历属于阴阳合历，阴阳合历将阴历与阳历有机结合。以太阳运行的回归年定年，以月亮运行的 朔望月定月，通过“十九年七闰”协调年月长度差异，兼顾日月运行规律。中国农历独创二十四节气，将 天文的精确性与物候的生命性完美结合，以指导农业生产，用数九、三伏反映寒暑变化，对人们的社会生 活产生重要影响，至今在我国沿用两千多年。 结合材料，运,,CLOSED_EXCLUDED_CULTURE,Q16为中国农历和《哲学与文化》题，人类命运共同体来自选择题前文。,no_backfill
2026朝阳期中,Q18,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体；中国智慧；中国方案,no,yes,no,,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026朝阳期中\细则\2026朝阳期中细则.docx,,展中国家/贡献中国智慧和中国方案/大国责任/人类命运共同体（1分） 变通：如果没有总说，但行文中有两者相互渗透（如，兼顾，在…的同时要…）的意思，也可给3分 18.结合材料，从哲学角度，针对“是否应该使用AI提供情绪价值”问题，谈谈你的思考。（8分） 评分细则1： （1）总说（1+1） 知识：矛盾的普遍性/对立统一/一分为二/全面的观点等 材料：既要看到人工智能在提供情绪价值方面的长处，也要看到其缺陷和弊端。 （2）支持的理由（1+1） 知识：按规律办事/从实际出发/矛盾特殊性或具体问题具体分析等 材料：与所写原理相对应的材料分析 如：具体分析用户需求调整对话模式 （3）反对的理由（1+1） 知识：主观能动性/意识依赖于物质/适度原则、实践等 材料：与所写原理相对应的材料分析 如：过度依赖人工智能会削弱现实的交,CLOSED_EXCLUDED_ADJACENT_TO_Q17,Q17为人工智能治理选必一题且已入终稿；Q18为哲学角度分析AI情绪价值。,no_backfill
2026西城一模,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济；共同利益；多边主义,yes,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\试卷\高三统一测试思想政治试卷.docx,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区一模\2026西城一模\细则\2026西城一模细则.docx,稀缺或对他国供应高度依赖。 （2）结合材料，运用《当代国际政治与经济》知识，分析中国—东盟自贸区3.0版是如何为区域发展和世界经济注入强劲动力的。（8分） 21．（10分）推进中国式现代化是一项探索性事业。 中国式现代化是对西方式现代化的超越，是党领导人民长期探索和实践出来的。只有持续探索，才能让中国式现代化道路越走越宽，越走越稳。 探索建立覆盖所有经营主体的简易退出机制，激发全国统一大市场建设效能； 探索“沙盒监管”、触发式监管等新型监管方式，助力新业态发展 探索建立覆盖所有经营主体的简易退出机制，激发全国统一大市场建设效能； 探索“沙盒监管”、触发式监管等新型监管方式，助力新业态发展 探索赞助婴幼儿参加基本医疗保险，给予弱势群体特殊关怀； 探索建立银发产品认证制度，回应人口老龄化背景下人民群众对美好生活的期,打破发达国家规则制定中的垄断主导 1分 对世界：坚持合作共赢/开放包容/共同利益，坚持多边贸易/多边主义、全球经济治理体系改革 1分 ●联系材料（1分） 21.结合材料，综合运用所学，分析为什么“中国式现代化处于关键时期，更要坚持探索”。（10分） 【细则】 本题属于观点论证，要求学生阐释“为什么”，适宜从“必要性+重要性”两方面展开作答。基于对试题任务的拆解，分析要紧扣中国式现代化，重点论证关键时期更要坚持探索。 ●必要性分析：强调“没它不行”（3分） ①对中国式现代化有所说明 ②从党和人民的角度说明 ●重要性分析：强调“有它更好”，分析“做了有何意义”（6分） 具体可以用实践观、矛盾观、发展观、规律与主观能动性的关系、辩证思维、创新思维（超前思维的特点探索性）、改革的知识等 —任选2个角度展开分析，每个角度,CLOSED_EXCLUDED_ADJACENT_TO_Q20_2,Q20(2)为中国-东盟自贸区3.0选必一题且已入终稿；Q21为中国式现代化探索。,no_backfill
2026西城二模,Q20,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济,yes,no,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026西城二模\试卷\2026北京西城高三二模政治（教师版）.docx,,安全风险化”的困境，严重制约数据要素价值的释放。 （2）结合材料，运用《当代国际政治与经济》知识，为释放数据价值、繁荣数字经济提2条建议，并说明理由。（4分） 20．（10分）政绩观问题，关乎立党为公、执政为民。 政绩观，是党员干部对“为谁干事、干什么事、怎么干事”的根本看法，直接决定发展方向与成效。回望中国共产党的百年征程，正是一部始终校准政绩方向、永葆为民初心的历史。 早在1945年，毛泽东同志就在《论联合政府》中指出：“共产党人的一切言论行动，必须以合乎最广大人民群众的最大利益，为最广大人民群众所拥护为最高标准。”这为正确政绩观指明了根本方向。 进入新时代，习近平总书记进一步强调：“既要做让老百姓看得见、摸得着、得实惠的实事，也要做为后人作铺垫、打基础、利长远的好事。”“要坚持从实际出发、按规律办事、科学,,CLOSED_EXCLUDED_ADJACENT_TO_Q19_2,Q19(2)为数据价值和数字经济选必一题且已入终稿；Q20为政绩观。,no_backfill
2026西城期末,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,两种资源；产业链；高水平对外开放,no,yes,no,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\2026北京西城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区期末和期中\2026西城期末\其他材料\西城高三期末评标.pptx,"》，提出建成气候适应型社会的目标，主动提升气候适应能 力，推动气候治理与适应协同发展，增强应对气候变化的系统性，为发展中国家应对 气候变化提供了系统性方案。 21．①五年规划是中国共产党治国理政的重要经验，也是中国特色社会主义的重要政治优势。 五年规划体现了党对国家发展的全面领导，在党中央集中统一领导下，提出规划建议、 国务院编制规划纲要、全国人大审查批准，这一制度安排体现了党的领导、人民当家 作主和依法治国的有机统一。 ②五年规划的编制过程坚持开问策、集思广益，广泛凝聚社会共识，体现了全过程人民 民主的实践。 ③五年规划的实施过程中，能够根据发展变化不断优化规划内容与实施路径 ,体现了国 家治理体系和治理能力的现代化水平。 ④五年规划的连续性和稳定性，为国家发展提供了战略指引和制度保障，是实现中华民 族伟大复",21.（10分） 可从坚持党的领导、全过程人民民主、实事求是、发展的观点等角度作答。 水平 等 级 描述 水平4 观点鲜明，能明确表达自己的见解；紧扣问题，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住问题展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向问题，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 16.（2）可从追求真理、正确对待矛盾、群众观点、正确价值观等角度作答。（6分） 要加快构建以国内大循环为主体， 国内国际双循环相互促进的新发展格局。 要加快构建以国内大循环为主体，国内国际双循环相互促进的新发展格局。 跨境物流 跨境消费 两种资源；比较优势 全球资源共享 国,CLOSED_EXCLUDED_OTHER_MODULE_COMPREHENSIVE,Q21围绕十五五和四大优势，细则主链为党的领导、全过程人民民主、市场经济改革等；选必一词来自评标PPT其他页。,no_backfill
2026顺义二模,Q18,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,供应链；产业链,no,yes,no,,C:\Users\Administrator\Desktop\2026各区模拟题\2026各区二模\2026顺义二模\26顺义二模评标.doc,,的领导、人民立场与矛盾就地化解的实质，彰显了我国基层社会治理的制度优势。坚持和发展新时代“枫桥经验”，彰显坚持党的领导、人民当家作主、依法治国三者有机统一。 18.（14分） （1）（6分）结论一“企业前后说法自相矛盾”的观点是正确的，因为在同一时间、从同一方面、对同一对象所形成的论断，“A”和它的否定论断“非A”不能同真，其中必有一假，否则违反矛盾律。但是认为“车企前后两个判断相互冲突，违反思维的确定性要求”是错误的，应是违法思维的一致性要求。 结论二“企业没有坚持实事求是”的观点是正确的，科学思维追求认识的客观性，必须从实际出发，如实地反映客观对象。车企初期刻意回避系统缺陷，不符合科学思维追求认识客观性的要求。 （2）（8分）该开源智能体可能侵犯用户的财产权、隐私权、个人信息利益等。 必修3《政治与法治》角,CLOSED_EXCLUDED_XUANBISAN_AND_LAW,Q18(1)为逻辑与思维，Q18(2)为法律与生活，供应链/产业链来自前后页残留。,no_backfill
