year_root,year,district,stage,suite_guess,role,suffix,size,mtime,sha256,relative_path,source_path,cache_status,cache_method,cache_chars,cache_text_path,cache_render_dir
2024各区模拟题,2024,东城,二模,2024东城二模,rubric,.docx,840466,2025-03-22T22:33:15,9019906692e8a1e9fc0c653ac39c94544d0e02c717790f7fad5e84f79b68cd11,2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21.docx,text-extracted,docx-xml,1262,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\9019906692e8a1e9_21.txt,
2024各区模拟题,2024,东城,二模,2024东城二模,rubric,.pptx,1014166,2025-03-22T22:33:15,bdc183dc9541edf3ec26e517b9b69ed5e59bc4ae2bb558bf66b766e5842e835d,2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21题(1).pptx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\细则\2024东城二模细则\21题\21题(1).pptx,text-extracted,pptx-xml,1878,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\bdc183dc9541edf3_21题_1.txt,
2024各区模拟题,2023,东城,二模,2023东城二模,paper,.pdf,18119420,2025-03-22T22:33:15,da9fdcae666d34128190db5418c8c6730e7f002442ec3953c614cc2f568ccb0f,2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024东城二模\试卷\001北京市东城区2023-2024学年度第二学期高三综合练习（二）思想政治.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\da9fdcae666d3412
2024各区模拟题,2024,丰台,二模,2024丰台二模,rubric,.docx,58578,2025-03-22T22:33:14,71fcaa9e66afc5db6c6622c198276a430335b4df2029694dba5100727f1652c6,2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\细则\2024丰台二模细则.docx,text-extracted,docx-xml,3784,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\71fcaa9e66afc5db_2024丰台二模细则.txt,
2024各区模拟题,2024,丰台,二模,2024丰台二模,paper,.pdf,10551122,2025-03-22T22:33:14,57ddd500c48eeec9f821b74e2b9676696c1b1ea8f727fb39e33e2e46626f36fc,2024各区二模\2024丰台二模\试卷\丰台高三二模政治试卷.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024丰台二模\试卷\丰台高三二模政治试卷.pdf,rendered-ocr-needed,pdf-text+render,0,,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\renders\57ddd500c48eeec9
2024各区模拟题,2024,朝阳,二模,2024朝阳二模,answer,.docx,28300,2025-03-22T22:33:16,f7c4cc4ac52ecefd124cb890fb4f0e117c7a9312d2f51a97d6e2d102e3ef4cf1,2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\其他材料\004202405朝阳高三政治质量检测二参考答案（以PDF为准）.docx,text-extracted,docx-xml,1791,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\f7c4cc4ac52ecefd_004202405朝阳高三政治质量检测二参考答案_以PDF为准.txt,
2024各区模拟题,2024,朝阳,二模,2024朝阳二模,rubric,.pdf,558870,2025-11-13T15:07:18,84218459671af8ac66324584cd608c778703ef44e2eda745694745b53e3de302,2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\细则\2024朝阳二模细则.pdf,text-extracted,pypdf,5871,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\84218459671af8ac_2024朝阳二模细则.txt,
2024各区模拟题,2024,朝阳,二模,2024朝阳二模,paper,.pdf,686177,2025-03-22T22:33:16,9223488a4b5e6f80ad8c2b56a1eb09e4c2f5bfed13ce12ac2f0a2cccc7d46dce,2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024朝阳二模\试卷\003202405朝阳高三二模政治试题.pdf,text-extracted,pypdf,8895,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\9223488a4b5e6f80_003202405朝阳高三二模政治试题.txt,
2024各区模拟题,2024,海淀,二模,2024海淀二模,answer,.docx,22380,2025-03-22T22:33:14,8f109fb09efc0c6ae1ffbad76a5ad99bf071a766b0e8c512247d468dc37fc6b3,2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\其他材料\高三二模：政治答案(2).docx,text-extracted,docx-xml,1718,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\8f109fb09efc0c6a_高三二模_政治答案_2.txt,
2024各区模拟题,2024,海淀,二模,2024海淀二模,rubric,.docx,535443,2025-03-22T22:33:14,227192d22e10241b73c445e7ab168c6f7317999c99d908aa84621a38b0b544e7,2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\细则\2024海淀二模细则.docx,text-extracted,docx-xml,2684,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\227192d22e10241b_2024海淀二模细则.txt,
2024各区模拟题,2024,海淀,二模,2024海淀二模,paper,.docx,253229,2025-03-22T22:33:14,13d454fdd813a0391d5dae21dbec99376ac2068d752173587130d5f266037572,2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三二模：政治试题（以PDF为准）(1).docx,text-extracted,docx-xml,8074,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\13d454fdd813a039_高三二模_政治试题_以PDF为准_1.txt,
2024各区模拟题,2024,海淀,二模,2024海淀二模,paper,.pdf,513944,2025-03-22T22:33:14,5355283f436e322953d1c6cb1f07663915a738594d8733a379aaf1109b31385c,2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024海淀二模\试卷\高三政治：二模试题（海）(1).pdf,text-extracted,pypdf,7662,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\5355283f436e3229_高三政治_二模试题_海_1.txt,
2024各区模拟题,2024,东城,二模,2024东城二模,rubric,.pdf,1174827,2025-03-22T22:33:16,0699487fb81048378f398686c741991c5716a610de8c25fb0da487e45cf9856b,2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024西城二模\其他材料\西城东城二模选择题讲评.pdf,text-extracted,pypdf,359,C:\Users\Administrator\Desktop\02_代码项目与工具\mac-thread-restore\beijing-politics-sync-visible\reports\选必一_哲学宝典式重建_2026-05-16\14_full_source_recrawl_20260525\cache\texts\0699487fb8104837_西城东城二模选择题讲评.txt,
