suite_guess,question,likely_xuanbiyi,audit_status,final_location_by_suite_key,p0_or_v2_hit,v2_source_path_hit,v2_closure,matched_terms,book_named,has_scoring_context,choice_like_without_scoring,paper_source,rubric_source,paper_context,rubric_context
2024顺义二模,Q18,no,closed_by_v2_audit,absent,yes,no,CLOSED_BOUNDARY_OR_CROSS_BOOK_BY_ADJUDICATION,,no,no,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,,）某校学习小组围绕“财产制度助力经济社会发展”的议题开展探究，搜集整理的资料如下。 结合材料，运用所学知识，说明我国财产制度改革如何助力经济社会发展。 18.（8分）2024年是全国人民代表大会成立70周年。 【百姓关切】 一位全国人大代表在陪家长到网吧寻找不肯回家孩子的过程中，看到未成年人沉迷网络、荒废学业的现状，引起了她对青少年网络环境优化的关注。 【代表调研】 从2004年关注黑网吧开始，青少年如何在网络空间中健康成长成为她近二十年代表履职生涯中一直“揪住”不放的问题。她深入实地调查研究，积极通过各种方式与全国各地的家长、教师、学生进行“零距离”接触与了解，关注点从硬件设备转移到网络空间健康清朗方面。在2018年十三届全国人大一次会议上，该代表提出了《关于加强互联网内容监管，为未成年人营造绿色网络空间的建,
2024顺义二模,Q19,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；世界多极化；国家利益；国际竞争；综合国力；人类命运共同体,yes,yes,no,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\试卷\20240318顺义思政二模试题（定）.docx,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,"于依法惩治网络暴力违法犯罪的指导意见》。 结合材料，运用《政治与法治》和《当代国际政治与经济》知识，说明我国人民代表大会制度是如何发挥优势回应百姓关切的。 19.（15分） 生产力是社会进步的根本内容,是衡量社会进步的根本尺度。 结合材料，从社会主义基本经济制度的角度说明如何实现从传统生产力到新质生产力的跃升？（7分） 在世界新一轮科技革命和产业变革的时代浪潮中，勇当乘风破浪的弄潮儿，向着产业科技高峰全力攀登，围绕发展新质生产力，国家及各部门各地方各行业都积极行动起来。2024年《政府工作报告》提出，大力推进现代化产业体系建设，加快发展新质生产力。加快前沿新兴氢能、新材料、创新药等产业发展，积极打造生物制造、商业航天、低空经济等新增长引擎。制定未来产业发展规划，开辟量子技术、生命科学等新赛道。开展“人工智能+”",会主义国家，人民是国家的主人，全过程人民民主是社会主义民主政治的本质属性，是最广泛、最真实、最管用的民主，积极回应百姓关切是保障人民权益的应有之义。 19．（15分） （1）要健全要素参与收入分配机制，激发劳动、知识、技术、管理、资本和数据等生产要素活力，更好体现知识、技术、人才的市场价值，营造鼓励创新的良好氛围，为培育新质生产力提供人才支撑。 深化社会主义市场经济体制改革，发挥新型举国体制优势，建立高标准市场体系，创新生产要素配置方式，使有效市场与有为政府更好结合，让各类先进优质生产要素向发展新质生产力顺畅流动。 发挥国有经济主导引导作用，推动国有经济向前瞻性战略新兴产业集中，发挥其他所有制经济的优势/鼓励、支持、引导非公有制经济发展，支持和帮助非公有制企业提供企业管理水平，完善管理体制桐柏同，提高生产技术水
2024顺义二模,Q20,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体,no,yes,no,,C:\Users\Administrator\Desktop\2024各区模拟题\2024各区二模\2024顺义思政二模\细则\2024顺义思政二模细则.docx,,展，构建人类命运共同体。谋划发展新质生产力是政府的职责所在。 以人民为中心的发展理念，有利于满足人民日益增长的美好生活需要，提升人民的幸福感、安全感、获得感。 20.（1）把我国建成富强民主文明和谐美丽的社会主义现代化强国 （2）可以中国共产党的领导、实践和认识、科学的世界观和方法论、一切从实际出发、价值观等角度回答。 思想政治参考答案 第 page3 页（共 numpages 3 页）
2025东城一模,Q16,yes,closed_by_v2_audit,absent,yes,no,CLOSED_EXCLUDED_BY_ADJUDICATION,联合国,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,深化了对“低脂饮食”的认识，由思维具体上升到思维抽象 D.采集数据并加以分析，用归纳推理得出一般性结论 第二部分 非选择题 本部分共 6 题，共 55 分。 16.(8 分) ◇传统的中国年 春节是一个系统工程，写春联、贴年画、守岁、拜年、观灯……不知不觉中，它就住进了中华儿女的 心中。和劳累节俭、素食为主、鸡飞狗跳的大多数日子比起来，祖先用它为后代描绘了一幅物质丰富、精 神文明的蓝图，并为之奋斗。千百年来，春节是召唤游子回家的密码，阖家团圆、和睦喜庆是对过往辛劳 最好的补偿，也是对新一年真诚的期盼。 ◇现代的中国年 在北京，立春日古观象台“鞭打春牛”民俗活动，祈愿五谷丰登、国泰民安；在深圳，机器人小狮子与 醒狮共舞，现代科技与传统习俗完美结合；在吉林，各大滑雪场迎来客流高峰，运动过大年成为时尚…… ◇世界的中,"东城区 25 届高三政治一模统测阅卷报告 16. 结合材料，运用《哲学与文化》知识，分析中国年何以“生生不息”。（8 分） （一）本题标准和变通 四个角度 丰富内涵-2 分： 春节是中华民族社会生活实践的产物/承载着中华民族独特的精神传统和文 化活动/承载着中国民族的价值取向/中华优秀传统文化/源远流长、博大精深 文化价值-2 分：春节增强了民族自豪感和凝聚力/满足人们对美好生活的向往、期待/引领 风尚、教育人民、服务社会、推动发展的功能 哲学可用知识：价值观的导向作用、价值判断和价值选择 文化创新-2 分：传统文化创造性转化创新性发展/立足时代之基、回答时代之问/融通不同 资源、综合创新+分析材料 哲学可用知识： 辩证否定观、发展、矛盾 共鸣角度-2 分：春节中蕴含的热爱和平、和谐发展的理念,是全人类共同价值"
2025东城一模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；共同利益；全球治理；人类命运共同体；国际关系民主化；高水平对外开放,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,义务，但对 杨某进行生活照顾、精神慰藉等构 成事实上的扶养，符合民法典规定 的“可以分给适当遗产”情形，有权作 为利害关系人申请人民法院指定遗 产管理人。 ③ 20.(8 分) 2024 年，是中拉命运共同体建设 10 周年。 中国已在拉美地区累计实施 200 余个基建项目；与 20 多个 国家签署了共建“一带一路”合作文件；与巴拿马等四国建交或复交。11 月 13 日，国家主席习近平赴秘鲁出 席亚太经合组织第三十一次领导人非正式会议，并与秘鲁签署自贸协定升级议定书、共建 “一带一路”合作 规划。 5 天后，习主席又赴巴西出席二十国集团领导人第十九次峰会，发表重要讲话，回应了全球南方求平 等、促变革的强烈意愿，为全球治理朝着更加公正合理的方向注入了更大力量。11 天里，习主席行程逾 4 万公里，横跨南美大陆东西,纷” 涉及的“规范市场秩序” ； “柳 某与医院纠纷” 涉及的“和谐劳动关系” 、 “就业市场” ； “顾氏三兄弟照顾孤寡老人”涉及的 “遗产分配”问题等。 20. 谈谈此次元首外交的精彩之处。 （8 分） （一）本题标准和变通 第一层（4 分） ①共同利益是合作的基础 2 分 替代：具体的合作（ “一带一路” 、贸易自由化便利化）1 分 ②推动高水平对外开放/促进高质量发展/推动经济全球化发展朝着更加开放、包容、普惠、 平衡、共赢的方向发展 2 分 第二层（2 分） 维护发展中国家的利益2 分 替代：完善全球治理/推进国际关系民主化1 分 第三层（2 分） 开辟中国特色大国外交的新境界/构建人类命运共同体的新实践 2 分 （二）学生表现和问题 ①对知识的理解不准确，经济角度和政治角度区分不清，存在知识混搭的情
2025东城一模,Q21,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；国际竞争,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\试卷\2025北京东城高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025东城一模\细则\2025东城一模细则.pdf,0 场多边活动，达成 60 多项合作文 件。至此，2024 年元首外交精彩收官。 结合材料，运用《当代国际政治与经济》知识，谈谈此次元首外交的“精彩”之处。 21.(10 分)教育是强国建设、民族复兴之基。 材料一 党的十八大以来，我国教育发展进入快车道。 第7页/共9页 立德树人成效显著在各学段、各类型教 育中针对性开展 “开学第一课 ”“技能成 才， 强国有我”“青年红色筑梦之旅”等活动， 深度覆盖 2.9 亿在校学生。调查显示， 学生爱党爱国爱社会主义的思想基础更 加巩固，听党话跟党 走的决心更加坚定。 教育公平显著增强国家财政性教 育经费占国内生产总值比例连续 10 年保持在 4%以上；我国现有 各级各类学校 52.9 万所，教育普 及水平达到或超过中高收入国家 平均水平；城乡教育一体化稳步 推进，区域,问中的关键信息。 ③引导学生对成段的材料进行分层结构化处理，梳理作答结构。 ④关注题目情境的宏观背景和价值利益，例如本题中拉互动，是我国与发展中国家的合作。 21.结合材料， 综合运用所学， 谈谈你对 “教育是强国建设、 民族复兴之基” 的理解。（10 分） （一）本题标准和变通 1.逻辑结构：是——为——怎 2.是：2 个角度，共2 分 教育是培养人的社会活动1 分；作为上层建筑反作用于经济基础1 分 3.为：1 个角度2 分，任选角度共6 分 必要性——教育的战略支撑地位；人才与国际竞争力的关系 重要性—— 角度 1：坚定理想信念；听党话跟党走的信心；巩固思想基础；责任担当；助力民主政 治建设——做合格的社会主义建设者和接班人 角度 2：促进人才培养，提高劳动者技术水平；促进技术进步；促进创新发展——为现
2025东城二模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；世界多极化；共同利益；人类命运共同体；中国智慧；中国方案；国际关系民主化；和平与发展,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,③ 本案所涉“服务条款”属于 格式条款，公司负有向用 户提示、说明的义务，只 在内容复杂繁多的服务条 款中约定，不足以起到提 示作用，故认定公司违 约。 ④ 20.(8 分) 宇宙浩瀚，地球似一叶孤舟，是全人类的共同家园。 而今全球经济复苏乏力，贸易保护主义抬头；大规模 地区冲突动荡，外溢风险加剧；一些大国执意挑动阵营对抗，大搞脱钩断链；恐怖主义、气候变化等非传 统安全威胁持续发展。 面对挑战，中国倡导“同球共济”精神，它源于中华文明和谐万邦 的处世之道，展现了对时代潮流的深刻把 握和破解时代之问的深邃智慧。 “同球共济”，中国是行动派：推动沙特和伊朗达成历史性和解，提出促进 中东和平的四点主张，针对乌克兰危机穿梭外交劝和促谈，与各国携手促进《巴黎协定》全面实施，发出 全球人工智能治理倡议…… 结合材料，运用《,于降低交易成本、 适应现代市场经济发展的要求， 即规范格式条款后对经济 发展的长远意义，答案中几乎没有提到， 建议最后冲刺阶段把法律的主干内容再做简单梳理。 20. 结合材料，运用《当代国际政治与经济》知识，写一篇小论文。 （8 分） （一）本题标准和变通 第一层：背景（2 分） 根据第一自然段， 简述国际局势， 如： 国际局势变乱交织， 局部动荡不断，面临诸多问题 和挑战 2 分 替代：笼统应用学科知识交代背景（和平与发展主题、世界多极化等）1 分 第二层：精神（4 分） “同求共济”精神丰富人类命运共同体内涵2 分；符合各国共同利益2 分 第三层：行动（2 分） 为解决问题贡献中国智慧和中国方案 2 分 替代：具体的方案、行动（推动国际关系民主化、和平解决国际争端）2 分 （二）学生表现和问题 ①欠缺对材料
2025东城二模,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\试卷\2025北京东城高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025东城二模\细则\2025东城二模细则.pdf,》全面实施，发出 全球人工智能治理倡议…… 结合材料，运用《当代国际政治与经济》知识，写一篇小论文。 要求：自拟题目、观点明确、逻辑清晰，200 字左右。 21.(10 分)小小联系点，民主大气象。 2014 年，党中央提出建立基层立法联系点制度，2023 年该制度写入立法法，中国的民主之路越走越宽。 十多年来，全国人大常委会法工委先后设立 54 个基层立法联系点，就 185 件次法律草案、立法规划稿征求 群众“原汁原味”的意见建议 30520 多条，有 3300 多条真知灼见被立法研究吸纳。我国现行有效的 300 多件 法律中，有 142 件征求过联系点意见。 国家设置的基层立法联系点已覆盖全国，地域、人文、经济社会特色鲜明。上海虹桥联系点设在虹桥国际 中央法务区；新疆库车、云南大理联系点地处边疆民族地区；山,合材料，太宽泛。 （三）教学启示 ①考前依然要强调回归教材，继续加强对核心主干知识的准确理解。 ②强化训练分析“设问”和“材料”的能力，把握主旨和关键信息。 21.结合材料，综合运用所学，谈谈“小小联系点”蕴含的“民主大气象”。（10 分） （一）本题标准和变通 1.逻辑结构：说明小小联系点是什么——具体阐明小小联系点是如何体现民主大气象的 2.第一层：说明小小联系点是什么 2 分 党以人民为中心； 民主实践； 人大制度； 对民主政治规律的认识； 全过程人民民主…… 3.第二层：具体阐明小小联系点是如何体现民主大气象的 表达规范：归纳材料中主旨做法+具体体现民主气象的内容 分值总共 6 分，等级赋分；准确把握主旨归纳做法，赋分4 分；遵循表达规范，做法+ 意义的表达，赋分2 分；能够跨模块综合如哲学，如未综合，
2025东城期末,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；国家利益；共同利益,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\其他材料\2025。1东城讲评 修改.pdf,料中找方法。如果材料呈现的是问题，那么材料中问题的反面就是方法。 三是从当前时政热点和党和国家重大政策中找方法。具体的解题程序：定点﹣﹣联系﹣﹣疏理﹣﹣作答。 20．【分析】本题要求运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。属于 认识类试题，知识范围是《当代国际政治与经济》知识，可以结合材料信息，从经济全球化、世界市场、 建设清洁美丽世界、贸易保护主义、国家利益、解决国际争端的方式、互利共赢等角度作答。 【解答】①经济全球化是当代世界经济的重要特征之一，也是世界经济发展的不可逆转的大势，符合各 方利益。欧盟认为“中国生产过剩扰乱了全球市场秩序” ，并据此对中国的新能源汽车征收临时反补贴 税，这是逆经济全球化的行为，是贸易保护主义的行为。 ②国家利益是国家生存和发展的权益，维护国家利益是,中华优秀传统美德，给1分。 • 第二层满分情况2分: • 出现“民主协商”“共同商讨”“共同商量”、“汇集民意、集中民智”/知情权、参与权、表 达权。 • 20.运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认 识（8分） • 评分细则：短文题目1分；分三段1分； • 第一层 中国的贡献（2分） • ①阐述我国新能源汽车产业的发展对世界经济的贡献： • 促进资源优化配置/促进国际贸易/为世界新能源产业注入活力/让经济全球化 更有活力 2分 • （替代：只说我国新能源汽车产业发展好，阐述不充分1分） • ②说明我国用行动为世界气候/环境/绿色/生态保护做贡献 1分 • 第二层：批判欧盟行为(2分） • ①界定欧盟的行为：违背经济规律/贸易保护主义/逆全球化1分 • ②带来的不良影响：破坏市场竞争/
2025东城期末,Q21,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,当代国际政治与经济；国际政治与经济,yes,no,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区期末\2025东城期末\试卷\2025北京东城高三（上）期末政治（教师版）.pdf,,继续磋商，就解决争议进行深入交流。 运用《当代国际政治与经济》知识，写一篇短文，谈谈你对上述材料的认识。 要求：题目自拟，观点明确，逻辑清晰，200 字左右。 21．（10 分）中国式现代化，民生为大。 材料一：民生无小事枝叶总关情 第7页/共20页 材料二：发展向前 民生向暖 发展为民生 2023 年，全国居民人均可支配收入已达 39218 元， 比上年实际增长 6.1%。 截至 2023 年底，全国基本医疗保险参保约 13.34 亿 人，覆盖率达 95%以上。 2023 年，我国高等教育毛入学率超过 60%，规模位 居世界第一。 截至 2023 年底，全国共有体育场地 459.3 万个，面 积达 40.7 亿平方米。 …… 治理重民生 全国人大加强民生领域立法，居民意见通过基层立 法联系点搭上国家立法“直通,
2025丰台一模,Q16,yes,closed_by_v2_audit,main,yes,no,CLOSED_BY_ADJUDICATION_ALIAS_OR_RENUMBER,当代国际政治与经济；国际政治与经济；贸易投资；开放型经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,试验区建设。2021 年至 2023 年，北京地区货物贸易进出口额连续突破 3 万亿元，服务贸易规模保持全国前三。2024 年，全市新 设外资企业数量同比增长 16.4％。北京“两区”建设作为深化改革开放的试验田，自成立以来，采取了多 项措施： 便利贸易投资 ➢ 出台《北京市外商投资条例》 ，推出“北京市全球服务伙伴计划”并为首批 13 家 伙伴企业授牌； ➢ 实行“合格保证+符合性验证”检验监管模式，实现进口机电设备“分钟通关”； ➢ 发布全国首个场景化、字段级自贸试验区数据出境负面清单。 助力科技创新 ➢ 在全国率先推出国际职业资格认可目录，推动职业资格从单边认可到双向互认； ➢ 在全国先行先试高新技术企业“报备即批准”、公司型创投企业所得税优惠、技 术转让所得税优惠等政策。 结合材料，运用《经济与社会》 ,丰台高三一模阅卷细则 2025.3 16.（6分）评分标准 可从践行社会主义核心价值观、传承中华优秀传统文化、坚持理想信念等角度作答。 等级水平 等级描述 水平4 观点鲜明，能明确表达自己的见解；紧扣观点，综合运用所学知识展开论述；逻辑严密，条理清晰 水平3 观点比较明确，能表达自己的见解；能扣住观点展开论述，知识运用比较准确；逻辑性较强，有条理 水平2 观点不明确；论述不能集中指向观点，罗列知识；知识运用不正确；论述缺乏逻辑，条理性差 水平1 应答与试题无关；或重复试题内容；或没有应答 参考示例： 新时代家建设应锚定“根基之点”，坚持弘扬中华优秀传统文化，以中华传统美德中的孝老爱亲、团结和睦、诚信节俭等精神来涵养家风，发挥中华优秀传统文化的当代价值，筑牢家风的文化根基。 新时代家风建设应校准“时代之点”，融入
2025丰台一模,Q18,yes,new_or_unmatched_candidate_needs_triage,absent,no,no,,人类命运共同体；和平共处五项原则,no,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,关键，推荐每日能量摄入男性1200~1500 千 卡、女性 1000~1200 千卡的限能量平衡膳食。下列推理正确的是（ ） 体质指数（BMI） 胖瘦程度 18.54~24 正常 24~28 超重 ≥28 肥胖 A. 若把“遗传、饮食、生活习惯等因素会影响超重和肥胖”作为前提，当肯定了遗传因素后，就否定了饮 食和生活习惯因素 B. 由“控制总能量摄入和保持合理膳食是体重管理关键”，可知“保持合理膳食对体重管理很关键” C. 根据“我国健康成年人BMI 在18.5~24 之间”，可得出“BMI 在 18.5~24 之间的是我国健康成年人” D. 根据“每日能量摄入男性 1200~1500 千卡、女性1000~1200 千卡的限能量平衡膳食”，可得出“每日能 量消耗男性高于女性” 13. 下列选项中犯了与示例相同逻,鉴意义。（1分） 是对“如何彰显中国民主实践的世界意义”的回答。采意。但是要强调是中国民主实践对世界对国际对全人类的意义，表示在国际上对中国自身的意义无分。 18.（1）（5分）参考答案： 科学思维追求认识的客观性、结果的预见性和可检验性。我国从实际出发，准确预判人工智能发展趋势，提前部署，抢占先机，指明方向，分段规划，在实践中检验发展成果，并完善相关政策部署，不断推动人工智能发展。 18（1）题 评分标准说明： 科学思维追求认识的客观性、结果的预见性和可检验性。 (2分); 我国从实际出发，(1分) 准确预判人工智能发展趋势，提前部署，抢占先机，指明方向，分段规划， (1分)在实践中检验发展成果，并完善相关政策部署，不断推动人工智能发展。(1分) 若学生答创新思维中的超前思维，并结合材料说明是如何运用的，可给
2025丰台一模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；新型国际关系；人类命运共同体；贸易投资；两个市场；两种资源；开放型经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,延履行金及其计付标准等方面，作出了开创性探索，入选人民法院保护科技创新典型案例。 结合材料，运用法治相关知识，分析本案作为人民法院保护科技创新典型案例的意义。 20. 北京“两区”建设助力开放型经济迈上新台阶。 北京“两区”是指国家服务业扩大开放综合示范区和中国（北京）自由贸易试验区建设。2021 年至 2023 年，北京地区货物贸易进出口额连续突破 3 万亿元，服务贸易规模保持全国前三。2024 年，全市新 设外资企业数量同比增长 16.4％。北京“两区”建设作为深化改革开放的试验田，自成立以来，采取了多 项措施： 便利贸易投资 ➢ 出台《北京市外商投资条例》 ，推出“北京市全球服务伙伴计划”并为首批 13 家 伙伴企业授牌； ➢ 实行“合格保证+符合性验证”检验监管模式，实现进口机电设备“分钟通关”； ➢ ,法治国家、法治社会而言，法治信仰（意识方面面），依法层面（行动方面）1点1分 出现的问题：维护社会公平正义不得分；没有铺垫，直接表达法治中国建设的不得分。 20.（8分）参考答案： 出台《北京市外商投资条例》、推出“北京市全球服务伙伴计划”、发布“数据出境负面清单”，切实优化营商环境，便利贸易，吸引投资。创新通关模式，降低交易成本，实施优惠政策，吸引人才、资源，助力科技创新，提高对外开放水平，助力开放型经济高质量发展。 20题评分标准说明： 便利贸易投资角度4分 便利投资2分： 出台《北京市外商投资条例》、推出“北京市全球服务伙伴计划”，营造良好营商环境，吸引外商投资/为外商投资营造良好的法治环境、法律保障，吸引外商投资 便利贸易2分： 创新通关模式，降低交易成本，提高货物通关效率，扩大货物贸易规模/ 发布“数
2025丰台一模,Q21,yes,closed_by_v2_audit,boundary,yes,no,CLOSED_BOUNDARY_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；经济全球化；新型国际关系；人类命运共同体；中国智慧；中国方案；开放型经济,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\试卷\2025北京丰台高三一模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区一模\2025丰台一模\细则\2025丰台一模细则.docx,税优惠、技 术转让所得税优惠等政策。 结合材料，运用《经济与社会》 《当代国际政治与经济》知识，说明北京“两区”建设的举措是如何助力 开放型经济迈上新台阶的。 21. 古语云：“变化者，乃天地之自然。” 从“一五计划”到“十四五规划”，中国通过长期性政策保持发展的连贯性，为经济腾飞奠定了坚实 基础。 从“东方红一号”到“天宫二号”，中国在科技创新领域久久为功，不断取得重大突破。 第8页/共11页 从打开国门到共建“一带一路”，中国始终坚持对外开放，逐步形成了全方位、多层次的开放格局。 当不确定性成为全球共同挑战，中国始终以自身的稳定性和确定性为世界注入信心与力量。 综合运用所学，撰写一篇时评短文。 题目：中国以确定的_______________应对不确定的世界 要求：提炼主题，补全题目；观点明确，内容充实，逻,和逻辑链条，酌情给1-2分。 如学生堆积《经济与社会》政府与市场知识、《当代国际政治与经济》新型国际关系、构建人类命运共同体、推动经济全球化发展等，不给分。 21.（8分） 该题考查学生建构逻辑思路与分析论证的能力，既考查学生思维的广度，也考查学生思维的深度。具体如下： 1. 主题提炼：提炼主题并补全题目，需精准关联材料核心。 2. 观点表达：观点明确，围绕“中国以确定的 应对不确定的世界”展开。 3. 内容逻辑：内容充实，逻辑清晰，结合材料事例（如规划政策、科技创新、对外开放等）层层分析，或全面或深入。 4. 知识运用：准确运用所学知识（如党的领导、制度优势、新发展理念、对外开放等等）。 5. 字数规范：字数不少于150字，符合写作篇幅要求。 21题评分标准说明： 先定档，再定分。其中题目1分，逻辑1分，分析
2025丰台二模,Q20,yes,closed_by_v2_audit,main,yes,no,CLOSED_MAIN_IN_CURRENT_SHA,当代国际政治与经济；国际政治与经济；全球治理；人类命运共同体；中国力量；联合国；多边主义；国际秩序；国际组织,yes,yes,no,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\试卷\2025北京丰台高三二模政治（教师版）.pdf,C:\Users\Administrator\Desktop\2025各区模拟题\2025各区二模\2025丰台二模\细则\2025丰台二模细则\2025丰台二模评标细则\20题.docx,分) (2) 一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来 创新发展预留了空间。 运用《法律 与生活》知识，谈谈你对这句话的理解。 (8 分) 20. (8 分)胸怀天下谋大同。 “全球南方”群体性崛起，是世界大变局的鲜明标志。 作为“全球南方”的第 一方阵，我们要展现集体 智慧和力量，为构建人类命运共同体挺膺担当。 “全球南 方”为发展而起，因发展而兴。我们要做共同 发展的中坚力量，积极参与和引领全 球经济治理体系改革，推动把发展置于国际经贸议程中心地位。 ——习近平 2024 年 10 月 24 日在喀山会展中心出 席“金砖+”领导人对话会的讲话 我们要共同做多边主义的捍卫者。今年是联合国成立 80 周年，也是世界反法西 斯战争胜利 80 周年。国 际形势越复杂，全球挑战越突出，越要维护联合国权,考察学生的学科阅读理解、概括总结、学科术语转换等能力、学生需认真阅读材料，运用《当代国际政治与经济》知识，分析我国是如何为全球治理注入中国力量的。 参考答 案 20.（8分） 中国作为世界上最大的发展中国家，是国际政治经济格局中一支重要力量，积极参与全球治理，为推动全球南方实现现代化发挥作用。中国积极参与国际组织，在联合国、金砖国家、二十国集团、博鳌亚洲论坛等国际组织中的作用日益显著，已成为全球治理体系的重要参与者、贡献者和改革者。中国作为联合国常任理事国，遵守《联合国宪章》宗旨原则，践行多边主义，维护多边体制的权威性和有效性。中国推动构建人类命运共同体，遵循平等、开放、合作、共享等原则，同世界各国一起，推动全球治理体制向着更加公正合理的方向发展。 评分标准说明： 20.8分) 1.中国作为世界上最大的发展中国
