atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs
M-SY24EM-01,政治多极化,当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量,新质生产力；科技革命和产业变革；综合国力,2024顺义二模 Q19(2),混合模块参考答案：国际竞争实质句,P1_reference_answer_only,reference_answer_only_not_rubric,设问问积极推动新质生产力的原因，材料处在科技革命和产业变革背景，触发综合国力竞争逻辑。,当前国际竞争的实质是以经济和科技实力为基础的综合国力的较量，发展新质生产力有利于提升我国综合国力。,merge_with_international_competition_comprehensive_power_core,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f;2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42
M-SY24EM-02,理论,维护我国国家利益，增强国际事务话语权,核心竞争力；国家实力；国际话语权,2024顺义二模 Q19(2),混合模块参考答案：维护国家利益和增强话语权,P1_reference_answer_only,reference_answer_only_not_rubric,新质生产力提升实力和核心竞争力，进一步服务国家利益与国际话语权。,发展新质生产力有利于增强我国核心竞争力，更好维护国家利益，增强我国在国际事务中的话语权。,merge_with_national_interest_voice_core,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f;2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42
M-SY24EM-03,政治多极化,有利于世界多极化深入发展，构建人类命运共同体,强大国家实力；多极化；HMC,2024顺义二模 Q19(2),混合模块参考答案：世界多极化深入发展，构建人类命运共同体,P1_reference_answer_only,reference_answer_only_not_rubric,材料把中国发展放在世界科技竞争和产业变革中，强大中国力量会影响国际格局和共同发展。,我国发展新质生产力、增强国家实力，有利于推动世界多极化深入发展，推动构建人类命运共同体。,merge_with_multipolarity_hmc_expression,ClaudeCode B confirmed reference-only/no formal scoring; keep outside main student core; may support expression awareness only.,reference_only,2024顺义二模_Q19(2)_SRC_SRC_0eb74816f25f;2024顺义二模_Q19(2)_SRC_SRC_3019384a5b42
M-FT25YM-01,模块边界,优化营商环境，吸引外商投资,外商投资条例；全球服务伙伴计划；法治环境和法律保障,2025丰台一模 Q20,便利投资2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,两区建设通过制度和服务保障降低外资进入顾虑，触发营商环境和吸引外资。,北京出台外商投资条例、推出全球服务伙伴计划，营造良好营商环境和法治保障，吸引外商投资。,merge_with_business_environment_attract_foreign_investment_core,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76
M-FT25YM-02,模块边界,便利贸易，降低交易成本，提高通关效率，推动服务贸易发展,分钟通关；数据出境负面清单；数字资源流动,2025丰台一模 Q20,便利贸易2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,通关模式和数据规则直接影响跨境交易效率和服务贸易发展，触发贸易便利化。,北京创新通关模式，降低交易成本、提高货物通关效率，并通过数据出境负面清单维护数据安全、促进数字资源流动，推动服务贸易发展。,merge_with_trade_facilitation_service_trade_core,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76
M-FT25YM-03,模块边界,推出国际职业资格认可目录、推动职业资格双向互认，吸引人才,国际职业资格认可；双向互认,2025丰台一模 Q20,吸引人才2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,开放型经济迈上新台阶需要跨境人才流动和专业服务支撑，触发人才吸引。,北京推出国际职业资格认可目录、推动职业资格双向互认，吸引国际化人才集聚。,merge_with_talent_opening_expression,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76
M-FT25YM-04,模块边界,实施优惠政策，吸引高新技术企业入驻，助力科技创新和开放型经济高质量发展,税费优惠；高新技术企业；科技创新,2025丰台一模 Q20,优惠政策2分,P0_formal_scoring_docx,dual_book_primary_economy_and_society_main_code,优惠政策降低创新主体成本，服务开放型经济的科技创新支撑。,北京实施税费等优惠政策，吸引高新技术企业入驻，降低企业成本，助力科技创新和开放型经济高质量发展。,merge_with_open_economy_tech_innovation_core,ClaudeCode B confirmed this primary point is economic-and-social practical-measure scoring; exclude from Xuanbiyi main core.,boundary_only,2025丰台一模_Q20_SRC_SRC_066dbcf5b765;2025丰台一模_Q20_SRC_SRC_ef312c0ead76
M-FT25QM-01,时代背景,和平与发展仍是时代主题,中非战略性共识符合和平与发展时代主题,2025丰台期末 Q20,符合和平与发展(1分)的时代主题,P0_formal_scoring_pptx,formal_point_rubric,理论逻辑要求解释中非为何能达成共识，中非合作维护发展中国家利益，触发和平与发展时代主题。,中非达成一系列战略性共识符合和平与发展仍是时代主题。,merge_with_peace_development_era_theme_core,与其他时代主题表述合并，保留题目化表达,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-02,理论,基于国家间共同利益构建中非命运共同体,共同利益；中非命运共同体,2025丰台期末 Q20,基于国家间共同利益(1分)构建中非命运共同体,P0_formal_scoring_pptx,formal_point_rubric,中非在核心利益、全球治理和现代化上有共同关切，触发共同利益是合作基础。,中非基于国家间共同利益构建中非命运共同体。,merge_with_common_interest_core,P0逐点,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-03,理论,在平等互利基础上开展合作,平等互利；战略性共识,2025丰台期末 Q20,在平等互利(1分)基础上开展合作,P0_formal_scoring_pptx,formal_point_rubric,材料强调相互支持和联合自强，不是单方施予，触发平等互利。,中非在平等互利基础上开展合作，推动双方共同发展。,merge_with_equality_mutual_benefit_expression,P0逐点,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-04,政治多极化,落实共商共建共享的全球治理观,全球治理战略对表；共商共建共享,2025丰台期末 Q20,落实共商共建共享的全球治理观(1分),P0_formal_scoring_pptx,formal_point_rubric,中非就全球治理进行战略对表，要求共同商量国际事务，触发全球治理观。,中非落实共商共建共享的全球治理观，推动全球治理朝更加公正合理方向发展。,merge_with_global_governance_view_core,必须保留全球治理观后缀,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-05,政治多极化,推动建设相互尊重、公平正义、合作共赢的新型国际关系,完整新型国际关系；国际关系民主化可替代1分,2025丰台期末 Q20,新型国际关系完整表述2分；只写新型国际关系1分；国际关系民主化可替代1分,P0_formal_scoring_pptx,formal_point_rubric,价值意蕴问战略性共识带来什么国际关系效果，中非共同维护国际公平正义，触发新型国际关系完整表述。,中非战略性共识有利于推动建设相互尊重、公平正义、合作共赢的新型国际关系。,merge_with_new_type_international_relations_full_core,保留完整三词，不只写新型国际关系,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-06,中国,中非携手推进现代化,中非现代化；材料1分,2025丰台期末 Q20,有利于中非携手推进现代化(材料1分),P0_formal_scoring_pptx,formal_point_rubric,设问要求价值意蕴，材料直接落在现代化合作成果。,中非战略性共识有利于中非携手推进现代化。,expression_accumulation_material_point,材料分，不作教材核心主频,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-FT25QM-07,中国,构建人类命运共同体,中非命运共同体；人类命运共同体,2025丰台期末 Q20,构建人类命运共同体(1分),P0_formal_scoring_pptx,formal_point_rubric,中非命运共同体是人类命运共同体理念在中非关系中的具体实践。,中非战略性共识有利于构建人类命运共同体。,merge_with_hmc_core,P0逐点,candidate_with_fixes,2025丰台期末_Q20_SRC_SRC_86fc00424d39;2025丰台期末_Q20_SRC_SRC_25f18281e8a8
M-YQ25YM-01,时代背景,维护全球产供链韧性和稳定，符合国际社会共同利益，顺应和平与发展时代主题,全球产供链韧性稳定；共同利益；和平与发展,2025延庆一模 Q20(2),时代主题2分,P0_formal_scoring_docx,formal_point_rubric,回应脱钩断链，要先判断全球供应链稳定为何符合各方利益，触发共同利益与时代主题。,维护全球产供链韧性和稳定是推动世界经济可持续发展的重要保障，符合国际社会共同利益，顺应和平与发展时代主题。,merge_with_peace_development_and_common_interest_core,2分组,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-YQ25YM-02,经济全球化,推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展,完整五词；高水平对外开放,2025延庆一模 Q20(2),经济全球化方向2分,P0_formal_scoring_docx,formal_point_rubric,链博会和自贸协定说明中国用开放合作回应逆全球化，触发经济全球化正确方向完整五词。,中国坚持高质量发展和高水平对外开放，推动经济全球化朝着开放、包容、普惠、平衡、共赢方向发展。,merge_with_globalization_five_word_direction_core,保留五词，不压成正确方向,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-YQ25YM-03,政治多极化,世界多极化是当今国际形势的突出特点，中国在追求本国利益时兼顾他国合理关切,世界多极化；国家利益；兼顾他国合理关切,2025延庆一模 Q20(2),多极化2分；国家利益/国际关系/多边主义可替代不重复,P0_formal_scoring_docx,formal_point_rubric,脱钩断链背后是霸权和冷战思维，回应要说明国际格局变化和中国处理利益关系的方式。,世界多极化是当今国际形势的突出特点，“脱钩断链”损人不利己，中国在追求本国利益的同时兼顾他国合理关切。,merge_with_multipolarity_national_interest_reasonable_concerns_core,P0逐点,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-YQ25YM-04,中国,携手各国深化产供链合作，共筑人类命运共同体,链博会朋友圈；世界共赢链；HMC,2025延庆一模 Q20(2),人类命运共同体2分,P0_formal_scoring_docx,formal_point_rubric,材料落脚在让链博会朋友圈变大、把供应链打造成世界共赢链，触发HMC。,中国愿携手各国扩大链博会朋友圈、深化产供链合作，将全球供应链打造为世界共赢链，共筑人类命运共同体。,merge_with_hmc_supply_chain_expression,P0逐点,candidate_with_fixes,2025延庆一模_Q20(2)_SRC_SRC_4572acf26cdb;2025延庆一模_Q20(2)_SRC_SRC_438d82cfc42b
M-FS25YM-01,经济全球化,国际竞争的实质推动高水平对外开放，以科技发展建设创新型、开放型世界经济，促进经济全球化发展,国际竞争；高水平对外开放；创新型开放型世界经济,2025房山一模 Q18(2),细则1：4分；建设创新型、开放型世界经济不可替代,P0_formal_scoring_pdf,formal_point_rubric,开源战略的技术革新服务全球技术共享，材料指向科技竞争和开放合作，触发开放型世界经济。,面对以经济和科技实力为基础的国际竞争，中国坚持高水平对外开放，以科学技术发展推动建设创新型、开放型世界经济，促进经济全球化发展。,merge_with_innovative_open_world_economy_core,不可替代项必须保留,candidate_with_fixes,2025房山一模_Q18(2)_SRC_SRC_8ee813c0b52e;2025房山一模_Q18(2)_SRC_SRC_dc005114eca8
M-FS25YM-02,联合国,在联合国宗旨和原则框架下构建人类命运共同体，加强国际交流合作，积极参与全球治理,和平与发展；联合国宗旨原则；HMC；正确义利观,2025房山一模 Q18(2),细则2：3分；联合国宗旨和原则不可替代；正确义利观可替代合作,P0_formal_scoring_pdf,formal_point_rubric,AI国际合作决议和多国声明说明开源战略进入全球治理场域，触发UN框架和HMC。,中国顺应和平与发展的国际潮流，在联合国宗旨和原则框架下构建人类命运共同体，加强国际交流合作，积极参与全球治理。,merge_with_un_charter_hmc_global_governance_core,逻辑1分另记，不作核心术语,candidate_with_fixes,2025房山一模_Q18(2)_SRC_SRC_8ee813c0b52e;2025房山一模_Q18(2)_SRC_SRC_dc005114eca8
M-CP25EM-01,经济全球化,利用国内国际两个市场两种资源，建设现代化产业体系，提高对外开放质量和效益,吸引外资；先进技术和管理经验；两市场两资源,2025昌平二模 Q21,意义项：任选2个给2分；评分细则见点给分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,开放型经济意义题虽然未显式限定选必一，但外资进入和资源联动直接触发两个市场两种资源。,扩大开放、吸引外资有利于引入先进技术和管理经验，充分利用国内国际两个市场两种资源，建设现代化产业体系，提高对外开放质量和效益。,merge_with_two_markets_two_resources_core,无明确书本限定，guarded 进入经济全球化表述积累,candidate_with_guard,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-CP25EM-02,经济全球化,加强人员交流和经贸合作，营造市场化、法治化、国际化营商环境,免签；融资服务；涉外知识产权保护,2025昌平二模 Q21,意义项：任选1个给1分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,服务保障和免签扩大降低外资合作成本，触发经贸合作与营商环境。,相关举措有利于加强各国人员交流和经贸合作，营造市场化、法治化、国际化营商环境，增强外资投资中国的信心。,merge_with_business_environment_trade_cooperation_core,guarded,candidate_with_guard,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-CP25EM-03,中国,打造高水平开放合作平台，提升中国在全球经济治理中的话语权和影响力,投资中国品牌；开放合作平台；全球经济治理话语权,2025昌平二模 Q21,意义项：任选2个给2分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,投资中国品牌和项目撮合把外资合作平台化，触发全球经济治理中的中国影响。,打造“投资中国”品牌有利于建设高水平开放合作平台，提升中国在全球经济治理中的话语权和影响力。,merge_with_global_economic_governance_voice_core,guarded,candidate_with_guard,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-CP25EM-04,经济全球化,推动构建更加开放、包容的全球经济格局,开放包容全球经济格局；推动经济全球化发展,2025昌平二模 Q21,意义项：任选2个给2分；细则补充推动经济全球化发展可给分,P0_formal_scoring_pptx_no_explicit_book_guard,no_explicit_book_but_xuanbiyi_scoring_terms,更高水平开放型经济不仅利于中国，也向世界释放开放合作信号，触发开放包容全球经济格局。,中国扩大开放有利于推动构建更加开放、包容的全球经济格局，推动经济全球化发展。,merge_with_open_inclusive_global_economic_pattern_expression,与完整五词方向区分，不补写未出现的平衡共赢,candidate_with_guard,2025昌平二模_Q21_SRC_SRC_2df7863ec9eb;2025昌平二模_Q21_SRC_SRC_f67354a12eea
M-SJS25YM-01,政治多极化,坚持共商共建共享的全球治理观,各国事务由本国政府和人民决定；国际事务平等互利共同商量,2025石景山一模 Q17(2),四点各2分：全球治理观,P0_formal_scoring_doc,formal_point_rubric,北京宣言要求概述中国主张，全球治理的决策方式触发共商共建共享全球治理观。,中国主张坚持共商共建共享的全球治理观，国际上的事由各国政府和人民平等互利共同商量着办。,merge_with_global_governance_view_core,P0逐点,candidate_with_fixes,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SJS25YM-02,政治多极化,坚持国家不分大小强弱贫富一律平等，推动国际关系民主化,平等参与决策；享受权利；履行义务,2025石景山一模 Q17(2),四点各2分：国际关系民主化,P0_formal_scoring_doc,formal_point_rubric,材料反对双重标准、强调国际法平等适用，触发国家平等和国际关系民主化。,中国主张坚持国家不分大小、强弱、贫富一律平等，平等参与决策、享受权利、履行义务，共同推动国际关系民主化。,merge_with_international_relations_democratization_core,P0逐点,candidate_with_fixes,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SJS25YM-03,经济全球化,推进普惠包容的经济全球化，实现共同发展繁荣,不同国家参与并享有发展成果；普惠包容,2025石景山一模 Q17(2),四点各2分：普惠包容经济全球化,P0_formal_scoring_doc,formal_point_rubric,北京宣言谈全球化蛋糕和发展成果公平惠及各国，触发普惠包容经济全球化。,中国主张推进普惠包容的经济全球化，让不同国家都能参与并享有经济社会发展成果，实现共同发展繁荣。,merge_with_inclusive_globalization_expression,保留普惠包容，不替换完整五词,candidate_with_fixes,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SJS25YM-04,联合国,践行真正的多边主义，维护以联合国为核心的国际体系和以国际法为基础的国际秩序,真正多边主义；联合国核心；国际法秩序,2025石景山一模 Q17(2),四点各2分：多边主义/UN/国际法,P0_formal_scoring_doc,formal_point_rubric,完善全球治理必须说明国际体系和秩序基础，触发真正多边主义与联合国核心地位。,中国主张践行真正的多边主义，坚定维护以联合国为核心的国际体系、以国际法为基础的国际秩序。,merge_with_true_multilateralism_un_core_international_law_order,P0逐点,candidate_with_fixes,2025石景山一模_Q17(2)_SRC_SRC_700c0fe3ebe1;2025石景山一模_Q17(2)_SRC_SRC_949be36f2037
M-SY25YM-01,中国,项目本身聚焦发展中国家紧迫需求，灵活实施、可推广，形成品牌和共同发展目标,小而美；紧迫需求；快速响应；规模小可统筹,2025顺义一模 Q20,项目本身创新和实践优势2分,P0_formal_scoring_docx,formal_point_rubric,设问问为何成为亮点和名片，首先要解释项目形态本身适配发展中国家基层需求。,“小而美”项目聚焦发展中国家紧迫需求，灵活实施、快速响应基层社区需求，规模小、易统筹、可推广，形成品牌和共同发展目标。,expression_accumulation_small_beautiful_project_features,偏项目机制，不作教材核心主频,candidate_with_fixes,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
M-SY25YM-02,中国,改善民生、促进就业和经济社会发展，提升当地民众获得感,中老铁路安居村；200口井；中国园林；公共卫生/民生,2025顺义一模 Q20,项目对当地价值2分,P0_formal_scoring_docx,formal_point_rubric,项目案例直接改善水、交通、就业和精神文化生活，触发当地民生与发展价值。,“小而美”项目改善民生、促进就业和经济社会发展，提升当地民众获得感。,merge_with_international_development_local_value_core,P0逐点,candidate_with_fixes,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
M-SY25YM-03,中国,传播中华文化、增强文明互鉴，体现正确义利观、共商共建共享原则和负责任大国形象,正确义利观；共商共建共享；大国担当；和平外交政策；开放型经济,2025顺义一模 Q20,项目对我国意义或理念2分；任意一点1分，不超过2分,P0_formal_scoring_docx,formal_choice_points_capped_2,题目问中国国际发展合作名片，项目对外传播理念和形象，触发中国理念与大国担当。,中国通过“小而美”项目践行正确义利观和共商共建共享原则，彰显负责任大国形象，促进文明互鉴。,merge_with_china_idea_responsible_major_country_expression,任意点上限2分，不能堆满全写当必答,candidate_with_fixes,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
M-SY25YM-04,中国,构建人类命运共同体，为重构公正合理的国际政治经济秩序提供中国方案，推动开放包容普惠经济全球化和国际关系民主化,HMC；中国方案；国际政治经济秩序；开放包容普惠；国际关系民主化,2025顺义一模 Q20,项目对世界意义和贡献2分；任意一点1分，不超过2分,P0_formal_scoring_docx,formal_choice_points_capped_2,设问落在国际发展合作的世界贡献，项目帮助共建国家发展并联通民心，触发HMC、中国方案、全球化和国际关系民主化。,“小而美”项目推动构建人类命运共同体，为重构公正合理的国际政治经济秩序提供中国方案，推动经济全球化朝着开放、包容、普惠方向发展。,merge_with_hmc_china_solution_open_inclusive_inclusive_globalization_core,任意点上限2分；开放包容普惠不补写平衡共赢,candidate_with_fixes,2025顺义一模_Q20_SRC_SRC_6087ed54082b;2025顺义一模_Q20_SRC_SRC_54c5e688c015
