atom_id,bucket,core_point,expression_variant,source_question,scoring_position,evidence_level,source_boundary,material_trigger_fusion,answer_sentence_fusion,merge_action,boundary_note,promotion_status,source_ledger_refs
ATOM-B11,理论,处理好发展和安全的关系；统筹发展和安全,发展与安全,2026朝阳期中 Q17,第二层总说1分,P0_formal_scoring_rule,formal_scoring_docx,材料一端呈现人工智能带来效率提升和发展动能，另一端呈现数据泄露、模型缺陷、伦理失控等风险，触发发展和安全关系。,发展人工智能必须统筹发展和安全，在释放降本增效和发展动能的同时，有效防范数据安全、科技安全等风险。,keep_question_relation_container,Layer2_economy_subpoint_boundary_record_required,candidate_with_fixes,2026朝阳期中_Q17_SRC_763b7470b96b
ATOM-B12,中国,总体国家安全观；维护国家经济安全、科技安全,底线思维；应对风险,2026朝阳期中 Q17,第二层分说1,P0_formal_scoring_rule,formal_scoring_docx,材料列举人工智能安全事件和非传统安全风险，回答安全端时触发总体国家安全观及经济安全、科技安全。,我国应坚持总体国家安全观和底线思维，维护国家经济安全、科技安全，为人工智能发展守住安全底线。,keep_as_subpoint,government_regulation_and_laws_not_core_xuanbiyi,candidate_with_fixes,2026朝阳期中_Q17_SRC_763b7470b96b
ATOM-B13,理论,处理好中国发展和世界发展的关系,中国发展与世界发展,2026朝阳期中 Q17,第三层总说1分,P0_formal_scoring_rule,formal_scoring_docx,材料把我国人工智能发展与全球南方能力建设、全球智能鸿沟联系起来，触发本国发展和世界发展之间的关系。,我国推进人工智能发展要处理好中国发展和世界发展的关系，在谋求本国发展的同时促进世界共同发展。,keep_question_relation_container,domestic_industry_upgrade_boundary_support_only,candidate_with_fixes,2026朝阳期中_Q17_SRC_763b7470b96b
ATOM-B14,经济全球化,利用国际组织赋予的权利；积极参与全球经济治理和规则制定,为企业出海营造良好国际环境,2025海淀期中 Q16(2),内嵌图片image2第3点贸易摩擦2分,user_confirmed_image_scoring_material,embedded_docx_image_verified,设问要求为企业出海提建议，材料呈现商标权败诉和国际贸易风险，说明出海不能只靠企业经营策略，还要利用国际组织和全球治理规则维护权益。,面对海外市场贸易摩擦和知识产权风险，企业和政府可利用国际组织赋予的权利，积极参与全球经济治理和规则制定，为中国咖啡企业出海营造良好的国际环境。,merge_core,do_not_upgrade_text_reference_answers,candidate_with_fixes,2025海淀期中_Q16_SRC_cda046c2d36d
ATOM-B15,时代背景,政治多极化、经济全球化深入发展，和平与发展成为时代主题,世界之变；和平与发展仍是时代主题,2025海淀期中 Q21(2),内嵌图片image8变4分-世界之变2分,user_confirmed_image_scoring_material,embedded_docx_image_verified,设问分析新中国外交的变，材料按历史阶段呈现中国面对的外部世界变化，触发世界格局与时代主题变化。,新中国外交面对的时代背景不断变化，政治多极化、经济全球化深入发展，和平与发展成为时代主题，推动外交在不同阶段调整重点。,merge_into_ATOM_B02,not_China_policy_purpose,candidate_with_fixes,2025海淀期中_Q21_SRC_cda046c2d36d
ATOM-B16,中国,中国综合国力不断增强，国际地位不断提升，承担越来越多国际责任,国际影响力、话语权不断提升,2025海淀期中 Q21(2),内嵌图片image8变4分-中国之变实力1分,user_confirmed_image_scoring_material,embedded_docx_image_verified,材料从站起来、富起来、强起来展示中国实力和地位变化，回答外交的变要说明中国自身实力基础变化。,中国综合国力不断增强、国际地位不断提升，承担越来越多国际责任，推动中国特色大国外交不断发展。,merge_core,image8_remark_classified_as_usable_variant,candidate_with_fixes,2025海淀期中_Q21_SRC_cda046c2d36d
ATOM-B17,中国,习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南,外交指导思想与时俱进；人类命运共同体作为思想层可得分表述,2025海淀期中 Q21(2),内嵌图片image8变4分-中国之变思想1分,user_confirmed_image_scoring_material,embedded_docx_image_verified,材料写新时代外交理论和实践创新，形成习近平外交思想，说明外交指导思想随着中国和世界发展而变。,习近平外交思想为新时代中国特色大国外交提供根本遵循和行动指南，指引中国形成全方位、多层次、立体化的外交布局。,keep_as_China_diplomacy_core,HMC_here_is_thought_layer_expression_not_standalone_core,candidate_with_fixes,2025海淀期中_Q21_SRC_cda046c2d36d
ATOM-B18,中国,新中国外交始终服务于我国人民民主专政的国家性质,国家性质；国家利益/维护主权安全发展利益为非累计替代表述,2025海淀期中 Q21(2),内嵌图片image8不变第1项1分,user_confirmed_image_scoring_material,embedded_docx_image_verified,设问要求说明不变，材料虽然呈现外交任务变化，但外交服务国家性质和国家根本利益的基础没有变。,新中国外交始终服务于我国人民民主专政的国家性质，以维护我国主权、安全和发展利益为重要依据。,keep_core,state_interest_non_cumulative_reminder_not_new_core,candidate_with_fixes,2025海淀期中_Q21_SRC_cda046c2d36d
ATOM-B19,中国,坚持独立自主的基本立场,独立自主的和平外交政策,2025海淀期中 Q21(2),内嵌图片image8不变第2组基本立场2分,user_confirmed_image_scoring_material,embedded_docx_image_verified,材料中各阶段外交重点不同，但都体现中国自主决定对外方针，触发独立自主基本立场。,新中国外交始终坚持独立自主的基本立场，按照不同阶段国家发展需要自主决定外交方针。,keep_core,may_merge_with_foreign_policy_section,candidate_with_fixes,2025海淀期中_Q21_SRC_cda046c2d36d
ATOM-B20,中国,维护世界和平、促进共同发展的宗旨；和平共处五项原则,促进世界和平与发展为基本目标,2025海淀期中 Q21(2),内嵌图片image8不变第2组宗旨目标准则,user_confirmed_image_scoring_material,embedded_docx_image_verified,设问要求分析外交不变，材料中不同阶段都围绕和平、发展、和平共处展开，触发中国外交政策宗旨、目标和基本准则。,新中国外交始终贯彻维护世界和平、促进共同发展的宗旨，以促进世界和平与发展为基本目标，坚持和平共处五项原则作为对外关系基本准则。,keep_core,do_not_merge_with_era_theme_ATOM_B02,candidate_with_fixes,2025海淀期中_Q21_SRC_cda046c2d36d
ATOM-B21,政治多极化,推进构建新型国际关系（国际关系民主化）,国际关系民主化；新型国际关系,2024东城一模 Q16,试题分析PPT slide26阅卷细则中论证层可得1分,P2_teaching_or_lecture,teaching_analysis_ppt_with_marking_details,题目以民族贡献人类社会为核心，材料写中国创造人类文明新形态并贡献中国智慧，中国对国际关系和共同体建设的贡献成为可给分论证角度。,中国共产党领导中国人民创造人类文明新形态、促进世界文明交流互鉴，也推进构建新型国际关系、倡导国际关系民主化，为人类社会贡献中国智慧。,keep_P2_candidate,cross_book_prompt_not_standard_xuanbiyi_question,candidate_with_fixes,2024东城一模_Q16_SRC_1f17f2c91d92;2024东城一模_Q16_SRC_a1c55f582bad
ATOM-B22,中国,推动构建人类命运共同体,人类命运共同体,2024东城一模 Q16,试题分析PPT slide26阅卷细则中论证层可得1分,P2_teaching_or_lecture,teaching_analysis_ppt_with_marking_details,同一论证层要求说明中国实践对人类社会的意义，触发人类命运共同体作为中国方案的价值指向。,中国推动构建人类命运共同体，把中国发展同人类社会共同进步联系起来，为世界发展贡献中国方案。,merge_with_ATOM_B06_as_P2_variant,keep_evidence_level_visible,candidate_with_fixes,2024东城一模_Q16_SRC_1f17f2c91d92;2024东城一模_Q16_SRC_a1c55f582bad
ATOM-B23,经济全球化,对标国际规则，推进制度型开放，深入融入经济全球化,制度型开放;深入融入经济全球化,2024东城一模 Q20,试题分析PPT slide64第3点,P2_teaching_or_lecture,teaching_analysis_ppt_with_scoring_info,题目问开放措施如何通过构建新发展格局助力高质量发展，材料写主动对标国际规则、规制、管理和标准，触发制度型开放与经济全球化链条。,我国主动对标国际规则、规制、管理和标准，推进制度型开放、深入融入经济全球化，为外循环提速和新发展格局构建提供开放条件。,keep_P2_candidate,high_level_opening_excluded_as_boundary,candidate_with_fixes,2024东城一模_Q20_SRC_1f17f2c91d92;2024东城一模_Q20_SRC_a1c55f582bad
ATOM-B24,经济全球化,增强国内国际两个市场两种资源联动效应,以国内大循环吸引全球资源要素；两个市场两种资源,2024东城一模 Q20,试题分析PPT slide64第4点,P2_teaching_or_lecture,teaching_analysis_ppt_with_scoring_info,材料写放宽外资准入并依托超大规模市场优势，题目要求说明开放措施如何促进国内国际循环联动。,我国放宽外资准入、依托超大规模市场优势，以国内大循环吸引全球资源要素，增强国内国际两个市场两种资源联动效应。,merge_with_ATOM_B10_two_markets_core,keep_P2_label,candidate_with_fixes,2024东城一模_Q20_SRC_1f17f2c91d92;2024东城一模_Q20_SRC_a1c55f582bad
ATOM-B25,经济全球化,提升贸易投资合作质量和水平,贸易投资合作质量和水平,2024东城一模 Q20,试题分析PPT slide64第4点,P2_teaching_or_lecture,teaching_analysis_ppt_with_scoring_info,材料把外循环提速落实到市场准入、营商环境和外资流入，触发贸易投资合作质量提升对高质量发展的作用。,我国优化市场准入和营商环境，提升贸易投资合作质量和水平，使外循环更好服务经济高质量发展。,keep_P2_candidate,boundary_with_required_economics_terms,candidate_with_fixes,2024东城一模_Q20_SRC_1f17f2c91d92;2024东城一模_Q20_SRC_a1c55f582bad
BOUNDARY-B01,模块边界,2026朝阳期中 Q17 第二层分说2：必修二/一般经济治理边界，已排除,经济平稳可持续发展；高质量发展；注入新动能；降本增效；提高效率；优化资源配置；经济增长；政府履行经济职能监管；完善法律法规,2026朝阳期中 Q17,第二层发展端分说2，本项目不作为选必一主链术语,P0_formal_scoring_rule_boundary,formal_scoring_docx_but_cross_module_boundary,材料确有人工智能发展效益和治理监管内容，但本项目只积累选必一《当代国际政治与经济》主链术语，故将这些必修二/一般治理表达保留为边界记录。,,excluded_boundary_subpoint,prevents_false_missing_subpoint_without_promoting_cross_module_terms,excluded_boundary_subpoint,2026朝阳期中_Q17_SRC_763b7470b96b
