file_id,suite_id,year,suite,parent_bucket,role,path,file_name,extension,sha12,read_status,text_chars,extracted_text_path
S007_F01,S007,2024,东城二模,,unknown,/Users/wanglifei/Desktop/2024模拟题/东城二模/.DS_Store,.DS_Store,,skip,skip,0,
S007_F02,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/.DS_Store,.DS_Store,,skip,skip,0,
S007_F03,S007,2024,东城二模,,marking_summary,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题二模阅卷总结.docx,16题二模阅卷总结.docx,.docx,3fe06deac367,ok,5468,outputs_v4/extracted_texts/S007_东城二模_marking_summary_3fe06deac367_16题二模阅卷总结.docx.txt
S007_F04,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/16题/16题评分细则.pptx,16题评分细则.pptx,.pptx,896b0f378cbd,ok,1520,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_896b0f378cbd_16题评分细则.pptx.txt
S007_F05,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17(1).docx,17(1).docx,.docx,47c34e3af056,ok,2648,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_47c34e3af056_17(1).docx.txt
S007_F06,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/17题/17-2.docx,17-2.docx,.docx,72fd64a3dddd,ok,3767,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_72fd64a3dddd_17-2.docx.txt
S007_F07,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18(1).docx,18(1).docx,.docx,4238b9f0bc92,ok,3790,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_4238b9f0bc92_18(1).docx.txt
S007_F08,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/18题/18（2）.docx,18（2）.docx,.docx,6c445538df98,ok,6580,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_6c445538df98_18（2）.docx.txt
S007_F09,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（1）.docx,19（1）.docx,.docx,d682ecb2695e,ok,5495,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_d682ecb2695e_19（1）.docx.txt
S007_F10,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/19题/19（2）.docx,19（2）.docx,.docx,5c18cbecb82d,ok,1782,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_5c18cbecb82d_19（2）.docx.txt
S007_F11,S007,2024,东城二模,,marking_summary,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/20小题二模阅卷总结.docx,20小题二模阅卷总结.docx,.docx,4c98484a2246,ok,2116,outputs_v4/extracted_texts/S007_东城二模_marking_summary_4c98484a2246_20小题二模阅卷总结.docx.txt
S007_F12,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21.docx,21.docx,.docx,9019906692e8,ok,4404,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_9019906692e8_21.docx.txt
S007_F13,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/分题细则/阅卷总结/21题/21题(1).pptx,21题(1).pptx,.pptx,bdc183dc9541,ok,1962,outputs_v4/extracted_texts/S007_东城二模_scoring_rubric_bdc183dc9541_21题(1).pptx.txt
S007_F14,S007,2024,东城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/东城二模/细则/补充材料/细则.pdf,细则.pdf,.pdf,8db78abe18de,ocr-needed,0,
S007_F15,S007,2024,东城二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/东城二模/试卷/试卷.pdf,试卷.pdf,.pdf,da9fdcae666d,ocr-needed,0,
S008_F01,S008,2024,丰台一模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/丰台一模/细则/细则.docx,细则.docx,.docx,950d6b2d3cdd,ok,4547,outputs_v4/extracted_texts/S008_丰台一模_scoring_rubric_950d6b2d3cdd_细则.docx.txt
S008_F02,S008,2024,丰台一模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/补充材料/2024北京丰台高三一模政治试题及答案.pdf,2024北京丰台高三一模政治试题及答案.pdf,.pdf,5f5486bfc3ba,ok,9172,outputs_v4/extracted_texts/S008_丰台一模_exam_paper_5f5486bfc3ba_2024北京丰台高三一模政治试题及答案.pdf.txt
S008_F03,S008,2024,丰台一模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/丰台一模/试卷/试卷.pdf,试卷.pdf,.pdf,4800d0b858f0,ok,996,outputs_v4/extracted_texts/S008_丰台一模_exam_paper_4800d0b858f0_试卷.pdf.txt
S009_F01,S009,2024,丰台二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/丰台二模/细则/细则.docx,细则.docx,.docx,71fcaa9e66af,ok,3744,outputs_v4/extracted_texts/S009_丰台二模_scoring_rubric_71fcaa9e66af_细则.docx.txt
S009_F02,S009,2024,丰台二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/丰台二模/试卷/试卷.pdf,试卷.pdf,.pdf,57ddd500c48e,ocr-needed,0,
S010_F01,S010,2024,海淀二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/细则.docx,细则.docx,.docx,227192d22e10,ok,2654,outputs_v4/extracted_texts/S010_海淀二模_scoring_rubric_227192d22e10_细则.docx.txt
S010_F02,S010,2024,海淀二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/海淀二模/细则/补充材料/高三二模：政治答案(2).docx,高三二模：政治答案(2).docx,.docx,8f109fb09efc,ok,1675,outputs_v4/extracted_texts/S010_海淀二模_scoring_rubric_8f109fb09efc_高三二模：政治答案(2).docx.txt
S010_F03,S010,2024,海淀二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/补充材料/高三二模：政治试题（以PDF为准）(1).docx,高三二模：政治试题（以PDF为准）(1).docx,.docx,13d454fdd813,ok,6978,outputs_v4/extracted_texts/S010_海淀二模_exam_paper_13d454fdd813_高三二模：政治试题（以PDF为准）(1).docx.txt
S010_F04,S010,2024,海淀二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/海淀二模/试卷/试卷.pdf,试卷.pdf,.pdf,5355283f436e,ok,7733,outputs_v4/extracted_texts/S010_海淀二模_exam_paper_5355283f436e_试卷.pdf.txt
S011_F01,S011,2024,石景山一模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/石景山一模/细则/细则.pptx,细则.pptx,.pptx,935b8ea1e01b,ok,10704,outputs_v4/extracted_texts/S011_石景山一模_scoring_rubric_935b8ea1e01b_细则.pptx.txt
S011_F02,S011,2024,石景山一模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/石景山一模/试卷/试卷.docx,试卷.docx,.docx,f581620be44a,ok,8971,outputs_v4/extracted_texts/S011_石景山一模_exam_paper_f581620be44a_试卷.docx.txt
S012_F01,S012,2024,西城一模,,other_material,/Users/wanglifei/Desktop/2024模拟题/西城一模/其他材料/~$教学班报告--高三西城一模练习(政治)-高三年级政6.xlsx,~$教学班报告--高三西城一模练习(政治)-高三年级政6.xlsx,.xlsx,35f26846e2d0,skip,0,
S012_F02,S012,2024,西城一模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/细则.docx,细则.docx,.docx,f7bcf000f212,ok,3045,outputs_v4/extracted_texts/S012_西城一模_scoring_rubric_f7bcf000f212_细则.docx.txt
S012_F03,S012,2024,西城一模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/2024.4高三统一测试思想政治答案.docx,2024.4高三统一测试思想政治答案.docx,.docx,91e28443e7a1,ok,1656,outputs_v4/extracted_texts/S012_西城一模_scoring_rubric_91e28443e7a1_2024.4高三统一测试思想政治答案.docx.txt
S012_F04,S012,2024,西城一模,,marking_summary,/Users/wanglifei/Desktop/2024模拟题/西城一模/细则/补充材料/~$24.4西城高三统一测试思想政治答案 阅卷细则（调整）.docx,~$24.4西城高三统一测试思想政治答案 阅卷细则（调整）.docx,.docx,b41de015f45c,skip,0,
S012_F05,S012,2024,西城一模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/西城一模/试卷/试卷.docx,试卷.docx,.docx,2aa2ee045f75,ok,6131,outputs_v4/extracted_texts/S012_西城一模_exam_paper_2aa2ee045f75_试卷.docx.txt
S013_F01,S013,2024,西城二模,,lecture_review,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pdf,西城东城二模选择题讲评.pdf,.pdf,0699487fb810,ok,420,outputs_v4/extracted_texts/S013_西城二模_lecture_review_0699487fb810_西城东城二模选择题讲评.pdf.txt
S013_F02,S013,2024,西城二模,,lecture_review,/Users/wanglifei/Desktop/2024模拟题/西城二模/其他材料/西城东城二模选择题讲评.pptx,西城东城二模选择题讲评.pptx,.pptx,5253381d5b61,ok,453,outputs_v4/extracted_texts/S013_西城二模_lecture_review_5253381d5b61_西城东城二模选择题讲评.pptx.txt
S013_F03,S013,2024,西城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/细则.docx,细则.docx,.docx,f2e1772f20ed,ok,3559,outputs_v4/extracted_texts/S013_西城二模_scoring_rubric_f2e1772f20ed_细则.docx.txt
S013_F04,S013,2024,西城二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/西城二模/细则/补充材料/高三模拟测试思想政治答案.docx,高三模拟测试思想政治答案.docx,.docx,85ebe0578ce8,ok,1924,outputs_v4/extracted_texts/S013_西城二模_scoring_rubric_85ebe0578ce8_高三模拟测试思想政治答案.docx.txt
S013_F05,S013,2024,西城二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/补充材料/~$模拟测试思想政治试卷.docx,~$模拟测试思想政治试卷.docx,.docx,a3dcb402d5aa,skip,0,
S013_F06,S013,2024,西城二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/西城二模/试卷/试卷.docx,试卷.docx,.docx,0dbd7271f7bf,ok,5905,outputs_v4/extracted_texts/S013_西城二模_exam_paper_0dbd7271f7bf_试卷.docx.txt
S014_F01,S014,2024,顺义思政二模,,scoring_rubric,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/细则/细则.docx,细则.docx,.docx,f986728ea555,ok,2041,outputs_v4/extracted_texts/S014_顺义思政二模_scoring_rubric_f986728ea555_细则.docx.txt
S014_F02,S014,2024,顺义思政二模,,exam_paper,/Users/wanglifei/Desktop/2024模拟题/顺义思政二模/试卷/试卷.docx,试卷.docx,.docx,33010f3bed39,ok,6247,outputs_v4/extracted_texts/S014_顺义思政二模_exam_paper_33010f3bed39_试卷.docx.txt
S015_F01,S015,2025,2025东城一模,2025各区一模,unknown,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/.DS_Store,.DS_Store,,skip,skip,0,
S015_F02,S015,2025,2025东城一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/细则/细则.pdf,细则.pdf,.pdf,c254bbee61da,ok,5847,outputs_v4/extracted_texts/S015_2025东城一模_scoring_rubric_c254bbee61da_细则.pdf.txt
S015_F03,S015,2025,2025东城一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025东城一模/试卷/试卷.pdf,试卷.pdf,.pdf,46c444a91d49,ok,8100,outputs_v4/extracted_texts/S015_2025东城一模_exam_paper_46c444a91d49_试卷.pdf.txt
S016_F01,S016,2025,2025丰台一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/细则/细则.docx,细则.docx,.docx,c143f0d3215c,ok,6392,outputs_v4/extracted_texts/S016_2025丰台一模_scoring_rubric_c143f0d3215c_细则.docx.txt
S016_F02,S016,2025,2025丰台一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025丰台一模/试卷/试卷.pdf,试卷.pdf,.pdf,e8823e6dc1a7,ok,8868,outputs_v4/extracted_texts/S016_2025丰台一模_exam_paper_e8823e6dc1a7_试卷.pdf.txt
S017_F01,S017,2025,2025延庆一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/细则/细则.docx,细则.docx,.docx,c0a3990e9579,ok,2632,outputs_v4/extracted_texts/S017_2025延庆一模_scoring_rubric_c0a3990e9579_细则.docx.txt
S017_F02,S017,2025,2025延庆一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025延庆一模/试卷/试卷.pdf,试卷.pdf,.pdf,94785525e645,ok,9695,outputs_v4/extracted_texts/S017_2025延庆一模_exam_paper_94785525e645_试卷.pdf.txt
S018_F01,S018,2025,2025房山一模,2025各区一模,unknown,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/.DS_Store,.DS_Store,,skip,skip,0,
S018_F02,S018,2025,2025房山一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/细则/细则.pdf,细则.pdf,.pdf,17cdecfbd774,ok,3575,outputs_v4/extracted_texts/S018_2025房山一模_scoring_rubric_17cdecfbd774_细则.pdf.txt
S018_F03,S018,2025,2025房山一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025房山一模/试卷/试卷.pdf,试卷.pdf,.pdf,3227fd51f202,ok,16445,outputs_v4/extracted_texts/S018_2025房山一模_exam_paper_3227fd51f202_试卷.pdf.txt
S019_F01,S019,2025,2025朝阳一模,2025各区一模,lecture_review,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/其他材料/高三政治一模试卷讲评.pptx,高三政治一模试卷讲评.pptx,.pptx,ba64c6663074,"failed:Namespace prefix w for pos on tab is not defined, line 1, column 1202 (<string>, line 1)",0,
S019_F02,S019,2025,2025朝阳一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/细则.pdf,细则.pdf,.pdf,f5f683a90050,ocr-needed,0,
S019_F03,S019,2025,2025朝阳一模,2025各区一模,marking_summary,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,20250329高3阅卷总结17 1题 具身智能 任会波组 阐释论证.doc,.doc,f0b3ab889aa0,ok,1540,outputs_v4/extracted_texts/S019_2025朝阳一模_marking_summary_f0b3ab889aa0_20250329高3阅卷总结17_1题_具身智能_任会波组_阐释论证.doc.txt
S019_F04,S019,2025,2025朝阳一模,2025各区一模,marking_summary,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,20250329高3阅卷总结18题 社区治理 汤桃玲组 探究建构.doc,.doc,f7bfc3e53261,ok,3098,outputs_v4/extracted_texts/S019_2025朝阳一模_marking_summary_f7bfc3e53261_20250329高3阅卷总结18题_社区治理_汤桃玲组_探究建构.doc.txt
S019_F05,S019,2025,2025朝阳一模,2025各区一模,marking_summary,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/细则/补充材料/20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,20250329高3阅卷总结19题 合同欺诈  阐释论证.doc,.doc,b51916fe7b59,ok,2780,outputs_v4/extracted_texts/S019_2025朝阳一模_marking_summary_b51916fe7b59_20250329高3阅卷总结19题_合同欺诈_阐释论证.doc.txt
S019_F06,S019,2025,2025朝阳一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025朝阳一模/试卷/试卷.pdf,试卷.pdf,.pdf,e051761a7fc6,ok,10008,outputs_v4/extracted_texts/S019_2025朝阳一模_exam_paper_e051761a7fc6_试卷.pdf.txt
S020_F01,S020,2025,2025海淀一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/细则/细则.docx,细则.docx,.docx,506347bd4a70,ok,994,outputs_v4/extracted_texts/S020_2025海淀一模_scoring_rubric_506347bd4a70_细则.docx.txt
S020_F02,S020,2025,2025海淀一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/补充材料/EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf,.pdf,be30611f2f07,ok,2896,outputs_v4/extracted_texts/S020_2025海淀一模_exam_paper_be30611f2f07_EDU_1500334100000021014_61af1789-0742-472d-86cd-e6cb420b0ecb.pdf.txt
S020_F03,S020,2025,2025海淀一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025海淀一模/试卷/试卷.pdf,试卷.pdf,.pdf,7ebce670784d,ok,9291,outputs_v4/extracted_texts/S020_2025海淀一模_exam_paper_7ebce670784d_试卷.pdf.txt
S021_F01,S021,2025,2025石景山一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/细则/细则.doc,细则.doc,.doc,0b97375f2f69,ok,2817,outputs_v4/extracted_texts/S021_2025石景山一模_scoring_rubric_0b97375f2f69_细则.doc.txt
S021_F02,S021,2025,2025石景山一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025石景山一模/试卷/试卷.pdf,试卷.pdf,.pdf,fb8717be46da,ok,10552,outputs_v4/extracted_texts/S021_2025石景山一模_exam_paper_fb8717be46da_试卷.pdf.txt
S022_F01,S022,2025,2025西城一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/细则/细则.docx,细则.docx,.docx,af675a5d751f,ok,4067,outputs_v4/extracted_texts/S022_2025西城一模_scoring_rubric_af675a5d751f_细则.docx.txt
S022_F02,S022,2025,2025西城一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025西城一模/试卷/试卷.pdf,试卷.pdf,.pdf,2542f29bb04e,ok,9971,outputs_v4/extracted_texts/S022_2025西城一模_exam_paper_2542f29bb04e_试卷.pdf.txt
S023_F01,S023,2025,2025门头沟一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/细则/细则.doc,细则.doc,.doc,26d9b2280640,ok,3456,outputs_v4/extracted_texts/S023_2025门头沟一模_scoring_rubric_26d9b2280640_细则.doc.txt
S023_F02,S023,2025,2025门头沟一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025门头沟一模/试卷/试卷.pdf,试卷.pdf,.pdf,1d8a23fe11f5,ok,10337,outputs_v4/extracted_texts/S023_2025门头沟一模_exam_paper_1d8a23fe11f5_试卷.pdf.txt
S024_F01,S024,2025,2025顺义一模,2025各区一模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/细则/细则.docx,细则.docx,.docx,bef8332e23ce,ok,3826,outputs_v4/extracted_texts/S024_2025顺义一模_scoring_rubric_bef8332e23ce_细则.docx.txt
S024_F02,S024,2025,2025顺义一模,2025各区一模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区一模/2025顺义一模/试卷/试卷.pdf,试卷.pdf,.pdf,9dd43cae443f,ok,19117,outputs_v4/extracted_texts/S024_2025顺义一模_exam_paper_9dd43cae443f_试卷.pdf.txt
S025_F01,S025,2025,2025东城二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/细则/细则.pdf,细则.pdf,.pdf,606dbae1d5ce,ok,5610,outputs_v4/extracted_texts/S025_2025东城二模_scoring_rubric_606dbae1d5ce_细则.pdf.txt
S025_F02,S025,2025,2025东城二模,2025各区二模,exam_paper,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025东城二模/试卷/试卷.pdf,试卷.pdf,.pdf,9b287871f660,ok,8214,outputs_v4/extracted_texts/S025_2025东城二模_exam_paper_9b287871f660_试卷.pdf.txt
S026_F01,S026,2025,2025丰台二模,2025各区二模,unknown,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/.DS_Store,.DS_Store,,skip,skip,0,
S026_F02,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/.DS_Store,.DS_Store,,skip,skip,0,
S026_F03,S026,2025,2025丰台二模,2025各区二模,scoring_rubric,/Users/wanglifei/Desktop/2025模拟题/2025各区二模/2025丰台二模/细则/分题细则/.DS_Store,.DS_Store,,skip,skip,0,
