ask_atom_id,question_id,ask_text,ask_function_plain,module_requirement,requires_material_connection,requires_value_discussion,requires_behavior_evaluation,requires_solution_or_measure,student_task_plain,source_locator
A_CC0223_2025_顺义_一模_19_01,CC0223_2025_顺义_一模_19,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。",论证,法律与生活(默认),uncertain,yes,uncertain,no,"运用法治知识，设问指向是阐释定分止争的价值，运用
《法律与生活》的知识进行说明。",F0098:page 16 | F0098:page 6
A_CC0229_2026_东城_一模_18_01,CC0229_2026_东城_一模_18,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,综合,法律与生活,yes,uncertain,uncertain,yes,结合材料，运用《法律与生活》知识，谈谈法院是如何以司法之力守护“向新力”的。,F0153:page 7 | F0155:page 6 | F0155:page 9 | F0356:page 7
A_CC0238_2026_东城_二模_19_01,CC0238_2026_东城_二模_19,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。,评析,法律与生活,yes,yes,yes,no,结合材料，运用《法律与生活》知识，评析乙公司和张某的行为。,F0186:text
A_CC0244_2026_东城_期末_18_01,CC0244_2026_东城_期末_18,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。,说明,法律与生活,uncertain,uncertain,uncertain,no,运用《法律与生活》知识，分析本案涉及的法律责任及法律依据。,F0205:slide 49 | F0205:slide 55 | F0206:page 6 | F0206:page 8
A_CC0245_2026_东城_期末_18_2_01,CC0245_2026_东城_期末_18_2,维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作？,建议,法律与生活,yes,uncertain,uncertain,yes,维权成功需要做好充分准备和策略选择。你认为陈某需要做好哪些工作？,F0206:paper page 6 lines 234-241.
A_CC0251_2026_丰台_一模_20_01,CC0251_2026_丰台_一模_20,结合材料，运用《法律与生活》知识，阐明人民法院作出该判决的法理依据和现实意义。,综合,法律与生活,yes,yes,yes,no,结合材料，运用《法律与生活》知识，阐明人民法院作出该判决的法理依据和现实意义。,F0157:rendered paper page 9; F0156:rubric slide 51.
A_CC0254_2026_丰台_二模_18_01,CC0254_2026_丰台_二模_18,司法给予我们的不仅是定分止争，也是一份融通情理的温暖力量。结合材料，综合运用法治知识，阐明你对这一观点的认识。,综合,法律与生活,yes,uncertain,uncertain,no,司法给予我们的不仅是定分止争，也是一份融通情理的温暖力量。结合材料，综合运用法治知识，阐明你对这一观点的认识。,F0188:paper page 7 lines 308-336; F0187:rubric slides 29-34.
A_CC0276_2026_房山_二模_17_01,CC0276_2026_房山_二模_17,中国走向世界，以负责任大国参与国际事务，必须善于运用法治。结合材料，运用法治知识，谈谈中国是如何加强涉外法治建设的。,论证,法律与生活,yes,uncertain,uncertain,no,中国走向世界，以负责任大国参与国际事务，必须善于运用法治。结合材料，运用法治知识，谈谈中国是如何加强涉外法治建设的。,F0191:rendered paper page 6.
A_CC0277_2026_房山_二模_18_01,CC0277_2026_房山_二模_18,结合材料一，运用《法律与生活》知识，分析上述场景可能涉及的法律边界，并提出应对措施。,建议,法律与生活,yes,uncertain,uncertain,yes,结合材料一，运用《法律与生活》知识，分析上述场景可能涉及的法律边界，并提出应对措施。,F0191:rendered paper page 7.
A_CC0283_2026_朝阳_一模_18_01,CC0283_2026_朝阳_一模_18,结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。,论证,法律与生活,yes,uncertain,uncertain,no,结合材料，运用《法律与生活》知识，谈谈人民法院是如何依法保护知识产权以护航新质生产力发展的。,F0163:paper page 6 lines 269-295; F0162/F0373:rubric text.
A_CC0289_2026_朝阳_二模_18_01,CC0289_2026_朝阳_二模_18,结合材料，《法律与生活》，补充完整。,综合,法律与生活(默认),yes,yes,uncertain,no,结合材料，《法律与生活》，补充完整。,F0193:text | F0194:text
A_CC0317_2026_海淀_期末_18_01,CC0317_2026_海淀_期末_18,运用《法律与生活》知识，判断这一条款是否有效，并说明理由。,评析,法律与生活,yes,uncertain,yes,no,运用《法律与生活》知识，判断这一条款是否有效，并说明理由。,F0217:rendered paper page 6.
A_CC0318_2026_海淀_期末_18_2_01,CC0318_2026_海淀_期末_18_2,运用法治知识，分析《住房租赁条例》上述规定的现实意义。,论证,法律与生活,yes,yes,uncertain,no,运用法治知识，分析《住房租赁条例》上述规定的现实意义。,F0217:rendered paper page 6.
A_CC0319_2026_海淀_期末_19_01,CC0319_2026_海淀_期末_19,运用《法律与生活》知识，谈谈对本案判决的认识。,论证,法律与生活,yes,uncertain,yes,no,运用《法律与生活》知识，谈谈对本案判决的认识。,F0217:rendered paper page 7.
A_CC0325_2026_石景山_一模_18_01,CC0325_2026_石景山_一模_18,阅读材料，参考示例，分析案件中举证责任的分配方式及理由，完成下表。,综合,法律与生活,yes,uncertain,uncertain,no,阅读材料，参考示例，分析案件中举证责任的分配方式及理由，完成下表。,F0167:text | F0168:page 6 | F0168:page 9 | F0377:text
A_CC0332_2026_石景山_二模_19_01,CC0332_2026_石景山_二模_19,结合材料，运用《法律与生活》知识，谈谈对未成年人校园欺凌违法行为“惩”“教”并行的认识。,综合,法律与生活,yes,uncertain,yes,no,结合材料，运用《法律与生活》知识，谈谈对未成年人校园欺凌违法行为“惩”“教”并行的认识。,F0198:text | F0199:text
A_CC0340_2026_西城_一模_17_01,CC0340_2026_西城_一模_17,结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。,说明,法律与生活(默认),yes,yes,uncertain,yes,结合材料，运用法律相关知识，说明民法典物权编的上述规定如何推动国家绿色发展。,F0169:text | F0171:text | F0379:text | F0380:text
A_CC0353_2026_西城_期末_17_01,CC0353_2026_西城_期末_17,运用法律知识，分析法院的上述判决。,论证,法律与生活,yes,uncertain,yes,no,运用法律知识，分析法院的上述判决。,F0221/F0399:rendered paper page 6; answer reference page 11.
A_CC0364_2026_通州_期末_19_1_01,CC0364_2026_通州_期末_19_1,结合材料，运用《法律与生活》知识，分析判决结果并说明理由。,评析,法律与生活,yes,yes,yes,no,结合材料，运用《法律与生活》知识，分析判决结果并说明理由。,F0224:paper page 7 lines 236-251; F0223/F0403:rubric slide 11.
A_CC0305_2026_海淀_一模_18_3_P01,CC0305_2026_海淀_一模_18_3,判断是否支持原告诉讼请求，并说明隐私权、消费者知情权、虚假宣传/欺诈、侵权责任和惩罚性赔偿等依据。,评析,《法律与生活》,yes,no,yes,no,先表态支持，再分隐私权侵权和消费者欺诈两层说明。,F0165:lines 87-96
A_CC0373_2026_顺义_一模_18_P01,CC0373_2026_顺义_一模_18,结合材料，运用《法律与生活》知识，闫某和张某的诉求能否得到法院的支持，并说明理由。,评析,《法律与生活》,yes,no,yes,no,分别对闫某和张某表态，再用劳动平等就业和竞业限制规则说明。,F0177:lines 302-327 | F0176:lines 35-47
A_CC0380_2026_顺义_二模_18_2_P01,CC0380_2026_顺义_二模_18_2,从选必2《法律与生活》角度分析开源智能体可能侵害的权益及救济路径。,综合,《法律与生活》/综合边界,yes,yes,no,yes,识别财产权、隐私权、个人信息利益，再写协商调解仲裁诉讼和民事责任。,F0202:lines 53-55
A_RECOVER_2025_海淀_二模_18_01,RECOVER_2025_海淀_二模_18,运用法治知识，将笔记中划线处补充完整。,综合,法治知识；实质为知识产权法、程序法,yes,yes,yes,no,根据庭审情境、商标法规则、证据和判决逻辑补全法律词和旁听收获。,F0123:rendered page_006 | F0121:lines 4-16
A_RECOVER_2026_通州_一模_20_01,RECOVER_2026_通州_一模_20,阅读材料，完成下表。,综合,民法典/侵权责任规则,yes,yes,yes,no,依据民法典自甘风险与安全保障义务规则，补出裁判理由及意义。,F0173:rendered page_008 | F0172:lines 215-228
RECOVER_2024_东城_一模_19_A01,RECOVER_2024_东城_一模_19,针对上述案件，运用《法律与生活》知识，谈谈法律规定诉讼时效并对其不适用的情形加以规定的原因。（6分）,原因,《法律与生活》,yes,yes,yes,no,解释诉讼时效制度为什么存在，以及为什么赡养费等特殊请求不适用诉讼时效。,suite_exhaustive_20260519 recovery
RECOVER_2024_东城_二模_19_1_A01,RECOVER_2024_东城_二模_19_1,请你选择其中一方进行代理，并撰写起诉状。（7分）,开放,起诉状/合同纠纷/民事诉讼,yes,no,yes,yes,选择一方代理，围绕诉讼请求、事实、法律理由生成民事起诉状。,suite_exhaustive_20260519 recovery
RECOVER_2024_东城_二模_19_2_A01,RECOVER_2024_东城_二模_19_2,为避免类似问题产生，我们应该________。（2分）,建议,合同意识/合同内容,yes,no,yes,yes,从纠纷原因推出避免类似合同争议的建议。,suite_exhaustive_20260519 recovery
RECOVER_2025_丰台_二模_19_2_A01,RECOVER_2025_丰台_二模_19_2,一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来创新发展预留了空间。运用《法律与生活》知识，谈谈你对这句话的理解。（8分）,说明,《法律与生活》,yes,yes,yes,no,一纸司法建议，既为当下划定了红线，防止技术滥用，又为未来创新发展预留了空间。运用《法律与生活》知识，谈谈你对这句话的理解。（8分）,suite_exhaustive_20260519 recovery
RECOVER_2026_延庆_一模_18_1_A01,RECOVER_2026_延庆_一模_18_1,结合材料一，运用《法律与生活》知识，分析M公司涉嫌哪些违法行为，若主持人李某诉至法院，可提出哪些诉讼请求并说明理由。（8分）,说明,《法律与生活》,yes,yes,yes,no,结合材料一，运用《法律与生活》知识，分析M公司涉嫌哪些违法行为，若主持人李某诉至法院，可提出哪些诉讼请求并说明理由。（8分）,suite_exhaustive_20260519 recovery
RECOVER_2026_房山_一模_17_1_A01,RECOVER_2026_房山_一模_17_1,结合材料，运用“民事法律关系”知识，辨析“AI幻觉造成损失谁买单”。（3分）,评析,民事法律关系,yes,no,yes,no,结合材料，运用“民事法律关系”知识，辨析“AI幻觉造成损失谁买单”。（3分）,suite_exhaustive_20260519 recovery
RECOVER_2026_西城_二模_18_1_A01,RECOVER_2026_西城_二模_18_1,结合材料，阐明本案判决的法律依据。（4分）,说明,法治/民事法律关系,yes,no,yes,no,从AI民事争议材料推出法律依据、产业影响或治理意义。,suite_exhaustive_20260519 recovery
RECOVER_2026_西城_二模_18_2_A01,RECOVER_2026_西城_二模_18_2,结合该案判决对生成式AI权责边界的认定，分析其对促进AI产业发展的影响。（6分）,意义,法治治理/法律责任边界,yes,yes,yes,no,从AI民事争议材料推出法律依据、产业影响或治理意义。,suite_exhaustive_20260519 recovery
RECOVER_2026_西城_二模_18_3_A01,RECOVER_2026_西城_二模_18_3,结合材料二，从法治的角度，阐释最高人民法院发布典型案例对推进国家治理能力现代化的意义。（6分）,说明,法治治理/法律责任边界,yes,yes,yes,no,从AI民事争议材料推出法律依据、产业影响或治理意义。,suite_exhaustive_20260519 recovery
RECOVER_2026_门头沟_一模_18_1_A01,RECOVER_2026_门头沟_一模_18_1,结合材料，运用《法律与生活》的知识，说明本案是如何消除损害风险，维护生态环境公共利益的。（8分）,说明,《法律与生活》,yes,yes,yes,no,结合材料，运用《法律与生活》的知识，说明本案是如何消除损害风险，维护生态环境公共利益的。（8分）,suite_exhaustive_20260519 recovery
A_CC0311_2026_海淀_二模_18_2_01,CC0311_2026_海淀_二模_18_2,结合材料二，运用《法律与生活》知识，分析上述关于知识产权的法律规定是如何助力企业创新与发展的。（8分）,意义,法律与生活,yes,yes,no,no,把三个法律规定分别转成知识产权助力融资、资本化和创新激励的答案句。,F0197:text Q18(2)
A_RECOVER_2026_朝阳_期末_18_1_01,RECOVER_2026_朝阳_期末_18_1,结合上述案例，运用《法律与生活》知识，说明法院判决的依据。（7分）,说明,法律与生活,yes,yes,yes,no,判断合同是否成立有效、是否违约、如何承担违约责任，并收束消费者权益和网络消费秩序意义。,F0213/F0392 rendered page_005; F0212/F0393 rendered page_002
