suite_id,suite_name,checked_file,status,reason,next_action
S016,2025海淀一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S017,2025西城一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S018,2025东城一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S019,2025朝阳一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S020,2025丰台一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S021,2025延庆一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S022,2025房山一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S023,2025石景山一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S024,2025门头沟一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S025,2025顺义一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S026,2025海淀二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025B report; then verify evidence level and row-level excerpts.
S027,2025西城二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025B report; then verify evidence level and row-level excerpts.
S028,2025东城二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025B report; then verify evidence level and row-level excerpts.
S029,2025朝阳二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025B report; then verify evidence level and row-level excerpts.
S030,2025丰台二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025B report; then verify evidence level and row-level excerpts.
S031,2025昌平二模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025B report; then verify evidence level and row-level excerpts.
S032,2025海淀期中,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S033,2025海淀期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S034,2025西城期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S035,2025东城期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S036,2025朝阳期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S037,2025丰台期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2025A report; then verify evidence level and row-level excerpts.
S038,2026海淀一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S039,2026西城一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S040,2026东城一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S041,2026朝阳一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S042,2026丰台一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S043,2026延庆一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S044,2026房山一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S045,2026石景山一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S046,2026门头沟一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S047,2026顺义一模,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026A report; then verify evidence level and row-level excerpts.
S048,2026海淀期中,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S049,2026海淀期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S050,2026西城期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S051,2026东城期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S052,2026朝阳期中,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S053,2026朝阳期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S054,2026丰台期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S055,2026石景山期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
S056,2026通州期末,,PENDING_WORKER_OUTPUT,Worker output not yet available; governor cannot sign final PASS.,Wait for worker-2026B report; then verify evidence level and row-level excerpts.
