question_id,year,district,exam_stage,question_no,运行分组,证据等级,设问入口,命中框架,材料触发行,答案骨架,反向筛查,飞哥想说
CC0125_2025_延庆_一模_19,2025,延庆,一模,19,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；一事实一法律词；一路径一理由,- 19. 网络经济持续健康发展，需要法治护航。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - （注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款， 而无需将商品退还给卖家。 （注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在… → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - （注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在特定条件下直接获得退款， 而无需将商品退还给卖家。 （注：“仅退款”是电商平台推出的售后服务内容，该服务允许消费者在… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一事实一法律词”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0131_2025_房山_一模_19,2025,房山,一模,19,PASS,正式题,问理由/为什么支持,问理由/为什么支持；消费者欺诈/虚假宣传/隐瞒/搭售；知识产权/作品/商标/专利；不正当竞争/混淆/商业诋毁/虚假宣传；先表态，再证明；一主体一链,- 19. 【答案】 ①激励创新积极性。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - （原卷无答案，本答案仅供参考） 【分析】背景素材：知识产权侵权诉讼案例 考点考查：依法治国、尊重知识产权、公平竞争 能力考查：描述和阐释事物、论证和探究问题 核心素养：政治认同、科… → 先判权利对象，再判侵害方式 → 知识产权保护、侵权责任、保护创新 / - 19. 【答案】 ①激励创新积极性。 → 先看是否破坏公平竞争秩序 → 不正当竞争、停止侵害、赔偿、维护竞争秩序,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“消费者欺诈/虚假宣传/隐瞒/搭售”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“消费者欺诈/虚假宣传/隐瞒/搭售”把生活事实翻成法律得分点。
CC0137_2025_昌平_二模_20,2025,昌平,二模,20,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；先表态，再证明；一格一链,- 后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。 后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。 后来小王使用该卡透支消费，却未依照合同约定 履行还款义务。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / -   李某是一名AI 绘图软件爱好者，他使用人工智能软件制 作了一张图片，并加上“AI 绘画”等标签，发布在自己的社 交平台上。   李某是一名AI 绘图软件爱好者，他使用人工智能软… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0143_2025_朝阳_一模_19,2025,朝阳,一模,19,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；先表态，再证明；一格一链,- 19. （） 司法护航，营造在线文旅消费法治环境。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 19. （） 司法护航，营造在线文旅消费法治环境。 19. （） 司法护航，营造在线文旅消费法治环境。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 以下为其中一例： 王某通过A 机票代销平台公司（以下简称“A 公司”）购买青岛至宁波的机票，页面显示总价350 元 （含基建燃油费70 元），优惠40 元后实付310 元。 以下为… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0150_2025_朝阳_二模_20,2025,朝阳,二模,20,PASS,正式题,问评析/认识,问评析/认识；合同成立/要约承诺/履约违约；平台用工/合作协议/三从属性；人格权/隐私/名誉/肖像/个人信息；一主体一链；一事实一法律词,"- 20.在日常生活中,要把握好权利和义务的关系。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 20.在日常生活中,要把握好权利和义务的关系。 → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护 / - 20.在日常生活中,要把握好权利和义务的关系。 → 点出具体人格权，再写侵害行为和责任 → 人格权、侵害行为、停止侵害/道歉/赔偿",1. 先按“问评析/认识”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成平台的误区；先筛：有没有管理、报酬、业务组成。 / - 不要写成意义题的误区；先筛：价值是否从规则推出。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0157_2025_朝阳_期末_20,2025,朝阳,期末,20,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；人格权/隐私/名誉/肖像/个人信息；一格一链；一主体一链,- 20. （）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 20. （）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 20. （）人民法院审理案件，必须坚持以事实为根据、以法律为准绳，做到公正司法。 → 点出具体人格权，再写侵害行为和责任 → 人格权、侵害行为、停止侵害/道歉/赔偿,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一格一链”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0180_2025_海淀_期末_20,2025,海淀,期末,20,PASS,正式题,问评析/认识,问评析/认识；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；法律制度意义/规则保护谁规范谁；一主体一链；一规则一价值,- 20． ①生产者产品责任是无过错侵权责任，行为人只要损害了他人的民事权益，不论其有无过错，均应当承担侵权责任。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于产品责任赔偿范围，切实维护消费者合法权益。 《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于… → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于产品责任赔偿范围，切实维护消费者合法权益。 《解释》从保护消费者角度作出解释，明确缺陷产品造成的产品自身损害属于… → 先规则后价值，讲保护谁、规范谁、救济谁 → 明确权利义务责任、稳定预期、维护秩序,1. 先按“问评析/认识”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一主体一链”把规则、材料、结论扣在一起。,- 不要写成消费者的误区；先筛：有没有欺诈和消费者权利。 / - 不要写成意义题的误区；先筛：价值是否从规则推出。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0181_2025_海淀_期末_21,2025,海淀,期末,21,PASS,正式题,问理由/为什么支持,问理由/为什么支持；合同成立/要约承诺/履约违约；平台用工/合作协议/三从属性；知识产权/作品/商标/专利；先表态，再证明；一事实一法律词,- 原公司以违反竞业限制协议为由起诉刘某，要求赔偿违约金及损失。 原公司以违反竞业限制协议为由起诉刘某，要求赔偿违约金及损失。 违约金；起诉 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 21. 阅读材料，完成问题。 → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护 / - 21. 阅读材料，完成问题。 → 先判权利对象，再判侵害方式 → 知识产权保护、侵权责任、保护创新,1. 先按“问理由/为什么支持”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0195_2025_西城_一模_20,2025,西城,一模,20,PASS,正式题,问意义/价值/作用,问意义/价值/作用；合同成立/要约承诺/履约违约；平台用工/合作协议/三从属性；纠纷解决/调解/仲裁/诉讼/举证；一事实一法律词；一规则一价值,- 20．劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订 集体合同，可以确保双方协商一致，更加公平、平等自愿。 20．劳动法的首要原则是保护劳动者权… → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 20．劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订 集体合同，可以确保双方协商一致，更加公平、平等自愿。 20．劳动法的首要原则是保护劳动者权… → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护 / - 20．劳动法的首要原则是保护劳动者权益，工会搭建协商平台，劳动者以集体力量与用人单位签订 集体合同，可以确保双方协商一致，更加公平、平等自愿。 20．劳动法的首要原则是保护劳动者权… → 按纠纷性质选路径，说明理由和证据 → 调解优先、依法维权、举证责任、程序救济,1. 先按“问意义/价值/作用”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“一事实一法律词”把规则、材料、结论扣在一起。,- 不要写成法治的误区；先筛：有没有具体权利义务责任。 / - 不要写成企业的误区；先筛：经营措施还是法律责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
CC0200_2025_西城_二模_18,2025,西城,二模,18,PASS,正式题,问评析/认识,问评析/认识；合同成立/要约承诺/履约违约；消费者欺诈/虚假宣传/隐瞒/搭售；平台用工/合作协议/三从属性；先表态，再证明；一主体一链,- 18.（） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达45 万余元。 → 合同关系成立或有效后，当事人依法全面履行；违约要担责 → 合同成立/有效、全面履行、诚信原则、违约责任 / - 平台：注意到小刘账号的异常消费后，采取了消费限制措施，停止了该账户的充值和打赏权限。 平台：注意到小刘账号的异常消费后，采取了消费限制措施，停止了该账户的充值和打赏权限。 → 先写消费者权利，再写欺诈和救济 → 知情权、公平交易权、自主选择权、欺诈、退赔、惩罚性赔偿 / - 18.（） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达45 万余元。 18.（） 17 岁的小刘背着家长、绕过平台监管打赏多名网络主播，金额高达45 万余元。 → 不看协议名，先看人格、经济、组织从属性 → 三从属性、事实劳动关系、劳动权益保护,1. 先按“问评析/认识”确定本题交付物。 / 2. 再抓“合同成立/要约承诺/履约违约”这类材料信号，写出对应法律判断。 / 3. 最后用“先表态，再证明”把规则、材料、结论扣在一起。,- 不要写成法院的误区；先筛：具体私法规则、权利义务责任。 / - 不要写成法治的误区；先筛：有没有具体权利义务责任。,本题本质是：用“合同成立/要约承诺/履约违约”把生活事实翻成法律得分点。
