row_id,doc_order,entry_id,bucket,sub_bucket,core_point,question_ref,question_title,start_block_id,end_block_id,field_checked,audit_status,codex_finding,claudecode_finding,evidence_pointer,next_action
A00204,26,Q0026,时代背景,挑战,气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一,2024朝阳二模Q20,2024朝阳二模Q20,338,348,来源,NEEDS_FIX,"Formal rubric found. This upgrades ClaudeCode LOW_EVIDENCE to source-backed NEEDS_FIX: current core is a real 1分 consensus point, but the desktop entry lacks independent 术语/细则位置 and must keep the 1分 why layer separate from the 5分 how layer. Field 来源: NEEDS_FIX.",ClaudeCode: LOW_EVIDENCE; detailed split visible but no source anchor in slice input; core only covers one consensus layer.,blocks:338-348; source:SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_PDF; source_note:formal rubric page 5 lines 181-208 confirms principles 2分 and consensus 6分; core phrase is 1分 why layer; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,"Add independent 术语 and 细则位置; mark Q20 基本原则2分 and 共识 why1分/how5分 separately; keep current core as the why-layer term, not the whole question."
A00205,26,Q0026,时代背景,挑战,气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一,2024朝阳二模Q20,2024朝阳二模Q20,338,348,材料触发,PASS,"Formal rubric found. This upgrades ClaudeCode LOW_EVIDENCE to source-backed NEEDS_FIX: current core is a real 1分 consensus point, but the desktop entry lacks independent 术语/细则位置 and must keep the 1分 why layer separate from the 5分 how layer. Field 材料触发: PASS.",ClaudeCode: LOW_EVIDENCE; detailed split visible but no source anchor in slice input; core only covers one consensus layer.,blocks:338-348; source:SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_PDF; source_note:formal rubric page 5 lines 181-208 confirms principles 2分 and consensus 6分; core phrase is 1分 why layer; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,"Add independent 术语 and 细则位置; mark Q20 基本原则2分 and 共识 why1分/how5分 separately; keep current core as the why-layer term, not the whole question."
A00206,26,Q0026,时代背景,挑战,气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一,2024朝阳二模Q20,2024朝阳二模Q20,338,348,答案句,PASS,"Formal rubric found. This upgrades ClaudeCode LOW_EVIDENCE to source-backed NEEDS_FIX: current core is a real 1分 consensus point, but the desktop entry lacks independent 术语/细则位置 and must keep the 1分 why layer separate from the 5分 how layer. Field 答案句: PASS.",ClaudeCode: LOW_EVIDENCE; detailed split visible but no source anchor in slice input; core only covers one consensus layer.,blocks:338-348; source:SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_PDF; source_note:formal rubric page 5 lines 181-208 confirms principles 2分 and consensus 6分; core phrase is 1分 why layer; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,"Add independent 术语 and 细则位置; mark Q20 基本原则2分 and 共识 why1分/how5分 separately; keep current core as the why-layer term, not the whole question."
A00207,26,Q0026,时代背景,挑战,气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一,2024朝阳二模Q20,2024朝阳二模Q20,338,348,同类项合并,PENDING_BOOK_LEVEL,"Formal rubric found. This upgrades ClaudeCode LOW_EVIDENCE to source-backed NEEDS_FIX: current core is a real 1分 consensus point, but the desktop entry lacks independent 术语/细则位置 and must keep the 1分 why layer separate from the 5分 how layer. Field 同类项合并: PENDING_BOOK_LEVEL.",ClaudeCode: LOW_EVIDENCE; detailed split visible but no source anchor in slice input; core only covers one consensus layer.,blocks:338-348; source:SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_PDF; source_note:formal rubric page 5 lines 181-208 confirms principles 2分 and consensus 6分; core phrase is 1分 why layer; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,"Add independent 术语 and 细则位置; mark Q20 基本原则2分 and 共识 why1分/how5分 separately; keep current core as the why-layer term, not the whole question."
A00208,26,Q0026,时代背景,挑战,气候变化给全人类带来巨大风险和挑战，气候治理已成为全球治理的重要议题之一,2024朝阳二模Q20,2024朝阳二模Q20,338,348,模块边界,PASS,"Formal rubric found. This upgrades ClaudeCode LOW_EVIDENCE to source-backed NEEDS_FIX: current core is a real 1分 consensus point, but the desktop entry lacks independent 术语/细则位置 and must keep the 1分 why layer separate from the 5分 how layer. Field 模块边界: PASS.",ClaudeCode: LOW_EVIDENCE; detailed split visible but no source anchor in slice input; core only covers one consensus layer.,blocks:338-348; source:SRC_RUBRIC_2024_CHAOYANG_ERMO_Q20_PDF; source_note:formal rubric page 5 lines 181-208 confirms principles 2分 and consensus 6分; core phrase is 1分 why layer; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,"Add independent 术语 and 细则位置; mark Q20 基本原则2分 and 共识 why1分/how5分 separately; keep current core as the why-layer term, not the whole question."
A00209,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,术语/核心采分点,NEEDS_FIX,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 术语/核心采分点: NEEDS_FIX.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00210,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,完整设问,PASS,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 完整设问: PASS.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00211,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,细则位置,NEEDS_FIX,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 细则位置: NEEDS_FIX.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00212,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,来源,NEEDS_FIX,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 来源: NEEDS_FIX.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00213,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,材料触发,PASS,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 材料触发: PASS.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00214,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,答案句,PASS,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 答案句: PASS.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00215,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,同类项合并,PENDING_BOOK_LEVEL,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 同类项合并: PENDING_BOOK_LEVEL.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00216,27,Q0027,理论,合作,国家间共同利益是国家合作的基础,2025东城一模Q20,2025东城一模Q20,352,361,模块边界,NEEDS_FIX,Formal rubric found and matches the user-pinned three-layer structure. Still NEEDS_FIX because the desktop row lacks independent 术语/细则位置 and the same-question group includes 必修二-leaning alternatives without boundary labels. Field 模块边界: NEEDS_FIX.,ClaudeCode: LOW_EVIDENCE; three-layer structure self-consistent but source anchor missing in slice input.,blocks:352-361; source:SRC_RUBRIC_2025_DONGCHENG_YIMO_Q20; source_note:formal marking text lines 170-180 confirms 4+2+2 three-layer structure; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Add exact 细则位置: 第一层共同利益2分 plus economic/opening direction2分; second layer developing-country interests2分; third layer diplomacy/community2分. Boundary-label 高水平对外开放/高质量发展.
A00217,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,术语/核心采分点,NEEDS_FIX,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 术语/核心采分点: NEEDS_FIX.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00218,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,完整设问,PASS,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 完整设问: PASS.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00219,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,细则位置,LOW_EVIDENCE,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 细则位置: LOW_EVIDENCE.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00220,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,来源,LOW_EVIDENCE,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 来源: LOW_EVIDENCE.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00221,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,材料触发,PASS,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 材料触发: PASS.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00222,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,答案句,PASS,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 答案句: PASS.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00223,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,同类项合并,PENDING_BOOK_LEVEL,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 同类项合并: PENDING_BOOK_LEVEL.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00224,28,Q0028,理论,合作,国家间共同利益是国家合作的基础,2026石景山一模Q20,2026石景山一模Q20,362,374,模块边界,PASS,Formal source exists but confirms ClaudeCode concern: this is a keyword/level question. It does not make 国家间共同利益是国家合作的基础 an independent fixed scoring term. Field 模块边界: PASS.,"ClaudeCode: LOW_EVIDENCE; keyword/level question, not fixed scoring point.","blocks:362-374; source:SRC_RUBRIC_2026_SHIJINGSHAN_YIMO_Q20; source_note:formal scoring text lines 49-69 shows keyword/level rubric and available angles, not fixed point; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e","Label as level/keyword evidence. Repair core to source-listed 维护共同利益/common angle or mark current phrase as textbook expression, not fixed rubric term."
A00225,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,术语/核心采分点,NEEDS_FIX,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 术语/核心采分点: NEEDS_FIX.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00226,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,完整设问,PASS,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 完整设问: PASS.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00227,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,细则位置,LOW_EVIDENCE,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 细则位置: LOW_EVIDENCE.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00228,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,来源,LOW_EVIDENCE,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 来源: LOW_EVIDENCE.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00229,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,材料触发,PASS,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 材料触发: PASS.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00230,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,答案句,NEEDS_FIX,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 答案句: NEEDS_FIX.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00231,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,同类项合并,PENDING_BOOK_LEVEL,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 同类项合并: PENDING_BOOK_LEVEL.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00232,29,Q0029,理论,合作,国家间共同利益是国家合作的基础,2026丰台一模Q19,2026丰台一模Q19,375,383,模块边界,PASS,"Visible PPTX source is a reference-answer style page, not a fixed scoring split. It uses 致力于扩大同各国利益的汇合点 rather than the desktop core 国家间共同利益是国家合作的基础. Field 模块边界: PASS.","ClaudeCode: LOW_EVIDENCE; no fixed score layer visible, only可写方向.",blocks:375-383; source:SRC_RUBRIC_2026_FENGTAI_YIMO_Q19; source_note:PPTX slides 41-42 give reference answer; no point-by-point scoring found in extracted text; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Keep LOW_EVIDENCE unless a more precise marking page is found. Repair answer/core toward visible phrase 扩大同各国利益的汇合点 and do not turn 可写方向 into fixed 同题组.
A00233,30,Q0030,理论,合作,国家间共同利益是国家合作的基础,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,384,393,术语/核心采分点,NEEDS_FIX,"Formal scoring slide found. The row remains NEEDS_FIX because the exact source phrase is 基于国家间共同利益构建中非命运共同体, not merely the generic cooperation-base phrase, and 答案落点 misses the value-meaning half. Field 术语/核心采分点: NEEDS_FIX.",ClaudeCode: NEEDS_FIX; answer落点 misses value-meaning half and layer wording needs repair.,blocks:384-393; source:SRC_RUBRIC_2025_FENGTAI_QIMO_Q20; source_note:PPTX slide 52 lines 329-340 confirms 4+2+2 scoring and exact point split; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Repair core to exact scoring expression; add value-meaning answer sentence for 新型国际关系/现代化/命运共同体; standardize layers as 4+2+2.
A00234,30,Q0030,理论,合作,国家间共同利益是国家合作的基础,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,384,393,完整设问,PASS,"Formal scoring slide found. The row remains NEEDS_FIX because the exact source phrase is 基于国家间共同利益构建中非命运共同体, not merely the generic cooperation-base phrase, and 答案落点 misses the value-meaning half. Field 完整设问: PASS.",ClaudeCode: NEEDS_FIX; answer落点 misses value-meaning half and layer wording needs repair.,blocks:384-393; source:SRC_RUBRIC_2025_FENGTAI_QIMO_Q20; source_note:PPTX slide 52 lines 329-340 confirms 4+2+2 scoring and exact point split; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Repair core to exact scoring expression; add value-meaning answer sentence for 新型国际关系/现代化/命运共同体; standardize layers as 4+2+2.
A00235,30,Q0030,理论,合作,国家间共同利益是国家合作的基础,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,384,393,细则位置,NEEDS_FIX,"Formal scoring slide found. The row remains NEEDS_FIX because the exact source phrase is 基于国家间共同利益构建中非命运共同体, not merely the generic cooperation-base phrase, and 答案落点 misses the value-meaning half. Field 细则位置: NEEDS_FIX.",ClaudeCode: NEEDS_FIX; answer落点 misses value-meaning half and layer wording needs repair.,blocks:384-393; source:SRC_RUBRIC_2025_FENGTAI_QIMO_Q20; source_note:PPTX slide 52 lines 329-340 confirms 4+2+2 scoring and exact point split; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Repair core to exact scoring expression; add value-meaning answer sentence for 新型国际关系/现代化/命运共同体; standardize layers as 4+2+2.
A00236,30,Q0030,理论,合作,国家间共同利益是国家合作的基础,2025丰台期末Q20,2025丰台期末Q20——中非达成战略性共识的理论逻辑和价值意蕴,384,393,来源,NEEDS_FIX,"Formal scoring slide found. The row remains NEEDS_FIX because the exact source phrase is 基于国家间共同利益构建中非命运共同体, not merely the generic cooperation-base phrase, and 答案落点 misses the value-meaning half. Field 来源: NEEDS_FIX.",ClaudeCode: NEEDS_FIX; answer落点 misses value-meaning half and layer wording needs repair.,blocks:384-393; source:SRC_RUBRIC_2025_FENGTAI_QIMO_Q20; source_note:PPTX slide 52 lines 329-340 confirms 4+2+2 scoring and exact point split; source_docx_sha256=876e60959e88dfd72ec3c6834b59c4933822a3e347f8a6c82b3a8012b939ab7e,Repair core to exact scoring expression; add value-meaning answer sentence for 新型国际关系/现代化/命运共同体; standardize layers as 4+2+2.
