question_id,suite_id,original_qno,question_type,base_conclusion,batch_decision,primary_source,source_id,stable_locator,duplicate_or_reference,base_decision_reason
Q-2024朝阳一模-13,S-2024朝阳一模,13,选择题,blocked,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q13,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳一模-14,S-2024朝阳一模,14,选择题,blocked,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q14,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳一模-15,S-2024朝阳一模,15,选择题,blocked,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q15,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳一模-16,S-2024朝阳一模,16,主观题,blocked,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q16,no,phase12_action=blocked_keep_out；phase12_category=blocked；blocker=scope pending or boundary row；note=范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2024朝阳一模-17,S-2024朝阳一模,17,主观题,excluded,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q17,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳一模-18-1,S-2024朝阳一模,18(1),主观题,excluded,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q18(1),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳一模-18-2,S-2024朝阳一模,18(2),主观题,excluded,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q18(2),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳一模-19,S-2024朝阳一模,19,主观题,excluded,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q19,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳一模-20-1,S-2024朝阳一模,20(1),主观题,入正文,入正文,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q20(1),no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳一模-20-2,S-2024朝阳一模,20(2),主观题,入正文,入正文,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q20(2),no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳一模-21,S-2024朝阳一模,21,主观题,excluded,excluded,batch02_chaoyang_controlled_input,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf,030_Desktop_2024模拟题_2024朝阳一模_试卷_试卷.pdf::Q21,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=当代国际政治与经济(非选必三逻辑与思维)；note=scope_out=当代国际政治与经济(非选必三逻辑与思维)
Q-2024朝阳二模-1,S-2024朝阳二模,1,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q1,no,phase12_action=blocked_keep_out；phase12_category=visual_missing；blocker=choice options not fully detected in text；note=选择题选项未完整恢复，不能转正文。
Q-2024朝阳二模-2,S-2024朝阳二模,2,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q2,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-3,S-2024朝阳二模,3,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q3,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-4,S-2024朝阳二模,4,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q4,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-5,S-2024朝阳二模,5,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q5,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-5,S-2024朝阳二模,5,选择题,同类索引,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q5,yes,重复/参考源行，不作为独立题计入正文；canonical_question_id=Q-2024朝阳二模-5; canonical_conclusion=blocked
Q-2024朝阳二模-6,S-2024朝阳二模,6,选择题,入正文,blocked,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q6,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳二模-7,S-2024朝阳二模,7,选择题,入正文,入正文,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q7,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳二模-8,S-2024朝阳二模,8,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q8,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-9,S-2024朝阳二模,9,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q9,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-10,S-2024朝阳二模,10,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q10,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-11,S-2024朝阳二模,11,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q11,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-12,S-2024朝阳二模,12,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q12,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-13,S-2024朝阳二模,13,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q13,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-14,S-2024朝阳二模,14,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q14,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-15,S-2024朝阳二模,15,选择题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q15,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳二模-16-1,S-2024朝阳二模,16(1),主观题,excluded,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q16(1),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=经济与社会(非选必三逻辑与思维)；note=scope_out=经济与社会(非选必三逻辑与思维)
Q-2024朝阳二模-16-2,S-2024朝阳二模,16(2),主观题,excluded,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q16(2),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学(非选必三逻辑与思维)；note=scope_out=哲学(非选必三逻辑与思维)
Q-2024朝阳二模-17,S-2024朝阳二模,17,主观题,blocked,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q17,no,phase12_action=blocked_keep_out；phase12_category=blocked；blocker=scope pending or boundary row；note=范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2024朝阳二模-18,S-2024朝阳二模,18,主观题,excluded,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q18,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳二模-19-1,S-2024朝阳二模,19(1),主观题,入正文,入正文,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q19(1),no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳二模-19-2,S-2024朝阳二模,19(2),主观题,入正文,入正文,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q19(2),no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳二模-19-3,S-2024朝阳二模,19(3),主观题,excluded,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q19(3),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out=哲学与文化/必修3模块；note=scope_out=哲学与文化/必修3模块
Q-2024朝阳二模-20,S-2024朝阳二模,20,主观题,excluded,excluded,batch02_chaoyang_controlled_input,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf,021_Desktop_2024模拟题_2024朝阳二模_试卷_试卷.pdf::Q20,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳期中-1,S-2024朝阳期中,1,选择题,excluded,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q1,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2024朝阳期中-2,S-2024朝阳期中,2,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q2,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-3,S-2024朝阳期中,3,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q3,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-4,S-2024朝阳期中,4,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q4,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-5,S-2024朝阳期中,5,选择题,excluded,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q5,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope_out_other_book；note=scope_out_other_book
Q-2024朝阳期中-6,S-2024朝阳期中,6,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q6,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-7,S-2024朝阳期中,7,选择题,入正文,入正文,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q7,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳期中-8,S-2024朝阳期中,8,选择题,入正文,入正文,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q8,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳期中-9,S-2024朝阳期中,9,选择题,入正文,入正文,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q9,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳期中-10,S-2024朝阳期中,10,选择题,blocked,入正文,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q10,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=题干显然涉及概念外延/关系判断，但本轮只找到试卷题面，未找到可靠选择题答案表；不得逻辑猜答案。
Q-2024朝阳期中-11,S-2024朝阳期中,11,选择题,入正文,blocked,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q11,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳期中-12,S-2024朝阳期中,12,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q12,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-13,S-2024朝阳期中,13,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q13,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-14,S-2024朝阳期中,14,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q14,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-15,S-2024朝阳期中,15,选择题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q15,no,phase12_action=blocked_keep_out；phase12_category=answer_missing；blocker=scope pending or boundary row；note=初筛为答案/来源缺口，本轮未找到足够证据。
Q-2024朝阳期中-16,S-2024朝阳期中,16,主观题,blocked,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q16,no,phase12_action=blocked_keep_out；phase12_category=blocked；blocker=scope pending or boundary row；note=范围或题面仍需人工回源，不从材料关键词推断入正文。
Q-2024朝阳期中-17,S-2024朝阳期中,17,主观题,excluded,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q17,no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳期中-18,S-2024朝阳期中,18,主观题,入正文,入正文,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q18,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳期中-19,S-2024朝阳期中,19,主观题,入正文,入正文,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q19,no,phase12_action=covered_by_74_review_body；phase12_category=already_in_74；blocker=Batch03 Lane B confirmed for evidence fusion only; no student draft；note=已进入 74-row review-only expanded body。
Q-2024朝阳期中-20-1,S-2024朝阳期中,20(1),主观题,excluded,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q20(1),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳期中-20-2,S-2024朝阳期中,20(2),主观题,excluded,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q20(2),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
Q-2024朝阳期中-20-3,S-2024朝阳期中,20(3),主观题,excluded,excluded,batch02_chaoyang_controlled_input,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf,017_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf::Q20(3),no,phase12_action=excluded_keep_out；phase12_category=out_of_scope；blocker=scope pending or boundary row；note=scope pending or boundary row
