suite_id,year,district,stage,question,question_type,source_type,file_path,sha256,run_text_path,snippet,segment_char_count
2024_unknown_district_unknown_stage,2024,,,1,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"答出维护市场秩序/弥补市场调节的弊端/弥补市场失灵/自发、盲目、滞后等任意一词,或具体答稳定物价/提高防疫物资质量,给2分;",62
2024_unknown_district_unknown_stage,2024,,,2,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"答出提高资源利用率/生产有序进行/优化供求结构/保证防疫物资供给,给1分。 (第二问大多同学能答出维护市场秩序/市场弊端/自发、盲目、滞后/稳定物价/保证质量等,即能得2分,但相当多部分同学答不出提高资源利用率/生产有序进行/优化供求结构/保证防疫物资供给。) 第三问:满分3分",139
2024_unknown_district_unknown_stage,2024,,,1,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"答出扩大出口或稳定外贸,并答出稳定经济/恢复经济,即给满分3分。",32
2024_unknown_district_unknown_stage,2024,,,2,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"若只答出上述两点中的一点,则只给1分",18
2024_unknown_district_unknown_stage,2024,,,3,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"答扩大内需/开拓国内市场,给1分;答出政府运用经济手段,降低企业成本,减轻企业负担,给1分;但若答出政府运用财政政策、货币政策(两个政策写全,并指向外贸),则给2分。(总分不超过3分) (第三问答题情况不理想,相当多同学对“出口退税”“信贷”不理解,导致答成“减小出口” 、“限制出口”或“吸引外资”,均不得分;还有相当多同学对材料中“出口转内销”不理解,答成刺激消费、满足国内物资供给、用消费带动生产、扩大内需等,均不得分。) (西城期末16(2))",226
2024_unknown_district_unknown_stage,2024,,,16,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"(14分) 人文资源是发展旅游的基础,旅游集物质消费与精神享受于一体,旅游与文化密不可分。文化和旅游融合发展,“以文塑旅、以旅彰文”能让“文化+旅游”实现“1+1>2”。 (2)结合材料,运用《经济与社会》的知识,说明文旅融合释放经济发展活力的经济逻辑。(6分) 【答案】: (2)消费需求刺激文旅供给侧的产品迭代和创新,进而引领和带动需求端扩张,形成了需求牵引供给、供给创造需求的发展态势,为文旅消费升级创造了广阔的市场环境,从而使经济发展活力得以释放。(6分) 【细则】: 需求牵引供给(采意)+材料分析,2分+1分 供给创造需求(采意)+材料分析,2分+1分 需求牵引供给、供给创造需求,变通:如只答需求与供给对接,给2分 供给、需求,变通:生产、消费 (东城期末17)",338
2024_unknown_district_unknown_stage,2024,,,17,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"(8分) 党的二十大提出“推动绿色发展,促进人与自然和谐共生”。 北京市是严重缺水城市之一,市委市政府高度重视再生水(是指污水经处理后,达到一定的水质标准,满足某种使用要求,可以进行有益使用的非饮用水)利用工作。《北京市“十四五”时期污水处理及资源化利用发展规划》提出,重点推进生产生活用水的再生水替代,逐步实现园林绿化、工业、服务业用水应供尽供、可替尽替。按照计划,到2035年,全市再生水利用率达到70%以上。 北京市拟放开再生水政府定价,调整为市场调节价,由再生水供应企业和用户按照优质优价的原则自主协商定价。 结合材料,运用《经济与社会》知识,分析北京市拟放开再生水政府定价的理由。 【答案】: 践行习近平生态文明思想,通过实施经济社会发展规划,实现经济社会发展目标。加快完善主要由市场决定价格的机制,建设高标准市场体系。(4分)激励企业提高再生水供给质量,推进再生水的生产与应用,优化供水结构,节约水资源,保护生态环境,促进经济社会可持续发展。(4分) 【细则】: 本小题共设5个具体采分点",450
2024_unknown_district_unknown_stage,2024,,,1,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,践行习近平生态文明思想(1分)。 替代答案:坚持党的领导/贯彻绿色新发展理念/,39
2024_unknown_district_unknown_stage,2024,,,2,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"通过实施经济社会发展规划,实现经济社会发展目标(1分)。此点无替代。",34
2024_unknown_district_unknown_stage,2024,,,3,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"加快完善主要由市场决定价格的机制,建设高标准市场体系(2分)。 替代答案:充分发挥市场在资源配置中的决定性作用。(2分)",60
2024_unknown_district_unknown_stage,2024,,,4,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"激励企业提高再生水供给质量,推进再生水的生产与应用,优化供水结构(2分)。 替代答案:调动企业的积极性(1分)。",56
2024_unknown_district_unknown_stage,2024,,,5,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"节约水资源,保护生态环境,促进经济社会可持续发展(2分)。 替代答案:有利于解决北京市的缺水问题(1分)。 (朝阳期末17)",62
2024_unknown_district_unknown_stage,2024,,,17,subjective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"(8分) 2023年中央经济工作会议提出要以科技创新推动产业创新,特别是以颠覆性技术和前沿技术催生新产业、新模式、新动能,发展新质生产力。 新质生产力是由技术革命性突破、生产要素创新性配置、产业深度转型升级而催生的当代先进生产力,它以劳动者、劳动资料、劳动对象及其优化组合的质变为基本内涵,以全要素生产率提升为核心标志。 加快培育新质生产力要把握好以下三点: 一是打造新型劳动者队伍,包括能够创造新质生产力的战略人才和能够熟练掌握新质生产资料的应用型人才。 二是用好新型生产工具,特别是掌握关键核心技术,赋能发展新兴产业。 三是塑造适应新质生产力的生产关系。通过改革开放着力打通束缚新质生产力发展的堵点卡点,让各类先进优质生产要素向发展新质生产力顺畅流动和高效配置。 结合材料,运用《经济与社会》知识,谈谈如何更好发挥政府作用以加快培育形成新质生产力。 【答案】: 一是畅通教育、科技、人才的良性循环,培养知识型、技能型、创新型的劳动者,激发和保护科学家精神和企业家精神,营造鼓励大胆创新的良好氛围。 二是实施支持战略性新兴产业发展的产业政策,促进产业结构不断优化升级,推动国有经济向前瞻性战略性新兴产业集中,助力核心技术的突破和创新。 三是完善收入分配机制,激励劳动者努力学习科学技术、提高劳动技能,促进社会生产的发展,更好体现知识、技术、人力资本导向。 四是加快建设全国统一大市场,让人才、土地、技术、资金等各类要素向发展新质生产力的行业聚集。 五是推进高水平对外开放,扩大国际前沿技术的标准和人才的交流合作。 【细则】: 注:本题五个维度,每个维度2分(做法1分+效果1分),任意答出四个维度给8分。 劳动者维度:畅通教育、科技、人才的良性循环,培养知识型、技能型、创新型的劳动者(以上做法写出其中任意一点给1分,如畅通人才良性循环、培养创新型劳动者)(替代:人才强国/人才战略/科教兴国/加大教育、科技、人才投入)(未有以上内容,笼统写经济职能/宏观调控给1分),激发和保护科学家精神和企业家精神,营造鼓励大胆创新的良好氛围(以上效果写出其中任意一点给1分,如激发企业家精神、提高劳动者素质、鼓励创新)。 产业维度:实施支持战略性新兴产业发展的产业政策(1分),(笼统写创新驱动战略/创新理念给1分)促进产业结构不断优化升级,推动国有经济向前瞻性战略性新兴产业集中,助力核心技术的突破和创新。(以上效果写出其中任意一点给1分) 分配维度:完善收入分配机制(1分)(替代:分配制度/要素分配机制),激励劳动者努力学习科学技术、提高劳动技能(替代:调动劳动者积极性和创造性),促进社会生产的发展,更好体现知识、技术、人力资本导向。(以上效果写出其中任意一点给1分,如调动劳动者生产积极性和创造性、促进生产力发展)。(若从生产资料所有制角度进行准确分析也可得2分) 市场维度:加快建设全国统一大市场",3370
2024_unknown_district_unknown_stage,2024,,,1,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"推进重点行业设备更新改造和耐用消费品以旧换新,促进消费、拉动投资(扩内需与供给侧相结合、需求牵引供给),推动产业结构升级,提高国民经济循环质量和水平(新发展理念、人民生活);",87
2024_unknown_district_unknown_stage,2024,,,2,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"降低物流成本,(提高商品流通效率)减轻市场主体负担,激发活力,促进产业链供应链畅通,增强国内大循环内生动力和可靠性。有利于建设全国统一大市场/高标准市场体系。",79
2024_unknown_district_unknown_stage,2024,,,3,objective,paper,/Users/wanglifei/Desktop/2024模拟题/北京2024各区《经济与社会》考题-wlfwlf.docx,be4202246df34b0cb4949bc07dece974ad1895cf9b729c3ef5ed838c9debad26,/Users/wanglifei/Desktop/北京高考政治/reports/必修二三与必修四文化_题源分类准备_20260617_1301/02_text_cache/texts/be4202246df34b0c.txt,"对标国际规则,推进制度型开放,深入融入经济全球化,推进高水平对外开放;",35
