material_atom_id,question_id,material_phrase,plain_description,subject_or_actor,action_or_event,affected_party,conflict_or_problem,legal_signal_if_any,possible_relevance_to_answer,source_locator,uncertainty
M_Q0001_2024_东城_一模_16_11,Q0001_2024_东城_一模_16,中华文明新形态蕴含全人类共同价值，坚持人民为中心，坚守中华文化立场，坚持文化自信，为世界文化繁荣做出贡献。,中华文明新形态蕴含全人类共同价值，坚持人民为中心，坚守中华文化立场，坚持文化自信，为世界文化繁荣做出贡献。,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_12,Q0001_2024_东城_一模_16,（2分） [slide 28] [slide 29] [slide 30] [slide 31] 【经典试题回顾】 [slide 32] 文化： 手稿本身的独特性 手稿的载体功能、反映时代特征、连接思想、体现认识过程、学术价值等；,（2分） [slide 28] [slide 29] [slide 30] [slide 31] 【经典试题回顾】 [slide 32] 文化： 手稿本身的独特性 手稿的载体功能、反映时代特征、连接思想、体现认识过程、学术价值等；,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_13,Q0001_2024_东城_一模_16,手稿的当代价值 手稿的功能（引领风尚、教育人民、推动社会发展）、优秀文化传承、丰富精神世界、传递精神力量；,手稿的当代价值 手稿的功能（引领风尚、教育人民、推动社会发展）、优秀文化传承、丰富精神世界、传递精神力量；,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_14,Q0001_2024_东城_一模_16,《共产党宣言》的价值/作用（非必要内容，作为加分项） 哲学： 联系 手稿将读者与作者连接起来，有助于增进对作者的理解，促进思想传承；,《共产党宣言》的价值/作用（非必要内容，作为加分项） 哲学： 联系 手稿将读者与作者连接起来，有助于增进对作者的理解，促进思想传承；,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_15,Q0001_2024_东城_一模_16,认识 手稿见证作者创作过程，呈现认识发展；,认识 手稿见证作者创作过程，呈现认识发展；,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_16,Q0001_2024_东城_一模_16,[slide 33] 参考答案：这一做法滥用了行政权力，限制其他共享单车企业准入经营，违反了市场准入负面清单。,[slide 33] 参考答案：这一做法滥用了行政权力，限制其他共享单车企业准入经营，违反了市场准入负面清单。,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_17,Q0001_2024_东城_一模_16,在一定程度上遏制了共享单车无序投放，但阻碍了正常的市场竞争，损害了经营者和消费者合法权益。,在一定程度上遏制了共享单车无序投放，但阻碍了正常的市场竞争，损害了经营者和消费者合法权益。,,,,,消费者；经营者,contains legal/fact trigger,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_18,Q0001_2024_东城_一模_16,政府应运用法治思维和法治方式履行职责，确保行政权在法治框架内运行，维护公平公正的市场竞争秩序，创新监管方式，引导经营者有序规范投放。,政府应运用法治思维和法治方式履行职责，确保行政权在法治框架内运行，维护公平公正的市场竞争秩序，创新监管方式，引导经营者有序规范投放。,,,,,经营者,contains legal/fact trigger,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_19,Q0001_2024_东城_一模_16,[slide 34] 【试题分析】 逻辑思路：是何+影响+措施。,[slide 34] 【试题分析】 逻辑思路：是何+影响+措施。,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_20,Q0001_2024_东城_一模_16,是何（2分）：这一做法滥用了行政权力，限制其他共享单车企业准入经营，违反了市场准入负面清单（违反了……的法律规定）。,是何（2分）：这一做法滥用了行政权力，限制其他共享单车企业准入经营，违反了市场准入负面清单（违反了……的法律规定）。,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_21,Q0001_2024_东城_一模_16,影响（2分）：在一定程度上遏制了共享单车无序投放，但阻碍了正常的市场竞争，损害了经营者和消费者合法权益。,影响（2分）：在一定程度上遏制了共享单车无序投放，但阻碍了正常的市场竞争，损害了经营者和消费者合法权益。,,,,,消费者；经营者,contains legal/fact trigger,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_22,Q0001_2024_东城_一模_16,（只要较准确写出不利影响即得2分） 措施(3分)：政府应运用法治思维和法治方式履行职责，确保行政权在法治框架内运行（或依法行政），维护公平公正的市场竞争秩序，创新监管方式，引导经营者有序规范投放。,（只要较准确写出不利影响即得2分） 措施(3分)：政府应运用法治思维和法治方式履行职责，确保行政权在法治框架内运行（或依法行政），维护公平公正的市场竞争秩序，创新监管方式，引导经营者有序规范投放。,,,,,经营者,contains legal/fact trigger,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_23,Q0001_2024_东城_一模_16,（经济和法治两个角度都有给3分，任写一个角度给2分） 另：通篇肯定政府行为，给1分 [slide 35] [slide 36] 【经典试题回顾】 [slide 37] 该观点是片面的。,（经济和法治两个角度都有给3分，任写一个角度给2分） 另：通篇肯定政府行为，给1分 [slide 35] [slide 36] 【经典试题回顾】 [slide 37] 该观点是片面的。,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0001_2024_东城_一模_16_24,Q0001_2024_东城_一模_16,用服务机器人替代人工，确会降低一些岗位的用工需求，但随着劳动年龄人口数量下降，可部分缓解劳动力供需矛盾；,用服务机器人替代人工，确会降低一些岗位的用工需求，但随着劳动年龄人口数量下降，可部分缓解劳动力供需矛盾；,,,,,,background or value context,F0009:slide 27 | F0234:slide 27,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_01,Q0003_2024_东城_二模_18_2,高三政治二模阅卷总结 2024.5.09 组长： 沙文茜 | 组长： 沙文茜 | 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。,高三政治二模阅卷总结 2024.5.09 组长： 沙文茜 | 组长： 沙文茜 | 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。,,,,,,background or value context,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_02,Q0003_2024_东城_二模_18_2,| 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。,| 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书，请你运用相关知识，针对不同主体各提一条建议，并说明其理论依据。,,,,,,background or value context,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_03,Q0003_2024_东城_二模_18_2,| 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书， 参考答案 | 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者权益保障、算法规制等进行规定。,| 题号与设问：18（2）某校同学正在草拟共建和谐劳动关系建议书， 参考答案 | 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者权益保障、算法规制等进行规定。,,,,,劳动法；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_04,Q0003_2024_东城_二模_18_2,理论依据：法律要顺应时代发展要求，符合社会发展需求。,理论依据：法律要顺应时代发展要求，符合社会发展需求。,,,,,,background or value context,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_05,Q0003_2024_东城_二模_18_2,建议二：用人单位守法经营，自觉尊重和保护劳动者合法权益。,建议二：用人单位守法经营，自觉尊重和保护劳动者合法权益。,,,,,劳动者；用人单位,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_06,Q0003_2024_东城_二模_18_2,理论依据：劳动法的首要原则就是保护劳动者的合法权益。,理论依据：劳动法的首要原则就是保护劳动者的合法权益。,,,,,劳动法；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_07,Q0003_2024_东城_二模_18_2,拖欠薪酬侵害了劳动者取得劳动报酬的权利，非经协商延长劳动时间侵害了劳动者休息休假的权利。,拖欠薪酬侵害了劳动者取得劳动报酬的权利，非经协商延长劳动时间侵害了劳动者休息休假的权利。,,,,,权利；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_08,Q0003_2024_东城_二模_18_2,建议三：劳动者应当不断提高职业技能。,建议三：劳动者应当不断提高职业技能。,,,,,劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_09,Q0003_2024_东城_二模_18_2,理论依据：劳动者提高自身技能是劳动者的义务。,理论依据：劳动者提高自身技能是劳动者的义务。,,,,,义务；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_10,Q0003_2024_东城_二模_18_2,权利与义务相辅相成、不可分割。,权利与义务相辅相成、不可分割。,,,,,权利；义务,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_11,Q0003_2024_东城_二模_18_2,| 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者权益保障、算法规制等进行规定。,| 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者权益保障、算法规制等进行规定。,,,,,劳动法；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_12,Q0003_2024_东城_二模_18_2,理论依据：法律要顺应时代发展要求，符合社会发展需求。,理论依据：法律要顺应时代发展要求，符合社会发展需求。,,,,,,background or value context,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_13,Q0003_2024_东城_二模_18_2,建议二：用人单位守法经营，自觉尊重和保护劳动者合法权益。,建议二：用人单位守法经营，自觉尊重和保护劳动者合法权益。,,,,,劳动者；用人单位,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_14,Q0003_2024_东城_二模_18_2,理论依据：劳动法的首要原则就是保护劳动者的合法权益。,理论依据：劳动法的首要原则就是保护劳动者的合法权益。,,,,,劳动法；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_15,Q0003_2024_东城_二模_18_2,拖欠薪酬侵害了劳动者取得劳动报酬的权利，非经协商延长劳动时间侵害了劳动者休息休假的权利。,拖欠薪酬侵害了劳动者取得劳动报酬的权利，非经协商延长劳动时间侵害了劳动者休息休假的权利。,,,,,权利；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_16,Q0003_2024_东城_二模_18_2,建议三：劳动者应当不断提高职业技能。,建议三：劳动者应当不断提高职业技能。,,,,,劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_17,Q0003_2024_东城_二模_18_2,理论依据：劳动者提高自身技能是劳动者的义务。,理论依据：劳动者提高自身技能是劳动者的义务。,,,,,义务；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_18,Q0003_2024_东城_二模_18_2,权利与义务相辅相成、不可分割。,权利与义务相辅相成、不可分割。,,,,,权利；义务,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_19,Q0003_2024_东城_二模_18_2,| 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者权益保障、算法规制等进行规定。,| 建议一：人大在劳动法中增加专门章节对涉及新业态用工的劳动关系认定、劳动者权益保障、算法规制等进行规定。,,,,,劳动法；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_20,Q0003_2024_东城_二模_18_2,理论依据：法律要顺应时代发展要求，符合社会发展需求。,理论依据：法律要顺应时代发展要求，符合社会发展需求。,,,,,,background or value context,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_21,Q0003_2024_东城_二模_18_2,建议二：用人单位守法经营，自觉尊重和保护劳动者合法权益。,建议二：用人单位守法经营，自觉尊重和保护劳动者合法权益。,,,,,劳动者；用人单位,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_22,Q0003_2024_东城_二模_18_2,理论依据：劳动法的首要原则就是保护劳动者的合法权益。,理论依据：劳动法的首要原则就是保护劳动者的合法权益。,,,,,劳动法；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_23,Q0003_2024_东城_二模_18_2,拖欠薪酬侵害了劳动者取得劳动报酬的权利，非经协商延长劳动时间侵害了劳动者休息休假的权利。,拖欠薪酬侵害了劳动者取得劳动报酬的权利，非经协商延长劳动时间侵害了劳动者休息休假的权利。,,,,,权利；劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0003_2024_东城_二模_18_2_24,Q0003_2024_东城_二模_18_2,建议三：劳动者应当不断提高职业技能。,建议三：劳动者应当不断提高职业技能。,,,,,劳动者,contains legal/fact trigger,F0036:text | F0261:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_01,Q0004_2024_东城_二模_19_1,高三政治二模阅卷总结 2024.5.09 组长： 高帆 | 组长： 高帆 | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） 参考答案 | 示例： 原告：甲公司;,高三政治二模阅卷总结 2024.5.09 组长： 高帆 | 组长： 高帆 | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） | 题号与设问：19（1）请你选择其中一方进行代理，并撰写起诉状（7分） 参考答案 | 示例： 原告：甲公司;,,,,yes,起诉,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_02,Q0004_2024_东城_二模_19_1,被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；,被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；,,,,yes,诉讼；诉讼请求,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_03,Q0004_2024_东城_二模_19_1,2.请求判令被告承担本案诉讼费用。,2.请求判令被告承担本案诉讼费用。,,,,yes,诉讼,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_04,Q0004_2024_东城_二模_19_1,事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。,事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_05,Q0004_2024_东城_二模_19_1,3月19日，我司与被告协商再延长10天，获得肯定答复。,3月19日，我司与被告协商再延长10天，获得肯定答复。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_06,Q0004_2024_东城_二模_19_1,3月30日，我司收货并垫付全部仓储费用，但乙公司拒绝承担3月21日及以后产生的仓储费用。,3月30日，我司收货并垫付全部仓储费用，但乙公司拒绝承担3月21日及以后产生的仓储费用。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_07,Q0004_2024_东城_二模_19_1,理由：3月19日，我司“再延长10天”的真实意思为“时间延长10天，且期间仓储费用由卖方承担”。,理由：3月19日，我司“再延长10天”的真实意思为“时间延长10天，且期间仓储费用由卖方承担”。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_08,Q0004_2024_东城_二模_19_1,我方属于以默示方式，延续此前仓储费用全部由卖方承担的交易习惯，续签协议。,我方属于以默示方式，延续此前仓储费用全部由卖方承担的交易习惯，续签协议。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_09,Q0004_2024_东城_二模_19_1,因此，本案所涉全部仓储费用及诉讼费应由卖方承担。,因此，本案所涉全部仓储费用及诉讼费应由卖方承担。,,,,yes,诉讼,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_10,Q0004_2024_东城_二模_19_1,| 示例： 原告：甲公司;,| 示例： 原告：甲公司;,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_11,Q0004_2024_东城_二模_19_1,被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；,被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；,,,,yes,诉讼；诉讼请求,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_12,Q0004_2024_东城_二模_19_1,2.请求判令被告承担本案诉讼费用。,2.请求判令被告承担本案诉讼费用。,,,,yes,诉讼,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_13,Q0004_2024_东城_二模_19_1,事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。,事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_14,Q0004_2024_东城_二模_19_1,3月19日，我司与被告协商再延长10天，获得肯定答复。,3月19日，我司与被告协商再延长10天，获得肯定答复。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_15,Q0004_2024_东城_二模_19_1,3月30日，我司收货并垫付全部仓储费用，但乙公司拒绝承担3月21日及以后产生的仓储费用。,3月30日，我司收货并垫付全部仓储费用，但乙公司拒绝承担3月21日及以后产生的仓储费用。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_16,Q0004_2024_东城_二模_19_1,理由：3月19日，我司“再延长10天”的真实意思为“时间延长10天，且期间仓储费用由卖方承担”。,理由：3月19日，我司“再延长10天”的真实意思为“时间延长10天，且期间仓储费用由卖方承担”。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_17,Q0004_2024_东城_二模_19_1,我方属于以默示方式，延续此前仓储费用全部由卖方承担的交易习惯，续签协议。,我方属于以默示方式，延续此前仓储费用全部由卖方承担的交易习惯，续签协议。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_18,Q0004_2024_东城_二模_19_1,因此，本案所涉全部仓储费用及诉讼费应由卖方承担。,因此，本案所涉全部仓储费用及诉讼费应由卖方承担。,,,,yes,诉讼,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_19,Q0004_2024_东城_二模_19_1,| 示例： 原告：甲公司;,| 示例： 原告：甲公司;,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_20,Q0004_2024_东城_二模_19_1,被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；,被告：乙公司 诉讼请求：1.请求判令被告承担全部仓储费用；,,,,yes,诉讼；诉讼请求,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_21,Q0004_2024_东城_二模_19_1,2.请求判令被告承担本案诉讼费用。,2.请求判令被告承担本案诉讼费用。,,,,yes,诉讼,contains legal/fact trigger,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_22,Q0004_2024_东城_二模_19_1,事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。,事实与理由： 事实：我司于2024年3月10日自乙公司购买一批电视，因收货不便，该批货物由快递代为储存，且约定3月20日及以前的仓储费用由卖方承担。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_23,Q0004_2024_东城_二模_19_1,3月19日，我司与被告协商再延长10天，获得肯定答复。,3月19日，我司与被告协商再延长10天，获得肯定答复。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0004_2024_东城_二模_19_1_24,Q0004_2024_东城_二模_19_1,3月30日，我司收货并垫付全部仓储费用，但乙公司拒绝承担3月21日及以后产生的仓储费用。,3月30日，我司收货并垫付全部仓储费用，但乙公司拒绝承担3月21日及以后产生的仓储费用。,,,,,,background or value context,F0037:text | F0262:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_01,Q0005_2024_丰台_一模_16,16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。,16.结合材料，运用《政治与法治》知识，谈谈新时代“四下基层”如何为社会主义现代化建设注入强劲动力。,,,,,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_02,Q0005_2024_丰台_一模_16,参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。,参考答案： 中国共产党是中国特色社会主义事业的领导核心，“四下基层”是党坚持群众路线、密切联系群众的重要抓手，能为社会主义现代化建设注入强进动力。,,,,,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_03,Q0005_2024_丰台_一模_16,通过宣传，使党的路线、方针、政策直达基层，落地生根；,通过宣传，使党的路线、方针、政策直达基层，落地生根；,,,,,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_04,Q0005_2024_丰台_一模_16,党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。,党员和干部坚持人民至上，坚持实事求是、求真务实，定人基层，融入百姓，为群众办实事解难题。,,,,,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_05,Q0005_2024_丰台_一模_16,“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。,“四下基层”创新工作机制方法，起干部与群众之间的“连心桥”，既能有效促进党的路线、方针、政策贯彻落实，提高决策质量水平，又能畅通民意诉求通道，直抵民心，推动干部作风转变。,,,,yes,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_06,Q0005_2024_丰台_一模_16,拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工作的效率，化解社会矛盾、促进社会和谐稳定。,拓展答案： 促进治理能力、治理体系现代化，更好地履行政府职能，建设服务型政府，更好地维护人民群众的权利或利益，提高政府工作的效率，化解社会矛盾、促进社会和谐稳定。,,,,,权利,contains legal/fact trigger,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_07,Q0005_2024_丰台_一模_16,评分标准说明： 共性角度：3分 “四下基层”创新工作机制方法（替代促进治理能力、治理体系现代化）（1分），发挥党的领导核心作用（1分），是党坚持群众路线、密切联系群众的重要抓手（替代贯彻群众观点、群众路线或以人民为中心）（1分），能为社会主义现代化建设注入强进动力。,评分标准说明： 共性角度：3分 “四下基层”创新工作机制方法（替代促进治理能力、治理体系现代化）（1分），发挥党的领导核心作用（1分），是党坚持群众路线、密切联系群众的重要抓手（替代贯彻群众观点、群众路线或以人民为中心）（1分），能为社会主义现代化建设注入强进动力。,,,,,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
M_Q0005_2024_丰台_一模_16_08,Q0005_2024_丰台_一模_16,个性角度：（3个角度，每个角度2分，最高5分） 宣传角度：通过宣传，使党的路线方针政策直达基层、促进贯彻落实。,个性角度：（3个角度，每个角度2分，最高5分） 宣传角度：通过宣传，使党的路线方针政策直达基层、促进贯彻落实。,,,,,,background or value context,F0044:text | F0268:text,heuristic_sentence_split
