"artifact","artifact_file","section_index","chapter_path","section_heading","source_label","parsed_suite","parsed_question_no","parse_status","coverage_status","alias_label","alias_note","question_id","year","district","stage","suite_name","question_no","book_part","question_type","evidence_level","source_packet","source_status","decision_reason"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","11","科学思维 / 易错边界","题组17 见“资源型地区转型 + 新动能布局 + 立足实际” -> 科学总帽下复合思维","2025门头沟一模 Q21(1)","2025门头沟一模","21(1)","parsed","matched","","","Q0041","2025","门头沟","一模","2025门头沟一模","21(1)","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_MENTOUGOU_YIMO_Q21_1_SOURCE_LOCK.md#q0041-2025门头沟一模-q211","source_locked_pending_external_review","科学思维设问下，正式细则给出辩证思维、创新思维、科学思维三组得分点；用于复合思维扩容"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","12","超前思维 / 趋势研判、提前布局与风险防范","题组34 见“未来产业高度不确定” -> 研判方向要把调查、矛盾、推理和想象接起来","2024西城一模 Q19(5)","2024西城一模","19(5)","parsed","matched","","","Q0066","2024","西城","一模","2024西城一模","19(5)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_XICHENG_YIMO_Q19_5_SOURCE_LOCK.md#q0066-2024西城一模-q195","source_locked_pending_external_review","未来产业方向研判题：正式细则锁定实践问题导向、调查研究、状况/因果/规律、综合研判、矛盾分析、推理和想象、超前思维等采分点"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","13","超前思维 / 易错边界","题组30 见“传统产业是基底但有短板 + 未来产业渗透赋能” -> 辩证否定与超前思维","2024东城一模 Q18(3)","2024东城一模","18(3)","parsed","matched","","","Q0058","2024","东城","一模","2024东城一模","18(3)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_DONGCHENG_YIMO_Q18_3_SOURCE_LOCK.md#q0058-2024东城一模-q183","source_locked_pending_external_review","传统产业与未来产业关系题：正式细则锁定关系判断2分、辩证否定改造传统产业2分、超前思维布局未来产业2分"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","14","超前思维 / 易错边界","题组36 见“未来产业抢占先机 + 多因素不确定” -> 超前思维要接矛盾分析、调查研究、推理想象","2024房山一模 Q20(1)","2024房山一模","20(1)","parsed","matched","","","Q0070","2024","房山","一模","2024房山一模","20(1)","thinking","main_question","B-compilation","02_codex_lane/GAP006_2024_COMPILATION_MENTOUGOU_Q20_FANGSHAN_Q20_SOURCE_LOCK.md#q0070-2024房山一模-q201","source_locked_pending_external_review","未来产业抢占先机超前思维题：分类汇编锁定多角度分析、矛盾分析、推理想象、调查研究；缺原区正式细则，按B-compilation"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","15","超前思维 / 易错边界","题组61 见“体检思维延伸到治理领域” -> 类比推理之后落到超前治理","2026东城二模 Q18","2026东城二模","18","parsed","matched","","","Q0117","2026","东城","二模","2026东城二模","18","thinking+reasoning","main_question","A-formal","02_codex_lane/GAP020_2026_FENGTAI_DONGCHENG_ERMO_Q8_Q9_Q21_Q12_Q18_SOURCE_LOCK.md#q0117-2026东城二模-q18","source_locked_pending_external_review","正式阅卷细则锁定体检思维为类比推理2分，价值围绕创新治理思路和提高治理效能各2分；同时保留超前思维的主动防范、预见性和针对性触发"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","16","超前思维 / 易错边界","题组56 见“为中医药文化传承提两条建议” -> 发散聚合与超前思维要落成建议","2026石景山一模 Q17(2)","2026石景山一模","17(2)","parsed","matched","","","Q0107","2026","石景山","一模","2026石景山一模","17(2)","thinking","main_question","A-formal","02_codex_lane/GAP018_2026_SHIJINGSHAN_YIMO_Q2_Q5_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0107-2026石景山一模-q172","source_locked_pending_external_review","正式细则锁定创新思维建议题：发散与聚合思维、超前思维等角度，一条正确建议3分，两条6分"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","17","超前思维 / 易错边界","题组6 见“蹲点观察 + 趋势预判 + 多轮测试” -> 科学思维三性","2026顺义一模 Q19(2)","2026顺义一模","19(2)","parsed","matched","","","Q0001","2026","顺义","一模","2026顺义一模","19(2)","thinking","main_question","A-formal","02_codex_lane/HARD_SAMPLE_SOURCE_PACKETS.md#q0001-2026顺义一模-q192","source_locked","正式细则锁定科学思维客观性/预见性/可检验性三层"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","18","超前思维 / 易错边界","题组2 见“城市书房未来建设运营” -> 超前思维的方法链","2026海淀期末 Q20(2)","2026海淀期末","20(2)","parsed","matched","","","Q0021","2026","海淀","期末","2026海淀期末","20(2)","thinking","main_question","A-formal","02_codex_lane/B_ADDITIONS_BACKCHECK_Q0018_Q0026.md#q0021-2026海淀期末-q202","source_locked","超前思维调查研究/矛盾分析/推理和想象"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","19","超前思维 / 易错边界","题组19 见“登月任务需求 + 飞天火箭造型 + 月面预判” -> 创新思维综合体现","2025东城期末 Q18(2)","2025东城期末","18(2)","parsed","matched","","","Q0044","2025","东城","期末","2025东城期末","18(2)","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_DONGCHENG_QIMO_Q18_2_SOURCE_LOCK.md#q0044-2025东城期末-q182","source_locked_pending_external_review","登月服创新思维题：正式细则给三新、聚合/发散、联想、超前思维得分口径"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","20","超前思维 / 易错边界","题组29 见“固废风险预判 + 尊重城市规律 + 资源化清洁生产结合” -> 超前思维推进无废城市","2024顺义二模 Q16(2)","2024顺义二模","16(2)","parsed","matched","","","Q0057","2024","顺义","二模","2024顺义二模","16(2)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_SHUNYI_ERMO_Q16_2_SOURCE_LOCK.md#q0057-2024顺义二模-q162","source_locked_pending_external_review","无废城市超前思维题：正式细则锁定尊重城市建设规律、超前思维矛盾分析法、科学判断预见、资源化与清洁生产结合"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","21","超前思维 / 易错边界","题组28 见“提前布局 + 突破品牌引进 + 策展型零售 + 价值耦合” -> 创新思维朝外样本","2024朝阳期中 Q19","2024朝阳期中","19","parsed","matched","","","Q0056","2024","朝阳","期中","2024朝阳期中","19","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_CHAOYANG_QIZHONG_Q19_SOURCE_LOCK.md#q0056-2024朝阳期中-q19","source_locked_pending_external_review","首发经济朝外样本创新思维题：正式RTF细则锁定超前、逆向、联想、发散与聚合，并设置照抄材料和泛写三新得分上限"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","22","辩证思维 / 分析与综合、整体性与系统观念","题组53 见“从 0 到 1，再把 1 拉长推进” -> 系统观念与创新思维共同触发","2026东城一模 Q19(4)","2026东城一模","19(4)","parsed","matched","","","Q0101","2026","东城","一模","2026东城一模","19(4)","thinking","main_question","A-formal","02_codex_lane/GAP016_2026_DONGCHENG_YIMO_Q19_4_SOURCE_LOCK.md#q0101-2026东城一模-q194","source_locked_pending_external_review","正式细则锁定中关村把‘1’拉长推进题：系统观念知识、创新思维知识、对应分析分，系统角度不足可由动态性替代"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","23","辩证思维 / 易错边界","题组54 见“系统治理 + 精准施策 + 久久为功” -> 整体性、矛盾分析法、动态性三层并写","2026房山一模 Q18(1)","2026房山一模","18(1)","parsed","matched","","","Q0102","2026","房山","一模","2026房山一模","18(1)","thinking","main_question","A-formal","02_codex_lane/GAP017_2026_FANGSHAN_YIMO_Q18_1_SOURCE_LOCK.md#q0102-2026房山一模-q181","source_locked_pending_external_review","原卷渲染页和正式细则锁定常态蓝天治理题：系统治理触发整体性/分析综合，精准施策触发矛盾分析法，久久为功触发动态性和质量互变"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","24","辩证思维 / 易错边界","题组70 见“多元参与原则 -> 主体责任网络” -> 辩证分合就是先分析再综合","2026石景山二模 Q17(2)","2026石景山二模","17(2)","parsed","matched","","","Q0135","2026","石景山","二模","2026石景山二模","17(2)","thinking","main_question","A-formal","02_codex_lane/GAP025_2026_SHIJINGSHAN_ERMO_Q6_Q7_Q17_2_SOURCE_LOCK.md#q0135-2026石景山二模-q172","source_locked_pending_external_review","正式细则锁定养老立法最大难点可从辩证分合、质量互变、辩证否定观作答；示例主线为主体功能分析与责任网络综合"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","25","辩证思维 / 易错边界","题组42 见“三地各有定位 + 共商优势互补” -> 分析与综合必须成对出现","2024海淀一模 Q17(2)","2024海淀一模","17(2)","parsed","matched","","","Q0083","2024","海淀","一模","2024海淀一模","17(2)","thinking","main_question","A-formal","02_codex_lane/GAP006_2024_HAIDIAN_YIMO_Q17_2_SOURCE_LOCK.md#q0083-2024海淀一模-q172","source_locked_pending_external_review","正式细则锁定分析与综合三层：分别分析三地特色、综合优势互补、二者对立统一服务协同发展"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","26","辩证思维 / 易错边界","题组9 见“机遇与挑战并存 + 拆分综合 + 持续投入” -> 辩证思维处理复杂局面","2026朝阳期中 Q20","2026朝阳期中","20","parsed","matched","","","Q0014","2026","朝阳","期中","2026朝阳期中(2025-11)","20","thinking","main_question","A-formal","02_codex_lane/B_ADDITIONS_BACKCHECK_Q0013_Q0017.md#q0014-2026朝阳期中-q20","source_locked","辩证思维机遇挑战复合题"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","27","辩证思维 / 易错边界","题组11 见“先攻核心技术 + 再破细分技术 + 全链条自主可控” -> 分析与综合","2026顺义一模 Q3","2026顺义一模","3","parsed","matched","","","Q0032","2026","顺义","一模","2026顺义一模","3","thinking","choice_question","B-choice-signal","02_codex_lane/GAP003_2026_SHUNYI_YIMO_CHOICE_CORPUS_SOURCE_LOCK.md#q0032-2026顺义一模-q3","source_locked_pending_external_review","分析与综合/整体性动态性选择题：正确②③，排除主要方面与适度原则硬套"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","28","辩证思维 / 易错边界","题组26 见“小、少、难、散 + 系统解决” -> 辩证思维应对挑战","2025延庆一模 Q18","2025延庆一模","18","parsed","matched","","","Q0054","2025","延庆","一模","2025延庆一模","18","thinking","main_question","A-formal","02_codex_lane/GAP005_2025_YANQING_YIMO_Q18_SOURCE_LOCK.md#q0054-2025延庆一模-q18","source_locked_pending_external_review","低空经济辩证思维题：正式细则锁定分析综合、整体性动态性、质量互变、辩证否定和矛盾分析法"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","29","辩证思维 / 动态性、质量互变与发展过程","题组43 见“生生不息、日新、变易、革新” -> 辩证思维动态性","2024朝阳二模 Q19(1)","2024朝阳二模","19(1)","parsed","matched","","","Q0084","2024","朝阳","二模","2024朝阳二模","19(1)","thinking+reasoning","main_question","A-formal","02_codex_lane/GAP006_2024_CHAOYANG_ERMO_Q19_SOURCE_LOCK.md#q0084-2024朝阳二模-q191","source_locked_pending_external_review","原卷和2024朝阳二模主观题阅卷总结锁定①动态性②类比；双登记到思维动态性和类比推理，外审前不释放"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","30","辩证思维 / 易错边界","题组57 见“先使用后付费” -> 逆向思维与动态性一起看","2025丰台二模 Q12","2025丰台二模","12","parsed","matched","","","Q0108","2025","丰台","二模","2025丰台二模","12","thinking","choice_question","A-support","02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0108-2025丰台二模-q12","source_locked_pending_external_review","教师版原题和答案键锁定 Q12=C；科技成果先使用后付费训练逆向思维和辩证思维动态性，未找到独立客观题细则，按 A-support"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","31","辩证思维 / 易错边界","题组7 见“共同富裕全体共享、全面共享、渐进共享、共建共享” -> 辩证思维多方法","2025海淀二模 Q20","2025海淀二模","20","parsed","matched","","","Q0002","2025","海淀","二模","2025海淀二模","20","thinking","main_question","A-formal","02_codex_lane/HARD_SAMPLE_SOURCE_PACKETS.md#q0002-2025海淀二模-q20","source_locked","正式细则锁定辩证思维复合角度，讲评与评标实录补充确认"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","32","辩证思维 / 易错边界","题组27 见“全民、全面、共建、渐进共享” -> 辩证思维推进共同富裕","2025海淀二模 Q20","2025海淀二模","20","parsed","matched","","","Q0002","2025","海淀","二模","2025海淀二模","20","thinking","main_question","A-formal","02_codex_lane/HARD_SAMPLE_SOURCE_PACKETS.md#q0002-2025海淀二模-q20","source_locked","正式细则锁定辩证思维复合角度，讲评与评标实录补充确认"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","33","辩证思维 / 辩证否定与扬弃","题组66 见“OPC 出现和发展” -> 辩证否定要写否定、联系、发展和扬弃","2026房山二模 Q18(2)","2026房山二模","18(2)","parsed","matched","","","Q0129","2026","房山","二模","2026房山二模","18(2)","thinking","main_question","A-formal","02_codex_lane/GAP023_2026_FANGSHAN_ERMO_Q18_2_SOURCE_LOCK.md#q0129-2026房山二模-q182","source_locked_pending_external_review","原卷渲染页锁定《逻辑与思维》辩证否定观设问，正式评标细则锁定 OPC 出现/发展、否定分析、肯定分析、联系、发展、扬弃分点"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","34","辩证思维 / 矛盾分析、适度原则与两点重点","题组59 见“一个版权雷达就能防盗版” -> 辩证思维看单一条件与多措施综合","2025丰台二模 Q19(1)","2025丰台二模","19(1)","parsed","matched","","","Q0112","2025","丰台","二模","2025丰台二模","19(1)","thinking+reasoning","main_question","A-formal","02_codex_lane/GAP019_2025_FENGTAI_ERMO_Q12_Q13_Q14_Q16_2_Q19_1_SOURCE_LOCK.md#q0112-2025丰台二模-q191","source_locked_pending_external_review","阅卷评标细则锁定 AI 版权雷达观点辨析：重要条件但非充分条件，并要求配套法律技术用户素养和辩证思维，多措施综合治理"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","35","辩证思维 / 易错边界","题组52 见“新技术有活力也有乱象，禁止/放任两个极端都不够” -> 辩证思维、适度原则与创新思维","2026延庆一模 Q18(2)","2026延庆一模","18(2)","parsed","matched","","","Q0100","2026","延庆","一模","2026延庆一模","18(2)","thinking","main_question","A-formal","02_codex_lane/GAP015_2026_YANQING_YIMO_Q18_2_SOURCE_LOCK.md#q0100-2026延庆一模-q182","source_locked_pending_external_review","正式细则锁定虚拟数字人直播题：辩证思维、适度原则、创新思维/三新、辩证否定四选四，按《逻辑与思维》主观题登记"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","36","创新思维 / 思路新、方法新、结果新与跨越性","题组63 见“脑电波 + AI + 传统轮椅” -> 创新思维看多向跨越","2026朝阳二模 Q7","2026朝阳二模","7","parsed","matched","","","Q0120","2026","朝阳","二模","2026朝阳二模","7","thinking","choice_question","A-support","02_codex_lane/GAP021_2026_CHAOYANG_ERMO_Q5_Q6_Q7_Q19_1_SOURCE_LOCK.md#q0120-2026朝阳二模-q7","source_locked_pending_external_review","教师版原题和答案表锁定 Q7=D；智能轮椅突破传统功能局限并跨技术组合，训练创新思维思路多向性与跨越性；无独立客观题细则，按 A-support"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","37","创新思维 / 易错边界","题组68 见“AI 幻觉和偏见” -> 人机协同要三种思维品质一起提升","2026西城二模 Q18(4)","2026西城二模","18(4)","parsed","matched","","","Q0132","2026","西城","二模","2026西城二模","18(4)","thinking","main_question","A-formal","02_codex_lane/GAP024_2026_XICHENG_ERMO_Q5_Q6_Q18_4_SOURCE_LOCK.md#q0132-2026西城二模-q184","source_locked_pending_external_review","评标 PDF 渲染页锁定人机协同新常态下提升思维品质的三角度：科学思维客观性、辩证思维、创新思维"
"thinking_framework","C:\Users\Administrator\Desktop\飞哥的政治庄园\reports\选必三_逻辑与思维_双宝典双线重启_2026-05-24\08_delivery\选必三_逻辑与思维_思维宝典_框架重排送审版.md","38","创新思维 / 易错边界","题组8 见“人文底蕴 + 消费趋势 + 冷资源转热经济” -> 创新思维组合链","2026朝阳期中 Q21(2)","2026朝阳期中","21(2)","parsed","matched","","","Q0003","2026","朝阳","期中","2026朝阳期中(2025-11)","21(2)","thinking","main_question","A-formal","02_codex_lane/HARD_SAMPLE_SOURCE_PACKETS.md#q0003-2026朝阳期中-q212","source_locked","细则锁定超前/联想/逆向/发散聚合/三新"
