rubric_atom_id,question_id,rubric_or_answer_phrase,evidence_type,evidence_level,plain_reward_description,related_material_atom_ids,what_expression_is_rewarded,what_judgment_student_must_make_before_writing,legal_knowledge_or_rule_if_explicit,value_expression_if_explicit,knowledge_material_value_type,can_be_written_without_material,source_locator,uncertainty
R_CC0025_2024_朝阳_二模_17_09,CC0025_2024_朝阳_二模_17,评分细则 理由4 分，意义5 分 辩一）理由：理例结合，采意给分，结合基本案情和资料包，说清三个从属性各1 分，归纳 二者具有劳动关系1 分 甲公司通过平台向王某派单，并依据制度对王某进行奖惩，具有较强的人格从属性辩1 分）；,marking_report,formal,评分细则 理由4 分，意义5 分 辩一）理由：理例结合，采意给分，结合基本案情和资料包，说清三个从属性各1 分，归纳 二者具有劳动关系1 分 甲公司通过平台向王某派单，并依据制度对王某进行奖惩，具有较强的人格从属性辩1 分）；,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,评分细则 理由4 分，意义5 分 辩一）理由：理例结合，采意给分，结合基本案情和资料包，说清三个从属性各1 分，归纳 二者具有劳动关系1 分 甲公司通过平台向王某派单，并依据制度对王某进行奖惩，具有较强的人格从属性辩1 分）；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_10,CC0025_2024_朝阳_二模_17,或王某在接受平台派单的同时，还要遵守平台企业的纪律和奖惩制度，具有人格从属 性。,marking_report,formal,或王某在接受平台派单的同时，还要遵守平台企业的纪律和奖惩制度，具有人格从属 性。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,或王某在接受平台派单的同时，还要遵守平台企业的纪律和奖惩制度，具有人格从属 性。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_11,CC0025_2024_朝阳_二模_17,甲公司占有王某提供货物运输服务所需的数据信息，单方制定服务费用结算标准，具有 明显的经济从属性；,marking_report,formal,甲公司占有王某提供货物运输服务所需的数据信息，单方制定服务费用结算标准，具有 明显的经济从属性；,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,甲公司占有王某提供货物运输服务所需的数据信息，单方制定服务费用结算标准，具有 明显的经济从属性；,判断法律关系/行为性质/责任承担或程序路径(回源细化),占有,,knowledge+material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_12,CC0025_2024_朝阳_二模_17,辩1 分）或甲公司通过平台对王某的订单完成情况进行全程跟踪，掌握 王某的重要数据信息，此外，甲公司与客户结算运输费，单方制定每月向王某支付包月服务 费6000 元及奖励金的价格标准，具有经济从属性；,marking_report,formal,辩1 分）或甲公司通过平台对王某的订单完成情况进行全程跟踪，掌握 王某的重要数据信息，此外，甲公司与客户结算运输费，单方制定每月向王某支付包月服务 费6000 元及奖励金的价格标准，具有经济从属性；,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,辩1 分）或甲公司通过平台对王某的订单完成情况进行全程跟踪，掌握 王某的重要数据信息，此外，甲公司与客户结算运输费，单方制定每月向王某支付包月服务 费6000 元及奖励金的价格标准，具有经济从属性；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_13,CC0025_2024_朝阳_二模_17,王某从事的货物运输服务属于甲公司业务的组成部分，具有较强的组织从属性辩1 分） 或王某每日在公司平台签到并通过公司平台接受派单，以平台公司名义提供货物运输服务具 有组织从属性。,marking_report,formal,王某从事的货物运输服务属于甲公司业务的组成部分，具有较强的组织从属性辩1 分） 或王某每日在公司平台签到并通过公司平台接受派单，以平台公司名义提供货物运输服务具 有组织从属性。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,王某从事的货物运输服务属于甲公司业务的组成部分，具有较强的组织从属性辩1 分） 或王某每日在公司平台签到并通过公司平台接受派单，以平台公司名义提供货物运输服务具 有组织从属性。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_14,CC0025_2024_朝阳_二模_17,辩如果仅写出三个从属性，没有结合材料只给1 分） 所以，双方之间存在事实上的劳动关系，对王某的仲裁请求应当予以支持。,marking_report,formal,辩如果仅写出三个从属性，没有结合材料只给1 分） 所以，双方之间存在事实上的劳动关系，对王某的仲裁请求应当予以支持。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,辩如果仅写出三个从属性，没有结合材料只给1 分） 所以，双方之间存在事实上的劳动关系，对王某的仲裁请求应当予以支持。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,,material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_15,CC0025_2024_朝阳_二模_17,辩1 分） 辩二）意义：从三个方面作答：法律意义、道德意义、经济意义 法律意义： 该案例有利于指导各地仲裁机构、人民法院适应平台经济发展带来的新情况、新问 题，辩或为各地仲裁机构、人民法院提供参照与借鉴）辩1 分） 提高以事实为依据、以法律为准绳进行公正裁决的能力 辩或有利于实社社会公平正 义）辩1 分）；,marking_report,formal,辩1 分） 辩二）意义：从三个方面作答：法律意义、道德意义、经济意义 法律意义： 该案例有利于指导各地仲裁机构、人民法院适应平台经济发展带来的新情况、新问 题，辩或为各地仲裁机构、人民法院提供参照与借鉴）辩1 分） 提高以事实为依据、以法律为准绳进行公正裁决的能力 辩或有利于实社社会公平正 义）辩1 分）；,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,辩1 分） 辩二）意义：从三个方面作答：法律意义、道德意义、经济意义 法律意义： 该案例有利于指导各地仲裁机构、人民法院适应平台经济发展带来的新情况、新问 题，辩或为各地仲裁机构、人民法院提供参照与借鉴）辩1 分） 提高以事实为依据、以法律为准绳进行公正裁决的能力 辩或有利于实社社会公平正 义）辩1 分）；,判断法律关系/行为性质/责任承担或程序路径(回源细化),,公平,material+value,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_16,CC0025_2024_朝阳_二模_17,有利于保障新就业形态劳动者 辩合法）权益，辩1 分）发展和谐稳定的劳动关系；,marking_report,formal,有利于保障新就业形态劳动者 辩合法）权益，辩1 分）发展和谐稳定的劳动关系；,M_CC0025_2024_朝阳_二模_17_03|M_CC0025_2024_朝阳_二模_17_04|M_CC0025_2024_朝阳_二模_17_05|M_CC0025_2024_朝阳_二模_17_06,有利于保障新就业形态劳动者 辩合法）权益，辩1 分）发展和谐稳定的劳动关系；,判断法律关系/行为性质/责任承担或程序路径(回源细化),劳动者,,knowledge+material,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0025_2024_朝阳_二模_17_17,CC0025_2024_朝阳_二模_17,辩1 分）辩此三点答出两点给2 分） 道德意义：符合民法的基本原则辩或践行社会主义核心价值观）辩1 分） [page 3] 3 经济意义：有利于引导平台经济良性发展，促进经济社会的发展。,marking_report,formal,辩1 分）辩此三点答出两点给2 分） 道德意义：符合民法的基本原则辩或践行社会主义核心价值观）辩1 分） [page 3] 3 经济意义：有利于引导平台经济良性发展，促进经济社会的发展。,M_CC0025_2024_朝阳_二模_17_01|M_CC0025_2024_朝阳_二模_17_02,辩1 分）辩此三点答出两点给2 分） 道德意义：符合民法的基本原则辩或践行社会主义核心价值观）辩1 分） [page 3] 3 经济意义：有利于引导平台经济良性发展，促进经济社会的发展。,判断法律关系/行为性质/责任承担或程序路径(回源细化),,促进；引导,material+value,no,F0016:page 2 | F0017:text | F0018:page 6 | F0241:page 6 | F0242:text | F0243:page 2,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0040_2024_海淀_一模_19_01,CC0040_2024_海淀_一模_19,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,teacher_reference_answer,reference_only,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,M_CC0040_2024_海淀_一模_19_01|M_CC0040_2024_海淀_一模_19_02,19.（8分） 民事主体的著作权受法律保护，甲公司创作虚拟数字人Ada，对其享有著作权。乙公司未经许可使用甲公司创作的相关视频，并在展示过程中故意替换有关标识、加注注册商标，构成著作权侵权。乙公司进行虚假和引人误解的商业宣传，属于不正当竞争。法院依法判决乙公司赔偿甲公司损失，有利于激发创新活力，维护市场秩序。,判断法律关系/行为性质/责任承担或程序路径(回源细化),民事主体；著作权,维护；秩序,knowledge+material+value,no,F0025:text | F0026:page 7 | F0249:text | F0251:page 7,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0045_2024_海淀_二模_19_01,CC0045_2024_海淀_二模_19,19.（6分） 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】,marking_rubric,formal,19.（6分） 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】,M_CC0045_2024_海淀_二模_19_01|M_CC0045_2024_海淀_二模_19_04|M_CC0045_2024_海淀_二模_19_05|M_CC0045_2024_海淀_二模_19_08|M_CC0045_2024_海淀_二模_19_09,19.（6分） 【答案】 在本案判决中，人民法院确认居委会提供的遗赠扶养协议，认定居委会的赡养行为，充分肯定居委会对老人养老送终所起的作用。本案判决不仅实现了个案上的公平正义，更倡导全社会积极助力养老，促进“不尽孝者少分或者不分遗产”的司法理念深入人心。判决有利于弘扬尊老、敬老、爱老、助老的中华传统美德，让崇尚和践行社会主义核心价值观成为人们的自觉行动和全体社会的良好风尚。 【细则】,判断法律关系/行为性质/责任承担或程序路径(回源细化),扶养；赡养；遗产；遗赠,促进；公平；正义,knowledge+material+value,no,F0051:text | F0052:text | F0053:text | F0054:page 7 | F0272:text | F0273:text | F0274:text | F0275:page 7,heuristic_atom_split_from_text_layer; needs回源核细则原文
R_CC0051_2024_海淀_期中_21_1_01,CC0051_2024_海淀_期中_21_1,"21（1）75 年，大国自信而坚定的脚步。 1950年5月1日,《中华人民共和国婚姻法》开始施行。这是新中国成立后颁布的第一部具有基本法律性质 的法律，彻底废除了封建主义家庭制度，确立了以婚姻自由、一夫一妻、保护妇女儿童权益为原则的社会主 义婚姻家庭制度。2021年1月1日,《中华人民共和国民法典》正式实施。民法典专门设置了“婚姻家庭编”， 包括婚姻法在内的多部法律同时废止。 思政课上，大家围绕老师出示的两则法条展开了讨论。小海认为，1950年婚姻法中“由男方清偿”的规 定并不合理，民法典的规定才符合良法的要求。",marking_rubric,formal,"21（1）75 年，大国自信而坚定的脚步。 1950年5月1日,《中华人民共和国婚姻法》开始施行。这是新中国成立后颁布的第一部具有基本法律性质 的法律，彻底废除了封建主义家庭制度，确立了以婚姻自由、一夫一妻、保护妇女儿童权益为原则的社会主 义婚姻家庭制度。2021年1月1日,《中华人民共和国民法典》正式实施。民法典专门设置了“婚姻家庭编”， 包括婚姻法在内的多部法律同时废止。 思政课上，大家围绕老师出示的两则法条展开了讨论。小海认为，1950年婚姻法中“由男方清偿”的规 定并不合理，民法典的规定才符合良法的要求。",M_CC0051_2024_海淀_期中_21_1_04|M_CC0051_2024_海淀_期中_21_1_05|M_CC0051_2024_海淀_期中_21_1_07|M_CC0051_2024_海淀_期中_21_1_09|M_CC0051_2024_海淀_期中_21_1_12|M_CC0051_2024_海淀_期中_21_1_13|M_CC0051_2024_海淀_期中_21_1_17,"21（1）75 年，大国自信而坚定的脚步。 1950年5月1日,《中华人民共和国婚姻法》开始施行。这是新中国成立后颁布的第一部具有基本法律性质 的法律，彻底废除了封建主义家庭制度，确立了以婚姻自由、一夫一妻、保护妇女儿童权益为原则的社会主 义婚姻家庭制度。2021年1月1日,《中华人民共和国民法典》正式实施。民法典专门设置了“婚姻家庭编”， 包括婚姻法在内的多部法律同时废止。 思政课上，大家围绕老师出示的两则法条展开了讨论。小海认为，1950年婚姻法中“由男方清偿”的规 定并不合理，民法典的规定才符合良法的要求。",判断法律关系/行为性质/责任承担或程序路径(回源细化),民法典,,knowledge+value,uncertain,F0027:page 50 | F0027:page 52 | F0252:page 50 | F0252:page 52,heuristic_atom_split_from_text_layer; needs回源核细则原文
