source_id,suite,path,source_type,evidence_type,extraction_method,status,notes
SRC_0023,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/progress.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0024,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/task_plan.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0025,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/COVERAGE_MATRIX.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0026,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/USER_FRAMEWORK.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0027,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/USER_QUESTIONS.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0028,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/DECISION_LOG.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0029,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/findings.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0030,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/TASK_BRIEF.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0031,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/RUN_MANIFEST.json,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0032,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/codex_lane/agents/reasoning_worker_report.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0033,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/codex_lane/agents/thinking_worker_report.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0034,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/locked_entries_batch01.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0035,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/evidence_level_index.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0036,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/thinking_formal_candidate_shortlist.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0037,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/thinking_formal_candidate_shortlist.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0038,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/reasoning_formal_candidate_shortlist.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0039,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/reasoning_formal_candidate_shortlist.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0040,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/extract_priority_sources.py,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0041,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/build_student_docx.py,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0042,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/enrich_logic_candidates.py,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0043,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/scan_logic_candidates.py,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0044,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/tools/extract_pdf_framework.py,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0045,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/06_conflicts/conflict_register.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0046,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/06_conflicts/resolved_conflicts.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0047,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/06_conflicts/unresolved_conflicts.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0048,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/candidate_suite_summary.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0049,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/thinking_candidate_hits.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0050,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/SOURCE_INVENTORY.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0051,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/logic_candidate_hits.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0052,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/logic_candidate_hits_enriched.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0053,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/reasoning_candidate_hits.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0054,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/logic_candidate_hits.jsonl,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0055,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/01_source_inventory/FILE_TYPE_ROUTING.csv,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0056,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/student_doc_outline.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0057,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/student_doc_draft.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0058,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/glossary.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0059,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/07_student_doc/student_doc_final.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0060,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/PROGRESS_LEDGER.jsonl,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0061,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/EVIDENCE_PRIORITY_RULES.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0062,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/START_CARD.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0063,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/MODEL_ADVICE_LOG.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0064,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/ZERO_START_DECLARATION.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0065,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/GOVERNOR_GATES.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0066,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/DECISION_LOG.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0067,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/RUN_MANIFEST.yaml,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0068,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_control/NOTEBOOK_DIGEST.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0069,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/logs/claude-debug.log,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0070,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/logs/latest,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0071,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/codex_response_to_advice.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0072,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/claude_advice.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0073,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/confucius_report.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0074,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/confucius_fix_log.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0075,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_context_pack.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0076,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_final_content_review.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0077,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/claude_context_pack.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0078,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_advice.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0079,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_phase_fallback_log.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0080,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/phase_reports/phase_report_template.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0081,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/phase_reports/phase_01_framework_inventory_summary.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0082,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_content_review/content_review_template.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0083,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_content_review/gpt_content_review_index.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0084,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_content_review/content_correction_log.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0085,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_phase_advice/gpt_phase_advice_index.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0086,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/08_review/gpt_phase_advice/phase_01_prompt_for_gpt55.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0087,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_source_pdfs/逻辑与思维_思维部分_原文件.pdf,user_framework_or_uploaded_pdf,thinking,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0088,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/00_source_pdfs/逻辑与思维_推理部分_原文件.pdf,user_framework_or_uploaded_pdf,reasoning,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0089,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/word_visual_check.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0090,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/选必三逻辑与思维_思维推理双线触发宝典_学生版_2026-05-04.md,other,reasoning,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0091,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/acceptance_report.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0092,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/pdf_visual_check.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0093,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/delivery_manifest.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0094,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/09_delivery/cupsfilter_test.log,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0095,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/failed_extractions.md,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0096,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.meta.json,user_framework_or_uploaded_pdf,thinking,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0097,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.outline.json,user_framework_or_uploaded_pdf,thinking,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0098,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.txt,user_framework_or_uploaded_pdf,reasoning,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0099,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.pages.jsonl,user_framework_or_uploaded_pdf,thinking,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0100,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.meta.json,user_framework_or_uploaded_pdf,reasoning,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0101,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_思维部分_原文件.txt,user_framework_or_uploaded_pdf,thinking,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0102,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.outline.json,user_framework_or_uploaded_pdf,reasoning,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0103,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/pdf_text/逻辑与思维_推理部分_原文件.pages.jsonl,user_framework_or_uploaded_pdf,reasoning,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0104,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/025_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0105,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/028_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_其他材料_2025届二模考试讲评0510.pdf.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0106,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/024_Users_wanglifei_Desktop_2026模拟题_2026各区期末和期中_2026海淀期末_细则_细则.pdf.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0107,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/031_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_补充材料_北京市东城区2023-2024学年度第二学期高三综合练习_一_思想政治答案_1_.pdf.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0108,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/007_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025昌平二模_细则_细则.pptx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0109,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/030_Users_wanglifei_Desktop_2024模拟题_2024东城一模_细则_细则.pptx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0110,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/019_Users_wanglifei_GaokaoPolitics_2025各区模拟题_2025各区二模_2025昌平二模_2025北京昌平高三二模政治_教师版_.pdf.txt,other,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0111,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/001_Users_wanglifei_Desktop_2026模拟题_2026各区一模_2026顺义一模_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0112,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/012_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_细则_补充材料_细则.rtf.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0113,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/008_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_试卷_试卷.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0114,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/016_Users_wanglifei_Desktop_2025模拟题_2025各区一模_2025顺义一模_细则_细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0115,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/033_Users_wanglifei_Desktop_2024模拟题_西城一模_细则_补充材料_2024.4高三统一测试思想政治答案.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0116,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/027_Users_wanglifei_Desktop_2025模拟题_2025各区二模_2025海淀二模_细则_补充材料_2025年海淀二模评标实录.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0117,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/036_Users_wanglifei_Desktop_2024模拟题_海淀二模_细则_补充材料_高三二模_政治答案_2_.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0118,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/035_Users_wanglifei_Desktop_2024模拟题_海淀二模_细则_细则.docx.txt,answer_or_scoring_or_lecture,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
SRC_0119,,/Users/wanglifei/Desktop/北京高考政治/选必三逻辑与思维双线四线终极跑_2026-05-04/02_extraction/priority_source_texts/009_Users_wanglifei_Desktop_2024模拟题_2024朝阳期中_试卷_补充材料_202411朝阳高三政治_期中1试题_1_.pdf.txt,paper_or_question_source,possible,pending,not_evidence_until_reopened,old_artifact_locator_only
