batch,file,line,question,core,grade,landing_hard,interp,landing,raw
1,v5_out_1.txt,36,2024海淀二模Q18(1)（多极化世界中的民主与全球治理 时政述评）,推动构建人类命运共同体,真推理,False,"阐释：真推理（抓资料包把AI两极分化/全球性问题/代表性不足列为""谁都无法独自解决""的共同命运议题，推出合理方向只能是命运共同体，扣本题）","落点：OK（细则""人类命运共同体""角度）","· 推动构建人类命运共同体 | 阐释：真推理（抓资料包把AI两极分化/全球性问题/代表性不足列为""谁都无法独自解决""的共同命运议题，推出合理方向只能是命运共同体，扣本题）| 落点：OK（细则""人类命运共同体""角度）"
1,v5_out_1.txt,37,2024海淀二模Q18(1)（多极化世界中的民主与全球治理 时政述评）,国际组织,真推理,False,"阐释：真推理（抓金砖/G20/上合""作用增强""且跨南北超阵营，推出是回答""民主""议题最贴合的平台，扣本题议题选择）","落点：OK（细则""国际组织""角度；落点事实全部出自嘉宾1）","· 国际组织 | 阐释：真推理（抓金砖/G20/上合""作用增强""且跨南北超阵营，推出是回答""民主""议题最贴合的平台，扣本题议题选择）| 落点：OK（细则""国际组织""角度；落点事实全部出自嘉宾1）"
1,v5_out_1.txt,38,2024海淀二模Q18(1)（多极化世界中的民主与全球治理 时政述评）,世界多极化是当今国际形势的突出特点,套路,False,"阐释：套路（""不是停在全球南方、全球治理民主化、和平与发展仍是时代主题本身，而是看见它们共同指向全球南方合作""""材料中的因果、路径或价值判断要由这个核心点来解释清楚""——纯模板填空；且材料触发点字段误粘了""必须先回到和平与发展…""与本核心点无关）","落点：OK（细则""世界多极化""角度；落点""新兴市场和发展中国家群体性崛起""扣嘉宾1，无臆造）","· 世界多极化是当今国际形势的突出特点 | 阐释：套路（""不是停在全球南方、全球治理民主化、和平与发展仍是时代主题本身，而是看见它们共同指向全球南方合作""""材料中的因果、路径或价值判断要由这个核心点来解释清楚""——纯模板填空；且材料触发点字段误粘了""必须先回到和平与发展…""与本核心点无关）| 落点：OK（细则""世界多极化""角度；落点""新兴市场和发展中国家群体性崛起""扣嘉宾1，无臆造）"
1,v5_out_1.txt,43,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",和平与发展仍是时代主题,真推理,False,"阐释：真推理（抓""脱钩断链""与近70国企业齐聚链博会的正反对照=暗示合作是潮流，发言人须先给时代判定再用共同行动证明，扣本题情境与材料事实）",落点：OK（细则时代主题2分，原答案首点一致）,"· 和平与发展仍是时代主题 | 阐释：真推理（抓""脱钩断链""与近70国企业齐聚链博会的正反对照=暗示合作是潮流，发言人须先给时代判定再用共同行动证明，扣本题情境与材料事实）| 落点：OK（细则时代主题2分，原答案首点一致）"
1,v5_out_1.txt,44,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",国家间共同利益是国家合作的基础,套路,False,"阐释：套路（""链博会、脱钩断链、70个国家、去风险不只是材料细节，而是在呈现合作成立的利益基础""为回填式罗列关键词，未真正推导；""去风险""用词材料作""脱钩断链…去风险""，尚属材料范围）","落点：OK（细则""国家利益""可替代给分）","· 国家间共同利益是国家合作的基础 | 阐释：套路（""链博会、脱钩断链、70个国家、去风险不只是材料细节，而是在呈现合作成立的利益基础""为回填式罗列关键词，未真正推导；""去风险""用词材料作""脱钩断链…去风险""，尚属材料范围）| 落点：OK（细则""国家利益""可替代给分）"
1,v5_out_1.txt,45,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",维护国家利益是主权国家对外活动的出发点和落脚点,套路,False,"阐释：套路（""设问要说明题面事实背后的理论关系，而链博会…呈现的是利益安全与发展主动权""通用填空句，本题为发言人回应非""说明理论关系""，设问定性都套错）","落点：OK（细则""国家利益""替代项）","· 维护国家利益是主权国家对外活动的出发点和落脚点 | 阐释：套路（""设问要说明题面事实背后的理论关系，而链博会…呈现的是利益安全与发展主动权""通用填空句，本题为发言人回应非""说明理论关系""，设问定性都套错）| 落点：OK（细则""国家利益""替代项）"
1,v5_out_1.txt,46,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展,真推理,False,"阐释：真推理（抓材料二集中铺开链博会/自贸协定/互联互通/供应链数字化等中国做法与""脱钩断链""正反对比，推出发言人要给方向性反驳而非仅表态，扣本题）",落点：OK（细则经济全球化方向2分，原答案第二点一致）,"· 推动经济全球化朝着更加开放、包容、普惠、平衡、共赢方向发展 | 阐释：真推理（抓材料二集中铺开链博会/自贸协定/互联互通/供应链数字化等中国做法与""脱钩断链""正反对比，推出发言人要给方向性反驳而非仅表态，扣本题）| 落点：OK（细则经济全球化方向2分，原答案第二点一致）"
1,v5_out_1.txt,47,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",维护全球产业链供应链稳定畅通,套路,False,"阐释：套路（""链博会…呈现的是开放平台、规则和市场联通""""题面要解释链条为什么更稳更畅""为模板，未结合本题独有推导，落点直接给""打造世界共赢链""）","落点：OK（细则""国家利益/经济全球化""框架内可给，与原答案精神一致）","· 维护全球产业链供应链稳定畅通 | 阐释：套路（""链博会…呈现的是开放平台、规则和市场联通""""题面要解释链条为什么更稳更畅""为模板，未结合本题独有推导，落点直接给""打造世界共赢链""）| 落点：OK（细则""国家利益/经济全球化""框架内可给，与原答案精神一致）"
1,v5_out_1.txt,48,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",推动构建人类命运共同体,真推理,False,"阐释：真推理（抓材料把""脱钩断链""与中国""世界共赢链""正面摆出，推出中国回应是""用相互成就关系反衬破坏性""、须给方向对抗的主张，扣本题）",落点：OK（细则人类命运共同体2分）,"· 推动构建人类命运共同体 | 阐释：真推理（抓材料把""脱钩断链""与中国""世界共赢链""正面摆出，推出中国回应是""用相互成就关系反衬破坏性""、须给方向对抗的主张，扣本题）| 落点：OK（细则人类命运共同体2分）"
1,v5_out_1.txt,49,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",践行真正的多边主义,套路,False,"阐释：套路（""能解释…中的人类命运共同体、链博会、脱钩断链、70个国家，因为这些线索提示的是多边平台和共同规则""——固定回填句式）",落点：OK（细则多边主义可替代）,"· 践行真正的多边主义 | 阐释：套路（""能解释…中的人类命运共同体、链博会、脱钩断链、70个国家，因为这些线索提示的是多边平台和共同规则""——固定回填句式）| 落点：OK（细则多边主义可替代）"
1,v5_out_1.txt,50,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",推动国际关系民主化,套路,False,"阐释：套路（""链博会…不只是材料细节，而是在呈现国际事务平等参与""回填式；""主张各国平等参与产供链合作""属术语自带含义，非本题线索推出）",落点：OK（细则国际关系民主化可替代）,"· 推动国际关系民主化 | 阐释：套路（""链博会…不只是材料细节，而是在呈现国际事务平等参与""回填式；""主张各国平等参与产供链合作""属术语自带含义，非本题线索推出）| 落点：OK（细则国际关系民主化可替代）"
1,v5_out_1.txt,51,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",世界多极化是当今国际形势的突出特点,真推理,False,"阐释：真推理（抓正反对照""不能只用经济利益解释，背后是国际格局从单极走向多极、单一国家无法切断全球分工""，推出须先给格局判断，扣本题且区别于经济维度）",落点：OK（细则多极化2分，原答案第三点一致）,"· 世界多极化是当今国际形势的突出特点 | 阐释：真推理（抓正反对照""不能只用经济利益解释，背后是国际格局从单极走向多极、单一国家无法切断全球分工""，推出须先给格局判断，扣本题且区别于经济维度）| 落点：OK（细则多极化2分，原答案第三点一致）"
1,v5_out_1.txt,52,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",中国推动构建人类命运共同体,真推理,False,"阐释：真推理（抓材料二""中国维护全球产供链韧性、各国共享机遇共担安全责任""，推出须点最高价值底色，把产供链合作接到命运共同体总目标，扣本题）",落点：OK（细则人类命运共同体2分）,"· 中国推动构建人类命运共同体 | 阐释：真推理（抓材料二""中国维护全球产供链韧性、各国共享机遇共担安全责任""，推出须点最高价值底色，把产供链合作接到命运共同体总目标，扣本题）| 落点：OK（细则人类命运共同体2分）"
1,v5_out_1.txt,53,"2025延庆一模Q20(2)（外交部发言人回应""脱钩断链""）",展现大国责任担当,套路,False,"阐释：套路（""设问要说明题面事实背后的理论关系，而链博会…呈现的是大国责任与发展合作""通用填空；设问定性套错为""说明理论关系""）","落点：OK（细则""大国担当""可替代）","· 展现大国责任担当 | 阐释：套路（""设问要说明题面事实背后的理论关系，而链博会…呈现的是大国责任与发展合作""通用填空；设问定性套错为""说明理论关系""）| 落点：OK（细则""大国担当""可替代）"
1,v5_out_1.txt,58,2024西城二模Q19（中国答案的国际关系新思路）,和平与发展仍是时代主题,真推理,False,"阐释：真推理（抓题面把恃强凌弱/零和博弈/结盟对抗集中呈现为""旧""问题、与时代主题方向相反，推出""新思路""须放回时代潮流立住，新旧对照，扣本题）","落点：OK（细则首句替换项即""和平与发展""）","· 和平与发展仍是时代主题 | 阐释：真推理（抓题面把恃强凌弱/零和博弈/结盟对抗集中呈现为""旧""问题、与时代主题方向相反，推出""新思路""须放回时代潮流立住，新旧对照，扣本题）| 落点：OK（细则首句替换项即""和平与发展""）"
1,v5_out_1.txt,59,2024西城二模Q19（中国答案的国际关系新思路）,国家间共同利益是国家合作的基础,套路,False,"阐释：套路（""能解释…中的全人类是命运与共的大家庭，因为这些线索提示的是合作成立的利益基础""回填式；""全人类是命运与共的大家庭""是落点措辞非材料原句，但属命运共同体合理表述）","落点：OK（细则首句""全人类是命运与共的大家庭…休戚与共""原答案第一句）","· 国家间共同利益是国家合作的基础 | 阐释：套路（""能解释…中的全人类是命运与共的大家庭，因为这些线索提示的是合作成立的利益基础""回填式；""全人类是命运与共的大家庭""是落点措辞非材料原句，但属命运共同体合理表述）| 落点：OK（细则首句""全人类是命运与共的大家庭…休戚与共""原答案第一句）"
1,v5_out_1.txt,60,2024西城二模Q19（中国答案的国际关系新思路）,相互尊重、公平正义、合作共赢的新型国际关系,套路,False,"阐释：套路（""能解释…中的中国答案超越实力至上的逻辑，因为这些线索提示的是国际关系方向""回填式公式，未结合本题独有推导）",落点：OK（新型国际关系切题，细则采意范围）,"· 相互尊重、公平正义、合作共赢的新型国际关系 | 阐释：套路（""能解释…中的中国答案超越实力至上的逻辑，因为这些线索提示的是国际关系方向""回填式公式，未结合本题独有推导）| 落点：OK（新型国际关系切题，细则采意范围）"
1,v5_out_1.txt,61,2024西城二模Q19（中国答案的国际关系新思路）,推动国际秩序和全球治理体系更加公正合理,真推理,False,"阐释：真推理（抓""新兴市场国家和发展中国家崛起""+""现行国际秩序不适应""两层并列，推出新思路须同时回应力量结构变化与秩序滞后、含正面方案，扣本题材料）","落点：OK（原答案""支持赋予发展中国家更多发言权…推动国际秩序朝更加公正合理方向发展""采意）","· 推动国际秩序和全球治理体系更加公正合理 | 阐释：真推理（抓""新兴市场国家和发展中国家崛起""+""现行国际秩序不适应""两层并列，推出新思路须同时回应力量结构变化与秩序滞后、含正面方案，扣本题材料）| 落点：OK（原答案""支持赋予发展中国家更多发言权…推动国际秩序朝更加公正合理方向发展""采意）"
1,v5_out_1.txt,62,2024西城二模Q19（中国答案的国际关系新思路）,推动构建人类命运共同体,套路,False,"阐释：套路（""不是停在人类命运共同体、集团政治、实力至上、少数西方国家定义的普世价值本身，而是看见它们共同指向共同体价值统摄""固定句式，""同一命运关联""为通用模板）","落点：OK（材料明示""中国的回答是构建人类命运共同体""，核心给分点）","· 推动构建人类命运共同体 | 阐释：套路（""不是停在人类命运共同体、集团政治、实力至上、少数西方国家定义的普世价值本身，而是看见它们共同指向共同体价值统摄""固定句式，""同一命运关联""为通用模板）| 落点：OK（材料明示""中国的回答是构建人类命运共同体""，核心给分点）"
1,v5_out_1.txt,63,2024西城二模Q19（中国答案的国际关系新思路）,践行真正的多边主义,套路,False,"阐释：套路（""不是停在中国答案坚持真正的多边主义本身，而是看见它们共同指向多边平台和共同规则""——把落点词塞回句式，空转）","落点：OK（细则正面采意含""真正的多边主义""）","· 践行真正的多边主义 | 阐释：套路（""不是停在中国答案坚持真正的多边主义本身，而是看见它们共同指向多边平台和共同规则""——把落点词塞回句式，空转）| 落点：OK（细则正面采意含""真正的多边主义""）"
1,v5_out_1.txt,64,2024西城二模Q19（中国答案的国际关系新思路）,推动国际关系民主化,套路,False,"阐释：套路（""能解释…中的中国答案赋予发展中国家更多发言权，因为这些线索提示的是国际事务平等参与""回填式；注：""赋予发展中国家更多发言权""属细则采意表述，材料本身只有""发展中国家崛起""，落点尚在官方采意内）","落点：OK（细则采意""国际关系民主化""）","· 推动国际关系民主化 | 阐释：套路（""能解释…中的中国答案赋予发展中国家更多发言权，因为这些线索提示的是国际事务平等参与""回填式；注：""赋予发展中国家更多发言权""属细则采意表述，材料本身只有""发展中国家崛起""，落点尚在官方采意内）| 落点：OK（细则采意""国际关系民主化""）"
1,v5_out_1.txt,65,2024西城二模Q19（中国答案的国际关系新思路）,超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑,套路,False,"阐释：套路（""霸权主义、强权政治、小圈子、普世价值已经把文明交流互鉴摆出来""——""文明交流互鉴""与本题无关、属误植模板词，整段为填空式）","落点：OK（细则官方答案正含""超越集团政治小圈子/实力至上/普世价值…反对霸权主义强权政治""，核心给分点）","· 超越集团政治、实力至上和少数国家垄断价值定义的治理逻辑 | 阐释：套路（""霸权主义、强权政治、小圈子、普世价值已经把文明交流互鉴摆出来""——""文明交流互鉴""与本题无关、属误植模板词，整段为填空式）| 落点：OK（细则官方答案正含""超越集团政治小圈子/实力至上/普世价值…反对霸权主义强权政治""，核心给分点）"
1,v5_out_1.txt,66,2024西城二模Q19（中国答案的国际关系新思路）,中国推动构建人类命运共同体,套路,False,"阐释：套路（""能解释…中的人类命运共同体、普世价值，因为这些线索提示的是共同体价值统摄""回填式）",落点：OK（细则核心给分点）,"· 中国推动构建人类命运共同体 | 阐释：套路（""能解释…中的人类命运共同体、普世价值，因为这些线索提示的是共同体价值统摄""回填式）| 落点：OK（细则核心给分点）"
1,v5_out_1.txt,71,2025丰台期末Q20（中非达成战略性共识的理论逻辑和价值意蕴）,和平与发展仍是时代主题,真推理,False,"阐释：真推理（抓中非围绕三大倡议形成共识、共同反对脱钩断链=南方国家外部压力下抱团，推出须先答共识能此时达成的世界条件而非复述共识，扣本题""理论逻辑""）","落点：OK（原答案""符合和平与发展时代主题""）","· 和平与发展仍是时代主题 | 阐释：真推理（抓中非围绕三大倡议形成共识、共同反对脱钩断链=南方国家外部压力下抱团，推出须先答共识能此时达成的世界条件而非复述共识，扣本题""理论逻辑""）| 落点：OK（原答案""符合和平与发展时代主题""）"
