path,size_bytes,sha256,capsule_path,line_count_estimate,policy
reports/必修二三与必修四文化_题源分类准备_20260617_1301/06_fable5_source_cache/fable5_ai_readable_source_cache.jsonl,3082535,b746821cce9eb4536850eee6a42ea5064ceb96b3af2613dd572457d171d7eaf1,context_capsules/3683206cbb_reports____20260617_1301_06_fable5_source_cache_fable5_ai_readable_source_cache.jsonl.summary.md,194,capsule-first-original-for-evidence
选必二重做_2026-04-30/opus48_dynamic_workflow_subjective_compilation_2026-05-29/02_claudecode_logs/claude_debug_opus48_workflow.log,3072755,8f9b8bebe8b2f9f8cdbe224fbd274dc0557f442355099c7d03470274d34a7690,context_capsules/88c01b8958_flow_subjective_compilation_2026-05-29_02_claudecode_logs_claude_debug_opus48_workflow.log.summary.md,33208,capsule-first-original-for-evidence
选必一_当代国际政治与经济_四线终极全书_2026-05-03/claudecode_lane/logs/claudecode_batch04D_20260503_214052.stream.json,2651245,070da3eaf1bc5e670f63955ee3e6a0682920cce76d21de87f4d40578a6dae163,context_capsules/f36a825a8d_2026-05-03_claudecode_lane_logs_claudecode_batch04D_20260503_214052.stream.json.summary.md,6167,capsule-first-original-for-evidence
必修四从0重跑_ClaudeCode_2026-05-02/logs/claude-debug.log,2306624,8583584e52a66758a02fdd8285699d61635901355b387c1d52e948695b1a376e,context_capsules/69923ccec7_0__ClaudeCode_2026-05-02_logs_claude-debug.log.summary.md,20250,capsule-first-original-for-evidence
reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/01_docx_extract/question_entry_candidates.jsonl,2236635,92ef78d9f59a28b19f034295b8a56b80fa90251777f946f8926b6e869003507d,context_capsules/2c83438b36_reports____20260617_151852_01_docx_extract_question_entry_candidates.jsonl.summary.md,561,capsule-first-original-for-evidence
选必一_当代国际政治与经济_双线总控_2026-05-02/logs/claude_xuanbiyi_restart_2202.stream.json,2163342,eba4492bb78267457ec8f353212abd0c5ba71fb5b4df0eab389619b74bc99706,context_capsules/7bfd6348af_2026-05-02_logs_claude_xuanbiyi_restart_2202.stream.json.summary.md,5482,capsule-first-original-for-evidence
reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/03_audit/QUESTION_AUDIT_LEDGER.csv,2152760,ad1218af3f50a8e619e7aac2ec0f322d2a27fa9cff48bc6cd6b141127c0ba4ee,context_capsules/0da743a74b_reports____20260617_151852_03_audit_QUESTION_AUDIT_LEDGER.csv.summary.md,4489,capsule-first-original-for-evidence
codex_continuous/jobs/哲学必修四_倒序线/logs/reverse-xicheng-key-20260424-165014.raw.log,1963840,ef5ea1b88d9235485fe79e40491be9959644807dda47ebab9266541faf022e58,context_capsules/c4d0ef1f08_codex_continuous_jobs___logs_reverse-xicheng-key-20260424-165014.raw.log.summary.md,8315,capsule-first-original-for-evidence
codex_continuous/jobs/哲学必修四_三线闭环穷尽满分课/logs/iteration-003.raw.log,1809652,ea45126635f4cf6e60f94d6ff34a6fd5e48a8112137c14a9a7b54794ea1e13af,context_capsules/cecd9f2dfa_codex_continuous_jobs___logs_iteration-003.raw.log.summary.md,9286,capsule-first-original-for-evidence
reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/01_docx_extract/blocks.jsonl,1727852,47ae69e2d2ee38cee5bdbbb84361101d459e0145509b5c50a5424abea14bf645,context_capsules/8c96c1b144_reports____20260617_151852_01_docx_extract_blocks.jsonl.summary.md,6699,capsule-first-original-for-evidence
选必二法律主观题框架_从题源生长/01_subjective_candidates/all_candidate_subjective_law_questions_codex.jsonl,1628031,0538b471d0af1a248e804fbfe72154e2b6ed0e4cc76b7e3545f167cf35f93e8d,context_capsules/9c0bfe3e16_01_subjective_candidates_all_candidate_subjective_law_questions_codex.jsonl.summary.md,103,capsule-first-original-for-evidence
选必二法律主观题框架_从题源生长/01_subjective_candidates/all_candidate_subjective_law_questions_codex.csv,1558974,03ac45442ce547b241f81d3744a9eb48c29f3da6bad462b146cee68304c4ee70,context_capsules/e9a2274ad0_01_subjective_candidates_all_candidate_subjective_law_questions_codex.csv.summary.md,17021,capsule-first-original-for-evidence
reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/01_docx_extract/full_text.md,1479305,2aa2236be4294a8ce7880c0d1294db7aec2858a96e2bf1c130fc39eb5126669f,context_capsules/591d2df746_reports____20260617_151852_01_docx_extract_full_text.md.summary.md,19335,capsule-first-original-for-evidence
codex_continuous/jobs/哲学必修四_三线闭环穷尽满分课/logs/iteration-004.raw.log,1330130,b594d6710266e9fc6279060208e9f1c9ccb1fd760b4443ec1f08af386f67ee24,context_capsules/9c01f2d230_codex_continuous_jobs___logs_iteration-004.raw.log.summary.md,6480,capsule-first-original-for-evidence
reports/选必一宝典_桌面原文件逐字逐题复核_20260617_151852/01_docx_extract/paragraph_table_inventory.csv,1319892,b6792098ff5201743d534ee3aad55c0ebf1e8ef2aa4039fa2106dc011271fc03,context_capsules/2bac4cb473_reports____20260617_151852_01_docx_extract_paragraph_table_inventory.csv.summary.md,6700,capsule-first-original-for-evidence
选必一_当代国际政治与经济_四线终极全书_2026-05-03/claudecode_lane/logs/claudecode_batch04I_20260503_230612.stream.json,1302448,b2bf26a14935f43712f9b3e415129e4b73a2aba0af1c2db547f8a715ada24e2a,context_capsules/015415eabf_2026-05-03_claudecode_lane_logs_claudecode_batch04I_20260503_230612.stream.json.summary.md,69,capsule-first-original-for-evidence
选必一_当代国际政治与经济_从0重跑_GPT55内容监督_ClaudeCode完整复跑_2026-05-02/claudecode_lane/logs/claude-overnight-final-20260503_002942.stream.json,1286857,0d4a500eba445e3cb02f4daabd7844ab4fb2a43d5f24545daf049d8d53683518,context_capsules/f7470097b6_deCode__2026-05-02_claudecode_lane_logs_claude-overnight-final-20260503_002942.stream.json.summary.md,237,capsule-first-original-for-evidence
选必一_当代国际政治与经济_四线终极全书_2026-05-03/claudecode_lane/logs/claudecode_batch04F_20260503_222029.stream.json,1281617,31d2da1e8a278f43fdf4b9beef8feef47bbc777423f91e75f1a34ba9c6425806,context_capsules/c427477495_2026-05-03_claudecode_lane_logs_claudecode_batch04F_20260503_222029.stream.json.summary.md,3162,capsule-first-original-for-evidence
选必一_当代国际政治与经济_四线终极全书_2026-05-03/claudecode_lane/logs/claudecode_batch04M_20260504_003447.stream.json,1245768,24fa41be3c8b10ed93a937efd7615a8defa710a0e9f416b360806948a116368d,context_capsules/290b39ac43_2026-05-03_claudecode_lane_logs_claudecode_batch04M_20260504_003447.stream.json.summary.md,171,capsule-first-original-for-evidence
选必二重做_2026-04-30/raw_exam_subjective_compilation_2026-06-02/01_inventory/desktop_candidate_sources.md,1239474,ac27014c13c7faf8c45e89b72b8f49b84d43d1a037f5731874d532025c4851b1,context_capsules/b908bb703c_04-30_raw_exam_subjective_compilation_2026-06-02_01_inventory_desktop_candidate_sources.md.summary.md,14482,capsule-first-original-for-evidence
codex_continuous/jobs/哲学必修四_三线闭环穷尽满分课/logs/iteration-002.raw.log,1210138,240aeac7d84dd09b2898ae98555783b03536c2c5de5fa34a91a9f3632e89b2de,context_capsules/14e942d62d_codex_continuous_jobs___logs_iteration-002.raw.log.summary.md,6627,capsule-first-original-for-evidence
选必三逻辑与思维双线四线终极跑_2026-05-04/03_entries/thinking_formal_candidate_shortlist.csv,1170420,00c61a9121395815be4070bcdea68662221b8b7d5b911eb78aa76b3769c9976e,context_capsules/fccb7c5221_2026-05-04_03_entries_thinking_formal_candidate_shortlist.csv.summary.md,930,capsule-first-original-for-evidence
选必一_当代国际政治与经济_四线终极全书_2026-05-03/claudecode_lane/logs/claudecode_batch04G_20260503_223718.stream.json,1156435,1e52f64655d5a041c707f0bcd0a1f4e0116937f5ea4141a739c90defae1133b4,context_capsules/8023654aba_2026-05-03_claudecode_lane_logs_claudecode_batch04G_20260503_223718.stream.json.summary.md,3052,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/CHAOYANG_2026_IDENTITY_OCR_CULTURE_PATCHED_COVERAGE_MATRIX.csv,1127582,284a150ddb824a070db1343693b58f85d502b62d53b3a819352e07f5247a66c8,context_capsules/cb3c097435____20260617_1301_00_control_CHAOYANG_2026_IDENTITY_OCR_CULTURE_PATCHED_COVERAGE_MATRIX.csv.summary.md,1394,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/COVERAGE_MATRIX.csv,1127582,284a150ddb824a070db1343693b58f85d502b62d53b3a819352e07f5247a66c8,context_capsules/c7a39294c9_reports____20260617_1301_00_control_COVERAGE_MATRIX.csv.summary.md,1394,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/chaoyang_2026_identity_ocr_culture_patched_classification_matrix.csv,1127582,284a150ddb824a070db1343693b58f85d502b62d53b3a819352e07f5247a66c8,context_capsules/0c2530a727_module_classification_chaoyang_2026_identity_ocr_culture_patched_classification_matrix.csv.summary.md,1394,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/module_classification_matrix.csv,1127582,284a150ddb824a070db1343693b58f85d502b62d53b3a819352e07f5247a66c8,context_capsules/5b0fd94df1_reports____20260617_1301_04_module_classification_module_classification_matrix.csv.summary.md,1394,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/HAIDIAN_2026_IDENTITY_OCR_CULTURE_PATCHED_COVERAGE_MATRIX.csv,1098684,8785d416eea9eaba336efdc8de9c6281cb4c3bc0be5623e2e8cc407bcd65f475,context_capsules/028c16853b_____20260617_1301_00_control_HAIDIAN_2026_IDENTITY_OCR_CULTURE_PATCHED_COVERAGE_MATRIX.csv.summary.md,1366,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/haidian_2026_identity_ocr_culture_patched_classification_matrix.csv,1098684,8785d416eea9eaba336efdc8de9c6281cb4c3bc0be5623e2e8cc407bcd65f475,context_capsules/c3fbabcc92__module_classification_haidian_2026_identity_ocr_culture_patched_classification_matrix.csv.summary.md,1366,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/FINAL_ANSWER_KEY_CLOSURE_COVERAGE_MATRIX.csv,1069060,4be9a461e4750f7e14ba2406b45a8669f9cd824a777eb3412e9f0e80cb4d5bc9,context_capsules/a14b995b6a_reports____20260617_1301_00_control_FINAL_ANSWER_KEY_CLOSURE_COVERAGE_MATRIX.csv.summary.md,1338,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/final_answer_key_closure_classification_matrix.csv,1069060,4be9a461e4750f7e14ba2406b45a8669f9cd824a777eb3412e9f0e80cb4d5bc9,context_capsules/98cdc260aa__20260617_1301_04_module_classification_final_answer_key_closure_classification_matrix.csv.summary.md,1338,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/CULTURE_HINT_FINAL_CLEANUP_COVERAGE_MATRIX.csv,1065782,6ef766f02d96a3ab8f07f47ea1c4676dd35b45664c64e45867dd9d79b030e143,context_capsules/53b6e67ee8_reports____20260617_1301_00_control_CULTURE_HINT_FINAL_CLEANUP_COVERAGE_MATRIX.csv.summary.md,1337,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/culture_hint_final_cleanup_classification_matrix.csv,1065782,6ef766f02d96a3ab8f07f47ea1c4676dd35b45664c64e45867dd9d79b030e143,context_capsules/465b4af166_0260617_1301_04_module_classification_culture_hint_final_cleanup_classification_matrix.csv.summary.md,1337,capsule-first-original-for-evidence
选必三逻辑与思维_四线从0重跑_2026-05-04/05_coverage/question_coverage_matrix_phase03_candidates.csv,1055271,fe3daeba1aaab596c446edd0609833771ef88900c852afd88fd1c63e153ea9b0,context_capsules/935120d739_0__2026-05-04_05_coverage_question_coverage_matrix_phase03_candidates.csv.summary.md,749,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/SUITE_IDENTITY_CULTURE_REPAIRED_COVERAGE_MATRIX.csv,1054841,49311fde9d014a2f4a33071090a7fd3dcd697c38a0d590e98106b1d6464973c8,context_capsules/4de1a3acb8_reports____20260617_1301_00_control_SUITE_IDENTITY_CULTURE_REPAIRED_COVERAGE_MATRIX.csv.summary.md,1331,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/suite_identity_culture_repaired_classification_matrix.csv,1054841,49311fde9d014a2f4a33071090a7fd3dcd697c38a0d590e98106b1d6464973c8,context_capsules/1c358e0df9_17_1301_04_module_classification_suite_identity_culture_repaired_classification_matrix.csv.summary.md,1331,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/REMAINING_STRONG_CLEANUP_COVERAGE_MATRIX.csv,1043907,af2cc250626b0a42d034e529277f63bce0625b64ba995bb33ef702da0285eaec,context_capsules/0a46dcf8ae_reports____20260617_1301_00_control_REMAINING_STRONG_CLEANUP_COVERAGE_MATRIX.csv.summary.md,1295,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/remaining_strong_cleanup_classification_matrix.csv,1043907,af2cc250626b0a42d034e529277f63bce0625b64ba995bb33ef702da0285eaec,context_capsules/33673606cf__20260617_1301_04_module_classification_remaining_strong_cleanup_classification_matrix.csv.summary.md,1295,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/SOURCE_EXPLICIT_CLEANUP_COVERAGE_MATRIX.csv,1040732,13ec21d54dd665d331f41bc56db93b5180111184e87a62dd25df544e9c6c87c0,context_capsules/cff8335264_reports____20260617_1301_00_control_SOURCE_EXPLICIT_CLEANUP_COVERAGE_MATRIX.csv.summary.md,1301,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/source_explicit_cleanup_classification_matrix.csv,1040732,13ec21d54dd665d331f41bc56db93b5180111184e87a62dd25df544e9c6c87c0,context_capsules/34656b9837___20260617_1301_04_module_classification_source_explicit_cleanup_classification_matrix.csv.summary.md,1301,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/CULTURE_COMPONENT_EXTRACTED_COVERAGE_MATRIX.csv,1035930,34e8ef7511be8ebc1714696dc370b9e275ff3ac4b662d69137ddad6560ce9265,context_capsules/63c767102c_reports____20260617_1301_00_control_CULTURE_COMPONENT_EXTRACTED_COVERAGE_MATRIX.csv.summary.md,1286,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/culture_component_extracted_classification_matrix.csv,1035930,34e8ef7511be8ebc1714696dc370b9e275ff3ac4b662d69137ddad6560ce9265,context_capsules/4b67af148b_260617_1301_04_module_classification_culture_component_extracted_classification_matrix.csv.summary.md,1286,capsule-first-original-for-evidence
选必二重做_2026-04-30/final_legal_outputs/legal_question_chain_ledger_2026-05-03.csv,1034673,1f85105c67f1e00df8b58ba4465af4d501bf7768310f6f6365514f5427453d74,context_capsules/f0f6df3b27_2026-04-30_final_legal_outputs_legal_question_chain_ledger_2026-05-03.csv.summary.md,5894,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/STRONG_BLOCKER_RESOLVED_COVERAGE_MATRIX.csv,1017198,e7d966c246149e58fbf13d263827ebae49a8ad3ef8b428e8ae2751da8dad21a4,context_capsules/3968bf257f_reports____20260617_1301_00_control_STRONG_BLOCKER_RESOLVED_COVERAGE_MATRIX.csv.summary.md,1266,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/strong_blocker_resolved_classification_matrix.csv,1017198,e7d966c246149e58fbf13d263827ebae49a8ad3ef8b428e8ae2751da8dad21a4,context_capsules/c39c5d76e2___20260617_1301_04_module_classification_strong_blocker_resolved_classification_matrix.csv.summary.md,1266,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/RAW_SOURCE_INSPECTION_REPAIRED_COVERAGE_MATRIX.csv,1014082,94cf5021345c010c491069766b9b0c2b1333ec45695e323462b9274c43c5f1fd,context_capsules/540cadd51b_reports____20260617_1301_00_control_RAW_SOURCE_INSPECTION_REPAIRED_COVERAGE_MATRIX.csv.summary.md,1266,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/raw_source_inspection_repaired_classification_matrix.csv,1014082,94cf5021345c010c491069766b9b0c2b1333ec45695e323462b9274c43c5f1fd,context_capsules/05bfabc091_617_1301_04_module_classification_raw_source_inspection_repaired_classification_matrix.csv.summary.md,1266,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/AUXILIARY_CLUE_REPAIRED_COVERAGE_MATRIX.csv,1003703,66990e9fcfc75fe640dfeecea5087bbd1a4a85ace22782612eea3f885ce9fbf9,context_capsules/ed53497e43_reports____20260617_1301_00_control_AUXILIARY_CLUE_REPAIRED_COVERAGE_MATRIX.csv.summary.md,1250,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/00_control/TWENTY_QUESTION_STRUCTURE_ACCEPTED_COVERAGE_MATRIX.csv,1003703,66990e9fcfc75fe640dfeecea5087bbd1a4a85ace22782612eea3f885ce9fbf9,context_capsules/5e6ba92bbb_reports____20260617_1301_00_control_TWENTY_QUESTION_STRUCTURE_ACCEPTED_COVERAGE_MATRIX.csv.summary.md,1250,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/auxiliary_clue_repaired_classification_matrix.csv,1003703,66990e9fcfc75fe640dfeecea5087bbd1a4a85ace22782612eea3f885ce9fbf9,context_capsules/3fd72a2ee1___20260617_1301_04_module_classification_auxiliary_clue_repaired_classification_matrix.csv.summary.md,1250,capsule-first-original-for-evidence
reports/必修二三与必修四文化_题源分类准备_20260617_1301/04_module_classification/twenty_question_structure_accepted_classification_matrix.csv,1003703,66990e9fcfc75fe640dfeecea5087bbd1a4a85ace22782612eea3f885ce9fbf9,context_capsules/800f314df1_1301_04_module_classification_twenty_question_structure_accepted_classification_matrix.csv.summary.md,1250,capsule-first-original-for-evidence
选必二法律主观题框架_从题源生长/04_merge_audit/pre_missing17_correction_backup_20260519_112902/04_merge_audit__merged_subjective_law_questions.jsonl,1001441,5b5063616c2aef3c35ccaff1b774b423f7938750d684b9a59d2320351cf35ee4,context_capsules/986c8d5306_17_correction_backup_20260519_112902_04_merge_audit__merged_subjective_law_questions.jsonl.summary.md,74,capsule-first-original-for-evidence
